50239112,-35.623,260.595,131.184,95.374,63.247,-124.416,13.598,-120.152,18.126,56.186,118.811,56.097,173.131,-3.092,29.720,213.252,50.457,31.082,-154.038,160.767,-11.034,41.820,2.837,31.640,-10.947,109.723,-191.639,-85.704,98.586,95.405,183.850,2.834,-21.645,174.457,-77.106,105.537,24.556,-83.496,-270.217,329.818,80.319,83.030,-72.676,93.027,-11.823,15.414,43.873,-46.032,202.198,136.171,79.278,204.478,150.142,-182.546,-52.488,98.510,-104.263,-151.113,139.024,59.497,-86.298,-8.148,53.357,-13.799,116.839,-26.181,-175.318,-117.713,107.387,279.672,-119.309,19.121,-114.930,-83.239,118.236,186.233,-69.132,43.503,-6.544,-129.618,-44.486,112.876,121.857,56.318,-94.010,93.177,37.854,-135.547,187.186,18.165,83.788,41.442,-5.727,-141.854,-119.423,-183.513,15.263,55.296,-104.734,-49.737,-16.060,88.839,26.794,-53.373,-9.126,-129.867,-160.490,7.996,21.224,34.658,-58.049,-86.662,288.888,205.465,-65.149,-73.005,203.608,-42.005,78.840,-235.940,-154.768,35.838,-91.534,-139.188,170.678,93.192,-22.952,183.135,125.988,61.667,-43.307,68.772,-225.200,45.222,220.871,71.076,67.827,215.441,98.889,-12.729,-228.898,-144.831,42.079,-20.082,-1.277,51.208,-77.397,273.271,143.245,157.894
2484101,0.863,4.003,1.213,1.821,2.990,-5.065,-2.761,-2.505,-2.230,1.700,-1.492,1.934,6.762,-2.653,2.596,3.835,-1.278,-0.477,-4.108,3.612,0.744,2.864,0.004,-0.573,2.689,3.557,-6.293,-2.291,3.200,1.027,2.799,-0.932,1.137,3.644,-0.956,2.279,1.719,2.872,-5.719,5.729,-0.507,-0.371,-0.852,1.874,0.010,1.362,-0.482,4.728,2.404,5.514,2.654,2.107,2.094,-2.824,1.800,3.641,-4.556,-3.955,2.118,1.054,-2.301,0.402,1.401,-0.395,6.184,-2.667,-1.238,-0.957,0.033,3.564,-2.989,-1.932,-1.827,-0.339,2.045,4.518,-2.123,2.866,2.352,0.948,-2.980,4.429,3.838,0.391,-3.096,2.074,1.150,-1.882,4.191,2.224,-1.982,1.697,-1.377,-2.283,-1.070,-4.063,0.266,1.225,-2.609,1.285,-2.797,0.772,-0.862,-0.058,3.067,-0.243,-3.098,-0.423,-0.841,1.817,-3.466,-1.621,5.415,2.483,-0.063,-2.248,4.314,0.762,0.701,-1.135,-1.788,2.359,-3.310,-3.377,1.717,0.925,-0.524,6.055,3.628,-1.081,-0.193,-2.409,-5.259,-2.006,3.806,2.320,2.096,5.146,3.377,-2.034,-7.506,-0.336,-0.994,-1.464,0.337,0.285,-1.072,6.352,2.389,5.182
985,0.183,8.382,4.976,5.576,2.828,-4.263,0.515,-3.885,0.114,3.669,1.377,2.629,4.629,-1.740,1.777,6.717,-0.809,2.147,-2.644,4.725,0.354,0.936,0.348,-0.571,2.403,5.233,-8.693,-1.036,2.975,1.561,7.692,0.583,2.004,7.005,-2.701,5.521,1.639,-1.888,-7.387,10.860,1.496,1.907,-1.644,3.389,-0.413,0.101,3.056,-1.669,2.968,5.469,2.224,7.108,4.834,-6.576,-1.532,6.935,-3.237,-5.394,4.714,-0.614,-0.885,-0.676,0.584,-1.334,5.616,-0.170,-5.856,-4.341,2.863,8.862,-2.918,2.212,-5.763,-4.256,0.936,6.651,-2.097,1.042,0.260,-1.653,0.497,3.378,4.535,2.744,-5.570,2.128,-0.541,-2.677,6.365,-2.723,0.607,3.240,0.331,-5.713,-4.576,-3.207,1.933,1.418,-2.307,-0.927,1.078,2.014,0.433,-1.491,2.852,-3.358,-5.856,1.059,-0.182,0.711,-3.313,-0.288,11.431,8.274,-4.467,-1.597,6.620,-1.568,2.498,-4.750,-3.096,2.047,-2.664,-5.203,5.135,2.225,-1.602,5.958,3.824,2.500,1.386,0.993,-6.411,3.865,5.351,1.872,0.693,6.079,3.345,-1.451,-8.290,-4.645,-0.534,0.410,0.593,-1.029,-1.947,8.631,5.045,5.085
128684640,-3.291,13.233,9.139,1.798,6.329,-5.469,-2.779,-8.934,2.116,4.229,5.851,2.176,4.103,-1.347,2.022,10.638,2.512,2.015,-2.714,7.375,-2.543,4.296,-0.819,3.250,0.096,7.607,-11.667,-2.837,0.694,4.888,10.991,-3.733,2.241,7.033,-5.205,5.366,8.294,-3.758,-13.985,14.026,4.063,5.888,-4.495,2.281,-0.455,1.848,3.425,0.693,8.815,11.971,4.074,9.748,8.449,-7.745,0.773,2.629,0.039,-8.681,7.044,-3.033,-3.690,1.832,0.407,2.685,7.072,2.012,-5.707,-4.268,5.519,11.830,-7.085,1.898,-4.119,-2.080,7.248,8.214,-1.610,4.277,2.630,-1.327,-0.753,6.190,2.714,-0.297,-3.690,4.026,2.812,-4.420,10.378,0.853,2.656,-0.069,1.988,-3.464,-2.124,-2.351,2.013,3.629,-1.317,0.214,-2.115,7.306,-1.171,-3.254,2.674,-4.709,-4.364,-2.248,3.508,3.696,-2.215,-2.910,10.589,10.771,1.455,-4.005,12.473,1.571,0.314,-9.486,-11.172,-0.561,-5.245,-4.894,8.184,3.285,-2.966,7.258,7.800,0.464,-3.587,-0.902,-8.777,2.041,8.708,0.146,4.871,8.539,2.709,-2.273,-12.576,-5.494,-2.619,-1.323,-2.087,2.365,-5.686,14.885,8.390,5.881
12983003,-11.787,601.752,305.218,294.463,188.344,-319.654,48.194,-280.664,79.060,188.842,154.227,174.399,416.582,-58.752,133.083,469.605,63.468,125.955,-257.839,334.591,25.488,67.743,31.850,0.334,12.794,319.180,-536.984,-189.926,274.082,120.200,480.765,5.585,53.325,430.383,-143.660,273.488,97.986,-104.787,-522.082,783.391,136.365,173.183,-159.815,195.826,-45.655,15.090,134.538,-76.267,334.784,365.040,137.483,460.738,337.208,-409.654,-102.194,340.220,-219.264,-359.092,296.685,30.144,-118.698,-51.403,69.898,-30.947,335.737,-48.774,-397.428,-280.114,210.584,646.506,-222.304,100.386,-325.497,-282.492,190.693,430.214,-171.489,141.660,9.924,-166.195,4.454,214.974,305.580,190.331,-328.117,155.672,-7.953,-248.671,450.814,-21.894,101.007,154.777,-0.394,-372.734,-288.478,-286.044,102.098,128.993,-232.618,-91.727,-24.200,206.829,33.011,-90.898,86.442,-212.319,-398.636,71.529,-9.620,50.145,-175.672,-121.120,703.817,488.884,-233.010,-98.826,463.565,-72.568,226.972,-428.565,-272.196,116.974,-200.569,-308.238,383.712,191.927,-155.799,389.741,299.033,143.888,-18.303,90.551,-462.441,196.129,415.875,161.405,141.365,446.127,173.825,-56.444,-510.724,-286.316,33.205,-0.663,26.248,18.708,-169.477,572.159,318.852,324.197
90996299,1.754,30.644,35.394,32.220,1.350,-10.816,-29.327,-24.574,-18.085,25.127,23.029,22.558,20.589,5.766,4.071,27.913,2.553,11.933,-12.337,11.356,0.380,4.905,-3.731,-1.561,7.061,38.870,-47.748,14.374,-1.446,-2.126,36.758,7.863,14.676,31.124,-11.802,52.173,15.645,-13.864,-72.491,39.578,20.737,19.460,-16.327,28.042,-2.913,22.328,8.579,-5.662,-4.794,17.291,32.115,37.278,10.089,-56.095,-23.981,61.770,-26.413,-38.435,26.068,-7.671,-0.090,-4.354,-10.223,-16.421,26.009,-7.235,-34.665,-7.227,18.756,30.616,-27.111,18.081,-34.187,-20.440,14.889,28.964,-14.554,-9.289,10.797,-8.207,-15.500,42.738,20.431,-2.633,-39.375,12.232,-8.405,-27.987,35.096,-33.851,-8.925,31.366,-0.744,-40.365,-40.951,-13.047,4.474,23.184,-0.318,-22.677,22.624,11.719,10.997,-22.355,24.228,-15.616,-47.091,4.513,-8.546,16.027,-18.461,-14.540,63.605,43.923,-11.623,-40.365,41.478,-17.594,-1.880,-7.883,-15.016,23.143,-10.922,-21.560,26.705,2.817,5.639,41.187,17.536,26.628,2.099,14.007,-36.810,-2.433,28.877,0.428,-2.939,16.221,42.466,-25.467,-50.498,-30.183,-11.424,0.069,6.636,6.354,-5.652,54.403,35.858,36.138
91345429,-4.126,136.075,74.469,57.690,17.578,-81.435,-16.955,-60.535,11.712,31.475,32.166,40.837,106.497,-16.522,44.381,113.378,6.755,31.586,-91.979,84.393,-10.183,34.636,-1.762,-11.337,2.680,66.859,-118.346,-26.017,56.455,32.955,85.690,-6.317,1.637,103.985,-47.086,55.158,17.301,-30.064,-130.494,159.804,42.627,62.820,-58.650,42.574,-18.096,28.767,36.928,-1.395,90.421,70.831,52.950,77.772,81.074,-96.056,-21.360,39.726,-54.615,-95.425,67.067,15.722,-39.499,-0.195,7.307,-20.721,65.346,-36.432,-80.563,-38.829,44.792,141.823,-78.060,-1.530,-79.229,-54.057,48.676,113.517,-36.738,46.456,23.579,-52.298,-6.554,66.389,75.176,40.689,-70.129,34.984,3.106,-62.245,103.894,27.866,8.210,44.260,4.224,-71.612,-66.400,-70.388,27.299,18.729,-78.118,-51.419,-8.945,70.362,26.190,-30.741,19.342,-44.673,-110.864,17.852,-5.853,16.557,-47.806,-39.721,148.841,88.582,-6.777,-48.588,113.529,-8.661,56.033,-91.571,-97.459,48.723,-62.779,-86.748,104.564,58.499,-8.662,109.154,72.806,20.353,-21.222,11.311,-140.111,21.853,100.827,38.796,28.410,105.990,56.510,-18.569,-138.171,-74.052,-3.716,-35.889,17.458,17.768,-44.063,136.431,94.210,86.939
91549607,-73.768,592.486,272.648,186.078,174.681,-337.827,-87.954,-248.954,64.601,149.471,219.193,156.585,453.920,-28.018,86.980,476.702,204.443,95.088,-310.546,354.372,29.960,101.205,-12.271,7.774,3.537,200.810,-398.359,-154.808,272.453,88.398,428.260,57.410,-41.443,327.408,-193.399,189.068,99.785,-196.070,-540.089,638.165,151.292,215.082,-161.380,145.245,-39.844,80.852,67.371,-95.268,364.729,404.148,145.038,361.937,276.136,-406.936,-66.346,153.114,-232.119,-358.615,309.598,59.086,-264.504,-13.435,61.687,-7.105,299.482,-95.589,-387.867,-164.175,168.840,615.342,-289.839,3.993,-208.595,-239.995,239.643,418.197,-155.177,151.152,35.202,-235.823,-69.954,182.598,312.533,82.541,-321.903,223.052,64.939,-233.453,351.877,111.407,57.959,62.265,-39.703,-285.772,-313.535,-367.650,17.826,76.044,-335.625,-180.754,-48.811,212.765,79.324,-176.298,0.612,-173.605,-407.575,26.124,-6.957,27.046,-174.542,-178.708,594.282,395.597,-29.463,-164.170,489.492,-22.129,148.216,-373.077,-320.862,151.897,-272.672,-234.757,446.921,258.941,-47.569,414.827,249.305,17.660,-88.395,86.166,-509.525,116.859,469.224,212.647,155.922,432.013,145.078,-37.939,-509.991,-183.306,70.772,-70.837,-99.298,96.569,-193.572,576.736,387.046,300.199
91804113,-0.674,32.247,17.426,19.320,10.073,-15.177,0.764,-18.693,-7.022,12.885,11.728,10.100,11.191,-3.818,3.242,21.958,-1.369,9.411,-4.290,15.840,0.026,2.971,1.465,-5.001,10.297,20.486,-33.086,-1.721,14.445,10.457,28.622,2.601,4.747,24.467,-14.502,19.802,5.962,-11.140,-31.102,33.250,1.692,10.106,-11.536,13.585,-1.504,-0.249,16.502,-9.070,11.354,22.257,13.150,24.721,12.461,-29.020,-7.928,27.918,-11.574,-19.767,21.108,-4.815,-3.015,-3.599,1.387,-7.421,19.716,-2.791,-20.809,-15.690,6.610,34.259,-14.827,8.683,-12.712,-12.523,4.967,25.888,-5.428,1.252,-2.191,-8.986,1.050,12.657,16.591,10.940,-18.033,12.716,-1.931,-12.842,21.336,-6.164,6.389,13.630,-3.878,-24.716,-12.692,-10.653,9.381,7.319,-8.997,-5.603,3.588,10.459,0.803,-5.839,15.377,-13.629,-24.649,5.862,0.904,1.450,-13.743,0.532,44.954,29.306,-17.957,-11.531,23.232,-9.777,11.171,-17.808,-11.317,7.656,-8.850,-19.783,20.744,12.064,-3.074,19.176,14.641,12.558,8.209,5.481,-22.305,15.684,17.475,11.046,-1.666,18.941,13.759,-4.437,-32.396,-19.433,-2.520,1.974,5.836,-7.558,-8.260,34.699,21.547,19.018
87644329,-10.388,249.779,62.835,137.727,115.630,-150.112,-143.558,-142.170,-133.709,185.673,166.657,-29.461,110.620,33.341,-36.920,179.260,-17.693,-0.497,-106.964,248.617,-90.749,42.046,-67.787,-72.874,-41.603,85.787,-309.565,88.814,157.821,96.935,225.756,38.119,-61.224,82.912,-241.042,296.860,105.606,-104.039,-426.255,352.372,64.633,261.619,-110.068,149.416,-174.238,31.859,166.840,-149.507,160.535,140.736,191.434,253.810,127.266,-319.961,-121.005,91.181,-244.801,-305.638,186.609,1.280,-127.921,29.138,117.329,-27.852,253.672,31.740,-229.711,-150.443,194.610,363.393,-188.837,-38.755,-80.846,-63.591,147.396,277.864,8.060,-59.743,12.762,-266.139,-139.444,190.722,147.245,29.039,-160.994,162.653,-74.993,-203.010,134.489,-92.748,213.651,243.652,-219.974,-274.289,-137.489,-316.685,82.367,149.097,-174.358,-214.080,13.734,223.716,114.940,-139.525,44.575,-85.240,-322.696,-21.237,-37.068,-14.262,-69.024,-9.258,420.012,223.364,44.700,-80.222,322.392,-136.730,99.321,-181.435,-280.986,75.915,-17.389,-281.859,195.160,105.722,74.622,276.129,180.120,77.620,-80.378,7.221,-293.662,98.905,253.512,63.000,80.687,206.553,128.487,42.512,-316.683,-277.630,-33.075,22.999,-3.634,8.338,-74.302,390.433,216.308,208.093
