CID,superclass,predicted_class
43389041,Organic nitrogen compounds,0
57620791,Organic oxygen compounds,8
62620254,Organic oxygen compounds,0
81448276,Organic nitrogen compounds,-1
6147645,Organic nitrogen compounds,-1
82411308,Organic oxygen compounds,-1
102208215,Hydrocarbon derivatives,0
43797617,Organic oxygen compounds,-1
69536986,"Lignans, neolignans and related compounds",0
3376910,Organic oxygen compounds,-1
4459372,Phenylpropanoids and polyketides,1
4589008,Phenylpropanoids and polyketides,0
58360366,"Lignans, neolignans and related compounds",0
90616080,Alkaloids and derivatives,-1
71182226,Lipids and lipid-like molecules,0
22983520,Organic nitrogen compounds,0
24002257,Phenylpropanoids and polyketides,0
19129520,Phenylpropanoids and polyketides,0
11953986,Phenylpropanoids and polyketides,23
103862305,Lipids and lipid-like molecules,0
64635846,Organic oxygen compounds,-1
58768673,Phenylpropanoids and polyketides,0
103135808,Organic nitrogen compounds,0
19260928,Phenylpropanoids and polyketides,0
107131195,Organic nitrogen compounds,-1
71522765,Phenylpropanoids and polyketides,-1
2913760,Phenylpropanoids and polyketides,-1
131756674,Lipids and lipid-like molecules,0
18924490,Organic oxygen compounds,0
88858767,Lipids and lipid-like molecules,0
99838697,Organic nitrogen compounds,-1
62908138,Organic oxygen compounds,-1
42797061,Organohalogen compounds,0
6654993,Phenylpropanoids and polyketides,1
23119398,Phenylpropanoids and polyketides,0
63041,Lipids and lipid-like molecules,-1
66756841,Organic oxygen compounds,-1
102084254,Phenylpropanoids and polyketides,-1
80881970,Organic oxygen compounds,-1
113040867,Organic nitrogen compounds,-1
89171551,Lipids and lipid-like molecules,0
101932559,Organosulfur compounds,-1
89104345,Organic nitrogen compounds,0
106309990,Organic nitrogen compounds,0
80917860,Organic oxygen compounds,-1
10556231,Phenylpropanoids and polyketides,0
24440844,Phenylpropanoids and polyketides,-1
23485251,"Organic 1,3-dipolar compounds",-1
59086894,Lipids and lipid-like molecules,0
97965932,Phenylpropanoids and polyketides,0
135617444,"Nucleosides, nucleotides, and analogues",0
70698961,Lipids and lipid-like molecules,0
88356557,"Lignans, neolignans and related compounds",-1
59075672,Lipids and lipid-like molecules,-1
90996613,Phenylpropanoids and polyketides,-1
5095486,Phenylpropanoids and polyketides,-1
44564216,Lipids and lipid-like molecules,-1
101625115,Organic oxygen compounds,0
101521541,Phenylpropanoids and polyketides,23
90199320,Organic oxygen compounds,-1
6577476,Phenylpropanoids and polyketides,-1
106513046,Organosulfur compounds,-1
83826507,Lipids and lipid-like molecules,0
25095497,Lipids and lipid-like molecules,29
52923651,Lipids and lipid-like molecules,0
577473,Organic nitrogen compounds,0
6441292,Phenylpropanoids and polyketides,-1
70505239,Lipids and lipid-like molecules,0
89509059,Organic nitrogen compounds,-1
8072250,Phenylpropanoids and polyketides,-1
89130618,Organic oxygen compounds,-1
72192324,Phenylpropanoids and polyketides,-1
57967892,"Lignans, neolignans and related compounds",-1
101208155,Lipids and lipid-like molecules,0
88889463,Organic oxygen compounds,-1
101688674,Lipids and lipid-like molecules,0
21608043,Organic oxygen compounds,-1
131779442,Lipids and lipid-like molecules,0
82736379,Organic nitrogen compounds,-1
57530155,Lipids and lipid-like molecules,-1
131775566,Lipids and lipid-like molecules,0
58664014,"Nucleosides, nucleotides, and analogues",25
131756024,Lipids and lipid-like molecules,0
89727504,"Lignans, neolignans and related compounds",0
55434081,Phenylpropanoids and polyketides,0
103470908,Organosulfur compounds,-1
83974598,Phenylpropanoids and polyketides,0
58207758,Organic oxygen compounds,-1
113826789,Organic nitrogen compounds,-1
122185093,Phenylpropanoids and polyketides,19
91420717,Phenylpropanoids and polyketides,30
20725001,Lipids and lipid-like molecules,0
80452467,Organosulfur compounds,0
5059974,"Lignans, neolignans and related compounds",-1
64454497,Organic nitrogen compounds,-1
131819856,Lipids and lipid-like molecules,0
6649704,Phenylpropanoids and polyketides,1
56596408,Organic oxygen compounds,0
131754376,Lipids and lipid-like molecules,0
64093720,Organic oxygen compounds,-1
91439386,Organic oxygen compounds,0
89397939,"Nucleosides, nucleotides, and analogues",0
59629513,"Lignans, neolignans and related compounds",0
103512693,Organosulfur compounds,0
88960161,Lipids and lipid-like molecules,0
59814890,Organic oxygen compounds,-1
87812950,Organic nitrogen compounds,-1
87297562,Phenylpropanoids and polyketides,0
91168964,Phenylpropanoids and polyketides,-1
77498235,Phenylpropanoids and polyketides,-1
70025026,Phenylpropanoids and polyketides,0
9545862,Lipids and lipid-like molecules,0
101510981,Phenylpropanoids and polyketides,0
64499256,Organic nitrogen compounds,0
101098409,Organic oxygen compounds,-1
565503,Organic nitrogen compounds,-1
21592260,Phenylpropanoids and polyketides,0
107270454,Organic oxygen compounds,0
101511964,Organic oxygen compounds,0
87652837,Phenylpropanoids and polyketides,0
87453561,Organic nitrogen compounds,0
14082399,Lipids and lipid-like molecules,-1
46494488,Phenylpropanoids and polyketides,-1
58078772,Lipids and lipid-like molecules,0
78808833,Organic nitrogen compounds,-1
89103162,Organic oxygen compounds,-1
104799396,Organic oxygen compounds,0
101070062,"Nucleosides, nucleotides, and analogues",25
11216818,Organic oxygen compounds,-1
24779174,Lipids and lipid-like molecules,0
99656501,Organosulfur compounds,-1
20273225,Lipids and lipid-like molecules,0
59221796,"Lignans, neolignans and related compounds",0
23244141,Organic oxygen compounds,0
95545286,Organic nitrogen compounds,-1
16760613,Lipids and lipid-like molecules,0
98557609,Lipids and lipid-like molecules,-1
2155734,Organic nitrogen compounds,-1
23572740,Organic oxygen compounds,0
7207209,Organic nitrogen compounds,-1
55302092,Organic nitrogen compounds,-1
462299,"Lignans, neolignans and related compounds",0
87098870,Lipids and lipid-like molecules,0
101988840,Phenylpropanoids and polyketides,0
91776141,Organic nitrogen compounds,-1
44349488,Phenylpropanoids and polyketides,9
57574846,Phenylpropanoids and polyketides,-1
11721721,Organic oxygen compounds,-1
88591096,Lipids and lipid-like molecules,0
24862409,Organic nitrogen compounds,0
10533099,Phenylpropanoids and polyketides,-1
23306094,Phenylpropanoids and polyketides,4
53494507,Phenylpropanoids and polyketides,-1
67380407,Phenylpropanoids and polyketides,0
5060723,Phenylpropanoids and polyketides,1
44049816,Phenylpropanoids and polyketides,0
93608993,Organic nitrogen compounds,-1
83955469,Phenylpropanoids and polyketides,-1
110928273,Organic nitrogen compounds,-1
87553487,Organic nitrogen compounds,0
87859483,"Lignans, neolignans and related compounds",0
64314483,Phenylpropanoids and polyketides,0
43307357,Organic nitrogen compounds,0
64446990,Organohalogen compounds,-1
114293120,Lipids and lipid-like molecules,0
81964601,Organosulfur compounds,0
97012613,Organic nitrogen compounds,0
87454549,Alkaloids and derivatives,-1
109300316,Organic nitrogen compounds,0
104362597,Phenylpropanoids and polyketides,-1
56263070,Organic oxygen compounds,-1
71567838,Alkaloids and derivatives,-1
6655550,Phenylpropanoids and polyketides,1
21496043,Phenylpropanoids and polyketides,-1
58250929,Organic nitrogen compounds,0
62615990,Organic nitrogen compounds,0
65964607,Organic nitrogen compounds,-1
92216161,Phenylpropanoids and polyketides,0
11686559,Organic oxygen compounds,8
105517270,Organohalogen compounds,-1
1660511,Phenylpropanoids and polyketides,24
91793615,Organic nitrogen compounds,-1
67363706,Organic oxygen compounds,-1
76312345,Lipids and lipid-like molecules,-1
57784291,Organic oxygen compounds,0
21885161,Phenylpropanoids and polyketides,0
56938750,Lipids and lipid-like molecules,0
20144637,Lipids and lipid-like molecules,0
21602164,Lipids and lipid-like molecules,-1
104062650,Organic oxygen compounds,-1
112281332,Organic oxygen compounds,-1
5237663,Lipids and lipid-like molecules,0
64245595,Organic nitrogen compounds,0
59591037,Organic oxygen compounds,0
17479609,Organic oxygen compounds,0
91861523,Organic oxygen compounds,0
22820817,Organic nitrogen compounds,-1
57888296,Alkaloids and derivatives,-1
136096424,Phenylpropanoids and polyketides,-1
79699798,Phenylpropanoids and polyketides,0
11756872,Organic nitrogen compounds,0
105104052,Organohalogen compounds,-1
106831259,Organic nitrogen compounds,-1
43244497,Phenylpropanoids and polyketides,0
15967951,Alkaloids and derivatives,-1
58332776,"Nucleosides, nucleotides, and analogues",0
104124456,Organic nitrogen compounds,-1
24147568,Phenylpropanoids and polyketides,2
58714094,Organic oxygen compounds,0
4220979,Phenylpropanoids and polyketides,-1
56018562,Organic oxygen compounds,0
89226242,Organic oxygen compounds,-1
58536036,"Lignans, neolignans and related compounds",-1
15168608,Organohalogen compounds,0
6653002,Phenylpropanoids and polyketides,1
82836261,Organic nitrogen compounds,-1
11867175,Alkaloids and derivatives,-1
25075689,Phenylpropanoids and polyketides,14
90753288,Organic oxygen compounds,0
131778889,Lipids and lipid-like molecules,0
14104212,Lipids and lipid-like molecules,0
89391465,Organosulfur compounds,0
53358569,Phenylpropanoids and polyketides,0
4727129,Organic nitrogen compounds,-1
23405398,Lipids and lipid-like molecules,-1
3015413,Lipids and lipid-like molecules,0
9936269,Lipids and lipid-like molecules,-1
5215495,Organic oxygen compounds,-1
44420083,Lipids and lipid-like molecules,0
131823038,Lipids and lipid-like molecules,0
62562781,Organic nitrogen compounds,-1
58233398,"Lignans, neolignans and related compounds",-1
87497326,Organic oxygen compounds,0
134764857,Lipids and lipid-like molecules,0
131817587,Lipids and lipid-like molecules,0
9474479,Phenylpropanoids and polyketides,0
98052623,Lipids and lipid-like molecules,-1
9371414,Lipids and lipid-like molecules,-1
79341111,Organohalogen compounds,-1
58446636,Organic oxygen compounds,0
20390065,Lipids and lipid-like molecules,0
66622835,Phenylpropanoids and polyketides,0
87831911,Organosulfur compounds,-1
3868382,Phenylpropanoids and polyketides,7
24179441,Phenylpropanoids and polyketides,0
7767142,Phenylpropanoids and polyketides,0
56975769,Lipids and lipid-like molecules,0
19130069,Phenylpropanoids and polyketides,0
52926665,Lipids and lipid-like molecules,0
91354839,Lipids and lipid-like molecules,0
3276185,Lipids and lipid-like molecules,0
65309989,Phenylpropanoids and polyketides,0
63021004,Alkaloids and derivatives,-1
104615241,Organic nitrogen compounds,-1
90380766,Organic nitrogen compounds,-1
23519382,Organic nitrogen compounds,-1
112416789,Organic nitrogen compounds,-1
58087679,Organic oxygen compounds,0
64214141,Organic nitrogen compounds,0
62585474,Organic nitrogen compounds,-1
59856889,Organic oxygen compounds,-1
25162871,Organic oxygen compounds,-1
39236451,Organosulfur compounds,-1
42902134,Organic oxygen compounds,0
45997467,Phenylpropanoids and polyketides,31
104123840,Organic nitrogen compounds,0
42708057,Lipids and lipid-like molecules,-1
22897905,Phenylpropanoids and polyketides,-1
80071050,Organic nitrogen compounds,-1
6280192,Phenylpropanoids and polyketides,-1
101757920,Organic nitrogen compounds,17
52924167,Lipids and lipid-like molecules,0
58323769,"Lignans, neolignans and related compounds",0
22006370,"Nucleosides, nucleotides, and analogues",-1
70528092,Organic oxygen compounds,0
102302563,Organohalogen compounds,0
88615002,Lipids and lipid-like molecules,0
5223382,Organosulfur compounds,-1
64435631,Phenylpropanoids and polyketides,0
58474860,Organic oxygen compounds,-1
82825923,"Organic 1,3-dipolar compounds",-1
131810783,Lipids and lipid-like molecules,0
113760846,Organic oxygen compounds,0
11039417,Lipids and lipid-like molecules,-1
59210783,"Lignans, neolignans and related compounds",0
73710477,Hydrocarbons,0
88620596,Phenylpropanoids and polyketides,0
12619487,Lipids and lipid-like molecules,0
24417733,Phenylpropanoids and polyketides,0
45114620,Phenylpropanoids and polyketides,0
114927258,Organic nitrogen compounds,-1
72192310,"Nucleosides, nucleotides, and analogues",-1
44507382,Lipids and lipid-like molecules,0
58921291,Phenylpropanoids and polyketides,0
91036934,Phenylpropanoids and polyketides,-1
114078508,Organic nitrogen compounds,0
19091016,Lipids and lipid-like molecules,0
66549500,Organic nitrogen compounds,-1
91180424,Phenylpropanoids and polyketides,0
110272874,Organic oxygen compounds,0
107046964,Organic oxygen compounds,-1
62481003,Organic nitrogen compounds,-1
6393676,"Organic 1,3-dipolar compounds",-1
131806069,Lipids and lipid-like molecules,0
65361728,Organic oxygen compounds,-1
75411973,Lipids and lipid-like molecules,0
8735172,Organic oxygen compounds,32
100998320,Lipids and lipid-like molecules,0
71610425,Organic oxygen compounds,-1
62064255,Organic nitrogen compounds,-1
81752905,Organic nitrogen compounds,-1
9985937,Phenylpropanoids and polyketides,-1
79453373,Organohalogen compounds,-1
90294734,Organic nitrogen compounds,0
94261271,Organic oxygen compounds,0
57358508,"Nucleosides, nucleotides, and analogues",0
24901119,Organosulfur compounds,-1
67227506,Organic oxygen compounds,-1
52927119,Lipids and lipid-like molecules,0
54633283,Phenylpropanoids and polyketides,-1
852539,Organic oxygen compounds,0
101916248,Lipids and lipid-like molecules,-1
10843513,Organic oxygen compounds,0
55303785,Carbides,-1
134722213,Lipids and lipid-like molecules,0
131822483,Lipids and lipid-like molecules,0
44329833,Phenylpropanoids and polyketides,0
6936312,Organosulfur compounds,-1
69330974,Organic oxygen compounds,-1
17825025,Organic oxygen compounds,0
71949320,Phenylpropanoids and polyketides,-1
20057640,Phenylpropanoids and polyketides,0
101406039,Organic oxygen compounds,0
131750515,Lipids and lipid-like molecules,0
18320231,Organic oxygen compounds,-1
20614987,Organohalogen compounds,0
101989515,Organic oxygen compounds,-1
112584975,Organosulfur compounds,0
105759141,Lipids and lipid-like molecules,0
71815322,Lipids and lipid-like molecules,-1
58331309,Organic nitrogen compounds,-1
43281484,Organic nitrogen compounds,0
17280348,Phenylpropanoids and polyketides,0
45997450,Phenylpropanoids and polyketides,31
23527906,Organic nitrogen compounds,-1
62034012,Organic oxygen compounds,-1
3474740,Phenylpropanoids and polyketides,15
58455328,"Nucleosides, nucleotides, and analogues",25
42648588,Alkaloids and derivatives,-1
103942470,Organosulfur compounds,-1
107248313,Organic nitrogen compounds,0
21666924,Organic nitrogen compounds,-1
63749975,Organic oxygen compounds,-1
25147681,Alkaloids and derivatives,-1
6180402,Lipids and lipid-like molecules,0
296282,Organic oxygen compounds,0
91729287,Lipids and lipid-like molecules,0
87588075,Phenylpropanoids and polyketides,-1
62566115,Organic nitrogen compounds,0
52943165,Phenylpropanoids and polyketides,-1
67212361,Phenylpropanoids and polyketides,0
18624530,Lipids and lipid-like molecules,0
43180279,Organic nitrogen compounds,0
10952064,Organic nitrogen compounds,35
99652411,Phenylpropanoids and polyketides,3
93719078,Organic oxygen compounds,0
65912374,Organic nitrogen compounds,-1
986250,Organic oxygen compounds,0
12536845,Lipids and lipid-like molecules,0
131760331,Lipids and lipid-like molecules,0
104675217,Organic oxygen compounds,-1
87924911,Lipids and lipid-like molecules,0
103767097,Lipids and lipid-like molecules,-1
12773608,Lipids and lipid-like molecules,0
24896898,Phenylpropanoids and polyketides,-1
131800661,Lipids and lipid-like molecules,0
14963872,Lipids and lipid-like molecules,0
3492427,Phenylpropanoids and polyketides,-1
65943461,Phenylpropanoids and polyketides,28
112488138,Organic nitrogen compounds,-1
78319234,"Nucleosides, nucleotides, and analogues",25
89710964,Phenylpropanoids and polyketides,-1
114078805,Organic nitrogen compounds,-1
102205077,"Nucleosides, nucleotides, and analogues",-1
7770729,Organic oxygen compounds,0
71652554,Organic nitrogen compounds,-1
12479546,Phenylpropanoids and polyketides,0
58522552,Organic oxygen compounds,-1
4117049,Phenylpropanoids and polyketides,1
57302578,Organic oxygen compounds,0
106661369,Organic nitrogen compounds,-1
59187479,Phenylpropanoids and polyketides,-1
101618935,Phenylpropanoids and polyketides,0
66721137,Organic nitrogen compounds,-1
3858100,Organic oxygen compounds,0
13138425,Organosulfur compounds,-1
73890952,"Lignans, neolignans and related compounds",0
10330144,Organohalogen compounds,0
66141515,Organic nitrogen compounds,-1
11202542,Phenylpropanoids and polyketides,-1
24417969,Phenylpropanoids and polyketides,0
101278965,Lipids and lipid-like molecules,0
101195101,Organic oxygen compounds,0
112631994,Organic nitrogen compounds,0
87754942,Phenylpropanoids and polyketides,-1
131761035,Lipids and lipid-like molecules,0
23747161,Phenylpropanoids and polyketides,-1
66837968,Organic nitrogen compounds,0
112786183,Organic nitrogen compounds,-1
57329484,Organic oxygen compounds,-1
87158428,Phenylpropanoids and polyketides,0
1210930,Phenylpropanoids and polyketides,-1
114976935,Organic nitrogen compounds,-1
105791125,Organic nitrogen compounds,0
89625687,Lipids and lipid-like molecules,0
90743960,Organic nitrogen compounds,-1
4230203,Phenylpropanoids and polyketides,0
3761070,Organosulfur compounds,-1
63199792,Organic nitrogen compounds,0
131822556,Lipids and lipid-like molecules,0
65795489,Organic nitrogen compounds,0
131812397,Lipids and lipid-like molecules,0
110823594,Organic oxygen compounds,0
69731409,Phenylpropanoids and polyketides,0
91758305,Phenylpropanoids and polyketides,0
21606134,Organic oxygen compounds,-1
80955300,Organic nitrogen compounds,-1
134751158,Lipids and lipid-like molecules,0
64599205,Organic nitrogen compounds,-1
15003566,Organic oxygen compounds,-1
58670985,Organosulfur compounds,20
80487171,Organic oxygen compounds,-1
127052736,Lipids and lipid-like molecules,0
93804957,Phenylpropanoids and polyketides,-1
82717841,Organic nitrogen compounds,-1
80062764,Organic nitrogen compounds,-1
63234079,Organic nitrogen compounds,-1
28842828,Organic oxygen compounds,0
44234204,Phenylpropanoids and polyketides,0
88815306,Organic nitrogen compounds,-1
113297491,Organic nitrogen compounds,-1
99573329,Lipids and lipid-like molecules,-1
18390796,Organic oxygen compounds,-1
44578799,Lipids and lipid-like molecules,-1
89342459,Phenylpropanoids and polyketides,-1
89965103,Organic nitrogen compounds,-1
9629085,Phenylpropanoids and polyketides,0
89238169,Organic oxygen compounds,0
70670894,Phenylpropanoids and polyketides,-1
18827597,Phenylpropanoids and polyketides,0
4932781,Phenylpropanoids and polyketides,0
106655056,Organohalogen compounds,-1
98476630,Phenylpropanoids and polyketides,-1
88480610,Lipids and lipid-like molecules,0
89343251,Phenylpropanoids and polyketides,0
27686354,Organic nitrogen compounds,-1
19591569,"Lignans, neolignans and related compounds",0
10149835,Organic nitrogen compounds,-1
3530015,Phenylpropanoids and polyketides,1
131772185,Lipids and lipid-like molecules,0
66833697,Phenylpropanoids and polyketides,0
106964976,Organic nitrogen compounds,-1
92474,Organic nitrogen compounds,0
40480290,Alkaloids and derivatives,-1
69242322,Organic oxygen compounds,-1
106206119,Organic nitrogen compounds,0
90971476,Organic oxygen compounds,-1
432986,Phenylpropanoids and polyketides,0
6875212,Lipids and lipid-like molecules,-1
131761116,Lipids and lipid-like molecules,0
52004624,Phenylpropanoids and polyketides,-1
112322598,Organic nitrogen compounds,0
80010382,Organic nitrogen compounds,-1
131814968,Lipids and lipid-like molecules,0
6190273,Phenylpropanoids and polyketides,19
60584403,Lipids and lipid-like molecules,0
101424832,Organic oxygen compounds,0
20254631,Organic oxygen compounds,0
11578781,Phenylpropanoids and polyketides,23
17987305,Phenylpropanoids and polyketides,0
11021499,Organic oxygen compounds,-1
23642469,Organic oxygen compounds,0
67327136,Lipids and lipid-like molecules,-1
7787899,Phenylpropanoids and polyketides,0
91256012,Phenylpropanoids and polyketides,47
104581982,Organic nitrogen compounds,-1
86751864,Lipids and lipid-like molecules,0
55014277,Organic nitrogen compounds,-1
14279768,Organic oxygen compounds,-1
56026442,Organosulfur compounds,-1
10232673,Phenylpropanoids and polyketides,-1
4962465,Phenylpropanoids and polyketides,0
92603838,Organic nitrogen compounds,-1
80532404,Organic oxygen compounds,-1
21079465,Lipids and lipid-like molecules,0
22800048,Phenylpropanoids and polyketides,-1
101147684,Organic oxygen compounds,0
32062600,Lipids and lipid-like molecules,0
83684071,Organic nitrogen compounds,0
70768153,Organic nitrogen compounds,-1
7485665,Phenylpropanoids and polyketides,-1
111927277,Organic oxygen compounds,0
44369960,Lipids and lipid-like molecules,-1
89198277,Phenylpropanoids and polyketides,8
57404294,Lipids and lipid-like molecules,0
89098989,Organic oxygen compounds,0
87964104,Organohalogen compounds,0
108135160,Lipids and lipid-like molecules,-1
65004096,Organic nitrogen compounds,0
57103695,"Nucleosides, nucleotides, and analogues",-1
43761494,Organic nitrogen compounds,0
57713528,Organic nitrogen compounds,0
90111748,Phenylpropanoids and polyketides,0
52924700,Lipids and lipid-like molecules,0
9873510,Phenylpropanoids and polyketides,0
103339355,Organic nitrogen compounds,0
131818316,Lipids and lipid-like molecules,0
65759731,Organic nitrogen compounds,-1
10326193,Lipids and lipid-like molecules,0
105239419,Organic nitrogen compounds,0
90757788,Lipids and lipid-like molecules,0
107550665,Organic nitrogen compounds,-1
56738116,Alkaloids and derivatives,-1
23590247,"Lignans, neolignans and related compounds",-1
66050679,Organic oxygen compounds,0
106654909,Organic nitrogen compounds,0
2799829,Organosulfur compounds,-1
106265989,Organic oxygen compounds,-1
51123285,Organic oxygen compounds,-1
78935924,Organic nitrogen compounds,0
82052328,Organic oxygen compounds,0
131763723,Lipids and lipid-like molecules,0
44582598,Phenylpropanoids and polyketides,-1
91692671,Organohalogen compounds,0
57532375,Organic oxygen compounds,-1
15949941,Lipids and lipid-like molecules,0
59282484,"Lignans, neolignans and related compounds",0
103434716,Phenylpropanoids and polyketides,0
87443966,Lipids and lipid-like molecules,0
56133253,Organohalogen compounds,-1
20375136,Phenylpropanoids and polyketides,-1
11818519,Phenylpropanoids and polyketides,0
58366566,Phenylpropanoids and polyketides,-1
6325474,Lipids and lipid-like molecules,-1
724548,Organosulfur compounds,-1
64104242,Organic nitrogen compounds,-1
3116984,Phenylpropanoids and polyketides,-1
131771123,Lipids and lipid-like molecules,0
112555231,Organic oxygen compounds,0
87837380,Organic oxygen compounds,0
76335751,"Nucleosides, nucleotides, and analogues",0
66131012,Organic nitrogen compounds,-1
21201843,Organic oxygen compounds,-1
3326595,Phenylpropanoids and polyketides,-1
89392359,Organic nitrogen compounds,0
23119089,Phenylpropanoids and polyketides,0
24898561,Lipids and lipid-like molecules,0
47287100,Organic oxygen compounds,0
11041549,Lipids and lipid-like molecules,0
25086751,Phenylpropanoids and polyketides,48
3727935,Organic oxygen compounds,-1
24211964,Phenylpropanoids and polyketides,0
9688422,Phenylpropanoids and polyketides,0
112584028,Organic nitrogen compounds,-1
22905589,Organic oxygen compounds,-1
24813863,Organic oxygen compounds,-1
29950531,Organic oxygen compounds,-1
6730250,Phenylpropanoids and polyketides,0
23004491,Organic nitrogen compounds,-1
19420627,Organic nitrogen compounds,0
70772172,Organic nitrogen compounds,-1
80800327,Organosulfur compounds,-1
2514851,Organic oxygen compounds,0
11693543,Organic oxygen compounds,-1
19128104,Phenylpropanoids and polyketides,0
89992147,Organic nitrogen compounds,0
90189180,Phenylpropanoids and polyketides,-1
62337959,Organic nitrogen compounds,0
81342499,Organic oxygen compounds,-1
108045733,Organic oxygen compounds,0
90278709,Lipids and lipid-like molecules,0
81472197,Phenylpropanoids and polyketides,0
54617776,Phenylpropanoids and polyketides,16
135471655,"Nucleosides, nucleotides, and analogues",0
19936182,Organic nitrogen compounds,35
49915039,Phenylpropanoids and polyketides,38
88218881,Organic oxygen compounds,-1
101650280,Phenylpropanoids and polyketides,-1
58655338,Organic oxygen compounds,0
114474725,Organic nitrogen compounds,-1
57319109,Organic oxygen compounds,-1
6326203,Lipids and lipid-like molecules,0
103553865,Organosulfur compounds,-1
4188074,Phenylpropanoids and polyketides,1
87831697,Organic nitrogen compounds,0
23878158,Organosulfur compounds,0
101797061,Organic oxygen compounds,-1
106775025,Organosulfur compounds,-1
131777631,Lipids and lipid-like molecules,0
92242217,Phenylpropanoids and polyketides,-1
63078485,Organic oxygen compounds,-1
89967095,Organic nitrogen compounds,-1
90358278,Phenylpropanoids and polyketides,-1
69620661,Lipids and lipid-like molecules,0
89574058,Organic oxygen compounds,0
56976369,Phenylpropanoids and polyketides,0
80866300,Organic oxygen compounds,-1
69820710,Organic oxygen compounds,0
98617106,Organic nitrogen compounds,-1
6660386,Phenylpropanoids and polyketides,15
21381320,Phenylpropanoids and polyketides,-1
130036610,Lipids and lipid-like molecules,-1
11714903,Phenylpropanoids and polyketides,-1
17369979,Lipids and lipid-like molecules,-1
63779319,Organic nitrogen compounds,-1
41070424,Phenylpropanoids and polyketides,0
44502934,Phenylpropanoids and polyketides,16
79921064,Organic oxygen compounds,-1
88201591,Organic oxygen compounds,0
131815111,Lipids and lipid-like molecules,0
11050974,"Nucleosides, nucleotides, and analogues",-1
70453758,Organic oxygen compounds,0
89299606,Phenylpropanoids and polyketides,0
46932957,Organosulfur compounds,-1
92217703,Phenylpropanoids and polyketides,0
88624754,Organic oxygen compounds,0
73673864,Phenylpropanoids and polyketides,-1
42608565,Alkaloids and derivatives,-1
87537461,Lipids and lipid-like molecules,0
101880334,Organic oxygen compounds,-1
4729640,Phenylpropanoids and polyketides,-1
124708180,Organic oxygen compounds,-1
56040324,Phenylpropanoids and polyketides,0
45794440,Organic oxygen compounds,-1
91270937,Organic oxygen compounds,-1
10941184,Organic oxygen compounds,0
11828086,Lipids and lipid-like molecules,0
70166109,Organosulfur compounds,-1
19768323,Lipids and lipid-like molecules,0
57912860,"Lignans, neolignans and related compounds",-1
65272757,Lipids and lipid-like molecules,-1
6997616,Alkaloids and derivatives,-1
69547915,"Nucleosides, nucleotides, and analogues",-1
63749443,Organic oxygen compounds,-1
101257948,Phenylpropanoids and polyketides,0
133001476,Lipids and lipid-like molecules,-1
103370342,Organic nitrogen compounds,-1
44342302,Organic oxygen compounds,-1
58151207,"Lignans, neolignans and related compounds",0
131761388,Lipids and lipid-like molecules,0
91342324,Organic oxygen compounds,0
65919100,Organic nitrogen compounds,0
64798019,Organic nitrogen compounds,0
58245858,Organic oxygen compounds,-1
70681424,Phenylpropanoids and polyketides,6
9624993,Phenylpropanoids and polyketides,0
19126529,Phenylpropanoids and polyketides,0
102256955,Phenylpropanoids and polyketides,-1
57524256,Organic oxygen compounds,0
80681385,Organic nitrogen compounds,-1
83541000,Organic nitrogen compounds,-1
43553,Hydrocarbons,0
19427438,Organic nitrogen compounds,0
4189145,Phenylpropanoids and polyketides,1
87668250,Organic oxygen compounds,0
59992377,Lipids and lipid-like molecules,0
19600157,Organic oxygen compounds,0
41169333,Organic oxygen compounds,-1
82404609,Organic nitrogen compounds,-1
83150485,Organic oxygen compounds,0
65598044,Organic nitrogen compounds,0
69792038,Organic nitrogen compounds,-1
81610170,Organic nitrogen compounds,-1
89141886,Lipids and lipid-like molecules,-1
138222,Lipids and lipid-like molecules,0
100560825,Organic oxygen compounds,0
82778152,Organic oxygen compounds,-1
4320848,Lipids and lipid-like molecules,-1
89269823,Organic oxygen compounds,-1
18721612,"Nucleosides, nucleotides, and analogues",0
87508843,Organic oxygen compounds,-1
62607872,Organic oxygen compounds,0
24045972,Organic oxygen compounds,0
131807916,Lipids and lipid-like molecules,0
83127353,Organic oxygen compounds,0
6649325,Phenylpropanoids and polyketides,1
80680280,Organosulfur compounds,-1
24768344,Organic oxygen compounds,0
82375850,Organic nitrogen compounds,-1
71035560,Organohalogen compounds,0
4213712,Phenylpropanoids and polyketides,-1
44619626,Phenylpropanoids and polyketides,16
9546030,Lipids and lipid-like molecules,0
90738849,Lipids and lipid-like molecules,0
80098925,Organic nitrogen compounds,0
70966973,Phenylpropanoids and polyketides,-1
87382456,Lipids and lipid-like molecules,0
103985887,Organic nitrogen compounds,-1
21760802,Organic nitrogen compounds,-1
21605750,Organic oxygen compounds,0
70546935,Organic oxygen compounds,-1
9569332,Lipids and lipid-like molecules,-1
131807019,Lipids and lipid-like molecules,0
24013441,Organic oxygen compounds,-1
40646609,Lipids and lipid-like molecules,-1
66607142,Organic nitrogen compounds,0
25424002,Alkaloids and derivatives,-1
17882426,Organic oxygen compounds,-1
108566472,Lipids and lipid-like molecules,0
57310354,Organic oxygen compounds,-1
93192768,Organic oxygen compounds,0
57437733,Lipids and lipid-like molecules,0
22889559,Lipids and lipid-like molecules,0
59776479,Phenylpropanoids and polyketides,-1
108338582,Organic nitrogen compounds,0
5939088,Phenylpropanoids and polyketides,0
