CID,superclass,predicted_class
59274046,Benzenoids,-1
109904782,Benzenoids,-1
66845509,Benzenoids,-1
53678558,Benzenoids,-1
10951831,Benzenoids,4
39992152,Benzenoids,-1
22730355,Benzenoids,-1
9083213,Benzenoids,-1
21085702,Benzenoids,-1
23386890,Benzenoids,-1
100556735,Benzenoids,-1
53822451,Benzenoids,-1
3552323,Benzenoids,-1
90415011,Benzenoids,-1
4342610,Benzenoids,-1
20500656,Benzenoids,-1
21403118,Benzenoids,-1
2057380,Benzenoids,-1
57517859,Benzenoids,-1
46789475,Benzenoids,-1
25387520,Benzenoids,-1
1446309,Benzenoids,-1
32016018,Benzenoids,-1
87239380,Benzenoids,-1
63036176,Benzenoids,-1
114815402,Benzenoids,-1
110280308,Benzenoids,-1
3879522,Benzenoids,-1
16308282,Benzenoids,-1
55785486,Benzenoids,-1
6644389,Benzenoids,-1
6645444,Benzenoids,-1
6661750,Benzenoids,-1
3784132,Benzenoids,-1
66488068,Benzenoids,-1
64548506,Benzenoids,-1
70529526,Benzenoids,-1
89973996,Benzenoids,3
25353636,Benzenoids,-1
92773070,Benzenoids,-1
66702676,Benzenoids,-1
35522424,Benzenoids,-1
83396142,Benzenoids,-1
21206637,Benzenoids,-1
23960036,Benzenoids,-1
56274407,Benzenoids,-1
97073186,Benzenoids,-1
87630247,Benzenoids,-1
63357287,Benzenoids,-1
83717235,Benzenoids,-1
59735916,Benzenoids,-1
5047875,Benzenoids,-1
60592274,Benzenoids,-1
32685820,Benzenoids,-1
10413146,Benzenoids,-1
46188754,Benzenoids,-1
17619599,Benzenoids,-1
24405292,Benzenoids,-1
59568643,Benzenoids,-1
24330585,Benzenoids,-1
7652675,Benzenoids,-1
81472229,Benzenoids,-1
81797965,Benzenoids,-1
100850254,Benzenoids,-1
50183005,Benzenoids,-1
50659608,Benzenoids,-1
50664449,Benzenoids,-1
50694007,Benzenoids,-1
91409630,Benzenoids,-1
59953612,Benzenoids,-1
4947339,Benzenoids,-1
24080685,Benzenoids,-1
24325140,Benzenoids,-1
11350859,Benzenoids,-1
72065254,Benzenoids,-1
100279609,Benzenoids,-1
40173694,Benzenoids,-1
49862047,Benzenoids,-1
107019281,Benzenoids,-1
60705824,Benzenoids,-1
414306,Benzenoids,-1
100459235,Benzenoids,-1
22724525,Benzenoids,-1
98614565,Benzenoids,-1
41285298,Benzenoids,-1
16667754,Benzenoids,-1
3291478,Benzenoids,-1
2428586,Benzenoids,-1
56473668,Benzenoids,-1
30130381,Benzenoids,-1
9644854,Benzenoids,-1
89329474,Benzenoids,-1
88034907,Benzenoids,-1
67055385,Benzenoids,-1
67260495,Benzenoids,-1
11167632,Benzenoids,-1
90868934,Benzenoids,-1
69814755,Benzenoids,-1
25449740,Benzenoids,-1
56515513,Benzenoids,-1
100542228,Benzenoids,-1
9203455,Benzenoids,-1
57750139,Benzenoids,-1
10908476,Benzenoids,-1
11240023,Benzenoids,-1
50509295,Benzenoids,27
50469535,Benzenoids,27
50604659,Benzenoids,27
90148116,Benzenoids,-1
7909604,Benzenoids,-1
25054974,Benzenoids,-1
5252996,Benzenoids,-1
41134005,Benzenoids,-1
59575247,Benzenoids,3
19219733,Benzenoids,-1
20090567,Benzenoids,-1
72365743,Benzenoids,-1
50248985,Benzenoids,29
50213094,Benzenoids,29
50003877,Benzenoids,-1
3101015,Benzenoids,-1
2318441,Benzenoids,-1
100135750,Benzenoids,-1
50387851,Benzenoids,-1
50665039,Benzenoids,-1
5541467,Benzenoids,-1
24311738,Benzenoids,-1
57032415,Benzenoids,-1
3611496,Benzenoids,-1
4097767,Benzenoids,-1
46837959,Benzenoids,-1
104259129,Benzenoids,-1
83943248,Benzenoids,-1
4158520,Benzenoids,-1
69345083,Benzenoids,-1
71046007,Benzenoids,-1
24783439,Benzenoids,-1
63734565,Benzenoids,-1
127032455,Benzenoids,-1
13251615,Benzenoids,-1
56825360,Benzenoids,-1
21025231,Benzenoids,-1
43915750,Benzenoids,-1
1291009,Benzenoids,-1
37750587,Benzenoids,-1
4940417,Benzenoids,-1
57984744,Benzenoids,-1
64895645,Benzenoids,-1
58594371,Benzenoids,-1
107097363,Benzenoids,-1
81632222,Benzenoids,-1
65103857,Benzenoids,-1
79290966,Benzenoids,-1
57541998,Benzenoids,-1
105495441,Benzenoids,-1
106794701,Benzenoids,-1
22574900,Benzenoids,-1
44499286,Benzenoids,-1
44489621,Benzenoids,-1
44499974,Benzenoids,-1
44504619,Benzenoids,-1
46501407,Benzenoids,-1
9683206,Benzenoids,-1
63437409,Benzenoids,-1
107975133,Benzenoids,-1
108106781,Benzenoids,-1
90493120,Benzenoids,-1
4764633,Benzenoids,-1
136274435,Benzenoids,-1
6701227,Benzenoids,-1
4649204,Benzenoids,-1
5289801,Benzenoids,-1
5471569,Benzenoids,-1
53741614,Benzenoids,-1
89907311,Benzenoids,-1
50068196,Benzenoids,-1
50730791,Benzenoids,-1
50713926,Benzenoids,-1
105211380,Benzenoids,-1
105244758,Benzenoids,-1
105272363,Benzenoids,-1
10700075,Benzenoids,-1
50167441,Benzenoids,-1
42033370,Benzenoids,-1
114946885,Benzenoids,-1
11708810,Benzenoids,-1
71163494,Benzenoids,-1
90806784,Benzenoids,-1
101609652,Benzenoids,-1
21673702,Benzenoids,-1
67113293,Benzenoids,-1
91317881,Benzenoids,-1
102047306,Benzenoids,-1
11540339,Benzenoids,-1
62008041,Benzenoids,-1
40828675,Benzenoids,-1
38257018,Benzenoids,-1
8870039,Benzenoids,-1
1402514,Benzenoids,-1
1712408,Benzenoids,-1
106143704,Benzenoids,-1
9189729,Benzenoids,-1
81584786,Benzenoids,-1
64717859,Benzenoids,-1
106336303,Benzenoids,-1
42708898,Benzenoids,-1
49971703,Benzenoids,-1
70476721,Benzenoids,-1
83934210,Benzenoids,-1
50605090,Benzenoids,-1
3951758,Benzenoids,-1
77073754,Benzenoids,-1
2867814,Benzenoids,-1
60575934,Benzenoids,-1
41066137,Benzenoids,-1
105105723,Benzenoids,-1
46216747,Benzenoids,-1
49849451,Benzenoids,-1
69546126,Benzenoids,-1
90165271,Benzenoids,-1
55195092,Benzenoids,-1
80203194,Benzenoids,-1
42664707,Benzenoids,-1
15947389,Benzenoids,-1
108539874,Benzenoids,-1
50545145,Benzenoids,-1
50533790,Benzenoids,-1
50583880,Benzenoids,-1
104584031,Benzenoids,-1
113360060,Benzenoids,-1
44397367,Benzenoids,-1
21036989,Benzenoids,-1
56405507,Benzenoids,-1
4802245,Benzenoids,-1
69888997,Benzenoids,-1
17412876,Benzenoids,-1
41056169,Benzenoids,-1
55882250,Benzenoids,-1
53742121,Benzenoids,-1
57331349,Benzenoids,-1
60636728,Benzenoids,-1
10501440,Benzenoids,-1
55723376,Benzenoids,-1
50541558,Benzenoids,-1
50543954,Benzenoids,29
10186572,Benzenoids,-1
65329971,Benzenoids,-1
109857291,Benzenoids,-1
62582473,Benzenoids,-1
62619578,Benzenoids,-1
105760794,Benzenoids,-1
53383542,Benzenoids,-1
81555962,Benzenoids,-1
80424681,Benzenoids,-1
107943569,Benzenoids,-1
83688400,Benzenoids,-1
106936090,Benzenoids,-1
71311538,Benzenoids,-1
58598764,Benzenoids,-1
43422850,Benzenoids,-1
37582705,Benzenoids,-1
46898239,Benzenoids,-1
89420319,Benzenoids,-1
55347595,Benzenoids,-1
55456950,Benzenoids,-1
56327733,Benzenoids,-1
8109536,Benzenoids,-1
26989572,Benzenoids,-1
44007180,Benzenoids,-1
58964585,Benzenoids,-1
42166630,Benzenoids,-1
23880979,Benzenoids,-1
100786326,Benzenoids,-1
34580465,Benzenoids,-1
65341113,Benzenoids,-1
108841782,Benzenoids,-1
60567199,Benzenoids,-1
53610801,Benzenoids,-1
82161799,Benzenoids,-1
41746392,Benzenoids,-1
53853460,Benzenoids,-1
82983380,Benzenoids,-1
87372896,Benzenoids,-1
88510692,Benzenoids,-1
10530075,Benzenoids,-1
86691553,Benzenoids,-1
64326165,Benzenoids,-1
88877758,Benzenoids,-1
58616660,Benzenoids,-1
107102274,Benzenoids,-1
136730006,Benzenoids,-1
107959167,Benzenoids,-1
64759537,Benzenoids,-1
110860212,Benzenoids,-1
43533058,Benzenoids,-1
64432222,Benzenoids,-1
4300041,Benzenoids,-1
7984675,Benzenoids,-1
62127275,Benzenoids,-1
112517841,Benzenoids,-1
63295646,Benzenoids,-1
106308961,Benzenoids,-1
80163758,Benzenoids,-1
64285448,Benzenoids,-1
100331506,Benzenoids,-1
100305495,Benzenoids,-1
62646227,Benzenoids,-1
89936991,Benzenoids,-1
65402674,Benzenoids,-1
19137049,Benzenoids,-1
107979772,Benzenoids,-1
65512432,Benzenoids,-1
66305672,Benzenoids,-1
15395203,Benzenoids,-1
50298236,Benzenoids,27
7727065,Benzenoids,-1
50665841,Benzenoids,-1
538218,Benzenoids,-1
106648245,Benzenoids,-1
80132632,Benzenoids,-1
50216948,Benzenoids,-1
50243482,Benzenoids,27
50483509,Benzenoids,27
21541758,Benzenoids,-1
50054831,Benzenoids,-1
87411944,Benzenoids,3
70846597,Benzenoids,-1
108538124,Benzenoids,-1
50704890,Benzenoids,-1
50672948,Benzenoids,-1
18910352,Benzenoids,-1
19322169,Benzenoids,-1
18910351,Benzenoids,-1
50380157,Benzenoids,-1
50381469,Benzenoids,-1
50187913,Benzenoids,-1
91096109,Benzenoids,-1
6678933,Benzenoids,-1
6673952,Benzenoids,-1
15171351,Benzenoids,-1
22032183,Benzenoids,-1
11970874,Benzenoids,-1
87199762,Benzenoids,-1
46856500,Benzenoids,-1
11757931,Benzenoids,-1
53054834,Benzenoids,-1
87700729,Benzenoids,-1
19295944,Benzenoids,-1
112267719,Benzenoids,-1
28083528,Benzenoids,-1
76625751,Benzenoids,-1
87649267,Benzenoids,-1
87540727,Benzenoids,-1
66539778,Benzenoids,-1
4223936,Benzenoids,-1
17189422,Benzenoids,-1
52950321,Benzenoids,-1
78947944,Benzenoids,-1
59398855,Benzenoids,-1
21238307,Benzenoids,-1
18474475,Benzenoids,-1
19023810,Benzenoids,-1
88826721,Benzenoids,-1
3332988,Benzenoids,-1
22311128,Benzenoids,-1
59577349,Benzenoids,-1
46234518,Benzenoids,-1
87713108,Benzenoids,-1
11779887,Benzenoids,-1
21121605,Benzenoids,-1
21377157,Benzenoids,-1
49921232,Benzenoids,-1
141016,Benzenoids,-1
69853356,Benzenoids,-1
50242527,Benzenoids,-1
66750675,Benzenoids,-1
91077335,Benzenoids,-1
107991319,Benzenoids,-1
94618494,Benzenoids,-1
63984397,Benzenoids,-1
74014263,Benzenoids,-1
18831272,Benzenoids,-1
72380837,Benzenoids,-1
3095984,Benzenoids,-1
4756418,Benzenoids,-1
4759454,Benzenoids,-1
109520691,Benzenoids,-1
112249795,Benzenoids,-1
50495334,Benzenoids,-1
50437305,Benzenoids,-1
50296323,Benzenoids,-1
50268426,Benzenoids,-1
59391010,Benzenoids,3
24949829,Benzenoids,-1
58708419,Benzenoids,-1
19247563,Benzenoids,-1
55686639,Benzenoids,-1
108761780,Benzenoids,-1
69575520,Benzenoids,-1
89268474,Benzenoids,-1
90936321,Benzenoids,-1
58203076,Benzenoids,3
11262493,Benzenoids,-1
6639571,Benzenoids,-1
5222613,Benzenoids,-1
4326636,Benzenoids,-1
104235010,Benzenoids,-1
101550213,Benzenoids,-1
2229618,Benzenoids,-1
6657047,Benzenoids,-1
1778987,Benzenoids,-1
69506398,Benzenoids,-1
71814780,Benzenoids,-1
14204995,Benzenoids,-1
47040967,Benzenoids,-1
57334758,Benzenoids,-1
114634216,Benzenoids,-1
10436796,Benzenoids,-1
44191752,Benzenoids,-1
109062680,Benzenoids,-1
10931045,Benzenoids,-1
101966977,Benzenoids,-1
87165798,Benzenoids,-1
4286947,Benzenoids,-1
18946369,Benzenoids,-1
16073996,Benzenoids,-1
71406711,Benzenoids,-1
57281288,Benzenoids,-1
87361703,Benzenoids,-1
42604309,Benzenoids,-1
43226777,Benzenoids,-1
4083629,Benzenoids,-1
6691658,Benzenoids,-1
6705535,Benzenoids,-1
90574304,Benzenoids,-1
53307015,Benzenoids,-1
72379508,Benzenoids,-1
70976438,Benzenoids,-1
90399930,Benzenoids,-1
136799387,Benzenoids,-1
10863779,Benzenoids,-1
93164185,Benzenoids,-1
19052230,Benzenoids,-1
19052222,Benzenoids,-1
19054334,Benzenoids,-1
23100058,Benzenoids,-1
22006555,Benzenoids,-1
100535894,Benzenoids,-1
6607197,Benzenoids,-1
6605557,Benzenoids,-1
6614002,Benzenoids,-1
110809216,Benzenoids,-1
109895405,Benzenoids,-1
89306398,Benzenoids,-1
50149238,Benzenoids,-1
44501954,Benzenoids,-1
86225215,Benzenoids,-1
11444397,Benzenoids,-1
87094575,Benzenoids,-1
5195208,Benzenoids,-1
3941660,Benzenoids,-1
1007910,Benzenoids,-1
59584482,Benzenoids,-1
25140038,Benzenoids,-1
89902654,Benzenoids,-1
99710715,Benzenoids,-1
21225382,Benzenoids,-1
21225351,Benzenoids,-1
7329055,Benzenoids,-1
65765173,Benzenoids,-1
83139177,Benzenoids,-1
81319468,Benzenoids,-1
66981978,Benzenoids,-1
50333621,Benzenoids,-1
50659792,Benzenoids,-1
50503166,Benzenoids,-1
50557464,Benzenoids,-1
50223929,Benzenoids,-1
4079172,Benzenoids,1
100292450,Benzenoids,-1
100294254,Benzenoids,-1
100539479,Benzenoids,-1
100261724,Benzenoids,-1
100202740,Benzenoids,-1
100207692,Benzenoids,-1
100243218,Benzenoids,-1
70558078,Benzenoids,-1
44535262,Benzenoids,-1
109539288,Benzenoids,-1
111937733,Benzenoids,-1
111213321,Benzenoids,-1
112430656,Benzenoids,-1
67069619,Benzenoids,-1
3221151,Benzenoids,-1
91411296,Benzenoids,-1
136638460,Benzenoids,-1
4084411,Benzenoids,-1
3302197,Benzenoids,-1
4075250,Benzenoids,-1
23119452,Benzenoids,-1
6157806,Benzenoids,-1
58643369,Benzenoids,-1
135941703,Benzenoids,-1
3888776,Benzenoids,-1
112709430,Benzenoids,-1
59782324,Benzenoids,-1
64613273,Benzenoids,-1
22981043,Benzenoids,-1
45995728,Benzenoids,-1
59782298,Benzenoids,-1
22095487,Benzenoids,-1
57110923,Benzenoids,-1
106132644,Benzenoids,-1
108378193,Benzenoids,-1
59114630,Benzenoids,-1
108198099,Benzenoids,-1
60621593,Benzenoids,-1
18174083,Benzenoids,-1
102016408,Benzenoids,-1
70040261,Benzenoids,-1
89168830,Benzenoids,-1
58888715,Benzenoids,-1
89305639,Benzenoids,-1
89718305,Benzenoids,-1
92088247,Benzenoids,-1
62148436,Benzenoids,-1
113871688,Benzenoids,-1
8000382,Benzenoids,-1
66400833,Benzenoids,-1
70986250,Benzenoids,-1
66981834,Benzenoids,-1
111082901,Benzenoids,-1
109819965,Benzenoids,-1
101836430,Benzenoids,-1
19320476,Benzenoids,-1
19307974,Benzenoids,-1
19300964,Benzenoids,-1
19314802,Benzenoids,-1
22190479,Benzenoids,-1
21385534,Benzenoids,28
23866167,Benzenoids,-1
24005559,Benzenoids,-1
8614457,Benzenoids,-1
91675614,Benzenoids,-1
5208890,Benzenoids,-1
81802401,Benzenoids,-1
46795770,Benzenoids,-1
72947419,Benzenoids,-1
14891890,Benzenoids,-1
57691471,Benzenoids,-1
102202190,Benzenoids,-1
101165612,Benzenoids,-1
57162803,Benzenoids,-1
87886862,Benzenoids,-1
51963424,Benzenoids,-1
21064850,Benzenoids,-1
5258750,Benzenoids,-1
89935055,Benzenoids,-1
4946448,Benzenoids,-1
136485326,Benzenoids,-1
57015239,Benzenoids,-1
10842322,Benzenoids,-1
50156923,Benzenoids,-1
50338440,Benzenoids,-1
50331656,Benzenoids,-1
50347655,Benzenoids,-1
50654752,Benzenoids,-1
50662387,Benzenoids,-1
89681328,Benzenoids,-1
89679925,Benzenoids,-1
109940022,Benzenoids,-1
109700817,Benzenoids,-1
111724831,Benzenoids,-1
111982689,Benzenoids,-1
109637907,Benzenoids,-1
111641502,Benzenoids,-1
46856517,Benzenoids,-1
107378428,Benzenoids,-1
19854318,Benzenoids,-1
113696543,Benzenoids,-1
112377036,Benzenoids,-1
73437969,Benzenoids,-1
24378379,Benzenoids,-1
136667972,Benzenoids,-1
15351231,Benzenoids,-1
94826406,Benzenoids,-1
44404923,Benzenoids,-1
24206334,Benzenoids,-1
106182306,Benzenoids,-1
65308823,Benzenoids,-1
57018864,Benzenoids,-1
88969362,Benzenoids,-1
57508854,Benzenoids,-1
2908233,Benzenoids,-1
50616814,Benzenoids,27
50470002,Benzenoids,27
50501062,Benzenoids,27
50232692,Benzenoids,27
50213043,Benzenoids,29
50474303,Benzenoids,29
50402300,Benzenoids,-1
50174140,Benzenoids,-1
5191878,Benzenoids,-1
70246176,Benzenoids,-1
88883210,Benzenoids,-1
44124314,Benzenoids,-1
67160133,Benzenoids,-1
104547911,Benzenoids,-1
105694220,Benzenoids,-1
55904363,Benzenoids,-1
55799294,Benzenoids,-1
4148555,Benzenoids,-1
3994056,Benzenoids,-1
136864999,Benzenoids,-1
135559301,Benzenoids,-1
3472529,Benzenoids,-1
91189526,Benzenoids,-1
2969644,Benzenoids,-1
96160594,Benzenoids,-1
100727326,Benzenoids,-1
35368438,Benzenoids,-1
46851651,Benzenoids,-1
70310722,Benzenoids,-1
44815661,Benzenoids,-1
70880008,Benzenoids,-1
59247051,Benzenoids,-1
89850305,Benzenoids,-1
59327970,Benzenoids,-1
89280513,Benzenoids,-1
57996991,Benzenoids,-1
88192519,Benzenoids,-1
59328729,Benzenoids,-1
71717402,Benzenoids,-1
91031890,Benzenoids,-1
11967038,Benzenoids,-1
99650118,Benzenoids,-1
90314086,Benzenoids,-1
11767380,Benzenoids,-1
3433827,Benzenoids,-1
21969453,Benzenoids,-1
135453718,Benzenoids,-1
70030988,Benzenoids,-1
44414406,Benzenoids,-1
22730159,Benzenoids,-1
66586759,Benzenoids,-1
15056120,Benzenoids,-1
21109233,Benzenoids,-1
87218371,Benzenoids,-1
44817124,Benzenoids,-1
58323058,Benzenoids,-1
58780861,Benzenoids,-1
87217160,Benzenoids,-1
2858060,Benzenoids,-1
25208140,Benzenoids,-1
44498435,Benzenoids,-1
44494831,Benzenoids,-1
44202544,Benzenoids,-1
44499786,Benzenoids,-1
100246218,Benzenoids,-1
100121200,Benzenoids,-1
73353527,Benzenoids,-1
70698079,Benzenoids,-1
19853558,Benzenoids,-1
10723078,Benzenoids,-1
53257414,Benzenoids,-1
69225850,Benzenoids,-1
112964674,Benzenoids,-1
21941846,Benzenoids,-1
66931440,Benzenoids,-1
22528433,Benzenoids,-1
102277388,Benzenoids,-1
102314295,Benzenoids,-1
59726325,Benzenoids,-1
50554995,Benzenoids,-1
50030374,Benzenoids,-1
50298751,Benzenoids,-1
50282334,Benzenoids,-1
50141107,Benzenoids,-1
50486737,Benzenoids,-1
89113996,Benzenoids,-1
22889175,Benzenoids,-1
43999764,Benzenoids,-1
18968560,Benzenoids,-1
58603996,Benzenoids,-1
135977466,Benzenoids,-1
56637802,Benzenoids,-1
58062540,Benzenoids,-1
87956364,Benzenoids,-1
89686476,Benzenoids,-1
73450017,Benzenoids,-1
91898718,Benzenoids,-1
18553029,Benzenoids,-1
1704573,Benzenoids,-1
46921807,Benzenoids,-1
2101560,Benzenoids,-1
28589918,Benzenoids,-1
3999843,Benzenoids,-1
24472004,Benzenoids,-1
100150854,Benzenoids,-1
46559148,Benzenoids,-1
69182528,Benzenoids,-1
71790862,Benzenoids,-1
113216405,Benzenoids,-1
50598602,Benzenoids,-1
50110226,Benzenoids,-1
50572218,Benzenoids,-1
50442153,Benzenoids,-1
110515531,Benzenoids,-1
5834376,Benzenoids,-1
59704261,Benzenoids,-1
41317155,Benzenoids,-1
5836968,Benzenoids,-1
19160211,Benzenoids,-1
58224193,Benzenoids,-1
21156532,Benzenoids,-1
136394302,Benzenoids,-1
101083810,Benzenoids,-1
7451894,Benzenoids,-1
67301535,Benzenoids,-1
67353044,Benzenoids,-1
53571227,Benzenoids,-1
22089165,Benzenoids,-1
11707659,Benzenoids,-1
23760282,Benzenoids,-1
45045613,Benzenoids,-1
58231169,Benzenoids,-1
97948913,Benzenoids,-1
88599844,Benzenoids,-1
57076736,Benzenoids,-1
22902578,Benzenoids,-1
57348073,Benzenoids,-1
50291857,Benzenoids,27
50338574,Benzenoids,27
50225079,Benzenoids,27
50045393,Benzenoids,27
50074476,Benzenoids,27
50236892,Benzenoids,27
50443343,Benzenoids,27
50029617,Benzenoids,27
11967207,Benzenoids,-1
89171458,Benzenoids,-1
100447318,Benzenoids,-1
4450225,Benzenoids,-1
87530466,Benzenoids,-1
50641360,Benzenoids,-1
50493963,Benzenoids,-1
50236722,Benzenoids,-1
113695856,Benzenoids,-1
10031747,Benzenoids,-1
10770117,Benzenoids,-1
9511980,Benzenoids,-1
23537705,Benzenoids,-1
108661020,Benzenoids,-1
87560176,Benzenoids,-1
25259170,Benzenoids,-1
80701575,Benzenoids,-1
72020837,Benzenoids,-1
89638227,Benzenoids,-1
18899981,Benzenoids,-1
19049764,Benzenoids,-1
13259398,Benzenoids,-1
4200254,Benzenoids,-1
4576458,Benzenoids,-1
49769514,Benzenoids,-1
57380072,Benzenoids,-1
78105139,Benzenoids,-1
9893643,Benzenoids,-1
92451543,Benzenoids,-1
92767722,Benzenoids,-1
1112020,Benzenoids,-1
58126682,Benzenoids,-1
66991530,Benzenoids,-1
18336452,Benzenoids,-1
87365280,Benzenoids,-1
109735939,Benzenoids,-1
109603558,Benzenoids,-1
111139881,Benzenoids,-1
87584689,Benzenoids,-1
50179915,Benzenoids,-1
50707695,Benzenoids,-1
50278483,Benzenoids,27
50458984,Benzenoids,-1
4518910,Benzenoids,-1
88230803,Benzenoids,-1
50378767,Benzenoids,-1
50289685,Benzenoids,27
50124163,Benzenoids,-1
50411101,Benzenoids,27
50024322,Benzenoids,27
97987868,Benzenoids,-1
55563613,Benzenoids,-1
1074742,Benzenoids,-1
46212393,Benzenoids,-1
4406997,Benzenoids,-1
25868817,Benzenoids,-1
19208471,Benzenoids,-1
57451587,Benzenoids,-1
101690209,Benzenoids,-1
57630727,Benzenoids,-1
71694643,Benzenoids,-1
89201421,Benzenoids,-1
46252375,Benzenoids,-1
5895955,Benzenoids,-1
52098151,Benzenoids,-1
3529521,Benzenoids,-1
5981686,Benzenoids,-1
13507498,Benzenoids,-1
117866,Benzenoids,-1
58173957,Benzenoids,-1
1752249,Benzenoids,-1
3776832,Benzenoids,-1
4169763,Benzenoids,-1
4051972,Benzenoids,-1
4133861,Benzenoids,-1
4325816,Benzenoids,-1
44374450,Benzenoids,-1
5231363,Benzenoids,-1
22211105,Benzenoids,-1
7905598,Benzenoids,-1
90801566,Benzenoids,-1
41427322,Benzenoids,-1
91281882,Benzenoids,-1
2111334,Benzenoids,-1
7928628,Benzenoids,-1
53810411,Benzenoids,-1
87773933,Benzenoids,-1
20564501,Benzenoids,-1
88741071,Benzenoids,-1
58916586,Benzenoids,-1
19453760,Benzenoids,-1
99656850,Benzenoids,-1
19913347,Benzenoids,-1
87399460,Benzenoids,-1
98165104,Benzenoids,-1
6482020,Benzenoids,-1
3957715,Benzenoids,-1
9640690,Benzenoids,-1
11716808,Benzenoids,-1
71615562,Benzenoids,-1
59330326,Benzenoids,3
57836386,Benzenoids,3
58569495,Benzenoids,3
57370592,Benzenoids,-1
59380203,Benzenoids,-1
110617022,Benzenoids,-1
102228932,Benzenoids,-1
91264571,Benzenoids,-1
92298293,Benzenoids,-1
22192764,Benzenoids,-1
22189617,Benzenoids,-1
19312360,Benzenoids,-1
19312011,Benzenoids,28
22188345,Benzenoids,28
19310209,Benzenoids,28
22188322,Benzenoids,-1
90124806,Benzenoids,-1
91281220,Benzenoids,-1
66818938,Benzenoids,-1
3637669,Benzenoids,-1
4420584,Benzenoids,-1
6642728,Benzenoids,-1
6663068,Benzenoids,-1
3594817,Benzenoids,-1
6646471,Benzenoids,-1
4448437,Benzenoids,-1
6639516,Benzenoids,-1
41796513,Benzenoids,-1
24229670,Benzenoids,-1
81749771,Benzenoids,-1
87907969,Benzenoids,-1
49865812,Benzenoids,-1
57819377,Benzenoids,-1
44235734,Benzenoids,-1
71131943,Benzenoids,-1
89887827,Benzenoids,-1
100236615,Benzenoids,-1
100167422,Benzenoids,-1
100236603,Benzenoids,-1
18791491,Benzenoids,-1
69555470,Benzenoids,-1
57489025,Benzenoids,-1
99679593,Benzenoids,-1
19053164,Benzenoids,-1
43905434,Benzenoids,-1
19053320,Benzenoids,-1
21384914,Benzenoids,28
19307006,Benzenoids,28
55272488,Benzenoids,-1
91942567,Benzenoids,-1
62886115,Benzenoids,-1
100394431,Benzenoids,-1
100552643,Benzenoids,-1
9621006,Benzenoids,-1
5381126,Benzenoids,-1
3945788,Benzenoids,-1
66881186,Benzenoids,-1
3458486,Benzenoids,-1
24886494,Benzenoids,-1
110871691,Benzenoids,-1
4149910,Benzenoids,-1
101763377,Benzenoids,-1
17933521,Benzenoids,-1
89427699,Benzenoids,-1
4224559,Benzenoids,-1
59452986,Benzenoids,-1
86624474,Benzenoids,-1
22564297,Benzenoids,-1
16051062,Benzenoids,-1
88094524,Benzenoids,-1
59898457,Benzenoids,-1
21798655,Benzenoids,-1
18230310,Benzenoids,-1
89447903,Benzenoids,-1
17911321,Benzenoids,-1
10835563,Benzenoids,-1
57734052,Benzenoids,-1
42889425,Benzenoids,-1
101311891,Benzenoids,2
101292869,Benzenoids,2
101292893,Benzenoids,2
23930221,Benzenoids,-1
70641973,Benzenoids,-1
70000900,Benzenoids,-1
22006430,Benzenoids,-1
21043735,Benzenoids,-1
10459093,Benzenoids,-1
108163061,Benzenoids,-1
43448369,Benzenoids,-1
64397018,Benzenoids,-1
83044493,Benzenoids,-1
50657509,Benzenoids,-1
40891175,Benzenoids,-1
50236318,Benzenoids,-1
50721228,Benzenoids,-1
50560678,Benzenoids,-1
54458673,Benzenoids,-1
87887516,Benzenoids,-1
10189425,Benzenoids,-1
23749287,Benzenoids,25
24030838,Benzenoids,25
24058303,Benzenoids,-1
100314731,Benzenoids,-1
21335224,Benzenoids,-1
23361539,Benzenoids,-1
18986818,Benzenoids,-1
102087377,Benzenoids,-1
6424066,Benzenoids,-1
70426953,Benzenoids,-1
22321243,Benzenoids,-1
11767471,Benzenoids,-1
22903216,Benzenoids,-1
24707056,Benzenoids,-1
20813262,Benzenoids,-1
10822090,Benzenoids,-1
17357102,Benzenoids,-1
27515640,Benzenoids,-1
4951106,Benzenoids,-1
4981484,Benzenoids,-1
9626730,Benzenoids,-1
224838,Benzenoids,-1
6241094,Benzenoids,-1
101096717,Benzenoids,-1
87086162,Benzenoids,-1
8436336,Benzenoids,-1
24465498,Benzenoids,-1
25639888,Benzenoids,-1
42900338,Benzenoids,-1
51036624,Benzenoids,-1
103872731,Benzenoids,-1
43563517,Benzenoids,-1
62747282,Benzenoids,-1
88224070,Benzenoids,-1
101990595,Benzenoids,-1
9963593,Benzenoids,-1
87147789,Benzenoids,-1
16081294,Benzenoids,-1
22527823,Benzenoids,-1
90729566,Benzenoids,-1
88998259,Benzenoids,-1
89546047,Benzenoids,-1
70605181,Benzenoids,-1
101883436,Benzenoids,-1
90134826,Benzenoids,-1
100565754,Benzenoids,-1
135399773,Benzenoids,-1
42723887,Benzenoids,-1
72280466,Benzenoids,-1
66000874,Benzenoids,-1
63511943,Benzenoids,-1
102191499,Benzenoids,-1
2832543,Benzenoids,-1
58560209,Benzenoids,-1
70009358,Benzenoids,-1
2053424,Benzenoids,-1
3946942,Benzenoids,-1
18836530,Benzenoids,-1
18818949,Benzenoids,-1
18818825,Benzenoids,-1
23604974,Benzenoids,-1
44523767,Benzenoids,-1
17396417,Benzenoids,-1
18112127,Benzenoids,-1
