CID,superclass,predicted_class
45270868,Organic oxygen compounds,-1
87719179,"Nucleosides, nucleotides, and analogues",-1
89821046,"Nucleosides, nucleotides, and analogues",-1
56927827,"Nucleosides, nucleotides, and analogues",-1
53346015,Phenylpropanoids and polyketides,-1
66948840,Phenylpropanoids and polyketides,-1
66948867,Phenylpropanoids and polyketides,-1
90124084,"Nucleosides, nucleotides, and analogues",-1
66951757,Phenylpropanoids and polyketides,-1
66945448,Phenylpropanoids and polyketides,-1
66947759,Phenylpropanoids and polyketides,-1
66946422,Phenylpropanoids and polyketides,-1
91373069,Phenylpropanoids and polyketides,-1
109653021,Organic nitrogen compounds,-1
111555127,Organosulfur compounds,-1
109639191,Organic nitrogen compounds,-1
111790996,Organic nitrogen compounds,-1
90893509,Organic oxygen compounds,-1
98083669,Lipids and lipid-like molecules,-1
56643089,Phenylpropanoids and polyketides,-1
18736819,Phenylpropanoids and polyketides,-1
44151767,Lipids and lipid-like molecules,-1
23870688,Phenylpropanoids and polyketides,-1
23982449,Phenylpropanoids and polyketides,-1
24010348,Phenylpropanoids and polyketides,-1
24175368,Phenylpropanoids and polyketides,-1
24065661,Phenylpropanoids and polyketides,-1
23926756,Phenylpropanoids and polyketides,-1
24065758,Phenylpropanoids and polyketides,-1
23926764,Phenylpropanoids and polyketides,-1
430173,Phenylpropanoids and polyketides,-1
91443226,Phenylpropanoids and polyketides,-1
21125323,Phenylpropanoids and polyketides,-1
44299519,Phenylpropanoids and polyketides,-1
44346762,Phenylpropanoids and polyketides,-1
44559595,Phenylpropanoids and polyketides,-1
16068820,Phenylpropanoids and polyketides,-1
430979,Phenylpropanoids and polyketides,-1
11571288,Phenylpropanoids and polyketides,-1
25112054,Phenylpropanoids and polyketides,-1
6110132,Phenylpropanoids and polyketides,-1
44458247,Phenylpropanoids and polyketides,-1
25005849,Phenylpropanoids and polyketides,-1
16067969,Phenylpropanoids and polyketides,-1
9573477,Phenylpropanoids and polyketides,-1
49771305,Phenylpropanoids and polyketides,-1
59933799,Phenylpropanoids and polyketides,-1
101410395,Organic oxygen compounds,4
101198263,Organic oxygen compounds,4
101487345,Organic oxygen compounds,4
102327470,Organic oxygen compounds,4
21599583,Organic oxygen compounds,4
44248622,Phenylpropanoids and polyketides,-1
11007500,Lipids and lipid-like molecules,-1
11061947,Organic oxygen compounds,4
10605677,Organic oxygen compounds,4
91339981,Organic oxygen compounds,-1
21304322,Organic oxygen compounds,4
59189694,Organic oxygen compounds,4
101071812,Organic oxygen compounds,4
101834102,Organic oxygen compounds,-1
101649004,"Lignans, neolignans and related compounds",-1
70841916,Organic oxygen compounds,4
11829001,Organic oxygen compounds,4
10160729,Lipids and lipid-like molecules,-1
57153403,Lipids and lipid-like molecules,-1
101503263,Organic oxygen compounds,-1
101720830,Lipids and lipid-like molecules,-1
87836117,Lipids and lipid-like molecules,-1
10485177,Organic oxygen compounds,-1
88488526,Lipids and lipid-like molecules,-1
101698559,Lipids and lipid-like molecules,-1
124432943,Lipids and lipid-like molecules,-1
90731553,Lipids and lipid-like molecules,-1
132587086,Lipids and lipid-like molecules,-1
71472189,Lipids and lipid-like molecules,-1
51042402,Phenylpropanoids and polyketides,-1
22855007,Organic oxygen compounds,-1
59718479,Lipids and lipid-like molecules,-1
46936600,Organic oxygen compounds,-1
101691826,Organic oxygen compounds,-1
10769680,Organic oxygen compounds,-1
66561157,Organic oxygen compounds,-1
7860632,Phenylpropanoids and polyketides,-1
72088344,Organohalogen compounds,-1
90339417,Phenylpropanoids and polyketides,-1
65449852,Lipids and lipid-like molecules,2
113295130,Lipids and lipid-like molecules,-1
106607420,Lipids and lipid-like molecules,-1
113763426,Lipids and lipid-like molecules,-1
88517621,Organic oxygen compounds,-1
4629849,Lipids and lipid-like molecules,-1
23724631,Lipids and lipid-like molecules,-1
70698355,Lipids and lipid-like molecules,-1
23427629,Lipids and lipid-like molecules,-1
636271,Lipids and lipid-like molecules,-1
22483471,Lipids and lipid-like molecules,-1
59416775,Allenes,-1
101034730,Lipids and lipid-like molecules,-1
90823516,Phenylpropanoids and polyketides,-1
88152036,Lipids and lipid-like molecules,-1
90848715,Lipids and lipid-like molecules,-1
51035388,Lipids and lipid-like molecules,-1
58766620,Lipids and lipid-like molecules,-1
102246369,Lipids and lipid-like molecules,-1
53728055,Lipids and lipid-like molecules,-1
101335751,Organic oxygen compounds,-1
91108678,Organic oxygen compounds,-1
71738209,Phenylpropanoids and polyketides,-1
90973488,Organic oxygen compounds,-1
44605742,Organic oxygen compounds,-1
71043642,Organic oxygen compounds,4
101335532,Organic oxygen compounds,-1
10435527,Organic nitrogen compounds,2
494952,Organic oxygen compounds,-1
101600660,Lipids and lipid-like molecules,-1
2013058,Phenylpropanoids and polyketides,-1
83952400,Phenylpropanoids and polyketides,-1
4248409,Phenylpropanoids and polyketides,-1
22683674,Phenylpropanoids and polyketides,-1
110274572,Phenylpropanoids and polyketides,-1
72497715,Organosulfur compounds,-1
45042736,Phenylpropanoids and polyketides,-1
21230259,Phenylpropanoids and polyketides,-1
88475223,Organic oxygen compounds,-1
99902115,Phenylpropanoids and polyketides,-1
11868923,Lipids and lipid-like molecules,-1
53493217,Lipids and lipid-like molecules,-1
90944659,Lipids and lipid-like molecules,-1
176496,Lipids and lipid-like molecules,-1
101039479,Lipids and lipid-like molecules,-1
24963844,Lipids and lipid-like molecules,-1
9840765,Lipids and lipid-like molecules,-1
3184379,Phenylpropanoids and polyketides,-1
57110687,Lipids and lipid-like molecules,-1
4696624,Phenylpropanoids and polyketides,-1
6189361,Phenylpropanoids and polyketides,-1
4696436,Phenylpropanoids and polyketides,-1
4696659,Phenylpropanoids and polyketides,-1
134770641,Lipids and lipid-like molecules,2
131755736,Lipids and lipid-like molecules,2
131821275,Lipids and lipid-like molecules,2
71312133,Lipids and lipid-like molecules,2
52927288,Lipids and lipid-like molecules,2
134750170,Lipids and lipid-like molecules,2
52924839,Lipids and lipid-like molecules,2
131754896,Lipids and lipid-like molecules,2
134739335,Lipids and lipid-like molecules,2
131820150,Lipids and lipid-like molecules,2
134746543,Lipids and lipid-like molecules,2
89522357,Lipids and lipid-like molecules,2
52922579,Lipids and lipid-like molecules,2
57055681,Phenylpropanoids and polyketides,-1
69679151,Organic oxygen compounds,-1
18461462,Organic oxygen compounds,-1
59587211,Phenylpropanoids and polyketides,-1
19186214,Phenylpropanoids and polyketides,-1
25072009,Phenylpropanoids and polyketides,-1
71106026,Organic oxygen compounds,-1
89680442,"Lignans, neolignans and related compounds",-1
89304131,Lipids and lipid-like molecules,-1
90982096,Phenylpropanoids and polyketides,-1
4620304,Lipids and lipid-like molecules,-1
57694650,"Lignans, neolignans and related compounds",-1
91585649,Organic oxygen compounds,-1
111696823,Lipids and lipid-like molecules,-1
103491086,Organic nitrogen compounds,-1
82685945,Organic nitrogen compounds,-1
62042347,Organic nitrogen compounds,-1
62551151,Organic nitrogen compounds,-1
109762767,Organic nitrogen compounds,-1
111666764,Organic nitrogen compounds,-1
88591902,Lipids and lipid-like molecules,-1
57757058,Lipids and lipid-like molecules,-1
23399689,Lipids and lipid-like molecules,-1
59731189,Lipids and lipid-like molecules,-1
20822756,Lipids and lipid-like molecules,-1
88972238,Lipids and lipid-like molecules,-1
58123173,Lipids and lipid-like molecules,-1
88591931,Lipids and lipid-like molecules,-1
88939167,Lipids and lipid-like molecules,-1
58123225,Lipids and lipid-like molecules,-1
80895307,Organic nitrogen compounds,-1
105202413,Organic nitrogen compounds,-1
105590067,Organic nitrogen compounds,-1
80930414,Organosulfur compounds,-1
2550107,Organosulfur compounds,-1
57618080,Phenylpropanoids and polyketides,-1
86577589,Phenylpropanoids and polyketides,-1
21369293,Phenylpropanoids and polyketides,-1
2427923,Organic nitrogen compounds,-1
17952103,Phenylpropanoids and polyketides,-1
52478726,Organosulfur compounds,-1
55385718,Organic oxygen compounds,-1
24590318,Organosulfur compounds,-1
9579235,Organosulfur compounds,-1
29676861,Organosulfur compounds,-1
29312298,Organic oxygen compounds,-1
56025151,Organosulfur compounds,-1
40168780,Organic oxygen compounds,-1
71527185,Alkaloids and derivatives,-1
22639026,Organic oxygen compounds,-1
91570594,Organic oxygen compounds,-1
92857418,Organic oxygen compounds,-1
6235851,Phenylpropanoids and polyketides,-1
3011700,Lipids and lipid-like molecules,-1
102117709,Lipids and lipid-like molecules,-1
20812522,Organic nitrogen compounds,-1
11366387,Lipids and lipid-like molecules,-1
57160042,Lipids and lipid-like molecules,-1
13328189,Organic nitrogen compounds,2
103177303,Organic oxygen compounds,-1
11593152,Phenylpropanoids and polyketides,-1
57193869,Organic oxygen compounds,-1
79418485,Phenylpropanoids and polyketides,-1
57572109,Lipids and lipid-like molecules,-1
59869314,Organic oxygen compounds,-1
59037539,Phenylpropanoids and polyketides,-1
21351644,Lipids and lipid-like molecules,-1
57491031,Hydrocarbons,-1
18726410,Lipids and lipid-like molecules,-1
2036148,"Lignans, neolignans and related compounds",-1
12317726,Organosulfur compounds,-1
10341422,Lipids and lipid-like molecules,-1
89512888,Phenylpropanoids and polyketides,10
3062,Lipids and lipid-like molecules,6
9854013,Phenylpropanoids and polyketides,-1
44425193,Lipids and lipid-like molecules,-1
50906822,Organic oxygen compounds,5
16099417,Organic oxygen compounds,-1
451415,Phenylpropanoids and polyketides,-1
76312366,Phenylpropanoids and polyketides,10
25232385,Organic oxygen compounds,-1
11714889,Organic oxygen compounds,10
59118569,Organic oxygen compounds,-1
101597165,Phenylpropanoids and polyketides,10
10771116,Organic oxygen compounds,-1
57210467,Phenylpropanoids and polyketides,-1
88349109,Organic oxygen compounds,-1
89268665,"Nucleosides, nucleotides, and analogues",-1
22496159,Organic nitrogen compounds,-1
65091183,Organic nitrogen compounds,-1
106999051,Organic nitrogen compounds,-1
64239017,"Organic 1,3-dipolar compounds",-1
62460424,Organic nitrogen compounds,-1
59336631,Lipids and lipid-like molecules,-1
62530717,Organic nitrogen compounds,-1
65131379,Organic nitrogen compounds,-1
65247834,Lipids and lipid-like molecules,-1
80316853,Organic nitrogen compounds,-1
62557361,Organic nitrogen compounds,-1
113929857,Organic nitrogen compounds,-1
105080394,Organic nitrogen compounds,-1
10463223,Alkaloids and derivatives,-1
58545839,Phenylpropanoids and polyketides,-1
66923638,Phenylpropanoids and polyketides,-1
11377377,"Lignans, neolignans and related compounds",-1
15971041,"Lignans, neolignans and related compounds",-1
5739,Phenylpropanoids and polyketides,-1
6669298,Alkaloids and derivatives,-1
6669844,Alkaloids and derivatives,-1
101014462,Alkaloids and derivatives,-1
66923642,Phenylpropanoids and polyketides,-1
95935003,Organic nitrogen compounds,-1
58207685,Phenylpropanoids and polyketides,-1
5582159,Alkaloids and derivatives,-1
59036003,Organic oxygen compounds,-1
71210470,Organic nitrogen compounds,3
89182081,"Lignans, neolignans and related compounds",3
90393537,Organic nitrogen compounds,3
71038405,Organic nitrogen compounds,3
25178214,Organic oxygen compounds,-1
59096592,Organic oxygen compounds,-1
89318300,Phenylpropanoids and polyketides,-1
44533732,Phenylpropanoids and polyketides,-1
66738879,Organosulfur compounds,-1
24381924,Organic oxygen compounds,-1
88061859,Phenylpropanoids and polyketides,-1
57138195,Organic oxygen compounds,-1
59221508,"Lignans, neolignans and related compounds",3
89929831,Organic nitrogen compounds,3
58895428,Organic nitrogen compounds,-1
72242452,Organic nitrogen compounds,3
72242629,Organic nitrogen compounds,3
102050880,Phenylpropanoids and polyketides,3
59766179,"Lignans, neolignans and related compounds",3
72242175,Organic nitrogen compounds,3
89535552,Organic nitrogen compounds,-1
70952589,Organic nitrogen compounds,-1
57913635,Organic nitrogen compounds,3
57913893,Organic nitrogen compounds,3
58232421,Organic nitrogen compounds,3
86669973,Organic nitrogen compounds,3
53874578,Organic nitrogen compounds,-1
15063438,Organic nitrogen compounds,-1
22169030,Organic nitrogen compounds,3
19889170,Organic nitrogen compounds,3
89999157,Organic nitrogen compounds,3
89888666,Lipids and lipid-like molecules,2
91426981,Hydrocarbons,2
133051610,Lipids and lipid-like molecules,2
57080838,Lipids and lipid-like molecules,2
90282302,Lipids and lipid-like molecules,2
88599714,Hydrocarbons,2
101709253,Phenylpropanoids and polyketides,-1
88982128,Lipids and lipid-like molecules,2
101549295,Lipids and lipid-like molecules,-1
133049974,Lipids and lipid-like molecules,2
56633129,Lipids and lipid-like molecules,0
88352209,Organic oxygen compounds,-1
22853171,Organic oxygen compounds,-1
59211333,Lipids and lipid-like molecules,-1
102021241,Lipids and lipid-like molecules,-1
87579779,Lipids and lipid-like molecules,-1
90756323,Lipids and lipid-like molecules,-1
102146900,Lipids and lipid-like molecules,-1
59518600,Lipids and lipid-like molecules,-1
46905227,Lipids and lipid-like molecules,0
44337885,Lipids and lipid-like molecules,-1
23726121,Lipids and lipid-like molecules,-1
88516591,Lipids and lipid-like molecules,0
99656250,Phenylpropanoids and polyketides,-1
44495485,Phenylpropanoids and polyketides,-1
44496445,Phenylpropanoids and polyketides,-1
44487533,Phenylpropanoids and polyketides,-1
44620020,Phenylpropanoids and polyketides,-1
46903826,Phenylpropanoids and polyketides,-1
44620254,Phenylpropanoids and polyketides,-1
44502333,Phenylpropanoids and polyketides,-1
44494591,Phenylpropanoids and polyketides,-1
44494991,Phenylpropanoids and polyketides,-1
44620423,Phenylpropanoids and polyketides,-1
44620352,Phenylpropanoids and polyketides,-1
44497337,Phenylpropanoids and polyketides,-1
44617437,Phenylpropanoids and polyketides,-1
44616446,Phenylpropanoids and polyketides,-1
44493186,Organic nitrogen compounds,-1
54615004,Phenylpropanoids and polyketides,-1
1156029,Organic oxygen compounds,-1
300088,Organic oxygen compounds,-1
44258613,Phenylpropanoids and polyketides,-1
66546151,"Lignans, neolignans and related compounds",-1
71516965,Phenylpropanoids and polyketides,-1
98092661,Phenylpropanoids and polyketides,14
14187150,Phenylpropanoids and polyketides,-1
44257807,Phenylpropanoids and polyketides,14
42607965,Phenylpropanoids and polyketides,-1
12313332,Phenylpropanoids and polyketides,14
98118069,Phenylpropanoids and polyketides,-1
131832655,Phenylpropanoids and polyketides,-1
101012655,Phenylpropanoids and polyketides,-1
44429858,Organic oxygen compounds,-1
92341931,Phenylpropanoids and polyketides,-1
24011665,Organic oxygen compounds,-1
54691350,Phenylpropanoids and polyketides,-1
13964062,Phenylpropanoids and polyketides,-1
72818176,Phenylpropanoids and polyketides,-1
131838813,Phenylpropanoids and polyketides,-1
13784486,Phenylpropanoids and polyketides,14
71452331,Lipids and lipid-like molecules,-1
69266803,Phenylpropanoids and polyketides,-1
45933932,Phenylpropanoids and polyketides,14
66867830,Phenylpropanoids and polyketides,-1
91051494,Lipids and lipid-like molecules,-1
58167600,Lipids and lipid-like molecules,-1
53964576,Organic oxygen compounds,-1
88009000,Organohalogen compounds,-1
65128919,Organic nitrogen compounds,-1
20058878,Organosulfur compounds,-1
88847334,Lipids and lipid-like molecules,-1
69624235,Phenylpropanoids and polyketides,-1
90737889,Organosulfur compounds,-1
89283414,Phenylpropanoids and polyketides,-1
10312624,Organic nitrogen compounds,-1
101147417,Phenylpropanoids and polyketides,-1
21968222,Lipids and lipid-like molecules,-1
44297825,Lipids and lipid-like molecules,-1
70106050,Lipids and lipid-like molecules,-1
76319798,Lipids and lipid-like molecules,-1
57295134,Lipids and lipid-like molecules,-1
69623793,"Nucleosides, nucleotides, and analogues",-1
70477478,Organic oxygen compounds,-1
66950538,Phenylpropanoids and polyketides,-1
44337706,Phenylpropanoids and polyketides,-1
59734909,Phenylpropanoids and polyketides,-1
10983144,Organic oxygen compounds,-1
44668737,Phenylpropanoids and polyketides,-1
12755779,Lipids and lipid-like molecules,-1
11815890,Organic oxygen compounds,-1
2088002,Organic oxygen compounds,-1
11124509,Organic oxygen compounds,-1
6189493,Phenylpropanoids and polyketides,-1
50773888,Phenylpropanoids and polyketides,-1
4351018,"Nucleosides, nucleotides, and analogues",-1
96545045,Phenylpropanoids and polyketides,-1
56635268,Lipids and lipid-like molecules,-1
44429240,Lipids and lipid-like molecules,-1
101942477,Phenylpropanoids and polyketides,-1
14541552,Phenylpropanoids and polyketides,-1
88902216,Organic nitrogen compounds,-1
81949880,Organic nitrogen compounds,-1
105347338,Lipids and lipid-like molecules,-1
77032912,Organic nitrogen compounds,-1
106556664,Organic nitrogen compounds,-1
64445223,Organohalogen compounds,-1
105551102,Organic nitrogen compounds,-1
19532891,Organohalogen compounds,-1
23478101,"Organic 1,3-dipolar compounds",-1
53698776,Lipids and lipid-like molecules,2
10147529,Lipids and lipid-like molecules,2
131814980,Lipids and lipid-like molecules,2
131812256,Lipids and lipid-like molecules,2
131771455,Lipids and lipid-like molecules,2
52924549,Lipids and lipid-like molecules,2
131754070,Lipids and lipid-like molecules,2
52926117,Lipids and lipid-like molecules,2
16091645,Lipids and lipid-like molecules,0
52926672,Lipids and lipid-like molecules,2
101592499,Lipids and lipid-like molecules,2
131809592,Lipids and lipid-like molecules,2
134719129,Lipids and lipid-like molecules,2
131803219,Lipids and lipid-like molecules,2
56937631,Lipids and lipid-like molecules,2
58943579,Phenylpropanoids and polyketides,3
6896052,Lipids and lipid-like molecules,-1
4667843,Lipids and lipid-like molecules,-1
9582875,Organic nitrogen compounds,-1
92218060,Phenylpropanoids and polyketides,-1
10032874,Alkaloids and derivatives,-1
11444390,Lipids and lipid-like molecules,-1
23862633,Phenylpropanoids and polyketides,-1
72635265,Phenylpropanoids and polyketides,-1
98443487,Lipids and lipid-like molecules,-1
41957856,Organosulfur compounds,-1
8385752,Organosulfur compounds,-1
20835376,Phenylpropanoids and polyketides,-1
18835233,Lipids and lipid-like molecules,-1
5843278,Phenylpropanoids and polyketides,-1
1646276,Phenylpropanoids and polyketides,-1
40519987,Phenylpropanoids and polyketides,-1
83158070,Lipids and lipid-like molecules,-1
57271520,Lipids and lipid-like molecules,-1
59039331,Organic oxygen compounds,-1
86140714,Lipids and lipid-like molecules,-1
18336143,Lipids and lipid-like molecules,-1
316719,Organic oxygen compounds,-1
20766226,Lipids and lipid-like molecules,-1
59703034,Lipids and lipid-like molecules,-1
13297114,Lipids and lipid-like molecules,-1
11020250,Lipids and lipid-like molecules,-1
88549546,Lipids and lipid-like molecules,-1
90464047,Lipids and lipid-like molecules,-1
91324613,Organic oxygen compounds,-1
11205807,Lipids and lipid-like molecules,-1
24112656,Lipids and lipid-like molecules,-1
57266430,Lipids and lipid-like molecules,-1
59039492,Organic oxygen compounds,-1
6429285,Lipids and lipid-like molecules,-1
101105350,Lipids and lipid-like molecules,-1
88625931,Lipids and lipid-like molecules,-1
58311284,Phenylpropanoids and polyketides,-1
57549165,"Nucleosides, nucleotides, and analogues",-1
127053382,Phenylpropanoids and polyketides,-1
66551351,Lipids and lipid-like molecules,-1
102045659,Organic oxygen compounds,-1
90370356,Phenylpropanoids and polyketides,-1
20721540,Phenylpropanoids and polyketides,-1
59341572,Lipids and lipid-like molecules,-1
11296592,Phenylpropanoids and polyketides,-1
82596117,Organic oxygen compounds,-1
43476263,Organic nitrogen compounds,-1
131778821,Lipids and lipid-like molecules,2
131804761,Lipids and lipid-like molecules,2
90009029,Lipids and lipid-like molecules,2
23726260,Lipids and lipid-like molecules,0
57988619,Organosulfur compounds,-1
52925156,Lipids and lipid-like molecules,2
87169978,Organic nitrogen compounds,2
56936972,Lipids and lipid-like molecules,2
11731355,Lipids and lipid-like molecules,2
131805569,Lipids and lipid-like molecules,2
131778784,Lipids and lipid-like molecules,2
131805973,Lipids and lipid-like molecules,2
42627661,Lipids and lipid-like molecules,0
89019995,Lipids and lipid-like molecules,2
11621546,Lipids and lipid-like molecules,2
87651782,Organic oxygen compounds,-1
9546962,Lipids and lipid-like molecules,2
25134698,Lipids and lipid-like molecules,-1
13535004,Lipids and lipid-like molecules,2
53751241,Lipids and lipid-like molecules,-1
11274637,Organic oxygen compounds,-1
89324633,Organosulfur compounds,-1
57050107,Organic oxygen compounds,-1
10483379,Phenylpropanoids and polyketides,-1
102306631,"Lignans, neolignans and related compounds",-1
20702177,Alkaloids and derivatives,-1
89958001,Phenylpropanoids and polyketides,-1
11498889,Organic oxygen compounds,-1
114749137,Organic nitrogen compounds,-1
89929471,Organohalogen compounds,-1
105429316,Organohalogen compounds,-1
66442530,Organic nitrogen compounds,-1
41106440,Organic nitrogen compounds,-1
73051399,"Nucleosides, nucleotides, and analogues",-1
57565431,Organic oxygen compounds,-1
52921929,Lipids and lipid-like molecules,-1
24779469,Lipids and lipid-like molecules,2
101917140,Lipids and lipid-like molecules,-1
22826385,Lipids and lipid-like molecules,-1
56625060,Lipids and lipid-like molecules,-1
66984728,Lipids and lipid-like molecules,-1
11397036,Lipids and lipid-like molecules,-1
10021433,Lipids and lipid-like molecules,-1
4236424,Phenylpropanoids and polyketides,-1
59391972,Phenylpropanoids and polyketides,-1
80408684,Organic nitrogen compounds,-1
105791079,Organic nitrogen compounds,-1
103225218,Organic nitrogen compounds,-1
105686241,Organic nitrogen compounds,-1
3097538,Organic oxygen compounds,-1
62244977,Organic nitrogen compounds,-1
80656441,Organic nitrogen compounds,-1
62470814,Organic nitrogen compounds,-1
105204340,Organohalogen compounds,-1
113695401,Organic nitrogen compounds,-1
80613869,Organic nitrogen compounds,-1
83272387,Organic oxygen compounds,-1
97961656,Phenylpropanoids and polyketides,-1
99694945,Phenylpropanoids and polyketides,-1
57809249,Phenylpropanoids and polyketides,-1
87517207,Organic nitrogen compounds,-1
69673940,"Lignans, neolignans and related compounds",-1
10533844,"Lignans, neolignans and related compounds",-1
89955556,Phenylpropanoids and polyketides,-1
58316970,Organic oxygen compounds,-1
72107529,"Organic 1,3-dipolar compounds",-1
97970762,Organic oxygen compounds,-1
105034671,Organic nitrogen compounds,-1
89428028,Organic oxygen compounds,-1
9967574,Lipids and lipid-like molecules,-1
80017006,Organic nitrogen compounds,-1
65852453,Organic nitrogen compounds,-1
57082083,Organic nitrogen compounds,-1
106967416,Organic nitrogen compounds,-1
108422770,Organic nitrogen compounds,-1
113613365,Organic nitrogen compounds,-1
106229669,Organic nitrogen compounds,-1
20316582,Lipids and lipid-like molecules,-1
79125437,Organic oxygen compounds,-1
14739641,Organic oxygen compounds,-1
106836423,Lipids and lipid-like molecules,-1
79360447,Organic nitrogen compounds,-1
77052253,Organic nitrogen compounds,-1
112590368,Organic oxygen compounds,-1
9942672,Phenylpropanoids and polyketides,-1
1238853,Organohalogen compounds,-1
104173305,Organic oxygen compounds,-1
58360423,"Lignans, neolignans and related compounds",-1
11959241,Organosulfur compounds,-1
5206323,Phenylpropanoids and polyketides,-1
99995183,Phenylpropanoids and polyketides,-1
3768262,Lipids and lipid-like molecules,-1
53763616,"Lignans, neolignans and related compounds",-1
67016924,Lipids and lipid-like molecules,-1
88867358,Phenylpropanoids and polyketides,-1
66807986,Lipids and lipid-like molecules,-1
74057805,Phenylpropanoids and polyketides,-1
11802862,Organosulfur compounds,-1
17938101,Organosulfur compounds,-1
320089,Organosulfur compounds,-1
58472889,Phenylpropanoids and polyketides,-1
101263459,Organic oxygen compounds,-1
111783897,Organic nitrogen compounds,-1
111833133,Organic nitrogen compounds,-1
110972457,Organic nitrogen compounds,-1
111971000,Organic nitrogen compounds,-1
57628737,Phenylpropanoids and polyketides,-1
59742258,Phenylpropanoids and polyketides,3
72187810,Alkaloids and derivatives,-1
20992431,Phenylpropanoids and polyketides,-1
102216759,Phenylpropanoids and polyketides,-1
59196058,"Lignans, neolignans and related compounds",3
89911327,"Lignans, neolignans and related compounds",3
20724577,"Lignans, neolignans and related compounds",-1
89769659,Organic nitrogen compounds,3
89628647,Phenylpropanoids and polyketides,3
89680344,"Lignans, neolignans and related compounds",-1
59546799,"Lignans, neolignans and related compounds",3
59649072,Phenylpropanoids and polyketides,-1
20139397,Phenylpropanoids and polyketides,-1
70659668,Organic nitrogen compounds,-1
43986090,Phenylpropanoids and polyketides,-1
71532657,"Lignans, neolignans and related compounds",-1
57881585,Organic oxygen compounds,-1
25029077,Organic oxygen compounds,-1
20929861,Organic oxygen compounds,-1
70687766,Organic oxygen compounds,-1
46502460,Phenylpropanoids and polyketides,-1
58496521,Phenylpropanoids and polyketides,-1
57713518,Organic nitrogen compounds,3
89372306,Organic nitrogen compounds,3
59412974,Organic nitrogen compounds,3
89067546,Organic nitrogen compounds,3
66614363,Phenylpropanoids and polyketides,3
89387046,Organic nitrogen compounds,-1
72386023,Organic nitrogen compounds,3
20734347,Organic nitrogen compounds,3
66811364,Organic nitrogen compounds,3
90932685,Organic nitrogen compounds,3
22145980,Organic nitrogen compounds,3
72266353,Organic nitrogen compounds,3
73701998,"Lignans, neolignans and related compounds",3
22089833,Organic nitrogen compounds,-1
53815516,Organic nitrogen compounds,-1
89973146,Organic nitrogen compounds,3
91746086,Phenylpropanoids and polyketides,-1
89067812,Organic nitrogen compounds,3
20730678,"Lignans, neolignans and related compounds",3
59398584,Organic oxygen compounds,-1
5924229,Phenylpropanoids and polyketides,-1
87718893,Phenylpropanoids and polyketides,-1
46254934,Organosulfur compounds,-1
2005246,Phenylpropanoids and polyketides,-1
56727220,Phenylpropanoids and polyketides,-1
71567382,Lipids and lipid-like molecules,-1
51446356,Lipids and lipid-like molecules,-1
127048687,"Lignans, neolignans and related compounds",-1
57725210,Phenylpropanoids and polyketides,12
89182069,Phenylpropanoids and polyketides,15
10793686,"Lignans, neolignans and related compounds",-1
44337859,Phenylpropanoids and polyketides,12
22789105,Lipids and lipid-like molecules,-1
88483055,Phenylpropanoids and polyketides,24
58701604,Phenylpropanoids and polyketides,12
88481258,Phenylpropanoids and polyketides,24
131834034,Phenylpropanoids and polyketides,15
70290119,Phenylpropanoids and polyketides,-1
4839524,Lipids and lipid-like molecules,-1
57417204,Phenylpropanoids and polyketides,12
131833961,Phenylpropanoids and polyketides,15
3277086,Organosulfur compounds,-1
106130892,Lipids and lipid-like molecules,-1
10062685,Alkaloids and derivatives,-1
65402425,Lipids and lipid-like molecules,-1
3593031,Phenylpropanoids and polyketides,-1
3604309,Phenylpropanoids and polyketides,-1
3450090,Lipids and lipid-like molecules,-1
101428704,Alkaloids and derivatives,-1
6000585,Phenylpropanoids and polyketides,-1
6729212,Phenylpropanoids and polyketides,-1
6729310,Phenylpropanoids and polyketides,-1
108181724,Organic nitrogen compounds,-1
11049843,Lipids and lipid-like molecules,-1
25111980,Lipids and lipid-like molecules,-1
3466486,Lipids and lipid-like molecules,-1
23252940,Lipids and lipid-like molecules,-1
102230482,Lipids and lipid-like molecules,-1
70519765,Lipids and lipid-like molecules,-1
25210408,Lipids and lipid-like molecules,-1
46181701,Lipids and lipid-like molecules,-1
44598419,Lipids and lipid-like molecules,-1
11827290,Lipids and lipid-like molecules,-1
11868393,Lipids and lipid-like molecules,-1
46045818,Phenylpropanoids and polyketides,-1
9639196,Phenylpropanoids and polyketides,-1
71348445,Lipids and lipid-like molecules,-1
10077675,Lipids and lipid-like molecules,-1
21617898,Lipids and lipid-like molecules,-1
11215392,Phenylpropanoids and polyketides,-1
53765060,Lipids and lipid-like molecules,2
56980765,Phenylpropanoids and polyketides,-1
4632009,Phenylpropanoids and polyketides,-1
136607498,Organic oxygen compounds,-1
9621348,Phenylpropanoids and polyketides,-1
43907118,Phenylpropanoids and polyketides,-1
4038649,Phenylpropanoids and polyketides,-1
19659668,Phenylpropanoids and polyketides,-1
66979143,Phenylpropanoids and polyketides,-1
4277947,Organic oxygen compounds,-1
110824720,Organic oxygen compounds,-1
110830371,Organic oxygen compounds,-1
46791427,Lipids and lipid-like molecules,-1
59275603,Phenylpropanoids and polyketides,-1
55311088,Organic oxygen compounds,-1
91257432,Alkaloids and derivatives,-1
53381729,Lipids and lipid-like molecules,-1
88355904,Lipids and lipid-like molecules,-1
53472520,Organic oxygen compounds,-1
87553773,Lipids and lipid-like molecules,2
