cid	smiles	frag_id2smiles	frag_id2neighbors	frag_id2mol_inx
"82396955"	"CC1=CC(=NN1)C(=O)C2=CC=C(N2)C=O"	{"1": "CC", "2": "CC", "3": "C=O", "4": "CC", "5": "CC", "6": "C=O", "7": "C1=C[NH]N=C1", "8": "C1=C[NH]C=C1", "9": "C"}	{"1": [7], "2": [7, 9], "3": [9], "4": [8, 9], "5": [6, 8], "6": [5], "7": [1, 2], "8": [4, 5], "9": [2, 3, 4]}	{"1": [0, 1], "2": [3, 6], "3": [6, 7], "4": [6, 8], "5": [11, 13], "6": [13, 14], "7": [1, 2, 3, 4, 5], "8": [9, 8, 12, 11, 10], "9": [6]}
"81373046"	"CC(C1=CC(=CC=C1)OC)NCCC#C"	{"1": "CC", "2": "CC", "3": "CO", "4": "CO", "5": "CN", "6": "CN", "7": "CC", "8": "CC", "9": "C#C", "10": "C1=CC=CC=C1", "11": "C"}	{"1": [11], "2": [10, 11], "3": [4, 10], "4": [3], "5": [6, 11], "6": [5, 7], "7": [6, 8], "8": [7, 9], "9": [8], "10": [2, 3], "11": [1, 2, 5]}	{"1": [0, 1], "2": [1, 2], "3": [4, 8], "4": [8, 9], "5": [1, 10], "6": [10, 11], "7": [11, 12], "8": [12, 13], "9": [13, 14], "10": [2, 7, 6, 5, 4, 3], "11": [1]}
"67117651"	"CC(C)OC(=O)C1=CC2=C(C=C1)NC=C2"	{"1": "CC", "2": "CC", "3": "CO", "4": "CO", "5": "C=O", "6": "CC", "7": "C1=CC=CC=C1", "8": "C1=C[NH]C=C1", "9": "C", "10": "C"}	{"1": [9], "2": [9], "3": [4, 9], "4": [3, 10], "5": [10], "6": [7, 10], "7": [6, 8], "8": [7], "9": [1, 2, 3], "10": [4, 5, 6]}	{"1": [0, 1], "2": [1, 2], "3": [1, 3], "4": [3, 4], "5": [4, 5], "6": [4, 6], "7": [6, 11, 10, 9, 8, 7], "8": [12, 9, 8, 14, 13], "9": [1], "10": [4]}
"110735205"	"CCC(=O)NC1=CC=CN2C1=NC(=C2)C"	{"1": "CC", "2": "CC", "3": "C=O", "4": "CN", "5": "CN", "6": "CC", "7": "C1=CCNC=C1", "8": "C1=C[NH]C=N1", "9": "C"}	{"1": [2], "2": [1, 9], "3": [9], "4": [5, 9], "5": [4, 7], "6": [8], "7": [5, 8], "8": [6, 7], "9": [2, 3, 4]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [2, 4], "5": [4, 5], "6": [12, 14], "7": [5, 10, 9, 8, 7, 6], "8": [11, 10, 9, 13, 12], "9": [2]}
"5152151"	"C1CCCC(CC1)NC(=O)CCCl"	{"1": "C1CCCCCC1", "2": "CN", "3": "C=O", "4": "CC", "5": "CC", "6": "CCl", "7": "CN", "8": "C"}	{"1": [7], "2": [7, 8], "3": [8], "4": [5, 8], "5": [4, 6], "6": [5], "7": [2, 1], "8": [2, 3, 4]}	{"1": [0, 1, 2, 3, 4, 5, 6], "2": [7, 8], "3": [8, 9], "4": [8, 10], "5": [10, 11], "6": [11, 12], "7": [4, 7], "8": [8]}
"68415404"	"CCC1=NC(COC1=O)C2=CC=CC=C2"	{"1": "CC", "2": "CC", "3": "C=O", "4": "CC", "5": "C1=NCCOC1", "6": "C1=CC=CC=C1"}	{"1": [2], "2": [1, 5], "3": [5], "4": [5, 6], "5": [2, 3, 4], "6": [4]}	{"1": [0, 1], "2": [1, 2], "3": [7, 8], "4": [4, 9], "5": [2, 7, 6, 5, 4, 3], "6": [10, 11, 12, 13, 14, 9]}
"90747408"	"CCSCC=C(C(F)(F)F)Cl"	{"1": "CC", "2": "CS", "3": "CS", "4": "CC", "5": "C=C", "6": "CC", "7": "CF", "8": "CF", "9": "CF", "10": "CCl", "11": "C", "12": "C"}	{"1": [2], "2": [1, 3], "3": [2, 4], "4": [3, 5], "5": [4, 11], "6": [11, 12], "7": [12], "8": [12], "9": [12], "10": [11], "11": [5, 6, 10], "12": [6, 7, 8, 9]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [6, 7], "8": [6, 8], "9": [6, 9], "10": [5, 10], "11": [5], "12": [6]}
"81285197"	"COC1=C(C=C(C=C1F)C(=S)N)F"	{"1": "CO", "2": "CO", "3": "CF", "4": "CC", "5": "C=S", "6": "CN", "7": "CF", "8": "C1=CC=CC=C1", "9": "C"}	{"1": [2], "2": [1, 8], "3": [8], "4": [8, 9], "5": [9], "6": [9], "7": [8], "8": [2, 3, 4, 7], "9": [4, 5, 6]}	{"1": [0, 1], "2": [1, 2], "3": [7, 8], "4": [5, 9], "5": [9, 10], "6": [9, 11], "7": [3, 12], "8": [2, 7, 6, 5, 4, 3], "9": [9]}
"130937619"	"CC1=C(C=CC(=C1F)CCl)[N+](=O)[O-]"	{"1": "CC", "2": "CF", "3": "CC", "4": "CCl", "5": "C[NH3+]", "6": "[NH2+]=O", "7": "[NH3+][O-]", "8": "C1=CC=CC=C1", "9": "[NH4+]"}	{"1": [8], "2": [8], "3": [4, 8], "4": [3], "5": [8, 9], "6": [9], "7": [9], "8": [1, 2, 3, 5], "9": [5, 6, 7]}	{"1": [0, 1], "2": [6, 7], "3": [5, 8], "4": [8, 9], "5": [2, 10], "6": [10, 11], "7": [10, 12], "8": [1, 6, 5, 4, 3, 2], "9": [10]}
"121000759"	"CN1CC=CC2=C(C1=O)C=CC(=C2)OC"	{"1": "CN", "2": "C=O", "3": "CO", "4": "CO", "5": "C1=CCNCC=C1", "6": "C1=CC=CC=C1"}	{"1": [5], "2": [5], "3": [4, 6], "4": [3], "5": [1, 2, 6], "6": [3, 5]}	{"1": [0, 1], "2": [7, 8], "3": [11, 13], "4": [13, 14], "5": [1, 2, 3, 4, 5, 6, 7], "6": [9, 10, 11, 12, 5, 6]}
"89672065"	"CC(CN1C=C(N=N1)C2=CC=CC=C2)O"	{"1": "CC", "2": "CC", "3": "CN", "4": "CC", "5": "CO", "6": "C1=C[NH]N=N1", "7": "C1=CC=CC=C1", "8": "C"}	{"1": [8], "2": [3, 8], "3": [2, 6], "4": [6, 7], "5": [8], "6": [3, 4], "7": [4], "8": [1, 2, 5]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [5, 8], "5": [1, 14], "6": [3, 4, 5, 6, 7], "7": [9, 10, 11, 12, 13, 8], "8": [1]}
"129999050"	"CNC(CO)C1=C(C(=CC(=C1)F)F)O"	{"1": "CN", "2": "CN", "3": "CC", "4": "CO", "5": "CC", "6": "CF", "7": "CF", "8": "CO", "9": "C1=CC=CC=C1", "10": "C"}	{"1": [2], "2": [1, 10], "3": [4, 10], "4": [3], "5": [9, 10], "6": [9], "7": [9], "8": [9], "9": [5, 6, 7, 8], "10": [2, 3, 5]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [2, 5], "6": [9, 11], "7": [7, 12], "8": [6, 13], "9": [5, 10, 9, 8, 7, 6], "10": [2]}
"130636913"	"CC1=CC(=C(C=C1)C(=O)O)N2CC=CC2"	{"1": "CC", "2": "CC", "3": "C=O", "4": "CO", "5": "CN", "6": "C1=CC=CC=C1", "7": "C1=CCNC1", "8": "C"}	{"1": [6], "2": [6, 8], "3": [8], "4": [8], "5": [6, 7], "6": [1, 2, 5], "7": [5], "8": [2, 3, 4]}	{"1": [0, 1], "2": [4, 7], "3": [7, 8], "4": [7, 9], "5": [3, 10], "6": [1, 6, 5, 4, 3, 2], "7": [11, 10, 14, 13, 12], "8": [7]}
"87721116"	"CN1CC2=C(C1)N=C(N=C2Cl)Cl"	{"1": "CN", "2": "CCl", "3": "CCl", "4": "C1=CCNC1", "5": "C1=CN=CN=C1"}	{"1": [4], "2": [5], "3": [5], "4": [1, 5], "5": [2, 3, 4]}	{"1": [0, 1], "2": [9, 10], "3": [7, 11], "4": [1, 2, 3, 4, 5], "5": [6, 7, 8, 9, 3, 4]}
"67166489"	"CC1=CC2=C(C=C1)OCCC3C2CNC3"	{"1": "CC", "2": "C1=CC=CC=C1", "3": "C1=COCCCC1", "4": "C1CCNC1"}	{"1": [2], "2": [1, 3], "3": [2, 4], "4": [3]}	{"1": [0, 1], "2": [1, 6, 5, 4, 3, 2], "3": [7, 4, 3, 11, 10, 9, 8], "4": [12, 11, 10, 14, 13]}
"80605027"	"CNC1(CCCC(C1)C2CC2)C(F)F"	{"1": "CN", "2": "CN", "3": "CC", "4": "CC", "5": "CF", "6": "CF", "7": "C1CCCCC1", "8": "C1CC1", "9": "C", "10": "C"}	{"1": [2], "2": [1, 9], "3": [7, 8], "4": [9, 10], "5": [10], "6": [10], "7": [3, 9], "8": [3], "9": [2, 4, 7], "10": [4, 5, 6]}	{"1": [0, 1], "2": [1, 2], "3": [6, 8], "4": [2, 11], "5": [11, 12], "6": [11, 13], "7": [2, 7, 6, 5, 4, 3], "8": [9, 8, 10], "9": [2], "10": [11]}
"82029062"	"CC1=CC=CC2=NC=C(N12)C(C(C)C)N"	{"1": "CC", "2": "CC", "3": "CC", "4": "CC", "5": "CC", "6": "CN", "7": "C1=CCNC=C1", "8": "C1=C[NH]C=N1", "9": "C", "10": "C"}	{"1": [7], "2": [8, 9], "3": [9, 10], "4": [10], "5": [10], "6": [9], "7": [1, 8], "8": [2, 7], "9": [2, 3, 6], "10": [3, 4, 5]}	{"1": [0, 1], "2": [8, 10], "3": [10, 11], "4": [11, 12], "5": [11, 13], "6": [10, 14], "7": [1, 9, 5, 4, 3, 2], "8": [6, 5, 9, 8, 7], "9": [10], "10": [11]}
"79193895"	"CC(=O)NC1=CC=CC(=C1)C(=O)NC#N"	{"1": "CC", "2": "C=O", "3": "CN", "4": "CN", "5": "CC", "6": "C=O", "7": "CN", "8": "CN", "9": "C#N", "10": "C1=CC=CC=C1", "11": "C", "12": "C"}	{"1": [11], "2": [11], "3": [4, 11], "4": [3, 10], "5": [10, 12], "6": [12], "7": [8, 12], "8": [7, 9], "9": [8], "10": [4, 5], "11": [1, 2, 3], "12": [5, 6, 7]}	{"1": [0, 1], "2": [1, 2], "3": [1, 3], "4": [3, 4], "5": [8, 10], "6": [10, 11], "7": [10, 12], "8": [12, 13], "9": [13, 14], "10": [4, 9, 8, 7, 6, 5], "11": [1], "12": [10]}
"79949597"	"CC1CC(CS1)(CC(=O)OC)CN"	{"1": "CC", "2": "CC", "3": "CC", "4": "C=O", "5": "CO", "6": "CO", "7": "CC", "8": "CN", "9": "C1CCSC1", "10": "C", "11": "C"}	{"1": [9], "2": [3, 10], "3": [2, 11], "4": [11], "5": [6, 11], "6": [5], "7": [8, 10], "8": [7], "9": [1, 10], "10": [2, 7, 9], "11": [3, 4, 5]}	{"1": [0, 1], "2": [3, 6], "3": [6, 7], "4": [7, 8], "5": [7, 9], "6": [9, 10], "7": [3, 11], "8": [11, 12], "9": [1, 2, 3, 4, 5], "10": [3], "11": [7]}
"20056792"	"CCCCOC(C)OCCSC#N"	{"1": "CC", "2": "CC", "3": "CC", "4": "CO", "5": "CO", "6": "CC", "7": "CO", "8": "CO", "9": "CC", "10": "CS", "11": "CS", "12": "C#N", "13": "C"}	{"1": [2], "2": [1, 3], "3": [2, 4], "4": [3, 5], "5": [4, 13], "6": [13], "7": [8, 13], "8": [7, 9], "9": [8, 10], "10": [9, 11], "11": [10, 12], "12": [11], "13": [5, 6, 7]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [5, 7], "8": [7, 8], "9": [8, 9], "10": [9, 10], "11": [10, 11], "12": [11, 12], "13": [5]}
"53973687"	"C1C(O1)COCC(Cl)(Cl)Cl"	{"1": "C1CO1", "2": "CO", "3": "CO", "4": "CC", "5": "CCl", "6": "CCl", "7": "CCl", "8": "CC", "9": "C"}	{"1": [8], "2": [8, 3], "3": [2, 4], "4": [3, 9], "5": [9], "6": [9], "7": [9], "8": [2, 1], "9": [4, 5, 6, 7]}	{"1": [0, 1, 2], "2": [3, 4], "3": [4, 5], "4": [5, 6], "5": [6, 7], "6": [6, 8], "7": [6, 9], "8": [1, 3], "9": [6]}
"116839585"	"CC1=CC=C(O1)C(CC(C)(C)N)(F)F"	{"1": "CC", "2": "CC", "3": "CC", "4": "CC", "5": "CC", "6": "CC", "7": "CN", "8": "CF", "9": "CF", "10": "C1=COC=C1", "11": "C", "12": "C"}	{"1": [10], "2": [10, 11], "3": [4, 11], "4": [3, 12], "5": [12], "6": [12], "7": [12], "8": [11], "9": [11], "10": [1, 2], "11": [2, 3, 8, 9], "12": [4, 5, 6, 7]}	{"1": [0, 1], "2": [4, 6], "3": [6, 7], "4": [7, 8], "5": [8, 9], "6": [8, 10], "7": [8, 11], "8": [6, 12], "9": [6, 13], "10": [1, 2, 3, 4, 5], "11": [6], "12": [8]}
"112629394"	"CC(C1CCN(C1)C(=O)OCCO)O"	{"1": "CC", "2": "CC", "3": "CN", "4": "C=O", "5": "CO", "6": "CO", "7": "CC", "8": "CO", "9": "CO", "10": "C1CCNC1", "11": "C", "12": "C"}	{"1": [11], "2": [10, 11], "3": [10, 12], "4": [12], "5": [6, 12], "6": [5, 7], "7": [6, 8], "8": [7], "9": [11], "10": [2, 3], "11": [1, 2, 9], "12": [3, 4, 5]}	{"1": [0, 1], "2": [1, 2], "3": [5, 7], "4": [7, 8], "5": [7, 9], "6": [9, 10], "7": [10, 11], "8": [11, 12], "9": [1, 13], "10": [2, 3, 4, 5, 6], "11": [1], "12": [7]}
"68167661"	"CCC(C)(CC)C1=NOC2=CC=CC=C21"	{"1": "CC", "2": "CC", "3": "CC", "4": "CC", "5": "CC", "6": "CC", "7": "C1=NOCC1", "8": "C1=CC=CC=C1", "9": "C"}	{"1": [2], "2": [1, 9], "3": [9], "4": [5, 9], "5": [4], "6": [7, 9], "7": [6, 8], "8": [7], "9": [2, 3, 4, 6]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [2, 4], "5": [4, 5], "6": [2, 6], "7": [6, 7, 8, 9, 14], "8": [10, 11, 12, 13, 14, 9], "9": [2]}
"96619114"	"CC1=NC=CC(=N1)C2=C(C=CN2)C(=O)O"	{"1": "CC", "2": "CC", "3": "CC", "4": "C=O", "5": "CO", "6": "C1=CN=CN=C1", "7": "C1=C[NH]C=C1", "8": "C"}	{"1": [6], "2": [6, 7], "3": [7, 8], "4": [8], "5": [8], "6": [1, 2], "7": [2, 3], "8": [3, 4, 5]}	{"1": [0, 1], "2": [5, 7], "3": [8, 12], "4": [12, 13], "5": [12, 14], "6": [1, 6, 5, 4, 3, 2], "7": [8, 7, 11, 10, 9], "8": [12]}
"68503461"	"C1=CN=C2C(=C1C(F)(F)F)C(=NO2)N"	{"1": "C1=CC=NC=C1", "2": "CF", "3": "CF", "4": "CF", "5": "CN", "6": "CC", "7": "C1=NOCC1", "8": "C"}	{"1": [6, 7], "2": [8], "3": [8], "4": [8], "5": [7], "6": [1, 8], "7": [5, 1], "8": [6, 2, 3, 4]}	{"1": [0, 5, 4, 3, 2, 1], "2": [6, 7], "3": [6, 8], "4": [6, 9], "5": [10, 13], "6": [5, 6], "7": [10, 4, 3, 12, 11], "8": [6]}
"103228636"	"COCC(CN)OCC1CCOCC1"	{"1": "CO", "2": "CO", "3": "CC", "4": "CC", "5": "CN", "6": "CO", "7": "CO", "8": "CC", "9": "C1CCOCC1", "10": "C"}	{"1": [2], "2": [1, 3], "3": [2, 10], "4": [5, 10], "5": [4], "6": [7, 10], "7": [6, 8], "8": [7, 9], "9": [8], "10": [3, 4, 6]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [3, 6], "7": [6, 7], "8": [7, 8], "9": [8, 13, 12, 11, 10, 9], "10": [3]}
"64614458"	"CCCNC(C)CCSC(C)CC"	{"1": "CC", "2": "CC", "3": "CN", "4": "CN", "5": "CC", "6": "CC", "7": "CC", "8": "CS", "9": "CS", "10": "CC", "11": "CC", "12": "CC", "13": "C", "14": "C"}	{"1": [2], "2": [1, 3], "3": [2, 4], "4": [3, 13], "5": [13], "6": [7, 13], "7": [6, 8], "8": [7, 9], "9": [8, 14], "10": [14], "11": [12, 14], "12": [11], "13": [4, 5, 6], "14": [9, 10, 11]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [4, 6], "7": [6, 7], "8": [7, 8], "9": [8, 9], "10": [9, 10], "11": [9, 11], "12": [11, 12], "13": [4], "14": [9]}
"12478786"	"CC1=NC(C(=O)NN1C)C2=CC=CC=C2"	{"1": "CC", "2": "C=O", "3": "CN", "4": "CC", "5": "C1=NCCNN1", "6": "C1=CC=CC=C1"}	{"1": [5], "2": [5], "3": [5], "4": [5, 6], "5": [1, 2, 3, 4], "6": [4]}	{"1": [0, 1], "2": [4, 5], "3": [7, 8], "4": [3, 9], "5": [1, 7, 6, 4, 3, 2], "6": [10, 11, 12, 13, 14, 9]}
"54263992"	"CC1C(C(NC2=C(C=CC=C12)C)(C)C)C"	{"1": "CC", "2": "CC", "3": "CC", "4": "CC", "5": "CC", "6": "C1CCNCC1", "7": "C1=CC=CC=C1", "8": "C"}	{"1": [6], "2": [7], "3": [8], "4": [8], "5": [6], "6": [1, 5, 7, 8], "7": [2, 6], "8": [3, 4, 6]}	{"1": [0, 1], "2": [6, 11], "3": [3, 12], "4": [3, 13], "5": [2, 14], "6": [1, 10, 5, 4, 3, 2], "7": [6, 7, 8, 9, 10, 5], "8": [3]}
"129778236"	"CC(C)C1=[N+]([N-]OC1=N)C2=CC=CC=C2"	{"1": "CC", "2": "CC", "3": "CC", "4": "C=N", "5": "C[NH3+]", "6": "C1=[NH+][N-]OC1", "7": "C1=CC=CC=C1", "8": "C"}	{"1": [8], "2": [8], "3": [6, 8], "4": [6], "5": [6, 7], "6": [3, 4, 5], "7": [5], "8": [1, 2, 3]}	{"1": [0, 1], "2": [1, 2], "3": [1, 3], "4": [7, 8], "5": [4, 9], "6": [3, 4, 5, 6, 7], "7": [10, 11, 12, 13, 14, 9], "8": [1]}
"7560502"	"C1COC(=O)C1OC2=CC=CC=C2C#N"	{"1": "C1CCOC1", "2": "CO", "3": "CO", "4": "CC", "5": "C#N", "6": "C=O", "7": "C1=CC=CC=C1"}	{"1": [6, 2], "2": [3, 1], "3": [2, 7], "4": [5, 7], "5": [4], "6": [1], "7": [3, 4]}	{"1": [0, 1, 2, 3, 5], "2": [5, 6], "3": [6, 7], "4": [12, 13], "5": [13, 14], "6": [3, 4], "7": [8, 9, 10, 11, 12, 7]}
"86233441"	"C1CCC(C1)(C#N)C2=CC(=CC(=C2)O)O"	{"1": "C1CCCC1", "2": "C#N", "3": "CC", "4": "CO", "5": "CO", "6": "CC", "7": "C1=CC=CC=C1", "8": "C"}	{"1": [8], "2": [6], "3": [7, 8], "4": [7], "5": [7], "6": [2, 8], "7": [3, 4, 5], "8": [6, 3, 1]}	{"1": [0, 1, 2, 3, 4], "2": [5, 6], "3": [3, 7], "4": [11, 13], "5": [9, 14], "6": [3, 5], "7": [8, 9, 10, 11, 12, 7], "8": [3]}
"25001214"	"CC(C)(C)OC(=O)N1CCCC(C1)F"	{"1": "CC", "2": "CC", "3": "CC", "4": "CO", "5": "CO", "6": "C=O", "7": "CN", "8": "CF", "9": "C1CCNCC1", "10": "C", "11": "C"}	{"1": [10], "2": [10], "3": [10], "4": [5, 10], "5": [4, 11], "6": [11], "7": [9, 11], "8": [9], "9": [7, 8], "10": [1, 2, 3, 4], "11": [5, 6, 7]}	{"1": [0, 1], "2": [1, 2], "3": [1, 3], "4": [1, 4], "5": [4, 5], "6": [5, 6], "7": [5, 7], "8": [11, 13], "9": [7, 12, 11, 10, 9, 8], "10": [1], "11": [5]}
"68734131"	"CCOC(=O)CC1C(CC(=O)N1)CF"	{"1": "CC", "2": "CO", "3": "CO", "4": "C=O", "5": "CC", "6": "CC", "7": "C=O", "8": "CC", "9": "CF", "10": "C1CCNC1", "11": "C"}	{"1": [2], "2": [1, 3], "3": [2, 11], "4": [11], "5": [6, 11], "6": [5, 10], "7": [10], "8": [9, 10], "9": [8], "10": [6, 7, 8], "11": [3, 4, 5]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [3, 5], "6": [5, 6], "7": [9, 10], "8": [7, 12], "9": [12, 13], "10": [6, 7, 8, 9, 11], "11": [3]}
"78861079"	"CC(C)OCCC(=O)NCCCOC"	{"1": "CC", "2": "CC", "3": "CO", "4": "CO", "5": "CC", "6": "CC", "7": "C=O", "8": "CN", "9": "CN", "10": "CC", "11": "CC", "12": "CO", "13": "CO", "14": "C", "15": "C"}	{"1": [14], "2": [14], "3": [4, 14], "4": [3, 5], "5": [4, 6], "6": [5, 15], "7": [15], "8": [9, 15], "9": [8, 10], "10": [9, 11], "11": [10, 12], "12": [11, 13], "13": [12], "14": [1, 2, 3], "15": [6, 7, 8]}	{"1": [0, 1], "2": [1, 2], "3": [1, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [6, 7], "8": [6, 8], "9": [8, 9], "10": [9, 10], "11": [10, 11], "12": [11, 12], "13": [12, 13], "14": [1], "15": [6]}
"61930896"	"CCCNC(COC(C)CC)C(=O)O"	{"1": "CC", "2": "CC", "3": "CN", "4": "CN", "5": "CC", "6": "CO", "7": "CO", "8": "CC", "9": "CC", "10": "CC", "11": "CC", "12": "C=O", "13": "CO", "14": "C", "15": "C", "16": "C"}	{"1": [2], "2": [1, 3], "3": [2, 4], "4": [3, 14], "5": [6, 14], "6": [5, 7], "7": [6, 15], "8": [15], "9": [10, 15], "10": [9], "11": [14, 16], "12": [16], "13": [16], "14": [4, 5, 11], "15": [7, 8, 9], "16": [11, 12, 13]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [6, 7], "8": [7, 8], "9": [7, 9], "10": [9, 10], "11": [4, 11], "12": [11, 12], "13": [11, 13], "14": [4], "15": [7], "16": [11]}
"130019693"	"CC(C)(C)OC(=O)NC1COC1CO"	{"1": "CC", "2": "CC", "3": "CC", "4": "CO", "5": "CO", "6": "C=O", "7": "CN", "8": "CN", "9": "CC", "10": "CO", "11": "C1COC1", "12": "C", "13": "C"}	{"1": [12], "2": [12], "3": [12], "4": [5, 12], "5": [4, 13], "6": [13], "7": [8, 13], "8": [7, 11], "9": [10, 11], "10": [9], "11": [8, 9], "12": [1, 2, 3, 4], "13": [5, 6, 7]}	{"1": [0, 1], "2": [1, 2], "3": [1, 3], "4": [1, 4], "5": [4, 5], "6": [5, 6], "7": [5, 7], "8": [7, 8], "9": [11, 12], "10": [12, 13], "11": [8, 11, 10, 9], "12": [1], "13": [5]}
"114941380"	"CCOC(C)(C)CNC(C)C(C)(C)O"	{"1": "CC", "2": "CO", "3": "CO", "4": "CC", "5": "CC", "6": "CC", "7": "CN", "8": "CN", "9": "CC", "10": "CC", "11": "CC", "12": "CC", "13": "CO", "14": "C", "15": "C", "16": "C"}	{"1": [2], "2": [1, 3], "3": [2, 14], "4": [14], "5": [14], "6": [7, 14], "7": [6, 8], "8": [7, 15], "9": [15], "10": [15, 16], "11": [16], "12": [16], "13": [16], "14": [3, 4, 5, 6], "15": [8, 9, 10], "16": [10, 11, 12, 13]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [3, 5], "6": [3, 6], "7": [6, 7], "8": [7, 8], "9": [8, 9], "10": [8, 10], "11": [10, 11], "12": [10, 12], "13": [10, 13], "14": [3], "15": [8], "16": [10]}
"136765404"	"CN1C(=CC(=N1)CN)C2=CC=C(C=C2)O"	{"1": "CN", "2": "CC", "3": "CN", "4": "CC", "5": "CO", "6": "C1=C[NH]N=C1", "7": "C1=CC=CC=C1"}	{"1": [6], "2": [3, 6], "3": [2], "4": [6, 7], "5": [7], "6": [1, 2, 4], "7": [4, 5]}	{"1": [0, 1], "2": [4, 6], "3": [6, 7], "4": [2, 8], "5": [11, 14], "6": [1, 2, 3, 4, 5], "7": [9, 10, 11, 12, 13, 8]}
"117292203"	"CC1=CC(=C(C(=C1)Cl)F)CCON"	{"1": "CC", "2": "CCl", "3": "CF", "4": "CC", "5": "CC", "6": "CO", "7": "NO", "8": "C1=CC=CC=C1"}	{"1": [8], "2": [8], "3": [8], "4": [5, 8], "5": [4, 6], "6": [5, 7], "7": [6], "8": [1, 2, 3, 4]}	{"1": [0, 1], "2": [5, 7], "3": [4, 8], "4": [3, 9], "5": [9, 10], "6": [10, 11], "7": [11, 12], "8": [1, 6, 5, 4, 3, 2]}
"21508306"	"CC(C#N)OC1=C2C=CSC2=CC=C1"	{"1": "CC", "2": "CC", "3": "C#N", "4": "CO", "5": "CO", "6": "C1=CC=CC=C1", "7": "C1=CSCC1", "8": "C"}	{"1": [8], "2": [3, 8], "3": [2], "4": [5, 8], "5": [4, 6], "6": [5, 7], "7": [6], "8": [1, 2, 4]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [1, 4], "5": [4, 5], "6": [5, 13, 12, 11, 10, 6], "7": [7, 6, 10, 9, 8], "8": [1]}
"2744881"	"CC1=CC=C(C=C1)OC(=O)C2=CC=NO2"	{"1": "CC", "2": "CO", "3": "CO", "4": "C=O", "5": "CC", "6": "C1=CC=CC=C1", "7": "C1=CON=C1", "8": "C"}	{"1": [6], "2": [3, 6], "3": [2, 8], "4": [8], "5": [7, 8], "6": [1, 2], "7": [5], "8": [3, 4, 5]}	{"1": [0, 1], "2": [4, 7], "3": [7, 8], "4": [8, 9], "5": [8, 10], "6": [1, 6, 5, 4, 3, 2], "7": [11, 10, 14, 13, 12], "8": [8]}
"131450234"	"CC1=C(C(=C(C=C1)CC(C)(C)C#N)O)C"	{"1": "CC", "2": "CC", "3": "CC", "4": "CC", "5": "CC", "6": "CC", "7": "C#N", "8": "CO", "9": "CC", "10": "C1=CC=CC=C1", "11": "C"}	{"1": [10], "2": [3, 10], "3": [2, 11], "4": [11], "5": [11], "6": [7, 11], "7": [6], "8": [10], "9": [10], "10": [1, 2, 8, 9], "11": [3, 4, 5, 6]}	{"1": [0, 1], "2": [4, 7], "3": [7, 8], "4": [8, 9], "5": [8, 10], "6": [8, 11], "7": [11, 12], "8": [3, 13], "9": [2, 14], "10": [1, 6, 5, 4, 3, 2], "11": [8]}
"82722000"	"COCC(CNOCC(F)(F)F)O"	{"1": "CO", "2": "CO", "3": "CC", "4": "CC", "5": "CN", "6": "NO", "7": "CO", "8": "CC", "9": "CF", "10": "CF", "11": "CF", "12": "CO", "13": "C", "14": "C"}	{"1": [2], "2": [1, 3], "3": [2, 13], "4": [5, 13], "5": [4, 6], "6": [5, 7], "7": [6, 8], "8": [7, 14], "9": [14], "10": [14], "11": [14], "12": [13], "13": [3, 4, 12], "14": [8, 9, 10, 11]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [6, 7], "8": [7, 8], "9": [8, 9], "10": [8, 10], "11": [8, 11], "12": [3, 12], "13": [3], "14": [8]}
"118840029"	"CC1=C(C(=CN=C1[N+](=O)[O-])C(F)F)N"	{"1": "CC", "2": "C[NH3+]", "3": "[NH2+]=O", "4": "[NH3+][O-]", "5": "CC", "6": "CF", "7": "CF", "8": "CN", "9": "C1=CC=NC=C1", "10": "[NH4+]", "11": "C"}	{"1": [9], "2": [9, 10], "3": [10], "4": [10], "5": [9, 11], "6": [11], "7": [11], "8": [9], "9": [1, 2, 5, 8], "10": [2, 3, 4], "11": [5, 6, 7]}	{"1": [0, 1], "2": [6, 7], "3": [7, 8], "4": [7, 9], "5": [3, 10], "6": [10, 11], "7": [10, 12], "8": [2, 13], "9": [1, 6, 5, 4, 3, 2], "10": [7], "11": [10]}
