CID	nearest_neighbors
63064322	64255153: 0.9208141184275207; 10145419: 0.8975988617201892; 89999393: 0.8776005412491416; 50939574: 0.8772929937747211; 137440852: 0.8751343731354368; 71601803: 0.8737785317130911; 108084708: 0.873385861053206; 65161773: 0.8706774844225902; 89007116: 0.870400003799133; 69997587: 0.8701318671986517
130845556	105453441: 0.9566537738650277; 113460951: 0.9399179200010387; 25183512: 0.9340441691623992; 44329178: 0.9332230157563447; 101780411: 0.9329298508135321; 123947205: 0.9282399509537466; 104286982: 0.9274541205655036; 134271476: 0.9252890962555361; 21047442: 0.9198725966566415; 71260970: 0.9197042669231326
20712236	132098702: 0.9009248090645499; 114964139: 0.8814597541851203; 54476952: 0.8789721332422403; 68697429: 0.8689400786804777; 83447770: 0.8643403611834821; 24860714: 0.8533687465088228; 124198534: 0.8495299755979149; 133957365: 0.8453647245313501; 122668958: 0.8435828126719901; 91323033: 0.8432679557046244
115351778	130470479: 0.914945982906824; 23243178: 0.9053575541224639; 59827041: 0.8928862587430715; 59786619: 0.8924555739604271; 114722919: 0.8919957659461158; 24766707: 0.8902363554166043; 117797434: 0.8893624065384997; 16202724: 0.8891141788886694; 10973983: 0.8885018051659834; 101544934: 0.8885018051659834
79955288	66090547: 0.9191852456138159; 65930924: 0.9099814456433435; 108423336: 0.9026304955983423; 65187959: 0.8943126910955709; 79307683: 0.8938314720179619; 65187540: 0.8924949225423682; 114431260: 0.8867140942674632; 111447980: 0.883460354219137; 40500041: 0.8827914920783746; 107849720: 0.8825172419552016
130807006	14122861: 0.9466896840654612; 103102216: 0.944391978851224; 54480285: 0.9429215492497777; 98019757: 0.929469787883628; 114803717: 0.9280079192843755; 90347: 0.9248893245043509; 919581: 0.9232746214806932; 43962665: 0.9226295402848866; 54385479: 0.9171921519814753; 115281567: 0.9147217077675499
84013066	63065395: 0.9178108856585244; 123678087: 0.9147528536974576; 60866178: 0.9145232134748965; 18041512: 0.9116292379437508; 18024372: 0.9115666143503277; 18063282: 0.9087546363015224; 18034092: 0.9078055289209528; 18031391: 0.9068897248004486; 18039026: 0.9064888827644968; 18026921: 0.9057497095766264
114780507	21292142: 0.8472977603478115; 114780553: 0.8464005187265501; 66900346: 0.838869256188533; 62341748: 0.8327275496218483; 97150649: 0.8169789874074042; 84115789: 0.8152151189507918; 80247169: 0.8104078272180664; 53659383: 0.8101306077604407; 81235668: 0.8078375955367956; 23896614: 0.8000929037725144
55139381	55139381: 0.999999987457613; 20121271: 0.8673782000561914; 67171628: 0.8605992074404019; 27850907: 0.8487320570767745; 63013396: 0.8473218392870392; 51388500: 0.8467112139997262; 56388848: 0.8419193266922967; 67801545: 0.8414929819148166; 24359911: 0.839482592096501; 10283724: 0.837628731244659
375941	6537907: 0.9017393411171327; 54590351: 0.8938018242142589; 3930567: 0.8907843057833972; 99571194: 0.8886302153235833; 19160648: 0.8875709819943803; 52973453: 0.8817119381996502; 8870112: 0.8800335317474471; 68358022: 0.8787516303978457; 57403364: 0.877875542330182; 7829782: 0.8752868983460951
14638724	21720213: 0.8837358857855815; 29936649: 0.8649338629135649; 22338680: 0.8523319387469218; 97049727: 0.8452428977067566; 5405589: 0.8148737116265629; 23332063: 0.8037971272538103; 15417393: 0.7911070884043874; 10867391: 0.7779760900846078; 102302600: 0.7589369751996782; 71401969: 0.7588759104330653
64898961	104840542: 0.9383152140428854; 114779910: 0.9239454270082157; 12771893: 0.9191666454934767; 104567763: 0.9162200577365711; 7565147: 0.9151878103470579; 13511358: 0.9126477470288844; 114358178: 0.9082205786384121; 71467144: 0.9054394720209045; 90337485: 0.904595665306826; 101392699: 0.901266471793166
124706073	86651928: 0.9136579660764924; 115076102: 0.9107859192510765; 56830783: 0.9076499168558688; 82584461: 0.9064521860783642; 121911462: 0.9059469642473521; 118074519: 0.9057679755978613; 66774636: 0.9055180896796065; 84103343: 0.9048113374619433; 58853759: 0.9034643345519481; 46635637: 0.9031828878776469
131001959	53418274: 0.9008130690397165; 19776667: 0.8951344096815026; 115050918: 0.8913997573125809; 1798998: 0.8900275592141216; 82408700: 0.8899684129230743; 59474569: 0.8879415640557434; 87405904: 0.8835079635875764; 60138028: 0.8830599379672294; 106912159: 0.8814970866623643; 87954921: 0.8814213600013756
84437189	69983543: 0.8397766279302261; 135545574: 0.8349051286755663; 76977016: 0.8348047407680239; 91542374: 0.8211163885886944; 18530101: 0.8206540241478717; 90952246: 0.8174312061091016; 53850500: 0.8145376361696064; 57452644: 0.8141671877428708; 129451151: 0.8136541718634238; 133625848: 0.8108737331919481
117291857	83529668: 0.867246033150607; 84268365: 0.8592671370798657; 2229956: 0.856742519187454; 18738869: 0.8567055250558491; 131379613: 0.8558540779370826; 84080020: 0.8557746556690944; 3632208: 0.8544098577082836; 79330494: 0.8517850869945034; 82404757: 0.8514617355584898; 108479708: 0.8502777066750826
84671239	84661253: 0.8371444691080527; 117306543: 0.8297742672911659; 121234757: 0.8026966174475887; 55227666: 0.800410873175866; 109892462: 0.7823485463101071; 83442909: 0.7754885825209108; 115525185: 0.7748692599444309; 22564209: 0.7718209777875892; 116788837: 0.7673192203669927; 82712892: 0.7668069720782918
114493643	62444965: 0.945086034318928; 115724262: 0.932667381265123; 79662012: 0.9257782669587229; 116126689: 0.9250972272691608; 61757232: 0.9245099699906371; 61951604: 0.9086909639557241; 103021643: 0.9005086882473287; 103804204: 0.8996756433589455; 63475184: 0.8995187216438653; 123508706: 0.8989134010704072
101669332	3743705: 0.897090234713481; 117067684: 0.8794808316267018; 128585737: 0.8687937621831717; 10130301: 0.8643176921941957; 118300370: 0.8623703904482113; 18927967: 0.8612361648386482; 118565623: 0.8566192616624466; 69229831: 0.8536156730711366; 58283493: 0.8500970918423144; 126939856: 0.8485253042893989
80500704	66220490: 0.9532628076228439; 101611260: 0.9087551073216882; 101625555: 0.8763293477499768; 53730236: 0.8310301895379704; 70445909: 0.8287648211778694; 22817869: 0.8230813785911608; 3547014: 0.820906056406951; 13831703: 0.8155515648829501; 70494768: 0.8146518109556949; 70510603: 0.8112961114767584
25709792	73855557: 0.7960140736707002; 130983491: 0.7898383212026303; 57368882: 0.7592145813647818; 660325: 0.7364200962618517; 87832894: 0.7313344535601062; 10789107: 0.72924076491421; 137238428: 0.7277966708666536; 11805866: 0.7190300704315633; 15055160: 0.7066640543856404; 125507579: 0.7057261842293754
13435932	20956432: 0.9329424886185494; 104596576: 0.9324203034782398; 28193465: 0.932100446620236; 61259432: 0.930558622243593; 120543019: 0.9299621155989519; 104162579: 0.9254429868294201; 103719084: 0.9230830896814176; 68069563: 0.9222947291100497; 109984420: 0.9205853059226592; 15988972: 0.9201068236343448
64704239	66229896: 0.9132460353320847; 42990360: 0.9102247727849957; 647497: 0.904728677763136; 2661362: 0.8995011355298106; 110826684: 0.8978961239382078; 28417628: 0.8847939911104423; 106848534: 0.8792785449147089; 3622864: 0.8790711941491475; 21013256: 0.8772933205091653; 126369832: 0.8748151112709288
131594764	43118753: 0.9344259004727058; 80114348: 0.9107459806447649; 92693004: 0.9087782766598757; 105084731: 0.9033985335446243; 106139754: 0.9013038766307112; 105159344: 0.8977582109211673; 114935399: 0.8927889412833897; 130717797: 0.8883249625293372; 131536554: 0.8883249625293372; 106861094: 0.8873180742775205
119892889	20692540: 0.9338127357982752; 83620821: 0.9193783038621758; 81101724: 0.9174326523077013; 60684293: 0.9139701370431808; 81381762: 0.9138020004704072; 83109233: 0.9130351299427641; 120294076: 0.9096584922532254; 79201905: 0.9079695623961923; 24248445: 0.9077230474317226; 63276967: 0.9070217897603324
83063313	79779594: 0.9022878066477539; 103858358: 0.9020926889131909; 79770687: 0.8929561107104986; 71871076: 0.889597809934942; 131137243: 0.8877518702282439; 15461796: 0.8859629134142665; 106885280: 0.8777222711268189; 97351938: 0.8755952592930509; 87760055: 0.8755639289521412; 106106077: 0.8755508434108413
122704225	4525296: 0.8444300687533111; 134468178: 0.8311464149699928; 87419401: 0.8022432797541853; 111218335: 0.7969381564437609; 109803644: 0.7950690480152369; 98225413: 0.7937121744211476; 58151402: 0.7915023797586507; 46262704: 0.7770465133932288; 123231667: 0.7754747499682368; 3794381: 0.7745654666150494
131533677	64687177: 0.9064346461285038; 129928785: 0.8988873660756151; 132001032: 0.8724262047394199; 118880713: 0.8651967513918842; 123648329: 0.8603288062311399; 97182706: 0.8516969175122755; 115057961: 0.8494892140549705; 90262327: 0.8475029880378697; 28912924: 0.8435138372527244; 46337256: 0.8424707494916674
68399961	104031529: 0.9147210382148159; 129310173: 0.874038698075581; 131271768: 0.8740282610989979; 71072636: 0.873714818433553; 130935346: 0.8674995384259201; 58054109: 0.8618281569012456; 83908499: 0.857438722889634; 133291291: 0.8564769859997382; 65561437: 0.8545930401314188; 123534657: 0.8495703350194664
20930358	3468320: 0.7971834952912481; 2815444: 0.7970485233453796; 22480149: 0.7933006237621946; 75458734: 0.7897508934937383; 101438759: 0.7882706967930844; 124440158: 0.7871732477852718; 102343359: 0.785401880760955; 1266215: 0.7844504518933464; 98182148: 0.7842584401408633; 10950071: 0.7834997433041716
116859641	54166769: 0.9139156447374097; 6663974: 0.9119292674602137; 95439141: 0.9032576475197083; 4059336: 0.8994312584725871; 4674765: 0.8975372630966825; 5108233: 0.8973336338628889; 55635674: 0.8973065966616482; 5048379: 0.8919980587649022; 125658640: 0.8913058330896686; 4092774: 0.8904472215118017
127537343	68164673: 0.922197351276119; 117934980: 0.9207533639135185; 9957936: 0.9150449020632379; 67474243: 0.9095953908037051; 107342959: 0.9091168538146533; 107824747: 0.9091000180874601; 24813781: 0.9064146597672902; 59468228: 0.9057790207180161; 10837718: 0.9035597182086147; 20654799: 0.9034974036965115
116229201	105492908: 0.8812657969326445; 134306451: 0.8810829195859181; 68074073: 0.8802214838553388; 122635562: 0.8652288454903133; 130438912: 0.8632808007038609; 42632855: 0.8631560961084324; 132220441: 0.8623403788816798; 22106446: 0.8619823070125737; 133957365: 0.8610236664108893; 104144493: 0.8599266776601441
57202331	79250334: 0.7829678449149396; 97287012: 0.7548198543005452; 13890213: 0.753383400471456; 134368564: 0.7496683249588845; 2733899: 0.7477536716616591; 210692: 0.7463275549167605; 123362359: 0.745988136570173; 105351474: 0.7452275109684732; 122667196: 0.7451992353589899; 24038383: 0.7450684916902284
106759127	21796573: 0.6947961710262344; 20079601: 0.6512204029574498; 130566798: 0.6495509009534911; 129388736: 0.643830235211438; 130127868: 0.6327085243910558; 82712892: 0.6299563336270054; 106461863: 0.6212023470429201; 89132677: 0.6189354730213265; 101059272: 0.6186999909016706; 87408939: 0.6179564155909314
104519117	79793923: 0.9582518277850572; 127595289: 0.932443612083871; 117265060: 0.9322438845541249; 130947980: 0.9243715136668943; 102886737: 0.9180183086366667; 121602572: 0.9078797827721649; 109271401: 0.9070945244750922; 104520760: 0.9068678078947715; 55159694: 0.9067921712516993; 7138706: 0.898466895105515
130565683	80631249: 0.9720936028253315; 122447529: 0.9605206101206755; 102959207: 0.93783431891077; 59784178: 0.9375726099024209; 10975549: 0.9361695361214042; 61280155: 0.935729860857959; 82396898: 0.9314009180665659; 106793218: 0.9293051096889301; 82128629: 0.9265898090255257; 87240804: 0.9144339225320848
23047996	5487858: 0.9098343487354864; 136116172: 0.8696199936163586; 130500605: 0.8347738348229926; 9990068: 0.8305405821827749; 136951415: 0.8174234403370308; 106821577: 0.7967243481821097; 45484722: 0.7897073892100523; 23545202: 0.7862242308753044; 87923932: 0.7809059093412415; 89142947: 0.7787267349547743
92856902	64434790: 0.9090163808802116; 105561356: 0.892458893893532; 79395203: 0.8811678545802637; 104520760: 0.8773724365546203; 122273140: 0.8737679818623625; 102882167: 0.8706396824458333; 64924985: 0.869100501965761; 9798525: 0.8672977266757493; 104519516: 0.8671299223139018; 55159694: 0.8577847163485015
124249404	81106246: 0.8642894884438431; 81357442: 0.8188689104040365; 89791250: 0.8176480312484519; 86637717: 0.8123829258327445; 58191599: 0.8110831416805611; 118230680: 0.8014005298252987; 88848135: 0.7928932718647967; 58901202: 0.7888056356045575; 104277151: 0.786264052359941; 78319727: 0.7837874841319371
65297711	12967672: 0.9611174747901314; 7192470: 0.9555259728585597; 118203714: 0.9534141579843622; 41121343: 0.9491632112293972; 123770696: 0.9486900740120299; 81089266: 0.9477525118632432; 127537681: 0.9471133072883052; 451594: 0.9461426920670004; 66437109: 0.9454309571882542; 61893719: 0.9440969476641237
90523318	107214431: 0.9527560801971027; 66683050: 0.9283838382934677; 123770696: 0.9268613250078487; 7192470: 0.9260691712737064; 127537681: 0.9243514520160911; 107202691: 0.9237212069825036; 123479115: 0.9211622020076501; 61893719: 0.9195118220749904; 135186482: 0.9185017997401679; 62136938: 0.9171947904613618
53485656	101566489: 0.9724401492228922; 3867199: 0.9697432099326516; 19412919: 0.9595915655302334; 101191762: 0.9591036545116027; 19559195: 0.9516491975455535; 29441096: 0.9516163124497912; 53407899: 0.9504985564791365; 2191939: 0.9497956425451106; 53320496: 0.9488546313671108; 23373251: 0.948635268634023
17886969	23373251: 0.9683467666088487; 101191762: 0.9616329913384999; 3867199: 0.9590382559170207; 44191423: 0.9588124952367482; 82276412: 0.9577433271348338; 82267146: 0.9553768754999458; 22041981: 0.9547763729733627; 11790967: 0.9511520702537604; 22132766: 0.951004894292368; 10765785: 0.9495512943182811
130838602	131408469: 0.9298590725509427; 116636869: 0.9118305599260089; 131367817: 0.9024919405858948; 70841180: 0.8982641654242991; 131465442: 0.8976672856190804; 131257053: 0.888394350280711; 131457056: 0.8867925697405213; 131383581: 0.8865465393153062; 131533177: 0.8844331682628346; 68301536: 0.8829761443148572
126703719	56954374: 0.9301139303981842; 68475067: 0.9104954010881412; 100788013: 0.8908509868576441; 137445131: 0.8901076781053823; 100958561: 0.8878270991345362; 87527466: 0.8867541653740744; 24443313: 0.8865698164089265; 13843689: 0.8864522815189402; 89077106: 0.8856814544021603; 17504685: 0.8854605188888343
103544175	64571864: 0.8619063123859497; 124428306: 0.8553776122297813; 117893363: 0.851318793816557; 68301560: 0.8493091404099979; 117985110: 0.8477179876079523; 25066271: 0.8470074923103194; 51665792: 0.8442317270996752; 68339567: 0.8360170082792382; 73947061: 0.8357400967400636; 122627011: 0.8338380023435675
22364569	129019375: 0.964145218247379; 90425083: 0.9056291937416436; 24282925: 0.9000229695874371; 131730691: 0.8911962469348432; 69384872: 0.890431936659956; 21362015: 0.8864524974146569; 121392678: 0.87798255590066; 113455: 0.8756332475706403; 89849225: 0.8749942447756475; 15629234: 0.8740415570283779
29790846	104880568: 0.9570180255615965; 79804201: 0.9282610156095562; 63840577: 0.9198737422448933; 128161139: 0.9188389283339913; 97322981: 0.9150223914005298; 116935765: 0.9145513769729506; 29182975: 0.9140133548564696; 108013092: 0.9131564107920395; 115436487: 0.9119753952151972; 64640000: 0.9115443880287932
82506527	104122121: 0.9500496641090086; 101058590: 0.9459284947578136; 83571053: 0.9429728428865172; 70844154: 0.9392589216414777; 66431075: 0.9381733704577289; 67405361: 0.9377014345113545; 28198995: 0.9371731684832696; 56713501: 0.9370815660557031; 65193990: 0.9364837813743789; 72939537: 0.9359718413263478
130139599	112648786: 0.9416901240344157; 104631176: 0.9105444369110358; 64038315: 0.9034995323295386; 20897302: 0.9026146656948851; 53490191: 0.8994776471324578; 135710335: 0.8990559077794534; 45949163: 0.8957901298118239; 110560501: 0.8918625347260003; 62468024: 0.8913408216377233; 36099384: 0.890330400035729
61577617	114470673: 0.8458756325561297; 126591399: 0.8313289364128682; 54407826: 0.8309043974572446; 116732218: 0.8299174882557316; 124020265: 0.821657628177272; 106711387: 0.8196949062313601; 60690972: 0.8155959817084515; 137407052: 0.8151159570034542; 22839050: 0.8124250048143115; 79679956: 0.8123896514726754
129976734	84658061: 0.8806197089900766; 29342551: 0.8794529721742328; 70473927: 0.8756386251210272; 129342906: 0.8720296390776392; 104626305: 0.8699453884630882; 79140296: 0.8656677294290941; 68073172: 0.8635623867576128; 76846751: 0.8618569274339614; 66581552: 0.8613164634494964; 84211848: 0.8613078911985023
129975196	24635256: 0.8219509220756458; 29563880: 0.8185362279298698; 114407709: 0.8095036840894921; 27041553: 0.8068780117088393; 116389405: 0.8062881165433903; 58009673: 0.805651821681847; 1253131: 0.8034311252043602; 28508708: 0.8016800209336458; 132992306: 0.8012572400065064; 29040375: 0.800752748953121
69395602	131876545: 0.8631480579062751; 87172079: 0.8506383496360914; 116043: 0.8458210456656658; 124335523: 0.8364419480184844; 5068344: 0.831959848511821; 4952459: 0.8264183310992324; 67330777: 0.8207823531343964; 81825318: 0.8197869321897039; 5134856: 0.8158154754623322; 3271808: 0.8137491031877083
125449327	61869525: 0.8970152521707762; 68087242: 0.8660986217725557; 56850848: 0.859691497686487; 70958154: 0.8577838708394555; 64730962: 0.8541515529973478; 131968016: 0.8513595743555404; 89882796: 0.8503943324432002; 10677050: 0.8477072942667622; 89400623: 0.846883712938038; 56851644: 0.8435223824837934
117890977	25681887: 0.8702802071793371; 25455442: 0.8638163139886517; 3618932: 0.8586846937939411; 3196168: 0.8543584670728189; 98047009: 0.8514549754082953; 25789212: 0.8489936557728254; 134239528: 0.8461276560246702; 97989096: 0.8453636519271984; 97989064: 0.842827610869254; 20655241: 0.8420789547054011
336801	40716547: 0.8990014232262006; 43325785: 0.8963703802098613; 71153370: 0.8963423577453392; 84453651: 0.8939767174843273; 133742126: 0.8932489509272985; 124788398: 0.8892302508171249; 89204768: 0.88708449307828; 22693491: 0.8848868252067156; 59681786: 0.884293697666048; 59046960: 0.8810555235274319
64692932	107532318: 0.9628367248580835; 108283232: 0.9476097792032157; 66565575: 0.9411259665354297; 61958213: 0.9387191414084294; 81865985: 0.9363475943462181; 10072481: 0.9356937982760084; 124508690: 0.9335809589844966; 102813487: 0.933412779653403; 64761735: 0.9322008874856914; 61684184: 0.931205287130636
115266036	84221614: 0.9203726915156805; 112904241: 0.9056024965812158; 87349735: 0.9040017007707072; 66798801: 0.9020279452247887; 93990089: 0.9017098345948662; 118388379: 0.9015178166786009; 132487869: 0.9009968629793811; 84506206: 0.8997921210891131; 133534931: 0.8987303741510243; 46235316: 0.8980148778992567
106438148	103179562: 0.9211206149982957; 118403164: 0.8569705470048962; 79346799: 0.856238727170512; 88610381: 0.8498278750641118; 130182024: 0.8428046196105073; 103265992: 0.8391890333524917; 114470673: 0.836435817576869; 54157221: 0.8328216652120515; 114469912: 0.8291072948112126; 87975226: 0.8258944389146083
65642611	57930663: 0.9682046186866202; 122286877: 0.9595888483476822; 84506206: 0.953726760406889; 78988879: 0.9496858872874891; 79631964: 0.9490004840721095; 112929691: 0.9481929611537544; 89572366: 0.9442735431125993; 83902236: 0.9438303561706533; 80813113: 0.943803063749115; 112931784: 0.9437825654148362
112715652	117755922: 0.8850419888444667; 128591623: 0.8722919449927035; 98113123: 0.867704192918758; 70657701: 0.8617842916702387; 59827041: 0.8597524257803293; 128040220: 0.8553290115380152; 67530448: 0.8491318601016973; 57330569: 0.8483378152222516; 42943926: 0.8481440947287687; 123226995: 0.8449812437870848
89063428	90764190: 0.9703953591056808; 51680360: 0.9379839512994563; 85533: 0.9379839512994563; 54907619: 0.9277005011500532; 18705548: 0.9275860714064545; 130593583: 0.9272848231935127; 137465204: 0.9233259910031815; 55291496: 0.9199223939513134; 118650169: 0.9165437109618217; 117907962: 0.9132063203996889
97618572	100955569: 0.7447751202223198; 12589299: 0.7446268084707632; 118852298: 0.7165634108692437; 119031683: 0.7158057895220236; 131348804: 0.7137234547745867; 101472610: 0.707885173150433; 131390855: 0.7009887030132255; 108259969: 0.6948264936038191; 131391827: 0.6888567335601385; 82945379: 0.688033310940307
137490084	86682345: 0.902985177696411; 72714854: 0.8452662168321792; 71112326: 0.8428180909622535; 57424562: 0.8389946470428011; 73378574: 0.832668914374044; 86720983: 0.8269454457384791; 116482623: 0.8266172723490608; 127029609: 0.8204970493989608; 68111115: 0.8202069472858211; 58972753: 0.8138983405576461
11106445	131978489: 0.9409799485461762; 82584461: 0.9363872024240749; 79930999: 0.9335450406476262; 99782084: 0.9265103603403576; 21952614: 0.9240491024751576; 21144471: 0.9218799726776261; 3055404: 0.9216823791597215; 115076286: 0.9195438426260456; 117230330: 0.9189259991332277; 117962993: 0.9180165518413436
80857660	64178492: 0.8751058657958539; 58075851: 0.8673806348325139; 80150166: 0.8548883976433862; 109213408: 0.8519649593065222; 64445395: 0.8496853665191474; 56815435: 0.8489558966768969; 55745486: 0.8482362462582999; 46945164: 0.8471945810407476; 83827469: 0.8437882361002902; 103304664: 0.842840611396352
117271534	71017206: 0.9610583326360836; 66468061: 0.9566604627443202; 66465320: 0.9566604627443202; 118603222: 0.9375059650546158; 6467545: 0.9311208608015342; 81319261: 0.9273303768060596; 68781738: 0.9238721544730121; 116545589: 0.9221025280244313; 123759670: 0.9220486433947348; 3352711: 0.9176866936257094
106938257	71299689: 0.8766219400713007; 124932729: 0.8766219400713007; 122667196: 0.8638702842079159; 119078816: 0.8629898716705073; 130127868: 0.8458615209747011; 126759941: 0.8425146677734888; 113639792: 0.8411081872246242; 60036504: 0.8392620679572694; 136864710: 0.8370897030595014; 121480727: 0.836055851000857
117271492	71017206: 0.9610583326360836; 66468061: 0.9566604627443202; 66465320: 0.9566604627443202; 118603222: 0.9375059650546158; 6467545: 0.9311208608015342; 81319261: 0.9273303768060596; 68781738: 0.9238721544730121; 116545589: 0.9221025280244313; 123759670: 0.9220486433947348; 3352711: 0.9176866936257094
115184598	116994066: 0.7972906408939271; 108473663: 0.782528962117647; 124026000: 0.7697065919597004; 117282570: 0.7671795808949079; 115185647: 0.767083829753119; 130521098: 0.7577137239277453; 130659781: 0.7559337202592762; 106862875: 0.7490109582314446; 71266059: 0.7472460692187765; 86683778: 0.7472355436770777
115720839	112743306: 0.8643539806883962; 61528237: 0.8528248606879443; 131228726: 0.8383535745992862; 63142898: 0.8305278511346355; 4654069: 0.824425270021603; 61620319: 0.8238329864754321; 60766791: 0.8237146968031306; 61892051: 0.8213111065001564; 129939469: 0.8205264882466315; 97178780: 0.8200037785648245
110651562	40642520: 0.9184045385332844; 47748614: 0.9162710134129908; 119062901: 0.9106528841840463; 19366385: 0.9076311264167779; 110651798: 0.9030302955329765; 24988968: 0.8970202954310329; 53981928: 0.8961378717124606; 108106529: 0.8942844810944459; 67936070: 0.8936941981964907; 68270461: 0.8898446391861179
21497620	83505869: 0.9075365639598098; 64423806: 0.8762935985921495; 859633: 0.8619368175979825; 59582560: 0.8466218241786094; 94937987: 0.8434939809947075; 129082230: 0.841389820339263; 69036875: 0.8413878973184837; 134236143: 0.8382284806991952; 102343359: 0.8357919543153867; 101244281: 0.8329547256042112
61586116	28728313: 0.9544828424209317; 78933215: 0.9089284969306232; 61586234: 0.8945704569692738; 113577273: 0.8943365034697202; 61660708: 0.8876513096576472; 3563624: 0.8843418900349472; 84275025: 0.8832297851014013; 16280529: 0.8786904132972496; 24705241: 0.8783696840509412; 43183188: 0.8769129977451079
62310515	101485115: 0.8713849287758314; 115495759: 0.8594782277605995; 68815945: 0.8531043173478436; 68813461: 0.8389789404883269; 60822562: 0.8314078927684347; 61571787: 0.8306935204284015; 132838400: 0.8286043428050163; 81379271: 0.8254903143164615; 44593516: 0.8254559829022281; 107739874: 0.8246621958075289
121002345	4050437: 0.8899899170369155; 6554909: 0.884800945671574; 10635079: 0.8821493628420863; 2918374: 0.8815605732903716; 4076564: 0.8735553982151733; 98557839: 0.8711545913954617; 6552476: 0.870608371216968; 2270447: 0.8619614108555905; 23887740: 0.8604614662187098; 4193766: 0.8572364402191263
114987840	97287012: 0.9532105779348655; 102789667: 0.934701906216774; 123362359: 0.9314185952704707; 118655626: 0.9286113983508044; 10652359: 0.9174716710885851; 62457791: 0.9167838189545582; 23982804: 0.9140220907842895; 53760287: 0.9137814064678333; 59335281: 0.9129612434693596; 134702644: 0.9111693843068099
84671448	104162579: 0.953872950312937; 90334300: 0.9435581493308081; 56967067: 0.9418299917721125; 60141970: 0.9396825704634909; 21046349: 0.9393315748051062; 79740584: 0.9360613804030078; 715783: 0.9344206402648824; 15525989: 0.9340798666459871; 45121045: 0.9333855854953456; 88073303: 0.9323463542568978
119088900	122577764: 0.8169213134644999; 118029237: 0.7848165451544857; 2829417: 0.782341748911377; 90750705: 0.7778175402827215; 136935290: 0.7776880560162802; 15063291: 0.7776658058261201; 12666738: 0.7761185081888058; 10559301: 0.7736050024830935; 6432126: 0.770720482644506; 89530589: 0.7695445913056493
88008478	60680690: 0.9511493846962751; 88517395: 0.9495339244501212; 65503840: 0.9482859987290633; 53850527: 0.9443724739708074; 129681432: 0.9418320424781117; 20040577: 0.9417364464481944; 70789063: 0.9417060294668187; 65450633: 0.9416551606046804; 20504855: 0.9413573186155161; 115848595: 0.9403340697397018
80546515	57063851: 0.8947739240576866; 114863739: 0.8796214704983254; 19719637: 0.8708131188632885; 69095284: 0.8619734835107226; 22785020: 0.8584580078188867; 8199678: 0.8567988510229649; 17304235: 0.8562513096377563; 54384103: 0.8480611202168032; 2234388: 0.8474304671382452; 16271767: 0.8449412432437157
59132414	69968744: 0.8830182582467745; 122099960: 0.8571787054765868; 115131910: 0.8564232624192875; 102518535: 0.8532366257213774; 117968619: 0.851406384681055; 57957260: 0.850390249082283; 123419265: 0.8464230149109866; 132173714: 0.8461111417307008; 43750528: 0.8456453803507619; 125085132: 0.843569543691039
130523966	91252581: 0.8371944026388249; 76131425: 0.8367690609295828; 66174381: 0.8241427609627829; 107570499: 0.8148090023230958; 24997436: 0.809378439831772; 44385222: 0.8093344709393316; 75381893: 0.8088129979158621; 10420249: 0.808437601506996; 81099109: 0.8071837950668096; 10189915: 0.8047925292136039
58996273	5844446: 0.8496670216384741; 76878106: 0.822529857456441; 118030315: 0.7886299223348286; 130719271: 0.7875324268838988; 133625370: 0.7845971552436247; 54403172: 0.7817864546304465; 76323883: 0.7809741398069372; 59033395: 0.7746290244369782; 86636718: 0.774031042398436; 118511276: 0.7545951265074249
79529577	114698456: 0.8830182815293439; 114701026: 0.8749257486317851; 9945798: 0.8627258684562178; 58075851: 0.85196743616177; 117000800: 0.8491613098858314; 79770101: 0.8489425906365595; 71871076: 0.846834718135618; 63306059: 0.8439980057932934; 106060342: 0.84327164975907; 124190101: 0.8430337927956719
18740373	88314488: 0.8380213831370226; 16158361: 0.7700988457460916; 131753096: 0.7700988457460916; 16129769: 0.7693005370920571; 131838174: 0.76549696694799; 131838031: 0.7620697611189627; 54016053: 0.76159731203754; 16131909: 0.7581649117623908; 66560692: 0.7564025979424672; 44222069: 0.7559080392592596
130861129	91528055: 0.9003226783643288; 69556641: 0.8758281170824566; 69095284: 0.8520968501005882; 86961766: 0.8516427030929964; 91772681: 0.8507761576205192; 47262978: 0.8497335748796293; 119774142: 0.8489717085553776; 18579527: 0.8484302545706757; 126162262: 0.8483963875654754; 40820666: 0.8483399519156101
103267099	127019678: 0.9037650687012694; 81051896: 0.8998644616488444; 64266166: 0.8869110988789194; 69277624: 0.8856801608329661; 54889930: 0.875967927339842; 69203359: 0.8679706590959613; 67059313: 0.867035978035309; 70081816: 0.8665786275471441; 15487151: 0.8661639084671636; 115981136: 0.863735396490965
61361089	113873656: 0.8685197504884385; 62387732: 0.856818977693464; 61361252: 0.8419232697788482; 58265633: 0.8387229031317419; 112559560: 0.8343245813151094; 88575661: 0.8312048224175506; 80908930: 0.8304220012951538; 127001651: 0.827067385785875; 80902207: 0.8217474826611161; 55100065: 0.8186405683904764
81010242	64878349: 0.922660411320195; 55085630: 0.9191882061108484; 82649325: 0.9183165451191663; 54064655: 0.9146288815744299; 81329166: 0.913169930710262; 80055746: 0.9129423037047596; 65894912: 0.9101690677802432; 121692126: 0.9087726958403692; 18686179: 0.9083283565732065; 64111846: 0.9064752878284591
