fragment,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
C1=CNNC1,0.0008176657,0.008790201,0.0008176657,0.00458924,0.003332443,0.036101498,0.0014176916,0.0012721631,0.0045976397,0.014166374,0.0012219603,0.0008176657,0.050597463,0.0030507806,0.0008176657,0.0008176657,0.007740352,0.0019495713,0.0050295433,0.022253348,0.0032436415,0.021805286,0.009817977,0.0018332859,0.002195328,0.0032524387,0.019233162,0.007056792,0.0032012693,0.0038607838,0.030550346,0.0008176657,0.001388261,0.019252917,0.011166643,0.0075962627,0.022074774,0.005061702,0.0008176657,0.015209691,0.027072212,0.019858478,0.0008176657,0.027991941,0.07647384,0.0008176657,0.005039754,0.003651647,0.035806216,0.0018741604,0.001395842,0.0008176657,0.0018306801,0.0010302064,0.0024540664,0.0008176657,0.0025294472,0.022816788,0.0008176657,0.001156051,0.0015709031,0.0020909845,0.003020356,0.007765511,0.007232987,0.0008176657,0.047907934,0.0008176657,0.005973126,0.0008176657,0.0008176657,0.012028094,0.0057098847,0.00088541774,0.008985891,0.014228929,0.022750577,0.025271717,0.0061743692,0.00669374,0.009908196,0.038762618,0.019177854,0.0033056282,0.009216427,0.0008176657,0.0009316855,0.011219972,0.0008176657,0.016165175,0.0644079,0.007261201,0.0012359761,0.0064128735,0.0008176657,0.0008176657,0.009765576,0.0035144768,0.013870055,0.0053084097
C1=N[NH]N=N1,0.0017461384,0.00086436456,0.00086436456,0.0015156174,0.0019465302,0.030407526,0.0022234132,0.00086436456,0.020392839,0.0024347552,0.004929453,0.018319761,0.019613793,0.0016316222,0.00086436456,0.001582628,0.0018418588,0.0009843503,0.0016494563,0.002782493,0.18320434,0.12684114,0.00086436456,0.004354629,0.00086436456,0.0015391326,0.0034848494,0.0009122129,0.0011789723,0.00086436456,0.004126684,0.00086436456,0.0013350801,0.0025098694,0.0010802161,0.001471987,0.003556357,0.0009377883,0.00086436456,0.000973563,0.01977804,0.059290454,0.0020802587,0.0014959063,0.015455384,0.00086436456,0.011323892,0.074549705,0.0030671821,0.008854304,0.00086436456,0.00086436456,0.0028716892,0.0013156357,0.0010933242,0.001322776,0.0075704227,0.011022368,0.00086436456,0.014582369,0.00086436456,0.00086436456,0.00086436456,0.004896272,0.0014317309,0.0048638512,0.0102121765,0.00086436456,0.0030528826,0.00086436456,0.0064179897,0.0069650845,0.0032516601,0.004278511,0.013236149,0.009329879,0.0020884555,0.013240435,0.0067706415,0.00086436456,0.0051762382,0.0015650582,0.0045461375,0.00086436456,0.005700912,0.0017224337,0.00086436456,0.078165986,0.0037630831,0.001518067,0.011268989,0.005494505,0.00086436456,0.0360831,0.00086436456,0.00086436456,0.0038327076,0.0073671443,0.01456611,0.021266261
C1CCCCCC1,0.00963515,0.002072207,0.09536768,0.036668416,0.02391414,0.003086703,0.0017821199,0.005341538,0.0017821199,0.005981395,0.010288644,0.0023110874,0.0021734787,0.0022189703,0.0035773613,0.003328235,0.0017821199,0.0017821199,0.0017821199,0.03195661,0.0034180717,0.012908267,0.062057592,0.0017821199,0.004678166,0.0017821199,0.0020192107,0.12192431,0.0017821199,0.0054266644,0.011258602,0.0055922093,0.008484689,0.011906643,0.009552897,0.0023515648,0.006268428,0.0019199925,0.023652239,0.020262925,0.0017821199,0.004016314,0.020543117,0.02588739,0.001925486,0.0017821199,0.010211472,0.0032300733,0.0018978311,0.0017821199,0.0017821199,0.0017821199,0.0017821199,0.0017821199,0.0017821199,0.0071222307,0.00422596,0.0017821199,0.0082649235,0.0017821199,0.0017821199,0.0062244195,0.0041050506,0.007938341,0.036820013,0.02489929,0.0017821199,0.0017821199,0.0017821199,0.0017821199,0.006654486,0.0017821199,0.0017821199,0.02016926,0.0040679113,0.033668134,0.0032031382,0.0017821199,0.0017821199,0.044079125,0.0017864368,0.0036362887,0.0040691695,0.0030722704,0.0033577953,0.0017821199,0.0017821199,0.0017821199,0.019695811,0.008551706,0.003471676,0.0017821199,0.028046863,0.0017821199,0.009702643,0.0035316374,0.0017821199,0.0017821199,0.0017821199,0.017945502
C1=COC=CC1,0.0012436485,0.087817274,0.0012436485,0.0012436485,0.0012436485,0.0035646586,0.0020355056,0.008549748,0.0016530117,0.08091653,0.006339662,0.0012436485,0.004160123,0.0034699824,0.008509878,0.0012436485,0.0092000095,0.002835265,0.024635881,0.0012985899,0.001494871,0.0016808877,0.0040617525,0.00260192,0.008373328,0.015465607,0.002553168,0.0012436485,0.011033478,0.0016727668,0.0012436485,0.0012436485,0.00908281,0.0012501953,0.002870074,0.0029023855,0.0012436485,0.02368102,0.0012436485,0.01498817,0.04363001,0.00544079,0.0012436485,0.0015177574,0.0013604661,0.024626672,0.0012436485,0.0022053705,0.004489425,0.014147881,0.009442549,0.006957845,0.007623413,0.013581227,0.0014579234,0.0025293964,0.015528531,0.028776461,0.0012436485,0.0025292723,0.05443869,0.0024766987,0.013121614,0.0012436485,0.0016075486,0.0012436485,0.0034215741,0.0019433056,0.028555462,0.0072587677,0.0012436485,0.0064888825,0.014553889,0.0012436485,0.0012436485,0.0012436485,0.0012436485,0.053562596,0.008210676,0.0012436485,0.016333185,0.0098874625,0.003637408,0.025853232,0.0018958588,0.0012436485,0.0015877582,0.07173968,0.004899173,0.0012436485,0.006528363,0.02250243,0.0023559171,0.002168036,0.0026937018,0.0016857325,0.0058312234,0.0075518265,0.051574536,0.0012436485
C1=NOCC1,0.0016844616,0.042691525,0.0013003283,0.0013003283,0.0013003283,0.013684828,0.0069697034,0.003934002,0.005236042,0.035696913,0.009159713,0.0013215705,0.006195122,0.0067605833,0.002639973,0.0013003283,0.006568687,0.0017657881,0.006854828,0.0023236529,0.0043932544,0.0054409346,0.0014199585,0.0033790912,0.005364607,0.0066833687,0.0016272996,0.0013003283,0.0059938035,0.0013003283,0.0013003283,0.0013003283,0.010799951,0.0025525843,0.004554097,0.0039005259,0.0025987315,0.014847519,0.0013003283,0.0025595257,0.03302385,0.021403577,0.0013003283,0.002039834,0.0103719905,0.010591788,0.0021846981,0.0066255336,0.0062970184,0.030670278,0.00562824,0.0030620142,0.009808243,0.013991412,0.0052317735,0.0013003283,0.006071341,0.036217738,0.0013003283,0.005629524,0.017019376,0.0014944338,0.006827781,0.0013003283,0.0013003283,0.0019859867,0.015512945,0.0013003283,0.008339592,0.005555838,0.0013003283,0.011388405,0.009698798,0.0013003283,0.004455471,0.0020996947,0.0015338551,0.0800686,0.022932775,0.0013003283,0.03140066,0.008174288,0.013373595,0.006752326,0.0050461926,0.0013003283,0.0016180434,0.14442928,0.005074816,0.0013003283,0.017424205,0.014724046,0.0013003283,0.009505,0.002443345,0.0013003283,0.011101274,0.008924306,0.06269511,0.0013412733
C1=CCOC=C1,0.0009200627,0.09954937,0.0009200627,0.0009200627,0.0009200627,0.001439297,0.0014407431,0.009185146,0.0024469763,0.06604962,0.0045693154,0.0009200627,0.0023374197,0.0064191017,0.007656733,0.0009200627,0.012876912,0.008321282,0.020921098,0.0009200627,0.0009200627,0.0009200627,0.0029000328,0.0041368585,0.013125684,0.018321712,0.0021273359,0.0009200627,0.012159367,0.0018221708,0.0009200627,0.0009200627,0.0046012923,0.0014957909,0.0017690912,0.0030366748,0.0009200627,0.030239353,0.0009200627,0.01531427,0.019502273,0.0029213987,0.0009200627,0.001033931,0.00094112713,0.028806683,0.0009200627,0.0010805739,0.0026822607,0.008412663,0.018389028,0.011748298,0.010503531,0.011850738,0.0011716415,0.0014429254,0.012075413,0.03331626,0.0009200627,0.0013914881,0.13284798,0.004022117,0.0118282745,0.0009200627,0.0010860479,0.0009200627,0.002884285,0.001885124,0.023484796,0.013868672,0.0009200627,0.008251283,0.009179925,0.0009200627,0.0009200627,0.0009200627,0.0009200627,0.029837942,0.009580241,0.001305552,0.0068742856,0.010104053,0.002960785,0.016857795,0.0009200627,0.0009200627,0.0024128035,0.06699647,0.0024946264,0.0009200627,0.00559225,0.019050326,0.0023469005,0.0011421279,0.0028959136,0.0013060163,0.006576163,0.002692814,0.052339822,0.0009200627
C1=NCCN=C1,0.0007050593,0.00811411,0.0007050593,0.0012149684,0.004212675,0.022453751,0.0034125336,0.0014296677,0.0049595674,0.05501575,0.0007050593,0.0007050593,0.1534359,0.0031278643,0.0007050593,0.0007050593,0.01653582,0.003311432,0.005709525,0.01591774,0.0066810567,0.009858818,0.009947791,0.00288946,0.0007050593,0.0033647895,0.010596498,0.0040080785,0.0011769533,0.0022871944,0.013213013,0.0007050593,0.0007050593,0.01183216,0.0069641783,0.004361331,0.0063472986,0.0031846117,0.0007050593,0.0048869355,0.11921605,0.010940661,0.0007050593,0.0017625374,0.036192514,0.0007050593,0.0029440057,0.0034108558,0.025739579,0.0049517266,0.00089946215,0.0009929934,0.0033176797,0.0007050593,0.0007050593,0.0007050593,0.0016776039,0.029692015,0.0007050593,0.00789075,0.004362223,0.0007624167,0.0016097074,0.0035427907,0.0077407067,0.0007050593,0.013571316,0.0007050593,0.013525021,0.0011288186,0.0007050593,0.011685123,0.0058957906,0.0015020882,0.0122882,0.004172827,0.010398704,0.050276622,0.004514453,0.0007050593,0.019638374,0.010965603,0.0073750312,0.0030424623,0.0030550084,0.0007050593,0.0008263923,0.052965354,0.0007050593,0.0128259985,0.014526209,0.014453233,0.0007050593,0.017909547,0.0007050593,0.0007050593,0.0075272736,0.0047951075,0.010622973,0.0047883214
C1CNN=N1,0.0010823379,0.0038406334,0.0010823379,0.002327802,0.0019466386,0.03278605,0.0054411674,0.0010823379,0.0191086,0.0077333436,0.0029891648,0.0018559386,0.062223367,0.005643374,0.0010823379,0.0010823379,0.009378419,0.0025036698,0.0036954829,0.0062923613,0.030754786,0.038110133,0.0016312506,0.0035033838,0.0017987636,0.0023934965,0.011843011,0.0019861148,0.0021311182,0.003962669,0.011954419,0.0010823379,0.0012776218,0.009899862,0.0046020513,0.0064467518,0.009728808,0.005894375,0.0010823379,0.0036505,0.031947795,0.036556095,0.0010823379,0.008478085,0.051278587,0.0010823379,0.005364987,0.025491856,0.011001966,0.009119899,0.0024047396,0.0011276295,0.0074512144,0.0017211831,0.0029938472,0.0010823379,0.00693103,0.029539064,0.0010823379,0.010048885,0.001840931,0.0012519121,0.0014185887,0.009909489,0.0027679498,0.0010823379,0.044172592,0.0010823379,0.005474988,0.0012316115,0.0010823379,0.01620113,0.005911931,0.0011986755,0.009270215,0.00864186,0.007376636,0.038709443,0.021045582,0.0019701857,0.00930534,0.009408871,0.0097556235,0.0012522981,0.009963529,0.0010823379,0.0014990726,0.048954662,0.0012199173,0.0043131006,0.0530221,0.008503099,0.0010823379,0.015438682,0.0010823379,0.0010823379,0.016165283,0.006570697,0.030976497,0.014983391
C1=CNCC=N1,0.00081660587,0.0019867383,0.00081660587,0.0049915067,0.013859762,0.017241338,0.001426409,0.0020105503,0.019759057,0.03370885,0.00082178006,0.00081660587,0.13445444,0.0022874284,0.00081660587,0.00081660587,0.013705092,0.010846682,0.003924281,0.029305391,0.028608738,0.02835029,0.008643537,0.006818113,0.00081660587,0.0020781064,0.01966144,0.016271114,0.0011255343,0.003545682,0.059289385,0.00081660587,0.00081660587,0.021422295,0.00539855,0.0041820407,0.010249529,0.0011266195,0.00081660587,0.0058592996,0.049035713,0.016899595,0.00081660587,0.0017451863,0.03578122,0.00081660587,0.008601538,0.011540069,0.018138869,0.0010412688,0.0008644074,0.00081660587,0.0030552465,0.00081660587,0.00081660587,0.00081660587,0.0028995574,0.01106495,0.00081660587,0.009545135,0.0025932149,0.0015037252,0.0012346213,0.010452941,0.0141664315,0.00081660587,0.007745045,0.00081660587,0.0132651385,0.0011218473,0.00081660587,0.020087302,0.0036010519,0.0062499847,0.026560782,0.019688964,0.013816842,0.015406144,0.0023591681,0.0014301473,0.0052293125,0.009618685,0.004541108,0.0016625706,0.0031051093,0.00081660587,0.0009664065,0.027103566,0.00081660587,0.015152517,0.010119304,0.013407338,0.00081660587,0.023817096,0.00081660587,0.00081660587,0.0057477937,0.0025289916,0.0039695185,0.008976438
C1=N[NH]N=C1,0.0034060574,0.0010228751,0.0010228751,0.0013701261,0.0011791401,0.025295127,0.0025926516,0.0010487593,0.027540525,0.001442573,0.011863064,0.015075118,0.008536977,0.002754914,0.0010228751,0.0013628063,0.0013455694,0.0010228751,0.0014456208,0.002304524,0.16218126,0.11425348,0.0010228751,0.00426522,0.0018844375,0.0012430457,0.0027478621,0.0010228751,0.0020511262,0.0010228751,0.0026346527,0.0010228751,0.0027506587,0.0026552975,0.0011100493,0.0019328474,0.0041728625,0.0015294501,0.0010228751,0.0010228751,0.008021146,0.07684476,0.0056417254,0.0035098197,0.011989208,0.0010228751,0.01055743,0.096372195,0.0018631981,0.011191015,0.0017948952,0.0010228751,0.0046078516,0.0034131848,0.0029941977,0.0016788929,0.009133022,0.011314259,0.0010228751,0.009248451,0.0010228751,0.0010228751,0.0010228751,0.0050740694,0.0010228751,0.007476336,0.016158463,0.0010228751,0.0014777794,0.0010326796,0.009644404,0.007233223,0.0027998965,0.003770766,0.00947613,0.01074722,0.0014037604,0.009063093,0.012670932,0.001417139,0.0047174194,0.0013620929,0.0084402375,0.0010228751,0.0058936495,0.0021118217,0.0010228751,0.060719505,0.0066136066,0.0010228751,0.020112574,0.003894472,0.0010228751,0.02564734,0.0012819057,0.0010228751,0.0060860794,0.00547853,0.023049247,0.017468354
C1=CC=NN=C1,0.003730539,0.00085496245,0.00085496245,0.0016078792,0.0030503226,0.004806342,0.00085496245,0.0017359738,0.020436428,0.009833679,0.0044122175,0.013125997,0.013847395,0.00085496245,0.00085496245,0.0012859642,0.0018838742,0.0024340998,0.0026000624,0.0030288484,0.33989272,0.07701226,0.00085496245,0.007371524,0.00085496245,0.0019910613,0.0050143953,0.0020189837,0.00085496245,0.00085496245,0.0063825813,0.00085496245,0.002091267,0.0016198233,0.00085496245,0.00085496245,0.0010005018,0.00085496245,0.00085496245,0.001183219,0.013853407,0.024096116,0.0019209936,0.00085496245,0.0025207412,0.00085496245,0.011145059,0.09814353,0.0010104589,0.0014972554,0.00085496245,0.00085496245,0.0026057456,0.00085496245,0.00085496245,0.0037964736,0.018462189,0.0051718154,0.00085496245,0.020126462,0.00085496245,0.00085496245,0.00085496245,0.007354962,0.0037477142,0.014074262,0.0012847328,0.00085496245,0.0039307727,0.0014981373,0.014305623,0.004953644,0.0031220021,0.0070536844,0.014162882,0.0063144686,0.0010224264,0.0046499264,0.0017630846,0.00085496245,0.0027426172,0.0008690889,0.00085496245,0.001821237,0.0034022217,0.0020202869,0.00085496245,0.039002158,0.010331966,0.0014825677,0.0027096437,0.008568111,0.00085496245,0.032886855,0.0021436845,0.00085496245,0.001618513,0.0030228074,0.005069305,0.029673582
C1=CCNC1,0.0014095544,0.025547873,0.0014095544,0.003943267,0.0017920986,0.023820296,0.0015197784,0.0030344487,0.0035665564,0.016238244,0.003727849,0.0014095544,0.021406569,0.0043576853,0.0014095544,0.0014095544,0.0061133015,0.0014990623,0.010678252,0.01300344,0.0035068947,0.018523583,0.008796562,0.0028818655,0.00759484,0.0038536433,0.015761204,0.004840405,0.00692108,0.003818162,0.009644937,0.0014095544,0.0047315955,0.0066963057,0.011110786,0.0066722687,0.010310976,0.010561775,0.0014095544,0.013679725,0.023046093,0.02339349,0.0014095544,0.03004724,0.042468295,0.0014095544,0.006207361,0.0069758366,0.025210653,0.0069271326,0.00308403,0.0014095544,0.0042088768,0.0041130595,0.0045056976,0.0021464715,0.008360666,0.024761612,0.0014095544,0.0014095544,0.0022336592,0.0025678899,0.0028508774,0.0059042727,0.01037131,0.0014095544,0.034594182,0.0014095544,0.00711232,0.0014095544,0.0014095544,0.01107472,0.016846918,0.0014095544,0.005384189,0.01119696,0.015380404,0.046660773,0.010589683,0.014131769,0.017299248,0.031758476,0.029023178,0.0095022945,0.012058304,0.0014095544,0.0014095544,0.019396653,0.0024597922,0.007380213,0.051068224,0.010517402,0.006319702,0.0076138363,0.0014095544,0.0014095544,0.016912602,0.008349008,0.031078592,0.007150005
C1=CCN=C1,0.0008561825,0.0032079122,0.0008561825,0.0018221355,0.001915036,0.046784576,0.0010302702,0.0010291316,0.003157258,0.009848328,0.00094197766,0.0022026773,0.05197223,0.0012753936,0.0008561825,0.0008561825,0.0034720518,0.0008561825,0.004311104,0.011994245,0.012328983,0.06082605,0.0040863887,0.0010800894,0.0010018015,0.0022133596,0.018563157,0.007355596,0.002028977,0.0012505273,0.03089822,0.0008561825,0.0013214293,0.0048159324,0.0066838567,0.004618725,0.008557721,0.0026306394,0.0008561825,0.006364075,0.036570407,0.037456084,0.0008561825,0.016298437,0.093384355,0.0008561825,0.012372974,0.016486399,0.036586594,0.0025397108,0.0008561825,0.0008561825,0.0022874067,0.0008561825,0.0014687141,0.0010664853,0.005512899,0.018427579,0.0008561825,0.003649766,0.0008561825,0.0008561825,0.0008561825,0.008484967,0.0067507066,0.0008561825,0.027145833,0.0008561825,0.004996769,0.0008561825,0.0008561825,0.009333254,0.0068648043,0.00086174824,0.015306144,0.009554344,0.011445335,0.042239457,0.00643965,0.0042988686,0.016751084,0.015146325,0.0109950425,0.0035482175,0.016594946,0.0009709116,0.0008561825,0.012923295,0.0011957592,0.010791298,0.04392015,0.005687319,0.0011485124,0.016531404,0.0008561825,0.0008561825,0.007898803,0.009120917,0.0123995375,0.035264764
C1=COCCO1,0.0011037224,0.07267907,0.0011037224,0.0011037224,0.0011037224,0.0021729325,0.005263795,0.0047928793,0.0013048815,0.0141473245,0.017988343,0.0011037224,0.0011037224,0.007094281,0.0135594625,0.0011037224,0.0047404133,0.0014678307,0.006321776,0.0011037224,0.0011037224,0.0011037224,0.0011037224,0.0017947444,0.011217281,0.006742568,0.0011037224,0.0011037224,0.01466195,0.0011037224,0.0011037224,0.0011037224,0.011456812,0.0011037224,0.0012593215,0.0022846225,0.0011037224,0.030569915,0.0011588939,0.0035025568,0.006801758,0.0042460426,0.0027176088,0.0011114178,0.0011037224,0.18885104,0.0011037224,0.0018609595,0.0014515305,0.04467779,0.019225618,0.009831425,0.011724468,0.047910105,0.003998001,0.0011429128,0.0074644964,0.019194674,0.0011037224,0.0014653866,0.050050568,0.0014757927,0.012753796,0.0011037224,0.0011037224,0.0014368119,0.003641519,0.0047242083,0.0073958337,0.011375983,0.0011037224,0.0042257123,0.0063284235,0.0011037224,0.0011037224,0.0011037224,0.0011037224,0.029876921,0.016245147,0.0011037224,0.016023958,0.0031232361,0.005042671,0.0078055304,0.001526448,0.0011037224,0.0022342624,0.050913543,0.0051890444,0.0011037224,0.0040986193,0.0077562137,0.0015230265,0.0011371832,0.00587919,0.008870771,0.007830473,0.0060358173,0.07030328,0.0011037224
C1CN=NNC1,0.0007106563,0.0052651903,0.0007106563,0.0026104557,0.004264809,0.061236147,0.001540138,0.0011390606,0.0042695324,0.0075117927,0.0009904993,0.0007106563,0.06963539,0.0030876773,0.0007106563,0.0007106563,0.0059880037,0.001355268,0.0030006317,0.01976057,0.004027557,0.02240464,0.0065851198,0.0014933603,0.00092666945,0.001485125,0.011729615,0.0062927403,0.0018878158,0.002954707,0.024655197,0.0007106563,0.0007106563,0.016188513,0.011146312,0.0070368582,0.022945074,0.0030068858,0.0007106563,0.008898629,0.03795001,0.027242493,0.0007106563,0.0145784,0.1272743,0.0007106563,0.0048353574,0.0036108177,0.044048775,0.002053354,0.00081243785,0.0007106563,0.0015569491,0.000730207,0.0016629541,0.0007106563,0.0014404473,0.019001462,0.0007106563,0.0017052962,0.0013262798,0.0014231754,0.002021622,0.0053514605,0.0039017051,0.0007106563,0.048758365,0.0007106563,0.005556811,0.0007106563,0.0007106563,0.01327853,0.004908765,0.0014849133,0.0144312,0.015572621,0.017258804,0.029128592,0.004475533,0.0034086397,0.009114413,0.021534977,0.027911574,0.0015409836,0.0070230407,0.0007106563,0.0008183333,0.014986366,0.0007106563,0.01163874,0.040400404,0.006202221,0.0007106563,0.006281615,0.0007106563,0.0007106563,0.011113681,0.004682833,0.009906689,0.0050994596
C1=NSCC1,0.0022679819,0.0026937844,0.00079544174,0.044860482,0.0054831514,0.0025048347,0.013318706,0.0013628495,0.1415954,0.019785209,0.0028008015,0.00079544174,0.023225307,0.011741947,0.00079544174,0.00079544174,0.017965479,0.17543006,0.0018790185,0.0030086609,0.006754389,0.0018015066,0.0022153945,0.01953664,0.003658247,0.00161537,0.0053182347,0.0030430823,0.00079544174,0.02775121,0.008198223,0.00079544174,0.00079544174,0.0869948,0.002319892,0.012833868,0.010016921,0.003321142,0.00079544174,0.0022186134,0.003675784,0.0038889358,0.00079544174,0.0011051701,0.0022100378,0.00079544174,0.0010623266,0.0039229747,0.00079544174,0.0028899082,0.015910102,0.006981402,0.016458659,0.0009630125,0.0011090619,0.00079544174,0.0014139514,0.0033294216,0.00079544174,0.014482748,0.04719338,0.00398681,0.0051213345,0.011074036,0.0028694212,0.00079544174,0.012140597,0.0012759935,0.0046262722,0.011888748,0.0010925868,0.018119616,0.0016133385,0.0065712095,0.0016573046,0.006522208,0.0032134766,0.0014971957,0.01099758,0.0011162567,0.0010151631,0.0045612166,0.0016683328,0.00079544174,0.00079544174,0.00079544174,0.008738233,0.032366242,0.0011440594,0.0026133242,0.0077243606,0.0066111307,0.00079544174,0.0031714637,0.0042528925,0.00079544174,0.004669582,0.00079544174,0.0052577094,0.00079544174
C1=NON=C1,0.013840189,0.0024272627,0.0016796049,0.0020730963,0.0016796049,0.0043176445,0.010848989,0.0021475703,0.08208296,0.00340111,0.05657889,0.004466344,0.0018438355,0.006500104,0.0018888809,0.0016796049,0.0017807372,0.008342685,0.0016796049,0.0016796049,0.1093472,0.020670919,0.0016796049,0.009533949,0.0076262355,0.0025441265,0.0016796049,0.0016796049,0.0034514219,0.0020503758,0.0016796049,0.0016796049,0.013641815,0.005306284,0.0016796049,0.0025824434,0.0018073261,0.0041542,0.0016796049,0.0016796049,0.0030341707,0.022077274,0.027120436,0.002470488,0.002026345,0.00802755,0.0043208995,0.05402656,0.0016796049,0.015799716,0.014655031,0.0031563279,0.01558741,0.012745904,0.007147358,0.0030468612,0.016270915,0.0063451296,0.0016796049,0.015889011,0.0042447643,0.0022484916,0.002407852,0.0056514125,0.0016796049,0.014405309,0.008280692,0.0016796049,0.0016863836,0.008367679,0.014821955,0.0054613487,0.0021668882,0.004160983,0.003688797,0.008862996,0.0016796049,0.0038036183,0.023600409,0.0016796049,0.0029312307,0.0016796049,0.0040607997,0.0016796049,0.004227556,0.0031628148,0.0027475532,0.07266961,0.02720109,0.0016796049,0.010194273,0.005938225,0.0025492245,0.013607651,0.03613006,0.00414736,0.008850904,0.0016796049,0.024890125,0.0051970677
C1C2CC3CC1CC(C2)C3,0.005939986,0.00333614,0.097282335,0.029390626,0.007107587,0.0029189396,0.0021202252,0.0099987555,0.0023711317,0.0058608484,0.014586548,0.0040415013,0.0021202252,0.0021202252,0.004620897,0.0024480652,0.0021202252,0.0021202252,0.004443833,0.009265553,0.005876047,0.025004955,0.015871082,0.0022696932,0.013676562,0.0026420592,0.0032814539,0.02922981,0.004327505,0.003563505,0.0074052867,0.004988254,0.013231235,0.0041429545,0.0046652183,0.0033354599,0.003456955,0.0032261806,0.021300655,0.022568965,0.0021202252,0.009388525,0.043367594,0.03773269,0.0021202252,0.004368394,0.016519904,0.010135239,0.0021202252,0.0021202252,0.0032439427,0.0021202252,0.0021202252,0.0046943473,0.0023930322,0.01500194,0.015797812,0.0021202252,0.007774678,0.0021202252,0.0021202252,0.0084077185,0.0036125788,0.008590926,0.022759814,0.024867207,0.0023477792,0.0033143011,0.0021202252,0.0021202252,0.0061471337,0.0021202252,0.0036849384,0.007827902,0.0031183003,0.017508429,0.0022666175,0.0021202252,0.0021202252,0.069607876,0.0021202252,0.0047705183,0.007033147,0.0062099304,0.0049291626,0.0021202252,0.0021202252,0.0021202252,0.03743424,0.004072007,0.006856188,0.0021202252,0.08461468,0.0021202252,0.00661993,0.0041942145,0.0021202252,0.0021202252,0.0021202252,0.021743616
C1=CNN=CC1,0.00078336115,0.0031448314,0.00078336115,0.0028084533,0.005268834,0.052677568,0.0012083052,0.0012492613,0.0077348785,0.0043426133,0.001568384,0.00078336115,0.031727925,0.004200698,0.00078336115,0.00078336115,0.0039997585,0.0012350755,0.0025489726,0.018492755,0.004716912,0.0411367,0.004996111,0.0010068893,0.0014378108,0.0010783586,0.008014908,0.004970932,0.0023973342,0.0026223452,0.027675439,0.00078336115,0.0010384389,0.019682873,0.011767993,0.007677665,0.03086223,0.0023732411,0.00078336115,0.008066901,0.015315532,0.044969443,0.00078336115,0.023776097,0.12508631,0.00078336115,0.0054151965,0.0045135985,0.033356607,0.0016931883,0.0009002817,0.00078336115,0.0014866397,0.0011607874,0.0032463907,0.00078336115,0.0016023342,0.014376507,0.00078336115,0.0015128467,0.0010383339,0.0018544695,0.0020883684,0.0063478434,0.003390468,0.00078336115,0.054882932,0.00078336115,0.0029552826,0.00078336115,0.00078336115,0.014915296,0.0031125518,0.002027146,0.017410444,0.030756522,0.013415061,0.016540017,0.0066840393,0.0065726796,0.0075452486,0.018564112,0.034990348,0.0012808378,0.007511612,0.00078336115,0.00078453455,0.009737681,0.00078336115,0.008076714,0.06944453,0.004103034,0.00078336115,0.0059788013,0.00078336115,0.00078336115,0.010696242,0.0031912902,0.009024346,0.0064854743
C1=NN=CNC1,0.00079851435,0.0033077605,0.00079851435,0.0012251835,0.0028044567,0.07231848,0.0014334122,0.0010241619,0.0031905503,0.0096290475,0.001211393,0.0015425432,0.07178272,0.001945891,0.00079851435,0.00079851435,0.0037871343,0.00079851435,0.0023306818,0.020988967,0.010465607,0.043817654,0.0037263532,0.0015415013,0.00079851435,0.0017158078,0.010405993,0.0053834273,0.0014537063,0.0012685154,0.019836018,0.00079851435,0.0011878889,0.007709861,0.0060696257,0.0043483847,0.01175288,0.0018240518,0.00079851435,0.0036634158,0.06976073,0.03199651,0.00079851435,0.0073735616,0.11287092,0.00079851435,0.00868681,0.011311905,0.032677,0.003991087,0.00079851435,0.00079851435,0.0018110473,0.00079851435,0.00101922,0.00079851435,0.0023104532,0.017462557,0.00079851435,0.0035988393,0.00079851435,0.00079851435,0.001004363,0.005039285,0.0049176444,0.00079851435,0.026642764,0.00079851435,0.0054899463,0.00079851435,0.00079851435,0.010876717,0.00473593,0.0020947703,0.01984742,0.0150016295,0.012041954,0.03939875,0.004091378,0.0021002663,0.023573019,0.011006059,0.01729151,0.002822926,0.007712554,0.00079851435,0.00079851435,0.020648751,0.00079851435,0.008348991,0.023950092,0.0078113177,0.00079851435,0.02293657,0.00079851435,0.00079851435,0.0078176875,0.0079800375,0.009569333,0.01412466
