frag_id,fragment,count
0,3218693969,80699834
1,3217380708,62837650
2,951226070,45935257
3,2245384272,28802495
4,2968968094,25579255
5,2246728737,24257731
6,864942730,21301959
7,98513984,18854875
8,2246699815,14944387
9,1510328189,13962546
10,2976033787,11903800
11,994485099,10093973
12,847961216,9586489
13,864674487,9091447
14,2092489639,8247452
15,1510461303,7339703
16,2041434490,7155636
17,2117068077,6640847
18,2803848648,6335347
19,2245273601,6330864
20,882399112,5255933
21,864662311,4941248
22,3537119515,4351559
23,422715066,4040172
24,2142032900,3983701
25,3542456614,3804186
26,10565946,3470188
27,3189457552,3423280
28,1790668568,3265635
29,3975275337,3120652
30,2246703798,3028827
31,3537123720,3022678
32,1016841875,2894519
33,2228063684,2855137
34,4121755354,2815557
35,2353112200,2747249
36,485463469,2722097
37,3452535345,2668712
38,2976816164,2483275
39,3983062349,2389690
40,2245277810,2308825
41,1101907775,2300300
42,1135286194,2256130
43,848128881,2253139
44,2076190208,2158682
45,3337745083,2147574
46,2994748777,2090067
47,1054767590,1933887
48,2132511834,1899621
49,3162837314,1873577
50,1100037548,1835659
51,847957139,1802865
52,3918336191,1780884
53,3351556771,1724458
54,4041573576,1686001
55,3982076256,1611521
56,717512901,1597804
57,1861965050,1582363
58,1362518133,1569174
59,3124581743,1561390
60,2115476908,1559524
61,4222851645,1552252
62,3315826729,1551468
63,2119439498,1448974
64,2424973678,1435756
65,999334238,1432028
66,4008337421,1368411
67,1173125914,1311669
68,3777168895,1298264
69,1533864325,1236115
70,1167322652,1209058
71,2309124039,1180401
72,3818546315,1139638
73,2222715027,1117286
74,3776905034,1112889
75,1257718710,1081402
76,787069595,1046552
77,1857396528,1043669
78,435232729,1004722
79,2811394787,968722
80,2473389857,954267
81,2246340824,953655
82,266675433,936922
83,1858577693,936048
84,3612926680,934127
85,517457164,924616
86,2806018737,924399
87,1276993226,913866
88,2245900962,898583
89,3207567135,897421
90,4089138501,895503
91,1634606847,894939
92,2360741695,880600
93,1637836422,855962
94,3545365497,854153
95,530246988,849675
96,3632350815,841399
97,847336149,839539
98,2110118862,815826
99,1583799011,814050
100,26234434,782575
101,3820826669,781980
102,3994088662,781691
103,1535166686,780581
104,1026928756,772155
105,1791271074,771867
106,3458774156,759978
107,2835079913,746643
108,1449131080,742111
109,2223687999,722473
110,3624155,719488
