frag_id,fragment,count
112,C1=CCCCCC2CCCC(CCNCCOCCCCCC1)O2,498035
113,C1=NN=CS1,476002
114,C1=COCCCCCOCCCNC1,471951
115,C1CCCCCC1,470933
116,C1=CN=CCC1,468430
117,C1=CNCN1,462293
118,C1=CSCCC1,460017
119,C1=NCCS1,453507
120,C1=COCCN1,452184
121,SS,430369
122,C1C2CC3CC1CC(C2)C3,418632
123,C1=CCOC1,412008
124,C1=CCCCCCCCCC=COC2CC3=C(C=CC4=CC(=CC=C34)NCC=C1)O2,408035
125,C1COC1,386305
126,C1=NCCO1,382607
127,C1=NC=NCC1,378822
128,BB,378730
129,C1=NNCN1,360116
130,C1=CC=CCCC2CCCC(CCNCCOCCCCC=CCCCCCCC=C1)O2,359573
131,C1=NN=N[NH]1,357653
132,B1OCCO1,357651
133,C[SnH3],352519
134,C1CNOC1,331670
135,N=[NH2+],331533
136,C1=N[NH]N=N1,331139
137,C1=COCCCNC1,325326
138,BO,323337
139,C1CSCCN1,320827
140,[N-]=[NH2+],318779
141,C1=CCNCCC1,315529
142,C1=NN=CO1,314181
143,C1=COCCO1,311275
144,C1CNCCNCCNCCN1,311211
145,C1=CC2CCC1C2,297091
146,C1CC2CCC1S2,287511
147,C1=CCCCCCCCCCOCCC=C1,285683
148,C1CC2CC(C1)C2,280744
149,C1CC2CCC1CC2,270839
150,C1=CC2=CC(=C1)CC1=CC=CC(=C1)CC1=CC=CC(=C1)CC1=CC(=CC=C1)C2,264882
151,C1=CNCC=N1,260961
152,[PH4+],252321
153,C1=CCC1,250175
154,C1=CCCCCC1,245119
155,C1=NNCCC1,243565
156,C1CNSC1,238241
157,N[SiH3],237923
158,C1CNNC1,230067
159,[SnH4],226828
160,C1=NCCN=C1,220697
161,O[PH3+],219590
162,C1=NOCC1,217528
163,C1=CC=NN=C1,216647
164,C1=CC=CCC=C1,216528
165,C1=CNCCNC1,212764
166,C1=CCC2=CC(=CC=C2)NCCCCCCC2CC(CC=C1)NCO2,203669
167,C[O-],198597
168,C1CNCCNCCNCCNCCNCCN1,197278
169,C1=CC=[NH+]C=C1,196040
170,C1CNCCNCCNCCNCCN1,192952
171,C1=CNCCN1,192371
172,C1NCNCN1,191556
173,C1CC2CCC(C1)C2,186279
174,[NH3+]O,184353
175,C1CCSCC1,178987
176,C1=CC2=NC1=CC1=CC=C(C=C3C=CC(=N3)C=C3C=CC(=C2)[NH]3)[NH]1,177356
177,C1NCNN1,176915
178,C1=CNC=NC1,175518
179,C1CC2COCC(C1)C2,172887
180,C1=CCCC=CCC2CC(CCO2)OCCCC=C1,172727
181,C1CC2CCC(C1)N2,169745
182,C1=CCNNC1,167893
183,C1=CC2CNCC(C1)N2,167144
184,C1=CCCCCCCCCC=COC2CC3=C(C=CC4=C3C=CC(=C4)NCC=C1)O2,164529
185,C1=N[NH]N=C1,164504
186,C1CC2CNCC(C1)N2,164399
187,C1=CCNCC2NCC3C(COCCNCCC1)C1C=CC23O1,162323
188,C1=CCCCCCCCCC=COC2CC3=C(C=CC4=C3CC=C(C4)NCC=C1)O2,157408
189,C1=NCCNC1,155629
190,C1=CC2=CC3=CC=C(C=C4C=CC(=CC5=NC(=CC1=N2)C=C5)[NH]4)[NH]3,154221
191,C1COCCO1,151858
192,C1=COCCCNCC1,149875
193,C1CCNCNC1,148439
194,C1CCOCCC2CCCCC(CC1)OCCCO2,147375
195,C1=CC2CCNC(C1)C2,147133
196,C1CNCCNCCNCCNCCOC1,146003
197,C1=CSN=C1,144900
198,C1=CCCC=CCCCCCCC2=CCC=C(C2)NCC=C1,142510
199,C1CC2ONC3COC1CC32,139746
200,C1CCNNC1,136792
201,C[PH3+],136061
202,C1=CCCOCCCCCCC1,134562
203,C1=CCCCCC2=CC=C(C=C2)CCCC1,134438
204,[C-]#[NH+],134301
205,C1=CNCCCC1,133554
206,C1=CC2C=CC1CC2,133428
207,C1CC2CC1CN2,132526
208,C1CC2COC(C1)C2,131016
209,C1=CCN=C1,129096
210,C1CCCOCC1,128788
211,C1CCC2CCCC(CC1)C2,128532
212,C1=CC2CNC1COCCCS2,126796
213,C[GeH3],126624
214,C1CNCCOC1,125741
215,C=P,124799
216,C1CNCCNCCNCCNCCNCCOC1,124496
217,C1CNCSC1,124412
218,C1CCCCOCNCCN2CCC(C2)OCCCC1,124357
219,C1=COCNC1,120309
220,C1CNN=N1,116741
221,C1=CSCS1,114038
222,C1CNCCSC1,113877
223,C1=NCCNCC1,111269
224,N[NH3+],110825
225,C1CC2CCC(O1)O2,110463
226,C[SeH],108755
227,C1=CC2CCC1CC2,106470
228,C1CN1,106419
229,C1=NNCS1,106025
230,C1=CC=CC=CC=CCCC2CCCC(CCCCCCCCCCCCOCCCCC=CC=CC=C1)O2,105391
231,C1=CNCCN=C1,104505
232,C1=NCNC1,102920
233,C1=NCCC1,102563
234,C1CNNCN1,101983
235,C1=CSCCN1,100444
236,C1CCCCCCC1,99330
237,C1CNCOC1,98624
238,C1=CCCN2CCCC(CC1)C2,97277
239,C1=CCCC=CC1,96188
240,C1CCCCCCCOCCCCCCC1,94652
241,C1CC2CC1CO2,94544
242,N=P,93363
243,C1CCCCOCCCCCNCCC1,92446
244,FS,91278
245,N=O,90939
246,B1CCCCO1,90429
247,C1=CCCNCC1,90337
248,C1=CO[PH]OC=C1,89872
249,C1=CCCOCCCCCCCCC1,89727
250,[O-]P,89643
251,C1=COCN1,89292
252,C1=CCCCCCNCCCCCCC1,87587
253,P=S,86802
254,C1CO[SiH2]O[SiH2]OC1,86564
255,C1CNCCNCCNCCNCCNCCNCCN1,86364
256,C1=NCNCC1,85764
257,PS,83700
258,C1=NSC=N1,82779
259,C1=NC=NCN1,82402
260,C1=CC=CCCC2CCCC(CCNCCOCCCC=CCCCCCCCC=C1)O2,81987
261,[GeH4],80882
262,C1=NCCCNC1,79283
263,BN,78969
264,C1=CC2=CC(=C1)CCNCCNCCC1=CC2=CC=C1,78524
265,C1=CC2CCC1O2,77846
266,C1CC2CCCC(C1)C2,77645
267,C1=CN=CC1,76503
268,N=S,75040
269,C1=NCCCC1,74855
270,PP,72588
271,C1=CCCCOCCNCCC1,72576
272,C1CNCCNCCNCCNCCNCCNCCNCCN1,72357
273,C1=CNCCSC1,72263
274,C1=CCSC1,72130
275,[SiH3]Cl,71998
276,C=[NH2+],71537
277,C1CN2CCC1CC2,70934
278,O[SnH3],70477
279,C1=C[NH+]=CC1,69814
280,C1=CSN=CN1,68573
281,C1CCNCCNCCNCCNCCNCCNCC1,67368
282,C1CC2CNC3C4CCCC3(C1)C2C4,65206
283,[BH3-]C,64915
284,C1=CSC=CC1,64152
285,C1=NNCNC1,63887
286,C1=CCCCC=C1,63871
287,C[AsH2],63827
288,F[SiH3],63719
289,C1=CCCCCCCCCCC1,63670
290,C1CNCCNCCNCCNCCNCCSSC1,63589
291,C1CC2C3COC2CC1C3,63519
292,C1COPOC1,63443
293,C1=CCCCCCCCC1,62972
294,C1CCCCCNCCNCCCCC1,62941
295,[O-][PH3+],62922
296,C1=NCNCN1,62907
297,[BH4-],62336
298,C1=NC=NNC1,61398
299,C1=CNCCOC1,61238
300,C1=CNCCCN1,59407
301,C1=CCNCCNCCCOCCOCC1,58446
302,C1NC2CNC1C2,58356
303,C1CCOCCCOC1,57945
304,C1=CC2C3COC2CC1C3,57757
305,C1=CSNC1,57264
306,C1CCNCCNCCNCCNCCNCCNC1,57219
307,O1[SiH2]O[SiH2]O[SiH2]O[SiH2]1,56301
308,C1=COCOC1,56067
309,C1=CCCNCCNCCCOCCC1,55935
310,SCl,54617
311,C1=NSN=C1,54385
312,C1=CCCOCCCCCCCCCCC1,54189
313,C1CCCCCCCC1,53975
314,C1=CCOCC2OC34CC(CCC3CCC2C4)OCCC1,53842
315,C1CSCS1,53446
316,C1=NNCCN1,53429
317,C1CNCCNCCNCCNCCNC1,53028
318,C1=CCCCCCC1,52791
319,C1=CC2CCCC(C1)C2,52425
320,C1=CN=NC=N1,52077
321,C1CCCCC2=NCCN3COC(COCCC1)C3C2,51828
322,C1CCCOCCC2CCC(CCC1)OCCCO2,50743
323,C1=C2C=CC(=CC3=CC=C(C=C4C=CC(=CC5=CC=C1[NH]5)[NH]4)[NH]3)[NH]2,50646
324,C1CCSNC1,50523
325,C1=CCCNC=C1,50486
326,C1=CSNCCCO1,50310
327,C1=CCOCCNCCNCCNCCNCCNCCOCCCC1,50001
328,C1CCCNCCC1,49982
329,C1=CCNCC=C1,49742
330,C1=CCCCCCCCCC=COC2C=C3C(=CC=C4CC(=CC=C43)NCC=C1)O2,49414
331,C1=CCCCCCNCCNCCN2CCCC(COCCC=C1)N2,49339
332,C1=COCCNCCCCNC1,48890
333,C1=CCCCCCCCCCCCCC=CCOC2CCOC(CCCC=C1)C2,48744
334,C1CC2COC(C1)O2,48562
335,C1CNCCNC2CCCN(CCNCCNCCOC1)C2,48401
336,C1=NON=C1,47571
337,C1=C2CCCCOCCCCCC(C1)O2,47542
338,C1=CN=NC=C1,47522
339,C1=CSCCCN1,47183
340,C1=CNN=CC1,47087
341,C1=CSOC1,47033
342,C1CNSN1,46987
343,C1=COCCNC1,46403
344,C1CCNCCNCCNCCNCCNCC1,45950
345,C1=CC2CCCC(CC3CCCC(CCCCOCCC4CCCC(C1)O4)O3)O2,45138
346,C1=CC2=CC=C1CCNCCNCCNCCNCCCCN2,44442
347,[O-]S,44109
348,C1CCNCCNCCNCCNCCNCCNCCNC1,43795
349,C1=CC2=NC1=CC1=CC3=CCC(=C4CCC(=CC5=NC(=C2)C=C5)N4)C3=N1,43738
350,C1=C[SiH2]C=C1,43653
351,C1=CCCCCCCCCC=COC2CC3=C4C=CC(=CC4=CC=C3O2)NCC=C1,43238
352,C1CCOPOC1,42962
353,C1=CCOCC2OC34CC(CCC3CCC2C4)OCCCC1,42414
354,C1=NCCSN1,41945
355,C1CCNCCCCNCCNCCNCCNCCNCC1,41739
356,C1=CCCNCCCCNCCCC1,41633
357,C1CC2CNC(C1)C2,41032
358,C1=CC2=CC(=C1)CCCNCCNCCC1=CC2=CC=C1,40739
359,C1=C2CCCC(CCCC1)C2,40710
360,C1CC2CC3CC(C1)C2C3,40262
361,C1=CSN=N1,39980
362,C1=CNC=CNC1,39860
363,C1CNCCNCCN1,39827
364,C1=CC2CCCCC(CC1)C2,39751
365,C1=C2CNCCNCCNCCNCCNCCNCC(=N2)S1,39465
366,C1NCC2CNCC1C2,39364
367,C1=CNNN1,39307
368,C1=NCNN1,39058
369,C1COCCNCCOCCNCCOCCN1,38945
370,C1=CNOC1,38595
371,C1CO[SiH2]OC1,37910
372,C1=NCCSC1,37597
373,C1=NNCO1,37380
374,PCl,37347
375,C1=CC1,37076
376,C1=CCCCCCC2CCCC(CCNCCOCCCCC1)O2,37053
377,C1=NCCCS1,37001
378,C1CCCCCCCCC1,36167
379,C1CC2CCC1CO2,35994
380,C1=NCCOC1,35970
381,C1CCCCCOCCCCC1,35903
382,C1C[SiH2]CN1,35844
383,C1OC2CCC3CC4CC2C3(C4)O1,35443
384,C1=CCCCCCCCCC=COC2CC3=C(C=CC4=CC(=NCC=C1)CC=C34)O2,35306
385,C1=NN=CCC1,34194
386,C1=CC2=NC1=CC1=NC(=CC3=CC=C(C=C4C=CC(=C2)[NH]4)[NH]3)CC1,33875
387,[BH2-]1NCC=C[NH2+]1,33706
388,C1=COCCCO1,33398
389,C1CSCSC1,33186
390,C1COCCNCCOCCNCCOCCNCCOCCN1,33132
391,C1CNCCNCCNCCNCCNCCNC1,32962
392,C1=CCCC=CCCCCCCC2=CC(=CC=C2)NCC=C1,32957
393,C1COPOCC2CC(CO2)OPOC1,32663
394,C1CCCNCCNCCNCCNCCNCC1,32659
395,C1CCCOCCCOCC1,32617
396,C1=CC2=NC1=CC1=CC=C(C=C3CCC(=N3)C=C3C=CC(=C2)[NH]3)[NH]1,32563
397,C1CCCCCCCCCCCCC1,31980
398,C1=CC2C3CCCC2C1C3,31904
399,C1=COCCCN1,31869
400,C1CC[NH2+]CC1,31506
401,C1CC2CCNC(C1)C2,30761
402,N[PH3+],30504
403,C1=NCCCO1,30488
404,C1COPO1,30469
405,C1=COPOC=CC1,30408
406,C1CNCCCOCCNCCNC1,30274
407,C1CC2OC3CCCC2C3C1,30073
408,C1=CCCCCC=CC=CCOCCC=C1,29996
409,C1CNCCCOCCNCCNCCNC1,29891
410,C1=NOCN1,29853
411,C1=CC2=CC=C1CCNCCNCCNCCNCCO2,29777
412,C1=COCC=N1,29701
413,O[AlH2],28737
414,C1CNCCNCCNCCSSC1,28709
415,NCl,28623
416,C1CNCCNCCCNCCNC1,28441
417,C1CC2CNCC1N2,28259
418,C1CC2CCC(C2)O1,28180
419,C1=CCCCCOCCCCCCCCC1,27283
420,C1=NCN=C1,27199
421,C1=CC[NH+]=C1,27093
422,C1CC[SiH2]C1,27092
423,C1=CC2=CC(=C1)OC1=CC=C(C=C1)CC1CNC(CNCCNCCNCCNCCN1)C2,27082
424,C1=C2CCC(=N2)C=C2CCC(=CC3=NC(CC3)C3CCC1=N3)N2,27054
425,C1CC2COC(C1)OO2,26967
426,C1=CCNCC2NCC3C(CNCCOCCC1)C1C=CC23O1,26950
427,[AsH3],26694
428,C1=CSCCCC1,26371
429,C1=CCCNCCNCNCCCC1,26313
430,NF,26296
431,C1CNCCNCCNCCNCCNCCNCCNC1,25694
432,C1=NSCC1,25549
433,C1=CCCCCCCC=CC=CCOCCC=C1,25267
434,C1=C[NH+]=C[NH]1,25184
435,C1=CC=CCCC=CC=CCCCCOCCCCCCCCCCCCC2CCCC(CCC=CC=C1)O2,25074
436,C1CCNNCC1,25070
437,C1CCCCCCCNCCCCCCC1,24988
438,C1=CCCCCCCCCCC=CC2=C3C(=CCC4=CC(=CC=C34)NCC=C1)OCO2,24894
439,C1=CCOCCCCCCCCCC1,24782
440,C1=CCOCCC1,24548
441,C1CNPN1,24490
442,C1CCNCCNCCNCCNCCCNCCNCCCNC1,24411
443,C1CCOCCC2CCC(CC1)O2,24305
444,C1=CCCCCCCC=C1,24237
445,C1=CSCC2CNCCNCCNCCNC(C1)CNCCNCCNCCN2,24081
446,C1=CCSCC1,23878
447,C1CCCCOCCC1,23865
448,C1=CN=COC1,23605
449,C1=[NH+]CCC1,23413
450,C1=CCCCCC=CCCOCC=C1,23395
451,C1=CC2=CC(=C1)SC1=CC=CC(=C1)SC1=CC=CC(=C1)SC1=CC(=CC=C1)S2,23389
452,C1=CC2=CC3=NC(=CC4=CC=C(C=C5CCC(=N5)C=C1[NH]2)[NH]4)CC3,23387
453,FP,23326
454,C1=CSCNC1,23297
455,C1=CCCCCCCCCC=COC2CC3=C4CC=C(C=C4CC=C3O2)NCC=C1,23276
456,C1=NC=NC1,23261
457,C1CSC1,23242
458,C1CNCCNCCNCCNCCNCCNCCSSC1,23185
459,N1=PN=PN=P1,23045
460,C1=CC2=CC(=NC=C2)CCCCCCN1,22926
461,C1CCOCCCCNCCNCCNCCOCCCNC1,22818
462,C1CC2CCC1N2,22769
463,C1CC[NH2+]C1,22715
464,C1=CC2=CC=C1CCCNCCNCCNCCNCCO2,22519
465,BF,22394
466,C1CCOCCCCC2CCC(CC1)O2,22129
467,C1CC2OCC1OC1CCC(CO1)OC1CCC(CO1)OC1CCC(CO1)OC1CCC(CO1)OC1CCC(CO1)O2,22110
468,C1CCOCCC2CC3=NCCON=C(COC(CC1)CC3)CO2,22098
469,C1=CCCCCCCCCC=COC2CC3=C4CCC(=CC4=CC=C3O2)NCC=C1,22070
470,[AlH3],21534
471,C1CNCCNCCNCCNCCNCCNCCNCCSSC1,21401
472,C1NC2CNC1SS2,21362
473,C1OC2COC1C2,21152
474,C1=CONC1,21148
475,C1CNCCNCCNCCNCCSSC1,20961
476,C1=NCN=CN1,20782
477,C1COCCSN1,20690
478,[BH3-]F,20690
479,C1CCCOC2C3COC(COCC1)C2OCCCCCCO3,20650
480,C1=C2CCC(=CC3=CC=C(C=C4C=CC(=CC5=CC=C1[NH]5)[NH]4)[NH]3)N2,20561
481,[SiH2]1[SiH2][SiH2][SiH2]1,20548
482,C1=NCCNCCNCCNC1,20405
483,C1=CCC2=CC=CC(=C2)NCCCCCCC2CC(CC=C1)NCO2,20375
484,C1=COC=CN1,20365
485,C1CSNCN1,20196
486,C1=NN=CNC1,20194
487,C1=COCCCC1,20143
488,C1=NO[NH+]=C1,20068
489,C1CC2OC3OC1CC2O3,20054
490,C1COC2CCOCC3OCN4CCN=C(CCC(CC2)OC1)CC34,20024
491,O1[SiH]2O[SiH]3O[SiH]4O[SiH]1O[SiH]1O[SiH](O2)O[SiH](O3)O[SiH](O4)O1,19868
492,C1=CNSCC1,19747
493,C1CC2CN(C1)CN2,19735
494,C1CNSNC1,19685
495,C1CCNCCNCCOCCCNC1,19632
496,C1CCNCCNCCNCCNCCCNC1,19508
497,C1=CCCOCC2=C3OC(=N2)CNCCCC2=CC4=C(C=C2)OCC43CC=C1,19413
498,C1=C[SiH2]CC1,19403
499,C1=CSC=[NH+]1,19339
500,C1CC2CC(CO2)O1,19065
501,C1=CSC=CN1,19013
502,C[AlH2],18866
503,C1COPC1,18819
504,C1CCCCC2CCC(COCCC1)O2,18786
505,C1=CCN=CC1,18686
506,C1CNCCNCCNCCNCCNCCNCCNCCNCCN1,18667
507,C[TeH],18595
508,C1CCCCCCCCCCC1,18521
509,[SiH2]1[SiH2][SiH2]1,18442
510,C1=C[NH2+]C=C1,18398
511,C1=CCCCOCCCCCCCC1,18324
512,C1CNCCNCCNCCNCCNCCNCCOC1,18273
513,C1=C2CCOCCCCCC(C1)O2,18248
514,C1=CSNCC1,18228
515,C1CCPOC1,18162
516,C1NN=NN1,18140
517,C1=CC2=CC=C1CCC1=CC=C(C=C1)CC2,18077
518,O=[SiH2],17933
519,I,17752
520,C1=CC2=CC(=C1)C1=CC=CC(=C1)CCNCCNCC2,17691
521,C1=CNCOC1,17612
522,C1=CCCNCCNCCCNCCC1,17527
523,OI,17485
524,C1C[SiH2]CCN1,17402
525,[SiH2]=[SiH2],17220
526,C1=CCCCNCCOCCCC1,17192
527,C1CCCOCCC1,16719
528,C1=CCCCCCCCCC1,16700
529,C1CCOCCC2CCCCOC(CC1)CCCC2,16547
530,C1COPOCCCOPOC1,16187
531,C1=CNC=CN1,16145
532,C1CNCCCNC1,16145
533,C1CCOCCCCCC2CC(CC1)CO2,16128
534,C1C2CC1C2,16122
535,C1=CC2=NC1=CC1=NC(=CC3=NC(=CC4=NC(=C2)C=C4)C=C3)C=C1,16055
536,C1CCCC2CCC3OC4C5OC6(CCC7CCC(CCC8CCCC(CC1)O8)O7)CC5OC4C(O6)C3O2,15954
537,C1=NSCCN1,15935
538,C1=CC2CCCCCC(C1)C2,15932
539,C1CCPC1,15892
540,C1CCOCCC2CCC(CCCNC1)OCO2,15800
541,C1CSSC1,15790
542,C1CCCCCCNCCNCCCCC1,15704
543,C1=CCCOC=C1,15615
544,C1=CCSC=C1,15578
545,C1=CPCC1,15514
546,C1CNSCCN1,15417
547,C1CCNCCCCCNCCNCCNCC1,15368
548,C[SbH2],15330
549,C1=CCCOCCCCC1,15236
550,C1CNCCNCCNCCNCCNCCCSC1,15177
551,C1CCONC1,15074
552,C1CC2CCC1CNC2,15071
553,C1CPCCN1,15066
554,C1=CNSN1,15045
555,C1CC2CNCC1C2,15011
556,C1CCOCCNCCNCCNCCOCCCNC1,14984
557,C1CCCCC2CC(CCOCCC1)OCN2,14971
558,C1=CC=CCCC2CCCC(CCNC3CCC(CCCC=CCCCCCCC=C1)OC3)O2,14967
559,C1=CC2=C3C=C1CCCNCC1=NC=C(O1)C3CO2,14941
560,C1=CCCCC2CCOCCCOC(CCOCCC=C1)CC2,14881
561,C1CCCCC2CC(CCOCCC1)OCO2,14878
562,C1CC2CCCC(C1)N2,14860
563,C1CC2CCC1CN2,14852
564,C1CO[SiH2]O[SiH2]O1,14834
565,C1=CC=CCCOCC=CCCCCCC2CCCC(CCC=CC=C1)O2,14748
566,C1=CC2=C3CN(COC4CCN(CCNCOCCCCCC2)C4)CC3=C1,14728
567,C1CNCCNCCNCCNC1,14702
568,C1=CCCC=CCCCCC=CC2=CC(=CC=C2)NCC=C1,14617
569,C1CCNCCNCCNCCNCCOCC1,14597
570,C1=CC2=NC1=NC1=CC=C(N=C3C=CC(=N3)N=C3C=CC(=N2)[NH]3)[NH]1,14587
571,C1CCCCCOCCCCNCCCC1,14574
572,C1OC2CC3CC1C2C3,14557
573,C1CCC2CC(C1)CO2,14540
574,C1=CSCCNC1,14385
575,C1CCNCCNC1,14384
576,OF,14351
577,C1=CC2=CC=C1CNCCCCNCCNCCNCCNC2,14306
578,C1=COC=CO1,14295
579,C1=CCNCCCOCCC1,14215
580,C1=CCCCOC2CCN(CCNCOCCCC1)C2,14157
581,C1=CCCOCCC1,14121
582,C[NH-],14105
583,C1CCNCCOCCCNC1,14082
584,N1PNP1,13983
585,C1CCCCOCCCCNCCC1,13945
586,C1=C[SiH2]C1,13940
587,C1CCNCCNCCNCCNCCNCCNCCOCCCNCCNC1,13931
588,C1CCCOCCOCC1,13913
589,C1CN=NNC1,13866
590,C1=C2CC3=CC=C(CC4=CC=C(CC5=CC=C(CC(=C1)[NH]2)[NH]5)[NH]4)[NH]3,13841
591,C1=CC=C1,13792
592,[SbH3],13712
593,C1CCNCCCNCCNCCNCCNCC1,13673
594,C1CCOCCC2CCNCCC(CC1)OCCCO2,13593
595,C1=C[PH]C=C1,13479
596,C1=CC2=CC(=C1)CC1=CC=CC(=C1)CC1=CC(=CC=C1)CC1=CC=CC(=C1)C2,13464
597,C1CC2CCC(C1)O2,13426
598,C1CC2CCC3CC(C1)C2C3,13405
599,C1CNCCNCCNCCOC1,13394
600,C1CSCO1,13394
601,C1CC2CC1C2,13231
602,S[SnH3],13221
603,C1=CC=CCCC=C1,13218
604,C1=CCNC2=CCC3=C(C=CC4=C3CC(OC=CCCCCC3CC(CC=C1)OCO3)O4)C2,13138
605,C1=CC2CC(C1)C2,13125
606,C1=CC2CCC(C1)N2,13105
607,[SeH][SeH],13063
608,C1=CCCCCCCCCC=COC2C=C(CO2)C2=CC=C(CC2)NCC=C1,13038
609,C1CN[SiH2]N1,12989
610,C1=CSCC2CNCCNCCNC(C1)CNCCNCCNCCN2,12926
611,S=S,12853
612,C1=CPN=CN1,12844
613,[CH2+]C,12710
614,C1=CCOCCCCCNCCNCC1,12681
615,C1=CC2=CC(=C1)CNCCC1=CC=C(C=C1)CCOCN2,12651
616,C1=CCCCCCCCCOCCC=CC1,12651
617,NI,12626
618,C1CNCCCOC1,12608
619,C1=CC2CCC1NN2,12556
620,C1CNCCCOCCCNCCNCCNC1,12494
621,C1=COC2CCN(CCNCOCCCCCCC1)C2,12447
622,[SiH3]S,12396
623,C[Hg],12348
624,[SiH3]Br,12328
625,C1CC2CCOC(C1)O2,12321
626,C1C[NH2+]CCN1,12320
627,B1NBNBN1,12246
628,C1CC2CNCC1O2,12232
629,C1CSN2CCNC(C1)C2,12227
630,C1CCOCOC1,12190
631,C1=CSNCCO1,12162
632,O1[SiH2]O[SiH2]O[SiH2]O[SiH2]O[SiH2]1,12159
633,C1=C2N=C3CCC(=N3)N=C3CCC(=NC4=NC(=NC(=C1)[NH]2)CC4)[NH]3,12090
634,C1=CCCOCC1,11998
635,C1CNCCNCCNCCOCCNCCNCCN1,11968
636,C1=C2CNCCNCCNCCNCCNCC1=NO2,11913
637,C1=NCCNN1,11901
638,C1=CC2OCCC(CC3CCCC(CCCCOCCC4CCCC(C1)O4)O3)O2,11849
639,C1=CCCCCC2=NC(=CO2)CNCCOCCC=CCNCC=C1,11832
640,C1=CCCN2CC=CC(CC1)C2,11822
641,C1CCNCCNCCCNCCNCCCNC1,11765
642,C1CNCCCNCCNC1,11738
643,C1=CC2=NC1=CC1=CCC(=CC3=NC(=CC4=NC(=C2)C=C4)C=C3)N1,11698
644,C1=CCCCCC=CCCCCCCCCCCOCC=C1,11682
645,C1COPN1,11664
646,C1OC2CNC1C2,11596
647,C1=CCCCCC2CCCC(CCNCCOCCC=CCC1)O2,11518
648,C1=COC2=CC=CC(=C2)CCC2=CC=C(C=C2)OC2=CC=CC(=C2)CC1,11476
649,C1CC2CNCC(C1)C2,11463
650,C1CCCCCCCNCCCCCC1,11383
651,[SiH2]1[SiH2][SiH2][SiH2][SiH2][SiH2]1,11380
652,C1CNCCNCCNCCNCCNCCNCCNCCOC1,11329
653,[SiH3]P,11313
654,C1=CNC=CCC1,11299
655,C1=CC=CC=CC=C1,11229
656,C1CNCCNCCSCCNCCNCCN1,11147
657,C1=CN=NNC1,11118
