frag_id,fragment,count
1793,1877,375
1794,3158,375
1795,3350,374
1796,3066,372
1797,2241,371
1798,4269,371
1799,2765,371
1800,4498,370
1801,133,368
1802,4393,368
1803,2797,367
1804,4079,366
1805,2436,366
1806,4380,366
1807,2701,366
1808,3131,364
1809,1526,364
1810,3016,363
1811,4258,362
1812,2845,360
1813,2292,359
1814,3373,359
1815,1938,358
1816,2376,356
1817,2717,355
1818,2948,355
1819,2930,354
1820,1707,354
1821,4236,353
1822,4176,353
1823,1482,349
1824,3732,347
1825,3959,346
1826,3770,345
1827,2494,345
1828,2627,344
1829,4571,344
1830,3653,343
1831,3349,341
1832,3880,341
1833,3889,340
1834,4292,339
1835,2987,337
1836,4368,336
1837,1728,335
1838,2804,334
1839,2519,333
1840,2733,333
1841,3703,332
1842,4459,324
1843,382,324
1844,4820,323
1845,4235,323
1846,4764,323
1847,3243,322
1848,4959,321
1849,3470,320
1850,2367,319
1851,3745,318
1852,2683,316
1853,4654,315
1854,3510,315
1855,4150,311
1856,4312,311
1857,3250,310
1858,2882,309
1859,2512,309
1860,2809,308
1861,2378,307
1862,4266,307
1863,2173,306
1864,5145,305
1865,1487,304
1866,103,304
1867,5233,303
1868,4202,303
1869,1557,302
1870,3362,301
1871,4594,301
1872,3702,300
1873,2034,300
1874,3487,299
1875,3106,299
1876,4582,299
1877,4178,298
1878,2644,297
1879,2920,293
1880,2664,293
1881,1666,293
1882,1944,292
1883,2697,291
1884,3606,291
1885,5362,290
1886,3805,290
1887,3258,289
1888,3631,289
1889,2663,289
1890,826,288
1891,5188,287
1892,5144,285
1893,5172,284
1894,2649,284
1895,4862,282
1896,3210,282
1897,2371,280
1898,3859,279
1899,2285,279
1900,3918,276
1901,2039,275
1902,4090,274
1903,1402,274
1904,3734,273
1905,3867,271
1906,2497,271
1907,4296,269
1908,3460,266
1909,3019,265
1910,5199,264
1911,3434,263
1912,5485,263
1913,4006,263
1914,4431,262
1915,3516,262
1916,3323,259
1917,4179,257
1918,3057,256
1919,3827,254
1920,4844,254
1921,3782,254
1922,3502,250
1923,3176,250
1924,5141,250
1925,4404,249
1926,2515,249
1927,1315,248
1928,3891,247
1929,1714,246
1930,4981,246
1931,2124,245
1932,5715,244
1933,2679,243
1934,1820,243
1935,3133,242
1936,3287,240
1937,5862,238
1938,3886,238
1939,4615,236
1940,3608,234
1941,5713,234
1942,2145,233
1943,2192,232
1944,6469,231
1945,4806,229
1946,4373,229
1947,6380,228
1948,6511,227
1949,4849,224
1950,4734,223
1951,2947,223
1952,5692,222
1953,5206,222
1954,2775,222
1955,3718,222
1956,3609,221
1957,4703,221
1958,2607,221
1959,4823,221
1960,5634,221
1961,4622,221
1962,6276,218
1963,3127,217
1964,226,214
1965,5247,213
1966,4957,213
1967,4971,211
1968,4808,211
1969,5584,211
1970,2112,210
1971,5016,210
1972,613,209
1973,2978,209
1974,4294,209
1975,159,208
1976,5107,208
1977,1112,206
1978,2273,206
1979,4889,203
1980,3985,203
1981,3276,202
1982,5059,201
1983,6520,201
1984,5026,201
1985,2596,201
1986,4909,200
1987,2760,199
1988,4998,196
1989,3411,196
1990,2159,194
1991,3953,192
1992,6606,192
1993,4994,192
1994,3439,191
1995,3801,191
1996,6797,191
1997,3877,190
1998,5847,189
1999,3180,189
2000,2237,187
2001,5474,186
2002,5465,185
2003,7242,184
2004,6594,183
2005,5241,182
2006,2961,179
2007,4801,179
2008,1917,179
2009,4514,178
2010,2286,178
2011,7287,177
2012,6340,177
2013,6767,177
2014,7700,176
2015,4403,176
2016,5052,176
2017,3735,176
2018,6607,174
2019,4363,171
2020,6614,171
2021,2995,169
2022,3537,169
2023,3488,168
2024,3335,168
2025,5257,167
2026,4830,167
2027,4607,166
2028,2699,166
2029,5850,165
2030,3806,164
2031,1147,162
2032,287,159
2033,7588,155
2034,5308,155
2035,3040,154
2036,4316,154
2037,5588,153
2038,2921,152
2039,7496,151
2040,6038,151
2041,6543,151
2042,5163,151
2043,7832,150
2044,3324,146
2045,3527,146
2046,6564,145
2047,1836,144
2048,5867,144
2049,7133,144
2050,2647,143
2051,3573,142
2052,8018,142
2053,1020,141
2054,2778,141
2055,8030,138
2056,8266,137
2057,6290,137
2058,6578,136
2059,8158,135
2060,7681,135
2061,6318,134
2062,5398,134
2063,4780,134
2064,3681,134
2065,6025,134
2066,5025,133
2067,421,133
2068,6936,132
2069,4300,131
2070,3468,131
2071,2098,131
2072,3799,131
2073,6293,129
2074,5332,128
2075,6151,128
2076,7735,126
2077,1505,125
2078,9373,125
2079,4950,124
2080,3771,124
2081,4426,124
2082,6086,123
2083,2449,122
2084,4237,122
2085,8354,121
2086,7585,119
2087,4756,118
2088,7621,118
2089,4794,118
2090,7446,118
2091,4521,118
2092,2932,117
2093,9401,116
2094,2151,116
2095,1238,115
2096,3075,114
2097,4120,113
2098,5482,113
2099,4680,112
2100,8899,112
2101,4315,111
2102,5541,110
2103,8154,109
2104,3027,108
2105,5363,108
2106,6436,108
2107,4361,107
2108,9867,106
2109,9695,106
2110,1340,105
2111,6245,104
2112,2781,103
2113,790,102
2114,985,102
2115,5621,101
2116,3611,100
2117,7194,100
2118,2225,100
2119,9499,100
2120,3108,100
2121,4428,100
2122,3192,100
2123,3135,99
2124,10057,99
2125,8235,99
2126,2507,98
2127,9590,97
2128,4360,97
2129,1400,97
2130,7051,96
2131,2310,96
2132,5413,95
2133,7736,94
2134,3935,94
2135,9552,94
2136,5724,94
2137,3864,93
2138,1910,91
2139,5730,91
2140,1354,91
2141,1210,91
2142,6826,91
2143,11935,91
2144,8824,89
2145,4488,88
2146,5526,88
2147,6424,88
2148,12188,88
2149,10111,87
2150,6172,87
2151,427,85
2152,5020,85
2153,11663,85
2154,6887,83
2155,1316,82
2156,4589,82
2157,1516,82
2158,4532,81
2159,1790,81
2160,5765,75
2161,5477,73
2162,8021,73
2163,4487,72
2164,6021,72
2165,1706,72
2166,4825,70
2167,9307,70
2168,3204,68
2169,11234,67
2170,11332,66
2171,8793,65
2172,11330,65
2173,8435,65
2174,13888,65
2175,7307,64
2176,14092,63
2177,10245,62
2178,10979,62
2179,9811,61
2180,12125,60
2181,5261,60
2182,4672,59
2183,246,59
2184,7201,58
2185,6294,56
2186,3368,55
2187,9989,54
2188,2403,51
2189,3436,50
2190,10932,50
2191,10898,48
2192,278,48
2193,4636,47
2194,1792,46
2195,3311,46
2196,13578,46
2197,157,45
2198,2329,44
2199,1818,43
2200,13279,42
2201,18022,42
2202,518,40
2203,8419,40
2204,8770,40
2205,18181,40
2206,3598,39
2207,8664,38
2208,13240,36
2209,19272,36
2210,275,36
2211,19580,35
2212,1063,34
2213,12788,32
2214,4354,31
2215,14874,31
2216,8120,30
2217,7466,30
2218,6146,29
2219,8481,26
2220,5863,26
2221,4577,22
2222,16790,22
2223,23675,22
2224,413,20
2225,3301,20
2226,7800,20
2227,1253,19
2228,14925,19
2229,986,18
2230,19622,18
2231,5443,18
2232,10323,18
2233,1358,16
2234,23003,15
2235,1850,15
2236,27335,14
2237,12180,14
2238,22045,14
2239,10704,14
2240,1799,13
2241,502,13
2242,7142,13
2243,913,12
2244,263,12
2245,27492,12
2246,17373,12
2247,1473,11
2248,18074,10
2249,1026,10
2250,3672,10
2251,29509,10
2252,5024,9
2253,29752,9
2254,11149,9
2255,4442,9
2256,16196,9
2257,3052,9
2258,6602,9
2259,30052,9
2260,24767,8
2261,13956,8
2262,4627,8
2263,3341,8
2264,28716,8
2265,20383,8
2266,18336,8
2267,132,7
2268,31102,7
2269,4962,7
2270,4988,7
2271,14307,7
2272,22084,7
2273,10143,7
2274,7103,6
2275,15438,6
2276,24031,5
2277,8053,4
2278,32254,4
2279,34970,3
2280,3733,3
2281,35312,3
