CID,inchikey,kingdom,superclass,class
3764295,GPMJGFWLEWAXNU-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
80133982,PVCSOZMJPFGKQT-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
57735694,YEHLTBCBXJSODJ-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
83873682,JPTFRMLGCVAOGO-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
21567094,OGZAQBHZLZVADJ-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids
66947265,MHEKLRWHTKHHKL-BCVZMELASA-N,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids
82401307,LTKDRJJLXAHVPM-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids
131817358,ASJUCXGWASOSMD-BJFVPSPVSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
81728279,RKXCBVBLCZRFSM-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
95136892,LPNVYBPGMILHAC-AWEZNQCLSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
24845041,UQIOQMFCBATVQG-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
49869164,LFIRYRXUHQTCQU-UHFFFAOYSA-N,Organic compounds,Alkaloids and derivatives,Camptothecins
81318770,OHTGDPGVAOPBEI-UHFFFAOYSA-N,Organic compounds,Alkaloids and derivatives,None
56617097,BSRAROOSSFWMIC-FFAHVWSXSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides
90346018,QNKMOXILIFTGNR-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
88444014,MHIZGKHTDLPIQW-GHJZRCEGSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophosphonolipids
4005160,WWPPERXKVWLZAA-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
5877760,XEUYMJUNBQKBGT-NTEUORMPSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
53422472,OYVAGBUQKNBMFZ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
18902072,XTYXUOHCUPCYOA-CCEZHUSRSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
58322734,HWHSHRFKJUNVNP-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
90841186,DOSVRJLFEITFPF-YQYDADCPSA-N,Organic compounds,Organohalogen compounds,Alkyl halides
59002805,AIJZSXTXANTWQI-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
57691913,UPMGTSZBOOEAII-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
83849165,LJJUPSWJTLLDDO-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
43647039,FTNOXRUNQIYMRD-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
103931488,LPQOYBVKJYRSQY-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
43476377,WRCDNZDQSSWKIL-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
134724488,CNGGAQLBGKHOCL-DEJNTPPBSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
19129768,LZSRNXGOJCBXQL-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Neoflavonoids
66943839,JRZQJBOAZFAMDJ-JJEALCEASA-N,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids
98456097,VJJPUSNTGOMMGY-IVKXAXTBSA-N,Organic compounds,"Lignans, neolignans and related compounds",Lignan lactones
3020998,KLRIGFIZXKJATE-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
91851141,AFFHUYGKCGEHRJ-BKDNEHBTSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
89965073,NDAZEFINTFFJJU-IPZUKPMBSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides
131803994,HCWZXHMRCFUOTG-ZZLFMUNJSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
5755667,OPZIXOIREVQRQJ-GDNBJRDFSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
86594215,FYJYMMYWJCQCJH-MZSWFSNMSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
87227223,FCQYZQRHLKJJCG-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
80913837,CBNFHOKUYLLVPC-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
58481756,GJHDZWYFNXANCX-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
71497781,YSBXSTCFDDHEDL-INIZCTEOSA-N,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
135535818,VOMPXJXBZHBHDV-XMRKDIEKSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides
3625840,YMCRUDGQALHTEA-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
110237188,NFIQCQLVOZRRFG-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
102186879,JDMTZOJCBRPKNH-GIJSANPGSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
3135230,OGFSKEHJEYAQCI-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
66276831,MKMKZJRJRRSPMX-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
88866934,KVJLOBVMUPFGIE-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",None
131821085,YHPDWFFCSQORDX-VLGSPTGOSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
106336898,WVEOOLCFQZLBFV-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
64449981,SIEFXEYFSJBISR-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
100786474,GKTZJVSEYPSUSF-QGZVFWFLSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
55508189,VUWUIDSNOCHBPG-FNORWQNLSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
104650066,ZYOFBTMPYYQMSG-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
11297601,IURNHYDSJVLLPN-XJPBTGSQSA-N,Organic compounds,Phenylpropanoids and polyketides,Macrolide lactams
28375477,MHLKBHFWHJVDRC-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
131778211,PROVVUKOJSXVKS-ABUZLUSGSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
4013049,QRNHZOXMNZNDGS-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
99679734,TZYIEBHTHCNQGD-JJOFRSGHSA-N,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids
114209465,WZKYRISJNLLVNY-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
59259969,NWJZLYVEPGSUMX-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
19400486,VATOIYBISKWXNS-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
594093,SXRDHLFCILIDEA-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
59721865,KZZFCAONMXAOPP-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
6608321,SLVUQUJUYLUURJ-HQMADOEBSA-N,Organic compounds,Phenylpropanoids and polyketides,Macrolactams
91420007,BQDIBKGWFVNDEZ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
64850141,BWIVSJJYCFZXAU-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
44490369,DYIGNVBEUCFAEB-VYZXROPESA-N,Organic compounds,Phenylpropanoids and polyketides,Macrolactams
70658757,MWFRIQRFYGAYER-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
22460263,OONDXXBCPJHSSU-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
44618820,QKGCDUINRXZHPG-UJFVLINRSA-N,Organic compounds,Phenylpropanoids and polyketides,Macrolactams
21097644,WLXHGHNHSATBKA-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
106316448,MMZKLGCOBAKNBD-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
91862582,OLBQXBHLZOAVSV-ZOWWNDFBSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
11490913,LOSLBBUAUNGFKL-ZZNFBGEXSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
53954313,JGPJCBQFKFEQHR-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Neoflavonoids
66713865,VLZOMNQJDFVMPG-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
57836023,BNACLQPQMWIGQN-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives
19127835,JTTHFHKUXBYRGX-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Neoflavonoids
114709951,WWJMKXGHODDMLH-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Flavonoids
57040498,IUAKFOLLMSQRAO-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
73055030,JWECLZGXOASSES-ZBZWHIORSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
59766240,HVERTALEPPQBDP-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
62036717,XTAGOGXOSUYMSU-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
102030018,TWQFEUKHUSKUMV-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
80562209,XBNBDENNISHPFD-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
68083,HKQPXEAYQPNPHV-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives
91042722,DNYGSHGVDCTTPX-YIYSUBGYSA-N,Organic compounds,Alkaloids and derivatives,Morphinans
73702440,SJTYPLAQBJKMAB-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
362767,UZKGZRGNYURGOF-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
21774879,YCNJUALTJHZPNL-GTFDOOQQSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
103037476,NAUPFDUTVWYYKV-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
59920530,JOXBJLQVMPAVOM-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
79414014,NJETYWUXCMHCIG-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
131801974,HNLBTPAZZNECSB-QUSLOAQQSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
55301595,UKCUBCWJOHVKPD-OWGQADNXSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
88549943,VUBPISKZRMCMOB-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
64322934,CYCAOCHVZQFKMG-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
59995244,CJEOHGVQELACRU-JJIJDBLKSA-N,Organic compounds,Phenylpropanoids and polyketides,Tetracyclines
131809304,BNSJZMYUHXYFMG-VZUYHUTRSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
131812226,IVWJWSUBQFJZHD-ARIPYHFASA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
66680765,CHLKHTMLOZUFNT-GWKBEZGASA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
90926223,UXZWNKNIKHTSJJ-SUAGHYMKSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives
112760956,HIOCUKJAMHXIGX-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
69345606,IZLJZULKLQSZGF-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
63775541,QIWVEJZKEAQMJF-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
2302742,SLYRMVFKVNDZKV-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
31260514,GEKKPOWVPXLRHD-KPKJPENVSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
59920507,HAOZPNZQYUWRKM-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids
89911234,GHUXIJXBCHINBR-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
101101557,JTPKZFZCDMYTJP-BOIMXJACSA-N,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives
16757500,YZFYXQFXFONLCR-DSFCUWQCSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
102101936,FDNWXUHNZCPMML-KNYVSRJSSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
15749101,YHRSPJJYCJYTEF-ZHACJKMWSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
20432167,SUJAYPSULSLEAY-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
56886680,KEEJIUIIMGRSNU-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
80781355,GPXVQPDQRSPFJI-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
55056398,JRSQQLXYGQQIGV-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
90265887,YPRJTFDZKQSUFF-MYHCZTBNSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
10752024,XYNGGRHTCQEHKR-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
57746781,OVBAZSZFPIZTOB-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
101178065,QEUXPJQHNCJCHK-BILDWYJOSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides
82310003,NSFYQHAAAKRHDS-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
91072520,OTXRSFZIZKRIQA-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
112868429,FFYUVSQDUKFWMP-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
81979038,WWDQPQHDEDQNLI-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
89641908,QHBHCMCSUHZDAV-ZZIIXHQDSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
50904840,WJMIZCQNSRLERX-IHSNIMORSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
101423365,ATLQWGMCZKUALF-DILVWIHDSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
64373927,ZZEAAOSWXUZMDF-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
65867865,XDIXBMBRAGGVKL-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
74982276,NPMPJOBNMGWPOO-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
68773148,VNGPAVNZJYBILU-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
46284407,XPJZIXYSJIGPJV-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
70078862,CVNCGCRVLCSRCV-CCEZHUSRSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
79697561,ICZXLZUNSUPWQE-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
89296494,MGBALNLOISWZSY-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",None
11962599,MLMLHGHJUQTOGD-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
91086250,XEKGSELWUKYEJZ-UHFFFAOYSA-N,Organic compounds,Alkaloids and derivatives,Morphinans
44384000,IDWVVOIQOHQNEX-AGRRDESQSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives
88472666,QHIBWRNTICGDRN-MDWZMJQESA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
80916471,HSEDSPGEQYZEQT-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
215374,QSVMXWLBJNCBRN-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
108771974,FBCSVZFGKTVVJA-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
91136794,MGQJCOPOCXIJLI-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Polycyclic hydrocarbons
101543236,KHNIRSPAKDYZRJ-FOUIMTTOSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
59926269,HBYYYLFWAZASKM-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
9937692,IFMHWACPMQHUAB-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
72698553,RXZBMPWDPOLZGW-QAZJGVLNSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
69508161,VPKOXQITYFBNKX-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
5098463,YTUKXEVITIRQKC-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids
109378502,ZKMUZVLIJKFUQI-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
37051652,VFBFCFITQWCNOZ-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
71468365,KOYDPWLJXYDMGA-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
59221560,MYCBRUCOJKXYBF-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
6373401,YGBTZLLCHJLFFA-VLSKPOFFSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
81338741,ZMUVGBYLXDRYHC-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
16403916,WRGFPLVBLFARJT-NFLLHDQJSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
546883,IYFPJGYLQRTWNR-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
59404067,BIVWQQQSQSYZKG-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
73330898,XDDKTOPAZJPIEZ-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Flavonolignans
14753811,CDQYNHZEMPHEMV-UHFFFAOYSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides
107321626,CNMYIZNGKVGYNM-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
430726,VKQKVTNJIRACSX-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Anthracyclines
21406414,PGHMHMOTXLBYNA-OUKQBFOZSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
21795646,VRJKCYIWSOTNOO-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
62605078,WTHBETJLDSNXPQ-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
14748770,GZPAINIKTKBDHV-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
91397975,HBQICYSEQKJBCY-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,2-arylbenzofuran flavonoids
63520723,YPALPRRVSBLBOM-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
134760848,QHOWRYISGPJJER-ZKWNWVNESA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
101055101,BIJDNLWIUMPXCL-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
102276047,GSQQNRFSMXHOOX-RYPRAARKSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
345020,IKWLWWLEXAHMEL-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organic oxoanionic compounds
89505567,YQQVPHQWJMFJNA-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
134737450,ICNPEJXOXJHXPH-JPBLFUNYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
40899,STCWNOWVXWSYAF-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
557645,GUFSIRYLADOCMW-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
24966046,QYJXEHUAYZRMQW-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
134736669,HUUZZDAHTKCWCW-OULMIZMCSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
2397380,RGHIDRRGBNBNID-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
63695827,WYEGPKSVXKVYRT-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
57244238,LIKUUSRJDLHFQS-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
20698819,GWHMPESQPRVJPC-ZJUUUORDSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
14533389,XTIVNCDHZRHEEI-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
59223650,FPWZQDJYBSDWCB-ZETCQYMHSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
80888518,LGFGIFZBDBMYQY-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
62704360,IFMHBHWFAPJBRH-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
12838328,ZFKHNCAJFBNYRZ-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
64654749,LRXSYARPDWEQGL-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Sulfoxides
67120595,OZRUWGIFFZPDSC-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
136992672,CRBMZTMIMDYJRA-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
43973125,JIXXWOOTYAWDTJ-CMDGGOBGSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
106712485,TWGVTLKSKKGIRB-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
92167680,ISNOAFJMQNMZLU-GFCCVEGCSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
377750,HGLHWUDPXMDIKS-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
79253387,YNPXFZSSNDEUCP-SNVBAGLBSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
101555140,KESQTHNHVIFXDS-XODNFHPESA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
22317511,IQJDICQEPAWANO-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
17390062,WJRYPJXBXGOFPD-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
10933199,QXJGFMOPNSNODQ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
45360300,LHVARDGCCWIXJA-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
97974954,LBZOIQBKSGRHRM-INIZCTEOSA-N,Organic compounds,Organosulfur compounds,Thioethers
