fragment,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
C1=CCOCC1,3.631652,2.5136878,-0.48296222,-1.1119766,-1.1547415,1.0676457,-0.49515495,-1.6694871,-1.2207462,-1.710742,0.714399,-0.07433593,-1.6104807,0.92007935,-1.6874245,-1.6695677,0.2893964,-0.4428008,2.5288472,-0.50994396,0.54993147,0.462639,1.236296,1.1630642,-1.1751882,0.4268144,0.93562764,-1.5721565,1.7944719,0.2561082
C1COCN1,2.110467,1.4571894,1.0662751,0.28736198,1.468893,0.35854033,0.80801815,-1.5543685,1.1416264,-1.7536197,0.37932393,2.965534,-0.97141045,-1.2643232,-1.4552381,-1.5467491,1.2250566,-1.3594521,2.7178652,-0.5916529,0.35028794,0.15500176,0.52396184,1.3652576,-1.2684492,1.860867,-0.26746196,-1.2939522,-0.35659626,-1.518255
C1COCCO1,2.8810952,5.480396,-0.7173439,-1.4852722,-0.6160048,2.2135475,-1.0096133,-1.7472157,-0.80851775,-1.5940623,-1.388364,0.8069567,-1.6487898,-1.66286,-1.3637782,-1.5936246,1.4539173,-0.5417866,3.521898,-1.6226094,0.66461927,-1.2870688,-0.1889168,0.8703342,-1.7398311,1.5013379,-0.14403234,-1.1054596,0.4219706,-0.01555977
C1=NCCS1,0.6869873,-1.4448986,0.15415876,-1.5418642,-1.554564,3.945342,-0.45689183,-1.7078289,2.6807573,-1.6097885,1.2618936,0.5236122,-1.518866,-1.5045403,-1.6463673,-0.45040715,-0.7797692,-0.12414241,1.839648,-0.93941027,0.18200411,-0.4883494,3.1224437,0.0027413098,0.6046576,0.50875115,-1.7470843,3.0019133,-0.4175172,-1.5416706
C1=CCCN=C1,-0.25819856,-0.72039145,-1.077565,-1.5677301,0.8390208,-0.30249628,0.07877614,0.8524211,-1.196831,-1.743337,2.8623114,-0.016347168,-1.4116051,-0.8432695,-1.6391591,-0.03129496,-0.3200497,-1.4738799,2.1845276,-1.3970505,0.778268,0.4523292,0.9334139,0.69577324,-1.1765426,0.084703796,2.1709766,0.67285067,-0.7782521,-1.6736672
C1=CCCC1,2.5665004,-1.3308529,1.7544591,-0.78033674,1.361975,0.5595031,-1.5924928,1.0039104,0.10438053,-1.6336874,-0.1637387,0.7733735,-1.7105759,0.48728204,-1.6656522,-1.7219685,0.68542475,0.29659843,1.9983702,-1.676909,0.86593205,-0.86487156,0.95396286,2.022306,-1.0869949,4.052001,2.0931253,0.24353947,-0.33909115,-1.3728163
C1CNC1,2.4442625,-1.551174,0.53676915,-0.4796088,0.7134901,-1.2725979,-1.4448242,0.30557993,1.0157964,-1.6274532,-0.44965675,3.1478364,-1.641588,-1.5026202,-1.2026668,-1.7142998,-0.8838292,-1.3879668,2.7477596,-1.6945574,0.553461,0.1449104,1.1839508,1.891915,-1.3793494,3.8551507,1.2908247,1.1293437,-1.3498201,-1.1339895
C1=CSCC1,0.7333931,-1.4812651,-1.379375,-1.5256952,-1.3652971,1.9004034,-1.466875,-1.7234457,1.7961793,-1.0631924,1.8653656,-1.6079586,-1.6148831,0.032806255,-0.31288788,-1.6705395,-1.5201136,-0.25752676,0.5969845,-0.9688727,0.4431758,0.49599406,4.2189865,1.9784704,-0.8574752,-1.318731,-1.7535328,2.2591457,1.8693079,-1.0004853
NN,2.3418162,-1.4740934,-1.7267324,-1.5526761,1.01607,1.4157717,0.65372384,-1.7579595,-1.7166214,-1.6696763,5.764872,-1.4170116,-1.1173494,-1.6891701,0.80599636,-1.5973948,-0.120277934,-0.5919337,3.5906377,1.7812148,1.6867245,-1.0294063,2.2111654,4.8917294,0.55614775,1.3339376,1.2519147,-1.4570874,-0.7326811,-1.3935556
C1CNSC1,2.5860105,-0.4434198,0.8884513,-0.95977396,1.3537604,2.0594008,-1.3459433,-1.7168388,3.4561965,-1.7404313,-1.5351562,0.58635587,-0.8642967,-1.5516349,-1.4003009,-1.7395617,-1.0003793,-0.551332,2.7234342,-1.5575927,0.25252366,0.8461454,2.1734393,3.503105,-0.055234227,1.3516325,-1.752073,1.154497,-1.265588,0.7729867
C1=CNC=CC1,1.1015817,-0.40305623,-1.4456131,-1.6558521,0.7758906,-0.8789208,-0.7418477,1.0215397,-0.7327025,-1.6939899,3.2597868,2.032508,-1.2103649,-0.82306796,-1.6077113,-0.9452907,-1.4704194,-0.72008365,1.8498929,-1.3671358,-0.4208756,0.95711845,1.2789118,2.1805398,-1.5087066,-1.2085353,2.3277895,0.7033069,-1.2838944,-1.0239633
C1CSCCN1,2.8526986,-0.57505214,0.6984073,-0.92387605,-0.8047983,1.7468127,-1.0242678,-1.6215861,3.6237025,-1.693084,-0.68748564,1.7411053,-1.5419155,-1.5647937,-1.5064621,-1.6663481,-1.1619024,-1.1955343,2.450202,-1.5402577,0.7963135,0.52023256,1.998879,2.4841652,0.07466592,1.7775961,-1.7319762,1.8310125,-1.537158,-1.1616405
C1=COCCC1,4.136998,2.7386248,0.40119097,-1.4641978,1.1306356,0.5001715,-0.652094,-0.34437785,-1.0716765,-1.7275879,-0.14416313,1.6539286,-1.5766727,0.11610889,-1.7354349,-1.6963303,-0.86481184,-0.06398584,2.2254503,-1.5095681,0.2728388,0.58121884,2.3978212,2.1065714,-1.712002,0.297997,2.0082095,-1.1382012,2.2919292,-0.5875834
C1=CN=NC=C1,-1.5666922,-1.6785889,-0.06808641,-1.0634544,-1.267538,-0.7814383,1.2005502,2.0955188,0.12289961,-1.592065,1.881851,0.29774255,-1.3586221,-1.1786141,-0.92073494,0.93853664,0.09533615,-0.5872436,0.7145504,0.6305301,-0.4391809,-0.39053154,1.3648167,1.1272403,2.1427057,0.5184247,0.4952529,2.28175,-1.1234425,-1.620731
C=N,-1.2842802,-1.0724673,-1.5122696,-1.2204293,4.0158052,0.15842927,-1.7568568,4.1441464,-1.3125614,-1.6097147,-0.7406234,-1.5735686,1.3200262,-1.386057,2.1615224,0.3985841,-0.93056405,3.9075222,0.99798006,-0.9109325,-0.3730371,1.4803996,0.06111462,4.5233703,-1.6185659,0.033756617,0.8994356,3.4364936,-1.3607653,1.5654738
OS,5.365664,0.2659218,-0.74083614,-1.5817462,-0.49633783,2.337402,-0.50473094,-1.7555913,0.055857267,-1.1352198,-1.6370353,-0.95943046,-1.2711048,-1.6100373,-0.6165384,-1.7463998,-1.1706519,0.13175556,2.0415716,-0.66511506,0.7675073,-1.0605962,4.3083344,1.8106521,-0.048403643,-0.03908176,-1.7534277,1.3233485,2.1797204,3.2227433
C1=NCCNC1,1.9020672,0.29122445,0.8611591,-1.0220314,0.0012851617,0.74077636,1.0009204,-1.4066819,-1.4141005,-1.7539352,1.0004984,-1.2714659,-1.5035694,-1.1614164,-1.630324,0.08005535,1.2194674,2.0157714,2.8626826,1.3447517,-0.28270057,0.7098418,0.8114359,2.0083885,2.1972084,0.3782138,1.353878,-0.3748351,-1.5866325,-1.403574
C1=CN=CCC1,-0.6367793,-1.5384831,-0.21562338,-1.6376199,-0.146317,-0.6151851,0.982468,2.526799,-0.21514533,-1.7061368,3.470444,1.481276,-1.3654503,0.1638826,-1.7125767,-0.61679435,-1.3477755,-0.7571601,0.7880547,-1.367696,0.24560486,0.08727166,1.309252,1.550622,-0.1750515,-1.1641186,1.5864023,1.5795393,-0.49846888,-1.666697
C1=NCCO1,1.6987743,1.5919019,-0.19900575,-1.4463131,-0.18537162,2.7005262,-0.38310876,-1.5782814,-0.9924209,-1.709866,0.7381591,-0.71961063,-1.6524605,-1.5568688,-1.1215767,-0.3491801,1.5741099,0.617229,3.3383896,-0.56889397,-0.0031569302,-0.5078204,1.8838032,0.9411259,-1.5140121,-0.22279307,-0.5081185,-0.07955829,0.04433415,-1.3706449
C1=NC=NCC1,-1.0935144,-1.4910392,3.54597,0.10238736,-1.4934345,1.1871771,0.056538418,-0.684805,-0.71797264,-1.7457322,1.8406764,-0.20286416,-1.7150123,-0.78091186,-1.5677364,0.61961615,1.0849581,2.120776,0.40450725,2.835885,-0.44612372,0.26096722,-0.6841886,0.26387617,4.24908,2.3479977,1.5705214,0.054039575,-1.4850248,-1.446727
C1CNCCOC1,3.5897663,1.4966456,2.7571425,1.3731611,-0.02776204,0.10529,-0.35243198,-1.4343365,-0.41410685,-1.7344007,-1.5062026,3.0476804,-1.6926329,-1.6334002,-1.6677301,-1.6948615,1.5352814,-0.22873628,2.7512856,-0.73491335,-0.0941391,0.0064971168,-0.9342353,2.2419894,-1.5824689,3.866438,2.369186,-1.2383642,0.7443716,-1.041265
C1=CSN=C1,1.0149882,-1.3732779,-1.5230244,-1.595458,0.40202665,2.086972,0.12692574,-1.4635354,2.1728911,-1.7533675,1.0734831,0.76552325,-0.7028332,-0.6039865,-1.609951,0.16257428,-0.8361354,-0.24984275,1.5943949,-0.792692,0.2750051,0.00013970443,2.9888532,0.6564215,0.5747533,-0.687929,-1.7023267,2.0268798,-1.3700168,-1.1529523
C1=NNCS1,-0.29190004,-1.471319,-1.61977,-1.5801008,-1.332813,3.1456,1.9059834,-1.7551658,1.9468912,-1.7338878,3.1553566,-1.2946824,-0.9127821,-0.8079544,-1.6866045,0.06503209,-1.468226,-0.49559048,2.2778451,0.36763304,-0.15673888,-0.894769,3.7233613,1.1300795,1.2405158,-0.36576232,-1.7470587,1.9203333,-1.0507451,-1.5574819
C1=CSN=N1,1.8667555,-1.268331,-1.4603176,-1.5042713,-0.6260116,2.7361627,0.5777797,-1.6512593,1.6771806,-1.7488881,1.1589049,0.5757622,-1.2862226,-1.3686724,-1.4630214,1.040244,0.47682324,-0.67998326,1.5955924,0.30150428,-0.0765773,-0.6003495,2.8841674,-0.52943677,0.7010261,0.046688996,-1.6936361,1.3337412,-1.5187364,-1.5656788
C1=CNCN1,1.9744647,-0.4647964,-1.5892848,-0.80817235,2.7620323,-1.617221,1.7845265,0.038819764,-1.3267231,-1.7542489,2.6324706,1.5429165,-1.0841951,0.59408677,2.3703659,-0.8974541,0.11398594,-1.5598385,3.6646302,-1.3063152,0.35105684,0.9178883,3.0886397,1.5349175,0.7238626,0.7174761,2.6736443,-1.531567,-1.5467173,-1.6202141
C1CC2CCC1C2,1.0466305,-1.2061379,1.398736,-0.7048302,1.4102278,-0.03015913,-1.51553,-1.1283269,3.5188189,-1.7498294,1.276057,6.311662,-1.4987134,-0.6899787,-1.505679,-1.6799577,-1.5440288,-1.1226503,2.1720614,-1.6873,-0.68515676,-0.028243449,0.25719357,1.1534909,-1.2229614,6.8643594,0.14398393,0.7076174,-1.3790169,-1.3358321
C1CSCN1,2.6811576,-0.1409298,-0.95782286,-0.43205723,0.5990027,2.0791197,1.4107747,-1.7516624,2.3646092,-1.6623226,-1.0599848,-1.0148547,-1.0321134,-1.2877467,-0.29020515,-1.7386855,-1.428869,-1.1969519,1.6610811,-1.3549619,-0.6833852,0.41920573,3.6183748,2.7059443,0.2548762,1.0293038,-1.7545335,-0.7859061,-0.97940475,-1.110754
C1=NC=NC=N1,-1.3263357,-1.3108392,0.63102114,-0.0899614,-1.501727,1.1916242,2.7321765,-1.7280995,-1.5565021,-1.7333127,2.0692575,-1.1921036,-1.3626916,-1.2408304,0.13150881,1.8116764,2.8991675,1.203243,1.9963388,4.0657578,-0.9296448,-0.31767902,0.398672,1.1126443,5.731441,1.3380858,0.30716157,-1.1893651,-1.3024422,-1.495357
C1=CNNC1,2.9048765,-0.14206511,-1.5920593,-1.2658257,1.3626481,-0.5521787,-1.2130396,-0.6209777,-0.9642045,-1.7351009,1.1907768,1.1195717,-1.5122312,-1.3567915,-1.2342349,-0.19759883,-0.47864726,-0.5058195,1.9723706,-1.5444659,0.4351667,1.1873802,1.7714096,1.9441328,-0.92845875,-0.23803553,2.30877,0.32063055,-1.7033695,-1.6000389
C1=N[NH]N=N1,1.2138026,-1.6410248,0.7895067,-1.1050094,-0.3339297,1.6695426,2.1467738,-1.6546255,-1.375966,-1.7577014,4.7218018,0.4799492,-0.55537933,-1.3892109,-1.7233764,2.4387136,2.6383963,0.53003496,2.6540685,5.6102376,0.36439782,0.16196287,0.7789749,-0.5746683,3.3846962,-0.8697491,0.8151317,0.020630447,-1.1479136,-1.689962
C1CCCCCC1,1.3748974,-0.65675825,0.7389531,-1.2111692,0.8813975,0.5137796,-1.6339391,-1.340906,1.3091861,-1.5630463,-1.0537347,2.517178,-1.5906141,-0.7596782,-1.6445792,-1.7217327,-0.66068995,-0.35110417,3.22902,-1.7422638,0.46500126,-0.06647672,1.5903066,1.8224982,-1.2979702,6.1068916,0.35795233,1.4163564,-0.38642395,-1.457108
C1=COC=CC1,1.7167201,1.29212,-1.5076814,-1.6008682,1.2561642,-0.8978418,-1.0254121,-0.19968301,-1.143482,-1.6979885,2.0288591,0.81195503,-1.4718498,0.13295208,-1.6404926,-1.5495563,-1.2364435,0.23311189,1.0598538,-1.441529,0.5001527,0.26473114,2.3054798,2.1170492,-1.7263635,-0.8198923,2.2672455,-0.8107181,1.8220059,-0.8539804
C1=NOCC1,0.5581772,1.9530969,1.3070709,-1.0915737,0.4902364,-0.47696912,0.37760195,0.47546554,-0.410825,-1.753369,1.8982134,1.1778601,-1.67473,-1.1628562,-1.5167874,-0.54979837,0.6626199,-1.0199924,1.3819432,0.5698739,-0.4383866,-0.36347273,-0.36978546,0.24753621,-1.6965393,-0.5457874,2.1773384,-0.5263898,0.044895824,-1.5627708
C1=CCOC=C1,3.0404358,2.8637877,-1.578589,-1.4241648,-0.7907029,1.0868894,0.06449504,-1.7000035,-0.8282908,-1.6394641,1.5715553,0.4506986,-1.4964906,0.18561083,-1.445667,-1.5508322,-0.28923625,-0.291468,1.0888839,-1.2675484,0.48805004,0.19287865,1.4167923,1.1803235,-1.6431073,-1.4129087,-0.36866784,-1.5452077,1.6896738,-0.2432909
C1=NCCN=C1,-0.30911675,-0.980149,0.7879657,-1.1472123,1.2531767,-0.031553164,1.0130115,1.3265312,-1.5205323,-1.7567899,2.4356596,-1.0101784,-1.4581884,-0.60702133,-1.2938975,0.9101396,1.3499613,0.56658673,2.338489,1.1979661,-0.24527784,0.46920595,0.6294409,1.5138725,1.8032017,0.22274993,2.8165245,-0.44207355,-1.464096,-1.6567923
C1CNN=N1,0.6604895,-1.520557,-1.0732977,-1.3412454,-0.21198043,-0.39969003,1.8685292,-0.7042884,-1.4713578,-1.7548846,3.8917375,-0.5324884,-1.2810595,-1.4822639,-1.2604973,2.7885215,1.8202623,-1.5714475,2.8078923,3.570945,0.8568177,0.3072874,2.7292364,-1.0417376,1.8293415,-1.3025626,1.9696273,0.3805908,-1.09791,-1.7091486
C1=CNCC=N1,1.367091,-0.14101855,-1.4544139,-1.0242815,-0.20450968,-0.49773806,1.8006397,-1.4188057,-1.3442346,-1.7330059,1.365,-1.1530255,-1.1283634,-0.9397348,-0.30586594,0.7493914,1.0280716,-0.8261706,3.1477692,0.6629336,-0.31395432,0.26988176,1.9798144,0.9779897,1.9545494,0.26227558,1.103856,-1.0457011,-1.5451162,-1.4753522
C1=N[NH]N=C1,0.9698453,-1.5645568,0.4141142,-1.5106214,-0.688745,1.5035008,1.596878,-1.5593089,-1.488953,-1.7574517,3.5773025,0.58491546,-1.1759869,-1.3576264,-1.7086887,2.4569006,2.0128481,1.0355117,2.0771937,3.6794791,0.41687146,0.02882775,-0.49435058,-0.32662293,2.811655,-1.1992784,1.1229025,1.0869497,-1.4833872,-1.6479387
C1=CC=NN=C1,0.10681733,-1.6090512,-1.579849,-1.6353158,-0.46296865,0.5411385,0.75094646,-1.0382711,-1.5401809,-1.7400244,3.5121558,-1.1818208,-1.1154641,-1.0479778,-1.3317271,1.7183552,1.0206836,-0.47088036,2.5017233,1.3437656,0.2576863,0.1871,2.4054904,1.5845225,1.9911145,-1.3218372,1.0192662,1.2548659,-1.3017862,-1.6083872
C1=CCNC1,4.205713,-0.56331944,1.1382916,-0.6386028,-0.85025656,1.0927867,-1.3756557,-1.7015378,0.26725364,-1.7501928,-0.8383588,2.47795,-1.6648078,-0.9333169,-1.6414863,-1.6667228,-0.6602802,0.8140176,2.2621038,-1.1607156,0.080445044,0.7201927,0.18798693,1.9997176,0.3566622,2.83211,0.27425894,0.5712934,-1.4757552,0.1083791
C1=CCN=C1,0.008810669,-1.4942199,-1.3314904,-1.6184042,1.5474999,-0.43241856,0.9950182,2.179714,-0.9454003,-1.7515951,3.5581012,1.3026149,-1.3246152,-0.4909427,-1.4653894,0.87658,0.0085227,-0.16279945,1.2571229,-0.3798066,-0.19306967,-0.19833037,1.8558661,0.9592283,-0.19604321,-1.1905955,2.3377273,0.6047099,-1.4661276,-1.6287053
C1=COCCO1,5.8567677,5.742768,-1.5752429,-1.5203112,-0.26265165,2.525306,-0.80581456,-1.716608,-1.5418993,-1.5344404,-1.3622848,0.8653825,-1.6565948,-1.5327106,-1.0367014,-1.4699969,1.8650311,0.37302703,3.7116768,-1.6414955,0.09789893,-0.1850454,0.8523219,1.9753473,-1.7419344,-1.2430845,1.1641788,-1.492729,0.9272009,0.2684104
C1CN=NNC1,2.918225,-0.9693251,1.5512936,-0.11586099,-0.84135777,1.0447391,0.7429608,-1.6748885,-0.9610494,-1.7549019,0.70740396,1.0838917,-1.4360293,-1.5488136,-1.6743004,-0.40585092,1.654193,0.4052319,2.768018,2.5292764,0.15019973,0.46716782,0.22167489,1.7348428,2.5024843,2.1323786,0.9627773,0.31056866,-1.5632037,-1.4776722
C1=NSCC1,2.2933202,-0.7745657,2.2121887,-0.5769562,0.24653035,2.8689075,-0.8108086,-1.6835344,1.8269713,-1.7359043,-1.4939336,-0.5441885,-1.2852855,-1.5086513,-1.5646725,-1.6513823,0.8123234,0.98475826,2.1153078,-0.63141936,-0.43016565,0.8176325,2.4952562,1.7904631,1.5540134,0.5470097,-1.7402442,1.0205431,-0.64998275,-0.940927
C1=NON=C1,1.4585251,0.26484925,0.16830182,-0.9634051,-0.63203996,1.2670821,1.0775332,-1.4547446,-1.3128761,-1.757311,-1.091549,1.040701,-1.5724987,-1.6452271,-1.0019653,2.1778483,3.6339452,1.456332,2.1595192,2.1272511,-0.80218524,-1.3652394,-1.5662633,-0.83120924,0.64921665,0.05564468,0.9505462,1.4409837,-1.7424735,-1.237428
C1C2CC3CC1CC(C2)C3,-1.7045141,-1.7303268,1.2842574,-1.5895479,0.87190443,-1.1802734,-0.9268584,-1.3208101,3.1550121,-1.6085026,7.20187,6.7956986,-1.1127157,1.0283955,-1.6055223,-1.6885575,-1.7215124,-0.840422,0.5574631,-1.737735,0.441516,-0.90581816,-0.9673711,2.2223282,0.6490771,5.489501,0.12042133,1.8360626,-1.4794177,-1.7213117
C1=CNN=CC1,2.5592482,-1.1134691,-1.4021871,-1.4734688,0.2657283,0.057771116,0.79294056,-0.6579711,-1.2658781,-1.7487389,3.2105167,0.25459257,-1.1054027,-0.52408874,-1.6944673,0.14706673,-0.023344057,-0.81984156,2.5569334,0.5266849,0.66840017,0.9986271,2.346382,1.732894,0.57526606,-1.2635735,1.9756479,-0.20516673,-1.0376405,-1.6293272
C1=NN=CNC1,1.8816732,-1.3961205,-0.932149,-0.9157627,-0.9305272,1.582905,-1.1349299,-1.667141,-1.2970465,-1.7529135,4.305196,-1.2959136,-1.6794171,0.7646173,0.2648252,1.7052923,1.1654205,2.120742,1.3781176,3.0274572,0.95906854,0.43018854,1.4727136,0.22000204,5.0271134,0.74005944,1.2414088,-1.4871091,-1.7415873,-1.280595
C1COCCOC1,2.2578018,5.120731,1.5144985,0.14825925,0.042523026,0.99285966,-0.87390465,-1.7380517,-0.16749702,-1.7353425,-1.4780223,1.4756726,-1.6788117,-1.5477036,-1.5955802,-1.6789235,1.6465788,-0.59110004,2.0807235,-1.2641,0.13500138,-0.57220405,-1.1975335,0.2687717,-1.7381148,3.12325,0.9496717,-1.547567,2.185395,-0.85421485
C1=NNCCN1,4.66762,-1.3882145,-1.5246276,0.3761593,0.8185285,0.6958393,-0.682893,-1.6848196,-0.80508626,-1.7441341,0.75797385,-1.0036708,-0.8692361,-1.2708213,-0.93060845,-1.0890278,0.8644804,-0.86774135,3.886618,1.1402221,0.32275882,1.159154,4.1456366,3.367192,2.1996658,1.8732305,-0.39114466,-1.052776,-1.5098227,-1.5225358
C1=NNCO1,4.7763405,1.7485946,-1.4953521,-1.0660727,-0.6060532,2.9924724,0.16227041,-1.7403231,-1.3361982,-1.6994984,0.76379275,-0.99569196,-1.4688578,-1.6165599,-1.1833493,-0.5250596,1.8879328,0.17145821,3.7356625,1.4600301,0.16132215,-0.18637227,1.9867835,2.9913955,-0.7961257,-0.9704181,-0.68553317,-1.2917621,-1.3825959,-0.67086077
C1=COCO1,5.3411946,5.958982,-1.564995,-1.5441062,0.06347137,2.3109477,-0.97536236,-1.7194984,-1.4655697,-1.5093757,-1.5518684,0.8419131,-1.665395,-1.6115505,-0.9236279,-1.5629581,1.3369308,0.6749829,3.2386281,-1.6979429,-0.039885506,-0.3091416,1.1699963,1.8631996,-1.7502812,-1.2448219,0.648512,-1.3785127,1.024298,0.26174766
C1=NSC=N1,0.45917746,-1.5666217,-0.091340974,-1.2875985,-1.4705659,2.996123,-0.2632959,-1.6947263,0.67317766,-1.7467237,0.34933317,-1.5662946,-1.3912053,-1.5805919,-1.1982948,0.611386,0.48632556,0.42411217,1.4348514,2.803275,0.23241158,-0.14705022,3.2487493,0.6318432,3.1462765,-0.7061437,-1.7351801,1.841319,-1.0529118,-1.3501973
C1=CNC=NC1,1.4080982,-0.77161354,-0.9205563,-1.0872048,-0.72970444,2.6622064,-1.10721,-1.6228877,-1.0840112,-1.7514993,0.1961755,-0.5096317,-1.6910523,-1.229414,1.2211812,1.0948101,0.896506,2.7136638,1.4945596,0.2593985,-0.8912626,0.7111974,0.94514394,2.7281475,4.151819,1.4658563,-0.84518594,-0.7120304,-1.7341638,-0.6159241
C1=CNCCN1,4.2100263,-0.3361218,-1.3962531,-0.8935114,1.3456931,-0.42477888,0.24020675,-0.90419865,-0.88599664,-1.747242,1.0948114,0.6512012,-1.2666887,-0.6843521,-0.88553005,-1.3095798,-0.31865096,-1.1329496,3.8745525,-1.2324699,0.108708665,1.3778677,2.865135,2.6284406,0.5287629,0.47676462,1.0969312,-1.2196708,-1.493733,-1.3501607
C1=COCCN1,4.1691422,2.4349868,-0.9911513,-0.47345412,0.88562644,0.41664365,0.33468577,-1.4445765,-0.99379915,-1.7451934,-0.32532352,0.85023206,-1.4810131,-1.1502128,-1.4059098,-1.4340862,0.8393216,-1.2260796,3.1581273,-1.00156,0.3378731,0.5986338,2.0763443,1.0476879,-1.5658841,0.14499055,1.2598947,-1.5144397,0.4313257,-1.3088486
C1=NSCCN1,3.2827852,-1.1921579,1.0488256,0.16150703,0.40086412,2.8132803,-0.7396524,-1.6824892,1.4605025,-1.7525319,-1.4594901,-1.2350366,-1.2068647,-1.2989291,-1.0076716,-1.4878778,0.9799458,0.4650195,3.018048,0.5949948,-0.1660377,1.420002,3.8519838,1.57592,3.0667825,0.6723066,-1.7454773,0.19584897,-1.2069861,-0.7763772
C1CNCOC1,4.3677692,1.4081012,2.461784,0.119801074,-0.15996946,0.62848127,-0.022076087,-1.6027316,0.2492136,-1.7463981,-1.4104116,3.0694797,-1.6512668,-1.5719926,-1.7059025,-1.6941512,0.2711564,0.25911108,2.1139328,-0.5579982,-0.5187654,0.0094917435,-0.7251657,2.1385958,-1.4454933,2.917354,1.003535,-0.23803963,-0.35851654,-0.48073468
C1=NCNCC1,2.6413438,0.4722308,2.4853394,1.2274805,-1.4910705,1.0314215,-0.5091833,-1.5792058,-0.105621144,-1.7425642,-1.614382,1.0686222,-1.7274787,-1.5961173,-1.3497424,-1.2629906,0.89219934,2.8938482,1.2730302,0.090981774,-0.6713903,0.18095338,-1.5132124,2.0751224,2.8997548,3.5587826,0.8843198,0.33340868,-1.7425038,0.26177683
C1=CN=CC1,0.31881496,-1.2067462,-1.4088937,-1.2897015,1.6072898,-1.0295552,0.96530354,1.4939662,-1.4823592,-1.7484607,2.8846607,-0.4735078,-1.339103,0.6815607,-1.3474792,0.654274,1.4324818,-0.19319625,1.6759275,-0.36244798,0.40612864,0.3787902,1.6881821,-0.45789015,0.45455477,-0.95520204,3.254723,-1.2042788,-1.1746645,-1.6497517
C1=NNCNC1,3.2027187,-1.0187984,-0.042135473,-0.0196069,-0.7183308,0.30722383,-0.19975458,-1.67801,-1.369898,-1.7547433,1.3999336,-0.6821734,-1.5612019,-1.1541438,-1.4531007,-0.42409205,0.7342682,1.3959783,2.557416,2.08809,0.22008745,1.083154,1.2020782,2.5753305,3.455558,1.598369,1.7552933,-1.0221132,-1.7111969,-1.4259661
C1CCSNC1,2.7189026,0.010492846,2.0777154,0.025696376,0.5728783,3.2437356,-1.2717384,-1.7301927,3.5665255,-1.7426848,-1.6159954,2.0749264,-1.5214121,-1.3941652,-1.5894837,-1.7269297,-0.3031835,0.4509288,2.3760688,-1.6352193,-0.19596598,0.59777045,0.8667838,2.5164127,0.36291856,3.930736,-1.7440702,1.0597383,-1.3754933,0.42895833
C1COCOC1,2.5553083,4.567183,1.7034842,0.65533113,-0.57218915,0.18863538,0.8091717,-1.7437681,0.3344424,-1.7127495,-1.5206742,3.3185174,-1.6628995,-1.6373234,-1.6934199,-1.6350421,2.14048,-0.7708274,0.8168851,-1.2108502,-0.63920164,-0.6738827,-1.419368,-0.68802047,-1.7357959,3.106613,1.3051785,-1.419675,1.8611969,-1.5170624
C1CC2CNCC1CN2,3.890107,-0.9923308,1.838472,1.468166,0.82889307,-0.08709642,-1.3800706,-1.6521944,2.6868546,-1.7534186,-1.2510848,4.417895,-1.4998089,-1.278014,-1.3529059,-1.717912,-1.0346851,-1.4662985,3.064919,-1.076575,-0.9497659,0.86587733,1.0661429,2.6385005,0.3056387,7.026539,-0.835228,-0.49403003,-1.2032121,-0.92142135
C1CC2CCC1O2,1.7743244,-0.57325256,1.5391684,-0.38063058,0.9770447,-0.18421316,-1.1926212,-1.2488909,3.32578,-1.6852375,1.2659531,6.4869957,-1.529018,-1.169217,-1.578221,-1.7017409,-1.5410107,-0.6197244,1.028763,-1.6798217,-0.49315912,-0.88360137,0.7132604,0.43323827,-1.5868864,5.021683,0.36379763,0.04765272,-1.4360075,-1.5810759
C1=NOCN1,1.8280932,0.079573624,-0.23510632,0.22392547,1.0931102,0.14040342,0.79721874,-1.2188467,-0.4143155,-1.7571594,0.9699468,0.40809464,-1.5009974,-1.4528508,-0.34104225,-0.001317955,1.6913718,-1.2734029,2.9824255,2.0081875,-0.5535962,0.020710237,1.6914434,0.8687911,-1.2639096,0.26753962,0.26575974,-0.7575217,-1.064005,-1.5163838
C1=CNCN=N1,1.6815448,-1.1787207,-0.7481776,-0.81954104,0.065264486,-0.3228713,1.048472,-0.80706304,-0.6742772,-1.7542478,1.5909008,0.19800477,-1.5138768,-1.2545704,0.18554094,1.0816497,0.7063617,-0.47279027,2.1323276,1.5568116,0.11166822,0.07798395,1.3556552,0.95610565,2.9881496,0.7639856,0.9739956,-0.65300554,-1.7328528,-1.4448006
C1CCSCC1,2.698724,-1.0671489,0.82209647,-1.065225,-1.0594993,2.5254443,-1.5286645,-1.6960875,2.9532936,-1.570713,-1.3067865,0.45704022,-1.5866686,-1.408338,-1.6667051,-1.7293346,-1.3835268,0.6445636,2.238158,-1.6751999,0.5743538,0.8012385,2.0195243,2.3685532,-0.27056482,2.0774946,-1.7416707,2.2822366,-0.9131958,-0.3410849
