fragment,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
C1=CONC1,3.3813148,2.0635548,-1.2967161,-1.1991241,-0.1530165,1.0252352,-1.0570831,-1.7301567,-0.47954154,-1.7345239,-1.3669443,0.44616556,-1.6130617,-1.1695476,-1.3345672,-1.4090221,0.45981354,1.2187796,1.9395227,-1.2025528,-0.25946707,-0.46840814,0.45157343,0.6772941,-1.3957537,0.9625904,-0.36350837,-0.035775818,-1.4977095,0.16165021
C1=NC=NNC1,1.6895057,-1.5057166,-0.056361567,-0.4327613,-1.5566592,1.7176619,0.0954289,-1.7387879,-1.5441989,-1.7514008,1.3134648,-1.4915016,-1.6002172,-1.2690772,-1.5642781,0.9343908,1.548691,2.5855722,2.4203408,4.022599,0.15891337,0.8841044,1.0501603,1.3113323,5.181063,0.8453266,0.30727962,0.29633573,-1.6688322,-0.94180965
C1CC2CC(C1)C2,-1.2117635,-1.644031,1.4526603,-1.3861428,1.4151073,-0.72207063,-1.3326296,-1.3063878,3.392276,-1.6603457,4.6804338,7.034822,-1.2681262,-0.83814937,-1.4946533,-1.718707,-1.7167691,-0.012864024,0.29233074,-1.7218871,-0.5021231,-0.9534973,-0.78519106,1.6077808,-1.4455346,4.961889,-0.7875366,1.749603,-1.5278617,-1.6296314
C1=COCCCC1,3.8331444,1.9884261,0.43473023,-1.0435448,0.2678745,1.0483873,-1.0847403,-1.2795303,-0.7091286,-1.7178938,-0.7532102,1.259232,-1.6496702,-0.7371627,-1.7075304,-1.6539702,0.24699108,0.30461758,2.4033446,-1.5044769,0.039367404,0.16326787,1.1075865,1.5894234,-1.6445519,1.6860001,1.6438762,-1.095768,1.1229467,-1.0155317
C1COCSN1,3.5488107,2.3157475,0.7412212,0.11014971,0.7806984,2.4929497,0.18848233,-1.7461207,2.9791777,-1.7520982,-1.6126376,2.171638,-1.2524556,-1.4867312,-1.5209901,-1.6723254,0.8788456,-1.219818,2.4850562,-1.208539,-0.10139409,0.16379659,1.421627,1.0539851,-1.423816,2.1345575,-1.7366925,-0.62519604,0.1537659,-0.356934
C1=CCC=CC1,1.1794533,-0.4146809,-1.6113019,-1.5851241,0.673942,0.112774685,-1.5286251,-0.22067839,-0.30054635,-1.6109358,0.96991664,0.3466935,-1.5648271,0.1440065,-1.3455738,-1.5222133,-1.1753508,-0.0715422,1.9712443,-1.7131413,0.52985734,0.47343796,2.611526,1.8892,-1.4917191,1.134632,0.8230887,0.53387284,-0.12571742,-1.1178299
C1NC2CCOC(C2)N1,2.6691117,0.2821935,2.0867186,-0.36006775,1.0639236,0.79283464,-0.8990948,-1.6011808,1.619511,-1.7491958,2.4440997,6.077355,-1.4988781,-0.58172965,-1.662734,-1.701432,-1.4320222,0.481051,1.5586071,-1.5366386,-0.5979334,-0.29356223,-0.9656426,1.8377764,-1.4060354,4.536847,1.1396059,-1.2367114,-1.4059072,-1.5108705
C1=CCSCC1,2.8228877,-0.7398289,-0.88638943,-1.409945,-0.7449433,2.2560823,-1.3150048,-1.6679225,2.1388586,-1.6130369,-0.76414025,-0.31989828,-1.5170805,-0.5197564,-1.6502004,-1.7043957,-1.4702241,0.68220913,1.8016069,-1.6480333,0.3389693,0.5286319,3.0206735,2.5139186,-0.7548141,0.6411167,-1.7285173,1.4346796,-0.3256184,-0.3651208
C1=COCCNC1,4.313912,2.0715494,0.25300422,-0.43690547,0.2502851,0.70658994,-0.39735657,-1.5145261,-1.0837268,-1.7363838,-0.8987816,0.943326,-1.651851,-1.1348284,-1.5617412,-1.5971534,0.45598403,0.38577905,2.2954535,-1.1034187,-0.04829791,0.456773,0.55080247,2.1613512,-1.3856856,1.0039657,1.5967013,-1.4022453,-0.6790023,-0.6493034
C1OC2CC3CC1C2C3,-1.3502537,-1.5584544,2.1316352,-0.95646757,1.1042721,-1.1820602,-0.6788916,-1.2438143,3.5335813,-1.732457,4.7218885,7.503988,-1.2173344,0.9185119,-1.6922102,-1.6898662,-1.6608201,-1.2260493,0.4518742,-1.6930195,0.14214534,-0.6696186,-0.95935595,1.1186795,-0.49136215,6.437512,1.2216942,0.28414458,-1.3475301,-1.7179054
C1=NCN=C1,0.14959864,-1.4412246,0.8659804,-1.1340733,-0.9468829,0.8002665,0.84302443,-0.6279142,-1.2095716,-1.751816,1.9542134,-0.5233005,-1.6444061,-1.3557248,-1.3307146,1.3000374,1.4128948,0.9871947,1.2537848,2.1578052,-0.27555707,0.08739944,0.45811215,0.31809384,2.6629171,0.20842928,1.2044665,0.47993267,-1.6205785,-1.5352373
C1NC2CC3CC1CC(C3)C2,-1.4683132,-1.684911,1.5894291,-1.3617747,1.0273085,-1.065884,-1.3723657,-1.2334433,2.6268792,-1.7111886,4.9029565,6.439995,-1.2886844,0.63522696,-1.6551285,-1.7000929,-1.6843606,0.14453684,0.9748251,-1.732862,0.20938009,-0.68164784,-1.1187048,2.4969974,0.23908512,6.1365314,0.9614767,1.4195012,-1.5770918,-1.703522
C1=CCOCCC1,3.722959,2.189486,0.6355109,-0.8354467,0.4501109,0.9028771,-1.2826612,-1.1414979,-0.61683625,-1.7240573,-1.0501231,0.98341507,-1.6677153,-0.49571222,-1.7103177,-1.6497749,0.5642828,0.20761141,2.4536595,-1.4927021,-0.121288426,0.24102005,1.1217967,1.1323559,-1.680208,2.1863263,1.8638908,-1.1010079,1.6027222,-1.0383222
C1CC2CCC1CC2,1.8536295,-1.0813302,1.459602,-0.5233309,1.1551951,-0.26986513,-1.586444,-1.1879151,3.2571175,-1.745141,0.70307004,6.0713706,-1.523413,-0.80959857,-1.6324868,-1.706584,-1.5175751,-1.1476461,2.4077086,-1.6929224,-0.38851807,0.08002743,0.55325633,1.3104124,-1.3391976,7.1158743,0.5613644,0.6456605,-1.1956452,-1.3607252
C1=CSCCN1,3.0253036,-0.9634325,-1.5604626,-1.2962908,0.20005861,1.6836947,-0.49564013,-1.6841898,1.7273269,-1.6796689,-0.13752033,-0.86609393,-1.1368923,-0.55177736,-1.1483017,-1.6396211,-1.3395053,-1.0128124,2.62785,-1.5508782,0.31344405,0.60856104,4.55629,2.530313,0.14894807,0.0092882365,-1.7361338,0.57157147,-0.92512745,-1.2128872
C1=CNCCCC1,3.6029868,-0.2079967,-0.53152066,-0.94897914,0.5304805,0.38490725,-1.3328683,-0.6923934,-0.38794738,-1.7122213,-0.5670429,0.97418076,-1.6036612,-0.5905681,-1.5458795,-1.6268252,-0.715098,0.057880986,3.044576,-1.6424216,0.1287908,0.72290313,1.7099959,2.8859277,-0.6638284,2.3951054,1.154754,-0.17536838,-1.2744278,-1.135284
C1=NCN=CO1,2.1889544,0.8231314,-0.6764568,-1.2781762,-0.8190812,2.0872793,1.2403753,-1.5581354,-1.4530014,-1.7245201,0.84118485,-0.5846579,-1.604242,-1.6327761,-0.79480094,1.1074888,2.4216022,0.43267918,2.7677164,1.3910489,-0.4161965,-0.67040974,0.78011286,0.75189924,0.2510379,-0.9322987,0.678596,-0.87890536,-1.447304,-1.2933302
C1=CSCNC1,3.408776,-0.3928303,-1.3230157,-1.1863923,-0.95658946,2.0044,-0.6712799,-1.7235323,1.1559552,-1.6962556,-1.0983112,-1.1016994,-1.5097737,-1.0177842,-1.2044834,-1.6322199,-1.3262252,0.81630033,1.4862481,-1.4060501,0.020285174,0.8264652,2.7751837,2.9168165,0.95637476,-0.40001816,-1.7308533,0.7057712,-1.4947163,-0.16454098
C1=CC2CC(C1)C2,-0.8525673,-1.5897862,0.2581136,-1.5244398,1.2453103,-0.21279916,-1.2928675,-1.13521,2.624277,-1.6579564,4.8566008,6.0893855,-1.3399158,-0.18886733,-1.4219621,-1.6851633,-1.7160484,0.5080917,0.21847412,-1.7144548,-0.6583986,-0.91006386,0.15112086,1.9861051,-1.4587718,3.37338,-0.5339351,1.2786751,-1.5262092,-1.5811254
C1=CC=CCC=C1,0.2125201,-0.8269888,-1.7144375,-1.6957586,0.19319718,-0.25338647,-1.4646109,-1.1559469,-1.0124062,-1.5969526,2.0760067,-0.11146942,-1.2332896,0.17035168,-1.4767522,-1.3715878,-1.4211345,-0.28051263,1.9262142,-1.6953738,0.59326744,0.49520722,2.5285985,2.3941844,-1.327534,0.30078223,0.61593044,1.1143428,0.29228875,-1.2033718
C1CNSCCN1,4.1580515,-0.83209777,0.6702352,0.6406674,1.4785287,1.0931262,-0.413707,-1.667836,2.3735037,-1.7446061,-1.599182,0.7030392,-0.9111429,-1.5463376,-0.83026856,-1.7191317,-0.014796054,-1.4734637,3.7798817,-1.4441575,0.29360342,1.2064731,3.2928016,3.1506321,0.9219765,2.5099118,-1.7329733,0.06895289,-1.2185857,-1.0760468
C1CCOCNC1,4.332777,3.2741516,0.7216676,0.42157653,-1.1593012,1.408594,-0.7048181,-1.7259969,0.14345881,-1.7391942,-1.5548314,1.6531065,-1.6665163,-1.4301219,-1.6695497,-1.6188923,1.1612475,-0.24343269,2.3713875,-1.1464494,-0.46734408,0.5318307,-1.2325128,1.962025,-1.4566884,2.7135,0.22213297,-1.1690387,-0.33121634,-0.43353057
C1=COCNC1,4.007301,2.0527115,-0.04638726,-0.54038364,0.24294016,0.5363652,0.03997581,-1.592031,-1.1394621,-1.7416978,-0.68881124,0.86518246,-1.6453445,-1.1864113,-1.4163047,-1.5623775,0.4165552,0.33460683,1.7671938,-0.7526838,-0.04688051,0.32224858,0.4183561,1.9385782,-1.4035978,0.42850477,1.3245382,-1.4096656,-0.7827412,-0.5398158
C1=NCN=CN1,1.4097983,-1.342131,-0.098769814,-0.4801447,0.28886798,0.08751418,1.5823296,-0.43961474,-1.2722461,-1.7540528,1.6584401,-0.3785095,-1.4618772,-1.3805218,0.01330804,1.4762998,1.8096988,-0.7089079,2.5165026,2.2847946,-0.31704724,0.35556343,1.5412434,0.853081,3.0176737,0.6129892,1.4774692,-0.81657356,-1.6742593,-1.60507
C1CC2C3CC1C2CO3,-0.7966615,-1.5429014,1.4247429,-1.2050711,1.0127761,-0.93311864,-0.99712783,-1.4422169,3.1198428,-1.7289209,3.9232962,7.0367684,-1.2975128,0.2571476,-1.642799,-1.6859846,-1.6177121,-1.2114588,1.4038051,-1.6781427,0.04425635,-0.7139463,-0.42913073,1.1546247,-0.6248809,6.0864587,0.8257498,0.5575473,-1.3668629,-1.6357495
C1CSCCO1,3.2574348,2.2580135,-0.92990834,-1.3841677,-0.967805,3.595873,-1.0861424,-1.7540927,2.231347,-0.94119483,-1.4535382,0.46947798,-1.5475711,-1.6023633,-1.4029714,-1.7238412,-0.2843834,0.13763465,2.99753,-1.6771185,0.41723624,-0.485891,2.2234943,1.9332873,-1.664762,0.8238811,-1.7485148,0.6853011,0.5651181,0.7211147
C1CC2CNCC1C2,2.3173182,-1.0516082,1.458073,0.183365,1.1601348,-0.2775965,-1.4347153,-1.4668751,2.9952154,-1.7523785,0.29095456,5.891701,-1.5054227,-1.1451313,-1.4130595,-1.6804425,-1.4356294,-1.0565495,2.178769,-1.5882488,-0.82869565,0.20876005,0.06701197,1.6966848,-0.71155906,6.745834,0.16818105,0.29923037,-1.5901254,-1.2294544
C1=CNSN=C1,2.4304,-1.1526176,-0.5548893,-1.134182,1.2919128,1.8503193,-0.13643815,-1.2326964,1.3408166,-1.7564946,-1.0229989,0.5762214,-0.71806604,-1.2818766,-1.4009511,-0.77895516,0.9451061,-0.36089668,2.3233519,-0.6726414,0.05957906,0.8008199,2.3833554,1.320814,1.2271743,-0.25268206,-1.6743672,0.8065631,-1.365002,-1.1377381
C1=CCC=C1,0.27584437,-1.0295464,-1.6508683,-1.6843097,0.25600055,-0.3003248,-1.4991467,-0.3046055,-0.54033846,-1.641959,1.9998583,0.3300933,-1.4735754,0.11502241,-1.4944977,-1.3838531,-1.4091798,-0.18086183,1.7755572,-1.6888906,0.59341234,0.36084238,2.50156,1.8352755,-1.4085284,0.32525352,0.8451023,1.4545468,-0.35600576,-1.2383678
C1CC2CCC1N2,3.754381,-0.48025453,2.000772,0.5252387,1.1658019,0.29276246,-1.6626422,-1.2693353,3.0216117,-1.7550353,-1.0941073,5.618707,-1.5674089,-0.8303212,-1.7058271,-1.7018893,-1.3434293,-0.7909799,2.5258987,-1.5926385,-0.6863762,0.5781596,0.7891176,1.7080324,-1.2949121,7.327,0.9289781,0.2429735,-1.207674,-1.3950939
C1=CC2CCC(C1)N2,2.0581455,-1.5409306,0.8271501,-1.1202444,0.7878299,0.5176232,-1.4545045,-1.4108288,1.675987,-1.7049601,2.8935287,4.4611115,-1.3971996,-0.47315055,-1.6324515,-1.6922034,-1.6249441,0.63591176,1.2054745,-1.5364342,-0.64067805,0.02475985,0.8581769,2.2261183,-1.0972623,3.4645314,-0.5122522,0.8988617,-1.107233,-1.462832
N=S,-1.1950241,-1.6236327,0.6147999,-1.3427647,-0.70812815,1.662021,3.844369,-1.4621108,-0.87312603,-1.6252469,2.6665034,-1.1015769,-0.52346015,-1.594241,-1.588932,2.617039,2.625996,0.03941164,1.2097318,3.0068257,-0.43840796,-1.3266344,0.6843338,-1.2041787,1.6343038,-0.044303805,-1.2848616,1.4378446,0.58790386,-1.702874
C1=CNOC1,2.1781976,1.585553,-1.3463848,-1.0226353,1.2792964,-1.0008649,0.27590123,-0.6038925,-0.2507806,-1.7532634,0.5911158,1.531698,-1.4571025,-1.2125525,-1.1585246,-1.2622308,-0.44409853,-1.364922,1.8254541,-1.2327003,-0.041101918,0.155144,0.7148823,1.414601,-1.7050917,-0.7780898,1.2874259,-0.68117803,-0.97294337,-1.3128743
C1OC2CNC1C2,2.6506038,0.5248584,2.1246452,0.8360092,1.2948629,-0.29002365,-0.99722433,-1.5919302,3.0939097,-1.7545986,0.32089442,6.770521,-1.5479653,-1.2519355,-1.4235557,-1.678388,-1.4276046,-0.9463948,0.66639286,-1.3822596,-1.0480018,-0.11582432,-0.837764,0.6605988,-1.4973997,5.9585204,0.4807228,-1.0218773,-1.5602841,-1.4116918
C1CC2CCCC(C1)N2,1.9699715,-1.4898248,1.6924506,-0.7832793,0.49460557,0.36679956,-1.5311108,-1.5799689,2.173382,-1.6872241,1.9247193,4.9518948,-1.41565,-1.02635,-1.6833289,-1.7232463,-1.5894023,0.41903925,1.8666332,-1.6233376,-0.42818382,0.05123025,0.44392043,2.250271,-1.0993165,5.1486053,-0.6322703,1.2571089,-0.9162237,-1.477531
C1=CCCCC=C1,1.4810767,-0.79369026,-1.56367,-1.6116476,0.41760516,0.15388998,-1.5554032,-0.43775052,-0.4592651,-1.6011988,1.1767507,0.48945895,-1.474577,0.06660624,-1.6175282,-1.5685173,-1.3119775,-0.1611248,2.403888,-1.7033616,0.532567,0.5374139,2.54265,2.3496702,-1.4352711,1.532363,0.9461121,1.0077341,0.30504453,-1.2191147
C1N=NNCN1,3.0001178,-1.1317331,0.6428495,0.6688008,0.4381086,0.845738,0.7786603,-1.5273967,-1.2173312,-1.7576686,0.7324142,1.033339,-1.4849613,-1.4298027,-1.5538765,1.2915603,2.473702,0.15077206,3.0866048,2.3013165,0.23901153,0.51241493,0.55598783,1.1595349,3.0635705,3.0579116,2.5584705,-0.98375344,-1.7167819,-1.6951704
C1=NCCCS1,1.6295521,-1.2039013,0.3518079,-1.3414552,-1.2497678,3.3997376,-0.081171855,-1.7233866,2.0750904,-1.6876765,0.32714385,0.3148704,-1.580616,-1.1589775,-1.6518078,-1.3410119,-0.77571493,0.53665805,2.1452627,-1.2014351,-0.377077,-0.5925868,2.5731409,1.0934107,0.71993065,2.0610147,-1.7240617,1.6865704,-0.74570113,-1.3902342
C1CC2CNCC(C1)C2,0.2989524,-1.5506408,1.53629,-0.9786513,1.0219795,-0.37224993,-1.2756197,-1.4970384,2.5823789,-1.7047684,3.237682,6.164797,-1.3782953,-1.0103663,-1.441353,-1.7150607,-1.6638472,0.33874682,0.9511116,-1.6972132,-0.5827335,-0.6726616,-0.8459557,2.3205671,-0.9740886,5.1342654,-0.44034997,1.0506486,-1.6333486,-1.5734619
C1=CC2CCC1CC2,2.4070196,-0.7916482,0.37140802,-0.9567613,1.0166825,0.20548697,-1.5519472,-0.8236315,2.4373734,-1.743321,0.87366617,5.097772,-1.5504045,-0.1927467,-1.5836893,-1.6622651,-1.5170562,-0.64502215,2.2916663,-1.677319,-0.70404917,0.11527129,1.2139245,1.527959,-1.3472667,5.258506,0.7321697,0.16809158,-1.2138773,-1.1905107
C1=NCOC1,2.534693,2.1353738,2.0181026,-0.14553872,-1.0895337,1.3759214,-0.29417494,-1.6516013,-1.1489325,-1.7484894,-0.57085276,0.23551734,-1.719487,-1.3989247,-1.548915,-1.1732274,1.4825896,1.645665,1.127705,1.3067063,-0.26022846,0.034998283,-0.40649673,0.3203884,-0.7237475,0.97872674,1.3389351,-1.3387239,-0.7745223,-0.85269976
C1CC2NCC1CN2,3.4485674,-1.0679313,1.4293996,0.55799305,0.18474658,0.19283235,-1.3717647,-1.6623065,2.348385,-1.753877,-0.9518875,4.353618,-1.5189003,-1.2805134,-1.5586967,-1.6742162,-1.1403311,-1.1470587,2.593446,-1.0404601,-0.8025437,0.6441765,0.6549847,2.090708,0.44152015,6.1562696,-0.6836352,0.43564004,-1.3695775,-1.0051262
C1CC2COCC1N2,4.664318,1.6498644,2.2623901,1.0271823,0.8750979,0.7314569,-1.5455664,-1.6103169,2.5658247,-1.7550486,-1.4522995,5.524877,-1.5853759,-1.0630854,-1.7111998,-1.7027197,-0.75667226,-0.59553564,2.1876369,-1.2940224,-0.9817332,0.36484653,0.19952543,1.0534779,-1.6060151,6.3836536,0.8610704,-1.0664241,-0.31787738,-1.1079932
C1NC2CNC1C2,3.1948729,-0.24647613,1.7954237,0.717769,1.4300221,0.06789982,-1.5364463,-1.4986157,2.4893224,-1.7574941,-0.6593028,6.2227,-1.5683497,-0.99761224,-1.4352465,-1.6181196,-1.3059336,0.22258008,1.8838766,-1.4389225,-0.9217906,0.43888387,-0.88109183,1.9303643,0.04879345,7.120463,1.2678275,-0.40388766,-1.7243854,-1.2038796
C1CC2COC(C1)O2,0.21965629,-0.54216045,1.6471028,-0.97469294,0.74494404,-0.05755042,-0.103231385,-1.6166979,2.446011,-1.6120073,3.2135808,6.128741,-1.4453464,-1.2565289,-1.566913,-1.7101806,-1.6107256,0.62066805,-0.51858264,-1.6079172,-0.7567353,-1.2322568,-0.60404736,0.71100086,-1.6767902,3.22927,-0.5828885,0.097991295,-1.0196835,-1.6194661
C1=CCCC=CC1,1.5476899,-0.8069861,-1.552285,-1.6046575,0.4633837,0.20946379,-1.5513572,-0.5383421,-0.4371509,-1.5957642,1.0393394,0.5145226,-1.4572941,0.03569704,-1.6183561,-1.589561,-1.2934572,-0.12444138,2.542171,-1.7071279,0.51486033,0.5364892,2.5736995,2.4170918,-1.4245503,1.6133296,0.8493158,1.008931,0.34253147,-1.192163
C1=CC2C=CC1CC2,1.1812041,-1.0044508,-1.2221024,-1.3850056,0.90059245,-0.16896619,-1.4755955,-1.0751373,2.0248246,-1.7370225,1.7072551,4.4724007,-1.4027575,-0.04759644,-1.419042,-1.5527325,-1.5739803,-0.7598429,1.8141595,-1.6783983,-0.6584354,0.1746971,1.4127623,1.4493446,-1.315138,3.9151354,0.37108746,0.5070832,-1.2032012,-1.2266343
C1=CC2CC(NCN2)O1,3.3823752,-0.74435997,0.05843838,-1.0576507,0.7253083,1.386813,-0.8365458,-1.6449863,1.2452592,-1.7162932,2.0709114,3.819724,-1.4859958,-0.9896082,-1.3763459,-1.6668022,-1.4305458,-0.3575,2.291244,-1.5178059,-0.5878897,0.01799333,1.5642655,2.6014998,-1.2276864,2.6063585,-0.8756257,-0.7240671,-1.2779771,-1.3268538
C1CC2CCC(C1)C2,-0.6171163,-1.6027554,1.727033,-1.2728535,1.4663279,-0.59151417,-1.3821824,-1.2939222,3.159396,-1.6550852,4.1050153,6.830561,-1.2813697,-0.8676721,-1.5856416,-1.7273917,-1.6958176,0.15746027,0.781646,-1.7239348,-0.3891423,-0.8518959,-0.687907,1.7790948,-1.446255,5.1902475,-0.38254175,1.4245788,-1.4712088,-1.6313937
C1CC2C3CC1C2CN3,-0.9427417,-1.714154,1.6644752,-1.0525285,1.3836269,-1.3010391,-0.8815288,-1.149519,3.3019915,-1.7477759,4.387944,7.0735736,-1.1305568,0.41687384,-1.6144493,-1.679262,-1.6461588,-1.3881058,1.5721806,-1.6420946,0.0723392,-0.38074762,-0.18837848,1.9431869,1.0794456,6.7003884,0.79912245,0.98380035,-1.5964092,-1.6801347
C1=NCCN=N1,0.7976619,-1.4341519,1.9412512,0.2803286,-1.0242697,1.2983633,1.649218,-0.91655743,-1.2629184,-1.7539861,1.4025395,-0.6733662,-1.6225048,-1.4302231,-1.2289835,2.0478616,2.8951852,0.53168905,2.210917,3.9021685,-0.68065864,0.13690507,0.77287537,-0.01278826,4.2671533,1.5763369,1.536088,-0.58698446,-1.6112647,-1.6148673
C1=CNC=CNC1,2.320456,-0.75305855,-1.5769613,-1.2540826,0.35589385,-0.56566435,-0.51450986,-1.4970148,-1.2444257,-1.7345057,0.832748,0.1286137,-1.4304034,-0.9811361,-0.15827847,-1.223445,-0.91226834,0.26490283,2.2300754,-1.4286638,0.19161764,1.0154293,1.3949015,3.2763598,1.0603262,0.47939608,0.7964473,-0.48136616,-1.6416432,-1.048131
C1=CC2COCC(C1)C2,0.8473038,-0.686997,0.93393856,-1.2412851,0.9928143,0.27263173,-0.9761754,-1.4817683,1.9175262,-1.6759256,3.3757465,5.6007833,-1.4453483,-0.5438041,-1.5874068,-1.6979344,-1.6314933,0.6127132,0.3644873,-1.6640784,-0.8474284,-0.8096381,-0.40891227,1.513141,-1.6189979,3.2322855,0.21703793,-0.24885656,-1.0525736,-1.4908767
C1NCSN1,4.145488,0.30635226,1.2774972,0.638128,1.3695568,2.8593016,-1.301303,-1.6935998,3.455151,-1.7568756,-1.6715392,2.722422,-1.4775841,-1.2423496,-1.5785424,-1.6222851,0.054839503,0.23285724,2.157541,-1.647717,-0.19439957,0.94167304,1.5770085,2.0752237,0.36879858,4.800055,-1.7077203,0.63261294,-1.6501876,-1.3971298
C1CCCSCC1,2.4694421,-0.6745737,0.97801256,-0.95576185,-0.6722736,2.2281961,-1.473007,-1.7110914,2.8622804,-1.5256991,-1.2864255,0.94586635,-1.5702114,-1.2377776,-1.6957073,-1.7390226,-1.2000979,0.46303964,2.597614,-1.6929251,0.44648135,0.34497318,1.9445792,2.3296096,-0.98670214,3.3179076,-1.7195967,1.6428477,0.03899811,-0.35017866
C1=CNCOC1,3.7378428,2.3385282,-0.25351536,-0.6760651,0.2704665,0.41582978,0.0011552114,-1.5605034,-1.1375017,-1.7399554,-0.5501055,0.83124554,-1.6410084,-1.1830243,-1.4317466,-1.5331706,0.35039648,0.33311173,1.8296872,-0.9629731,-0.042163767,0.39945015,0.42675278,1.794792,-1.4516792,0.31065798,1.530744,-1.4338248,-0.81354916,-0.6675325
C1CC2CNCC1N2,4.4221597,-0.37669986,2.145074,1.2206076,1.1572894,0.3980114,-1.585623,-1.4959555,2.521563,-1.7564046,-1.3820616,5.1050754,-1.558723,-1.0084172,-1.6507748,-1.6969715,-1.1185044,-0.63678026,2.6274972,-1.4187598,-0.9011357,0.8234535,0.507024,2.2790463,-0.58334726,7.187392,0.63019663,-0.42226052,-1.5086496,-1.3158776
C1=NCCCCC1,2.8037312,-0.5637857,1.97604,-0.3733913,-0.6147895,1.3068337,-1.416716,-0.7459192,-0.29116568,-1.7268045,-0.9385302,0.5973442,-1.7005306,-0.87488204,-1.6822724,-1.5212305,0.5915018,1.399203,2.7074578,-1.2030008,-0.14513496,0.37949878,0.9278122,1.6640409,0.57559514,3.5691183,1.3596258,0.1464051,-1.0979562,-1.1661763
C1CC2COC(C1)C2,-0.13876462,-0.98849523,1.8331088,-1.0260866,1.1237456,-0.2915056,-0.89125264,-1.5951799,2.8101227,-1.6794587,3.4937606,6.7281375,-1.3873281,-1.0506204,-1.5664265,-1.7183236,-1.6493744,0.17805026,0.06486844,-1.6690502,-0.8456675,-0.98608726,-1.1528015,1.0487573,-1.6380509,4.503316,-0.33257356,0.3361273,-1.1769184,-1.5571676
C1=NNSC1,3.6139946,-1.2709752,-0.21522172,-0.9422983,-0.67419994,3.0497165,-0.773221,-1.7206361,1.2630922,-1.7540371,-1.092612,-1.5377651,-1.1643353,-1.3832673,-1.5614988,-1.1848887,0.045497518,0.9513908,1.9638122,1.7770218,0.19197434,1.26478,4.127674,1.84504,2.802524,-0.97353834,-1.7458793,1.1824907,-1.370777,-0.96464074
C1=CC2CC1CN2,3.2795632,-1.0418018,0.42494315,-0.1837351,1.1386017,0.04486745,-1.4269377,-1.3321135,2.3645272,-1.7518514,0.3532185,4.3752894,-1.4929186,-0.69407374,-1.4145206,-1.6482165,-1.3997759,-1.1814208,2.0893245,-1.3556701,-0.95461434,0.5273701,1.6595263,1.8035766,-1.0241524,4.620033,-0.20078583,-0.18476708,-1.1401138,-1.1515577
C1COCCSN1,3.839615,2.1256788,0.8742583,0.09238823,0.9178066,2.4546473,0.0401734,-1.7422539,2.754556,-1.7477784,-1.5870473,2.6062124,-1.2994461,-1.4719332,-1.6106097,-1.6970087,0.7708449,-1.1900711,2.7480578,-1.4229345,-0.112557255,0.1066633,1.2431372,1.4039994,-1.5189059,2.7610254,-1.7141569,-0.7065689,0.42634362,-0.45574877
C1CC2CCC1CN2,3.1352916,-1.1054223,1.6105845,0.49953878,0.8436494,-0.2527162,-1.5085962,-1.517169,2.8842142,-1.7488562,-0.6102837,5.109824,-1.4990315,-1.1651084,-1.5887773,-1.7102456,-1.322972,-1.3624557,2.6567242,-1.4928,-0.756584,0.5420298,1.0434401,1.9038937,-0.89221245,6.7383046,-0.25872052,0.31170142,-0.91404706,-1.2375939
C1CCNCNC1,3.570957,-0.6137772,1.2871128,0.6718948,0.6544608,-0.2696456,-0.85396606,-1.5453191,0.22527698,-1.7434688,-1.2066019,1.9798623,-1.6123267,-1.4269211,-1.178563,-1.6619012,-0.0099563915,-0.5797104,2.9753911,-1.4451098,0.032500487,0.85238475,-0.15825038,3.3008883,1.1251943,4.4739456,0.8888807,-0.4075721,-1.6717299,-1.1082208
C1=CC2CCC1NN2,4.919753,0.090787865,0.0135896625,0.43779364,0.97320867,0.6959126,-1.6097763,-1.4497024,1.955341,-1.7546585,-0.53814834,4.086664,-1.5192586,0.01649721,-1.6760832,-1.6345812,-1.2333026,-0.30607226,2.3962884,-1.4313571,-0.7738963,0.79488915,1.7585428,2.3598373,-1.1368818,5.3463693,1.0864257,-0.9636622,-1.2853968,-1.4013499
C1=CSNCC1,3.4104927,-0.27212748,-0.0083691245,-1.0065968,0.27139598,2.6087074,-1.2102478,-1.65884,2.2257843,-1.7483436,-1.4310135,0.7023464,-1.4996141,-0.65073943,-1.5873948,-1.6200931,-0.8901144,0.65409565,1.8656815,-1.5417372,-0.06377783,0.7822221,2.2587404,2.181465,0.45501664,1.6616749,-1.7172763,0.94799906,-1.3387746,-0.13465911
C1CSNS1,-0.04696675,-1.0644059,1.2737659,-1.2483273,1.7793571,4.268232,0.60445136,-1.7531234,5.6105995,-1.7373555,-0.7195107,2.5818791,-0.029355071,-1.5479572,-1.3914093,-1.715063,-0.98989767,-0.990835,2.046756,-1.6464766,0.20126177,-0.76697075,2.2672062,1.6766675,-0.6487933,1.7657458,-1.757798,1.8812068,-0.71044016,-0.37110507
C1=NCCOCC1,3.5652947,1.9561688,2.204417,0.13929982,-0.92985314,1.615713,-0.6947558,-1.5822003,-1.0481557,-1.7423762,-1.0850015,0.7412934,-1.7094481,-1.317495,-1.6766193,-1.4828943,1.5024028,1.4539983,2.0473046,0.3692532,-0.43775186,0.15405226,-0.15373252,1.1905774,-0.8257272,2.1748164,1.6360962,-1.3207822,-0.055681266,-0.851655
