,class_id,model_type,fragment
323,10101010,mol2vec,2903607685
324,10101010,mol2vec,826682052
325,10101010,mol2vec,1704599822
326,10101010,mol2vec,144568923
327,10101010,mol2vec,592655526
328,10101010,mol2vec,845764036
329,10101010,mol2vec,3285317445
330,10101010,mol2vec,773607102
331,10101010,mol2vec,2284773903
332,10101010,mol2vec,2849741637
333,10101010,mol2vec,3909974435
334,10101010,mol2vec,4066851934
335,10101010,mol2vec,3004333805
336,10101010,mol2vec,4066943324
337,10101010,mol2vec,1677974357
338,10101010,mol2vec,1505769767
339,10101010,mol2vec,2198671991
340,10101010,mol2vec,52071157
341,10101010,mol2vec,913310822
342,10101010,mol2vec,2747850234
343,10101010,mol2vec,3565163784
344,10101010,mol2vec,3273018953
345,10101010,mol2vec,658405899
346,10101010,mol2vec,980020035
347,10101010,mol2vec,2394338241
348,10101010,mol2vec,495977886
349,10101010,mol2vec,3534789554
350,10101010,mol2vec,3254486562
351,10101010,mol2vec,1642797161
352,10101010,mol2vec,692277943
353,10101010,mol2vec,3046580772
354,10101010,mol2vec,1914229733
355,10101010,mol2vec,3859993750
356,10101010,mol2vec,1634017026
357,10101010,mol2vec,1932106328
358,10101010,mol2vec,3042542132
359,10101010,mol2vec,3995047843
360,10101010,mol2vec,3151378920
361,10101010,mol2vec,3534637918
362,10101010,mol2vec,806369437
363,10101010,mol2vec,2971716993
364,10101010,mol2vec,4229088015
365,10101010,mol2vec,3877107898
366,10101010,mol2vec,1515970817
367,10101010,mol2vec,2175220748
368,10101010,mol2vec,4065760512
369,10101010,mol2vec,3808467027
370,10101010,mol2vec,3319544194
371,10101010,mol2vec,2215059400
372,10101010,mol2vec,1506997381
373,10101010,mol2vec,2361265913
374,10101010,mol2vec,3124242557
375,10101010,mol2vec,1307265339
376,10101010,mol2vec,1119453705
377,10101010,mol2vec,165163115
378,10101010,mol2vec,847336149
379,10101010,mol2vec,202055245
380,10101010,mol2vec,2447801009
381,10101010,mol2vec,472281497
382,10101010,mol2vec,3056423338
383,10101010,mol2vec,3269687291
384,10101010,mol2vec,592651569
385,10101010,mol2vec,352832185
386,10101010,mol2vec,2828561639
387,10101010,mol2vec,2473970882
388,10101010,mol2vec,580285428
389,10101010,mol2vec,1271688533
390,10101010,mol2vec,1517812882
391,10101010,mol2vec,3554022385
392,10101010,mol2vec,1163048604
393,10101010,mol2vec,3842433558
394,10101010,mol2vec,896690022
395,10101010,mol2vec,4160330003
396,10101010,mol2vec,2810421479
397,10101010,mol2vec,135980867
398,10101010,mol2vec,442195005
399,10101010,mol2vec,621690156
400,10101010,mol2vec,2474301835
401,10101010,mol2vec,3025629386
402,10101010,mol2vec,2424530656
403,10101010,mol2vec,1872210358
404,10101010,mol2vec,2576005379
405,10101010,mol2vec,1351825692
406,10101010,mol2vec,600377156
407,10101010,mol2vec,4038637638
408,10101010,mol2vec,2952211277
409,10101010,mol2vec,571945592
410,10101010,mol2vec,299970834
411,10101010,mol2vec,1796274886
412,10101010,mol2vec,1331092294
413,10101010,mol2vec,1461868315
414,10101010,mol2vec,495196161
415,10101010,mol2vec,3462728083
416,10101010,mol2vec,3574150615
417,10101010,mol2vec,257851290
418,10101010,mol2vec,4138040424
419,10101010,mol2vec,2295519362
420,10101010,mol2vec,2603173879
421,10101010,mol2vec,2245541727
422,10101010,mol2vec,622481563
423,10101010,mol2vec,4105069056
424,10101010,mol2vec,2355446912
425,10101010,mol2vec,452084301
426,10101010,mol2vec,501740513
427,10101010,mol2vec,612068687
428,10101010,mol2vec,1911841960
429,10101010,mol2vec,1534175580
430,10101010,mol2vec,3285213767
431,10101010,mol2vec,2403608906
432,10101010,mol2vec,215642972
433,10101010,mol2vec,3846829958
434,10101010,mol2vec,3917497376
435,10101010,mol2vec,3524473022
436,10101010,mol2vec,2296764637
437,10101010,mol2vec,3890026507
438,10101010,mol2vec,1187241316
439,10101010,mol2vec,3032734483
440,10101010,mol2vec,2827778408
441,10101010,mol2vec,3545353036
442,10101010,mol2vec,736731344
443,10101010,mol2vec,3210779416
444,10101010,mol2vec,715384634
445,10101010,mol2vec,340695070
446,10101010,mol2vec,1172911774
447,10101010,mol2vec,217554345
448,10101010,mol2vec,894436332
449,10101010,mol2vec,2814583100
450,10101010,mol2vec,3497668186
451,10101010,mol2vec,2577837950
452,10101010,mol2vec,849275503
453,10101010,mol2vec,1169352347
454,10101010,mol2vec,489054630
455,10101010,mol2vec,1736287034
456,10101010,mol2vec,2699298541
457,10101010,mol2vec,4073938295
458,10101010,mol2vec,1446633534
459,10101010,mol2vec,1614748561
460,10101010,mol2vec,530250207
461,10101010,mol2vec,176403689
462,10101010,mol2vec,1582607016
463,10101010,mol2vec,4044870164
464,10101010,mol2vec,2924008740
465,10101010,mol2vec,294811799
466,10101010,mol2vec,1585816122
467,10101010,mol2vec,1030083100
468,10101010,mol2vec,3011598321
469,10101010,mol2vec,3012865236
470,10101010,mol2vec,4274980665
471,10101010,mol2vec,2599973650
472,10101010,mol2vec,1614667981
473,10101010,mol2vec,2537154916
474,10101010,mol2vec,3847608821
475,10101010,mol2vec,2606734789
476,10101010,mol2vec,219592282
477,10101010,mol2vec,1186450153
478,10101010,mol2vec,1872073897
479,10101010,mol2vec,574181309
480,10101010,mol2vec,2349616923
481,10101010,mol2vec,87849052
482,10101010,mol2vec,1683958275
483,10101010,mol2vec,1583009052
484,10101010,mol2vec,762870563
485,10101010,mol2vec,2607238719
486,10101010,mol2vec,4206179036
487,10101010,mol2vec,460014894
488,10101010,mol2vec,3801147597
489,10101010,mol2vec,4278515623
490,10101010,mol2vec,4226364443
491,10101010,mol2vec,2610667886
492,10101010,mol2vec,82819147
493,10101010,mol2vec,1369588494
494,10101010,mol2vec,2855720289
495,10101010,mol2vec,215675288
496,10101010,mol2vec,729181080
497,10101010,mol2vec,1533809047
498,10101010,mol2vec,2360467803
499,10101010,mol2vec,1370310341
500,10101010,mol2vec,2214358924
501,10101010,mol2vec,3103858517
502,10101010,mol2vec,2459558207
503,10101010,mol2vec,922135558
504,10101010,mol2vec,905632147
505,10101010,mol2vec,3540401924
506,10101010,mol2vec,4018142848
507,10101010,mol2vec,2310395539
508,10101010,mol2vec,493201859
509,10101010,mol2vec,511022470
510,10101010,mol2vec,3103812183
511,10101010,mol2vec,1277452329
512,10101010,mol2vec,781917169
513,10101010,mol2vec,687728186
514,10101010,mol2vec,2654043257
515,10101010,mol2vec,1864772688
516,10101010,mol2vec,3475937304
517,10101010,mol2vec,3018557707
518,10101010,mol2vec,3640810760
519,10101010,mol2vec,1542631284
520,10101010,mol2vec,3562082033
521,10101010,mol2vec,853848766
522,10101010,mol2vec,2438709758
523,10101010,mol2vec,3010410747
524,10101010,mol2vec,3857801220
525,10101010,mol2vec,530246988
526,10101010,mol2vec,2562008222
527,10101010,mol2vec,103604070
528,10101010,mol2vec,2854428918
529,10101010,mol2vec,3120226937
530,10101010,mol2vec,602889953
531,10101010,mol2vec,3550810051
532,10101010,mol2vec,2196511550
533,10101010,mol2vec,4067252449
534,10101010,mol2vec,2402602004
535,10101010,mol2vec,2147572453
536,10101010,mol2vec,1167268241
537,10101010,mol2vec,3656132979
538,10101010,mol2vec,3121777292
539,10101010,mol2vec,3613186530
540,10101010,mol2vec,3296335394
541,10101010,mol2vec,62093196
542,10101010,mol2vec,600405749
543,10101010,mol2vec,2574917850
544,10101010,mol2vec,3212095877
545,10101010,mol2vec,1742403229
546,10101010,mol2vec,3065279093
547,10101010,mol2vec,3984347356
548,10101010,mol2vec,3496434313
549,10101010,mol2vec,3110205660
550,10101010,mol2vec,916396119
551,10101010,mol2vec,3304838262
552,10101010,mol2vec,459747996
553,10101010,mol2vec,537312464
554,10101010,mol2vec,1370731475
555,10101010,mol2vec,2817491392
556,10101010,mol2vec,1316753536
557,10101010,mol2vec,1448829206
558,10101010,mol2vec,854632749
559,10101010,mol2vec,1350205442
560,10101010,mol2vec,1463184022
561,10101010,mol2vec,3908918996
562,10101010,mol2vec,2592785365
563,10101010,mol2vec,1389140885
564,10101010,mol2vec,2184261626
565,10101010,mol2vec,3334877045
566,10101010,mol2vec,3992738647
567,10101010,mol2vec,1614704303
568,10101010,mol2vec,2083211117
569,10101010,mol2vec,3079523039
570,10101010,mol2vec,3460130149
571,10101010,mol2vec,1362425715
572,10101010,mol2vec,3831231523
573,10101010,mol2vec,575804522
574,10101010,mol2vec,645463207
575,10101010,mol2vec,1582611257
576,10101010,mol2vec,73745272
577,10101010,mol2vec,1495702616
578,10101010,mol2vec,2648631664
579,10101010,mol2vec,446751770
580,10101010,mol2vec,2810318309
581,10101010,mol2vec,3416363438
582,10101010,mol2vec,605057056
583,10101010,mol2vec,412865162
584,10101010,mol2vec,1498572575
585,10101010,mol2vec,80979910
586,10101010,mol2vec,451685983
587,10101010,mol2vec,1797109758
588,10101010,mol2vec,1898153655
589,10101010,mol2vec,4002801397
590,10101010,mol2vec,1514213548
591,10101010,mol2vec,2350953170
592,10101010,mol2vec,3360470737
593,10101010,mol2vec,3098934668
594,10101010,mol2vec,3033027238
595,10101010,mol2vec,3232361348
596,10101010,mol2vec,1979131117
597,10101010,mol2vec,3005981942
598,10101010,mol2vec,4067145187
599,10101010,mol2vec,1187730664
600,10101010,mol2vec,3008859944
601,10101010,mol2vec,136615304
602,10101010,mol2vec,1735424888
603,10101010,mol2vec,3090652201
604,10101010,mol2vec,1581998710
605,10101010,mol2vec,1382479327
606,10101010,mol2vec,2280464758
607,10101010,mol2vec,2053761549
608,10101010,mol2vec,3801425767
609,10101010,mol2vec,434045476
610,10101010,mol2vec,2064774207
611,10101010,mol2vec,1612788349
612,10101010,mol2vec,231714826
613,10101010,mol2vec,1462241120
614,10101010,mol2vec,20831399
615,10101010,mol2vec,3995506898
616,10101010,mol2vec,2643421010
617,10101010,mol2vec,3872837863
618,10101010,mol2vec,896566896
619,10101010,mol2vec,3094365125
0,10101010,parallel,C=C
1,10101010,parallel,CC
2,10101010,parallel,C1=CCNCC1
3,10101010,parallel,CO
4,10101010,parallel,C
5,10101010,parallel,C=O
6,10101010,parallel,CN
7,10101010,parallel,C1=CC=CC=C1
8,10101010,parallel,C1=CC=NC=C1
9,10101010,parallel,N
10,10101010,parallel,C1=CN=CC=N1
11,10101010,parallel,C1=C[NH]C=N1
12,10101010,parallel,C1=CNCNC1
13,10101010,parallel,C1=COCC1
14,10101010,parallel,C1=N[NH]N=N1
15,10101010,parallel,C1=CCOCC1
16,10101010,parallel,C1=CCCC=C1
17,10101010,parallel,C1=COCCC1
18,10101010,parallel,C1=COC=C1
19,10101010,parallel,C1COCN1
20,10101010,parallel,C1=C[NH]N=C1
21,10101010,parallel,C1=NCCN1
22,10101010,parallel,C1=CON=C1
23,10101010,parallel,C1=NCCCN1
24,10101010,parallel,C1CCCNCC1
25,10101010,parallel,C1=C[NH]C=C1
26,10101010,parallel,C1=NNCCC1
27,10101010,parallel,C1=CNCC1
28,10101010,parallel,NN
29,10101010,parallel,C1=NON=C1
30,10101010,parallel,C1=NCCCO1
31,10101010,parallel,C1=CN=CNC1
32,10101010,parallel,C1=NC=NN=C1
33,10101010,parallel,C1CCNC1
34,10101010,parallel,C1=N[NH]C=N1
35,10101010,parallel,C1=CCNN=C1
36,10101010,parallel,C1=CCNC=C1
37,10101010,parallel,C1=C[NH]N=N1
38,10101010,parallel,C1CNN=N1
39,10101010,parallel,C1=CNC=NC1
40,10101010,parallel,C1=CN=CN=C1
41,10101010,parallel,C1=N[NH]N=C1
42,10101010,parallel,C1=NOC=N1
43,10101010,parallel,C1=CNCN=C1
44,10101010,parallel,C1=CCOC=C1
45,10101010,parallel,C1=CCCN=C1
46,10101010,parallel,C1=NC=NC=N1
47,10101010,parallel,C1=NN=N[NH]1
48,10101010,parallel,C1=NCCN=C1
49,10101010,parallel,C1CNCNC1
50,10101010,parallel,C1=CNCCC1
51,10101010,parallel,C1=NCCNC1
52,10101010,parallel,C1=CN=COC1
53,10101010,parallel,C1=NNCN1
54,10101010,parallel,C1=NNCC1
55,10101010,parallel,C1=NNCCN1
56,10101010,parallel,C1=CNNC1
57,10101010,parallel,C1=NC=NCN1
58,10101010,parallel,C1=CNCN=N1
59,10101010,parallel,C1CNCN1
60,10101010,parallel,C1=NC=NCC1
61,10101010,parallel,C1=CCC=CC1
62,10101010,parallel,C1=CNCN1
63,10101010,parallel,C1=NN=CO1
64,10101010,parallel,C1=NCCO1
65,10101010,parallel,C1=CNCCN1
66,10101010,parallel,C1=COC=CC1
67,10101010,parallel,C1=CNC=CC1
68,10101010,parallel,C1=COC=N1
69,10101010,parallel,C=N
70,10101010,parallel,C1=NN=CNC1
71,10101010,parallel,C1=NN=C[NH]1
72,10101010,parallel,C1=COCN1
73,10101010,parallel,C1CNCCN1
74,10101010,parallel,C1=CNCC=N1
75,10101010,parallel,C1CCNNC1
76,10101010,parallel,C1NN=NN1
77,10101010,parallel,C1=CN=CCC1
78,10101010,parallel,C1CN=NNC1
79,10101010,parallel,C1=NNCNC1
80,10101010,parallel,C1=NNCO1
81,10101010,parallel,C1=CN=NC=C1
82,10101010,parallel,C1=NOCC1
83,10101010,parallel,NO
84,10101010,parallel,C1=CNN=CC1
85,10101010,parallel,C1=CC=NN=C1
86,10101010,parallel,C1CCOC1
87,10101010,parallel,C1=NN=CCC1
88,10101010,parallel,C1=NCNCC1
89,10101010,parallel,C1=NOCN1
90,10101010,parallel,C1=CN=NCC1
91,10101010,parallel,C1=NCNN=C1
92,10101010,parallel,C1CNNC1
93,10101010,parallel,C1CNCOC1
94,10101010,parallel,C1=CNNCC1
95,10101010,parallel,C1=CC=CCC=C1
96,10101010,parallel,C1=CCNC1
97,10101010,parallel,C1CCNCC1
98,10101010,parallel,C1=CONC1
0,11000011,mol2vec,2246728737
1,11000011,mol2vec,422715066
2,11000011,mol2vec,3217380708
3,11000011,mol2vec,4036277955
4,11000011,mol2vec,3218693969
5,11000011,mol2vec,994485099
6,11000011,mol2vec,87849052
7,11000011,mol2vec,847957139
8,11000011,mol2vec,1083852209
9,11000011,mol2vec,2092489639
10,11000011,mol2vec,4212936508
11,11000011,mol2vec,2295519362
12,11000011,mol2vec,2041434490
13,11000011,mol2vec,1100037548
14,11000011,mol2vec,725322217
15,11000011,mol2vec,2237323775
16,11000011,mol2vec,3351556771
17,11000011,mol2vec,1791271074
18,11000011,mol2vec,1976356906
19,11000011,mol2vec,1842114921
20,11000011,mol2vec,3981762496
21,11000011,mol2vec,2968968094
22,11000011,mol2vec,1276993226
23,11000011,mol2vec,2142032900
24,11000011,mol2vec,2435680164
25,11000011,mol2vec,3657471097
26,11000011,mol2vec,2975126068
27,11000011,mol2vec,2269473515
28,11000011,mol2vec,1026928756
29,11000011,mol2vec,1271691605
30,11000011,mol2vec,2245384272
31,11000011,mol2vec,864365306
32,11000011,mol2vec,3777243454
33,11000011,mol2vec,3458774156
34,11000011,mol2vec,2010446245
35,11000011,mol2vec,662595032
36,11000011,mol2vec,2803848648
37,11000011,mol2vec,1101907775
38,11000011,mol2vec,3182824521
39,11000011,mol2vec,951226070
40,11000011,mol2vec,98513984
41,11000011,mol2vec,3820826669
42,11000011,mol2vec,2353112200
43,11000011,mol2vec,3982076256
44,11000011,mol2vec,54936104
45,11000011,mol2vec,1792562719
46,11000011,mol2vec,3596485316
47,11000011,mol2vec,847961216
48,11000011,mol2vec,3028039221
49,11000011,mol2vec,2976033787
50,11000011,mol2vec,623728226
51,11000011,mol2vec,2117068077
52,11000011,mol2vec,3288032115
53,11000011,mol2vec,913310822
54,11000011,mol2vec,3542456614
55,11000011,mol2vec,618671879
56,11000011,mol2vec,553412256
57,11000011,mol2vec,136366266
58,11000011,mol2vec,222023415
59,11000011,mol2vec,4282315164
60,11000011,mol2vec,963029399
61,11000011,mol2vec,829754261
62,11000011,mol2vec,3046580772
63,11000011,mol2vec,3457964313
64,11000011,mol2vec,540046244
65,11000011,mol2vec,3044751281
66,11000011,mol2vec,2592252298
67,11000011,mol2vec,808416955
68,11000011,mol2vec,1078276907
69,11000011,mol2vec,970433791
70,11000011,mol2vec,2617658656
71,11000011,mol2vec,517457164
72,11000011,mol2vec,4093258568
73,11000011,mol2vec,2132511834
74,11000011,mol2vec,3510196525
75,11000011,mol2vec,3593971783
76,11000011,mol2vec,741451336
77,11000011,mol2vec,837609649
78,11000011,mol2vec,203749390
79,11000011,mol2vec,2434373675
80,11000011,mol2vec,1824088295
81,11000011,mol2vec,1228815484
82,11000011,mol2vec,1858577693
83,11000011,mol2vec,4095742117
84,11000011,mol2vec,2718013753
85,11000011,mol2vec,1187730664
86,11000011,mol2vec,3776905034
87,11000011,mol2vec,3120642300
88,11000011,mol2vec,1173125914
89,11000011,mol2vec,3624155
90,11000011,mol2vec,4280659919
91,11000011,mol2vec,2181918679
92,11000011,mol2vec,3999097472
93,11000011,mol2vec,356132508
94,11000011,mol2vec,3222479286
95,11000011,mol2vec,1791250428
96,11000011,mol2vec,592593828
97,11000011,mol2vec,848128881
