id20107	CO,CO,C1=CC=CC=C1,CC,C,CC,C1=CC=CC=C1,CF
id20107	C#C,CC,C,CC,C1=CC=CC=C1,CO,CO
id20107	C#C,CC,C,CC,C1=CC=CC=C1,CF
id20107	CO,C,CC,C1=CC=CC=C1,CO,CO
id20107	CO,C,CC,C1=CC=CC=C1,CF
id20107	C#C,CC,C,CO
id53217	C#C,CC,CO,CO,C1=CC=CC=C1,CC,CO
id53217	C#C,CC,CO,CO,C1=CC=CC=C1,CO,CO
id53217	C#C,CC,CO,CO,C1=CC=CC=C1,CBr
id53217	CO,CC,C1=CC=CC=C1,CO,CO
id53217	CBr,C1=CC=CC=C1,CC,CO
id53217	CBr,C1=CC=CC=C1,CO,CO
id53229	C#C,CC,CO,CO,C1=CC=CC=C1,CC,CO
id53229	C#C,CC,CO,CO,C1=CC=CC=C1,CBr
id53229	C#C,CC,CO,CO,C1=CC=CC=C1,CBr
id53229	CBr,C1=CC=CC=C1,CC,CO
id53229	CBr,C1=CC=CC=C1,CC,CO
id53229	CBr,C1=CC=CC=C1,CBr
id53232	C#C,CC,CO,CO,C1=CC=CC=C1,CO,CO,CC
id53232	C#C,CC,CO,CO,C1=CC=CC=C1,CC,CO
id53232	C#C,CC,CO,CO,C1=CC=CC=C1,CBr
id53232	CO,CC,C1=CC=CC=C1,CO,CO,CC
id53232	CBr,C1=CC=CC=C1,CO,CO,CC
id53232	CBr,C1=CC=CC=C1,CC,CO
id55083	CC,C,CC,C#C,CC,C,CC,C,CF
id55083	CC,C,CC,C#C,CC,C,CC,C,CF
id55083	CC,C,CC,C#C,CC,C,CC,C,CF
id55083	CC,C,CC,C#C,CC,C,CC,C,CF
id55083	CC,C,CC,C#C,CC,C,CC,C,CF
id55083	CC,C,CC,C#C,CC,C,CC,C,CF
id55083	CO,C,CC,C#C,CC,C,CC,C,CF
id55083	CO,C,CC,C#C,CC,C,CC,C,CF
id55083	CO,C,CC,C#C,CC,C,CC,C,CF
id55083	CC,C,CC,C#C,CC,C,CC,C1=CC=CC=C1
id55083	CC,C,CC,C#C,CC,C,CC,C1=CC=CC=C1
id55083	CO,C,CC,C#C,CC,C,CC,C1=CC=CC=C1
id55083	CC,C,CC,C#C,CC,C,CO
id55083	CC,C,CC,C#C,CC,C,CO
id55083	CO,C,CC,C#C,CC,C,CO
id55083	CF,C,CC,C,CC,C1=CC=CC=C1
id55083	CF,C,CC,C,CC,C1=CC=CC=C1
id55083	CF,C,CC,C,CC,C1=CC=CC=C1
id55083	CO,C,CC,C,CF
id55083	CO,C,CC,C,CF
id55083	CO,C,CC,C,CF
id55083	CO,C,CC,C1=CC=CC=C1
id55083	CC,C,CC
id55083	CC,C,CO
id55083	CC,C,CO
id55083	CF,C,CF
id55083	CF,C,CF
id55083	CF,C,CF
id62381	CC,C,CC,C#C,CC,C1=CC=CC=C1,CF
id62381	CC,C,CC,C#C,CC,C1=CC=CC=C1,CF
id62381	CC,C,CC,C#C,CC,C1=CC=CC=C1,CF
id62381	CC,C,CC,C#C,CC,C1=CC=CC=C1,CF
id62381	CC,C,CC,C#C,CC,C1=CC=CC=C1,CF
id62381	CC,C,CC,C#C,CC,C1=CC=CC=C1,CF
id62381	CC,C,CC,C#C,CC,C1=CC=CC=C1,CF
id62381	CC,C,CC,C#C,CC,C1=CC=CC=C1,CF
id62381	CC,C,CC,C#C,CC,C1=CC=CC=C1,CF
id62381	CC,C,CC,C#C,CC,C1=CC=CC=C1,CF
id62381	CO,C,CC,C#C,CC,C1=CC=CC=C1,CF
id62381	CO,C,CC,C#C,CC,C1=CC=CC=C1,CF
id62381	CO,C,CC,C#C,CC,C1=CC=CC=C1,CF
id62381	CO,C,CC,C#C,CC,C1=CC=CC=C1,CF
id62381	CO,C,CC,C#C,CC,C1=CC=CC=C1,CF
id62381	CF,C1=CC=CC=C1,CF
id62381	CF,C1=CC=CC=C1,CF
id62381	CF,C1=CC=CC=C1,CF
id62381	CF,C1=CC=CC=C1,CF
id62381	CF,C1=CC=CC=C1,CF
id62381	CF,C1=CC=CC=C1,CF
id62381	CF,C1=CC=CC=C1,CF
id62381	CF,C1=CC=CC=C1,CF
id62381	CF,C1=CC=CC=C1,CF
id62381	CF,C1=CC=CC=C1,CF
id62381	CC,C,CC
id62381	CC,C,CO
id62381	CC,C,CO
id64416	C#C,CC,CO,CO,C1=CC=CC=C1,CO,CO,CC
id64416	C#C,CC,CO,CO,C1=CC=CC=C1,CC,CO
id64416	C#C,CC,CO,CO,C1=CC=CC=C1,CBr
id64416	CO,CC,C1=CC=CC=C1,CO,CO,CC
id64416	CBr,C1=CC=CC=C1,CO,CO,CC
id64416	CBr,C1=CC=CC=C1,CC,CO
id64431	C#C,CC,CO,CO,C1=CC=CC=C1,CC,CO
id64431	C#C,CC,CO,CO,C1=CC=CC=C1,CO,CO
id64431	C#C,CC,CO,CO,C1=CC=CC=C1,CBr
id64431	CO,CC,C1=CC=CC=C1,CO,CO
id64431	CBr,C1=CC=CC=C1,CC,CO
id64431	CBr,C1=CC=CC=C1,CO,CO
id82044	CO,CC,C#C,CC,C,CC,C1=CC=CC=C1,CF
id82044	CO,CC,C#C,CC,C,CC,C1=CC=CC=C1,CF
id82044	CF,C1=CC=CC=C1,CC,C,CC,C1=CC=CC=C1,CF
id82044	CO,CC,C#C,CC,C,CO
id82044	CO,C,CC,C1=CC=CC=C1,CF
id82044	CO,C,CC,C1=CC=CC=C1,CF
id298612	CC,C,CC,C#C,CC,C1=CC=CC=C1,CC,C#C,CC,C,CC
id298612	CC,C,CC,C#C,CC,C1=CC=CC=C1,CC,C#C,CC,C,CC
id298612	CC,C,CC,C#C,CC,C1=CC=CC=C1,CC,C#C,CC,C,CO
id298612	CC,C,CC,C#C,CC,C1=CC=CC=C1,CC,C#C,CC,C,CC
id298612	CC,C,CC,C#C,CC,C1=CC=CC=C1,CC,C#C,CC,C,CC
id298612	CC,C,CC,C#C,CC,C1=CC=CC=C1,CC,C#C,CC,C,CO
id298612	CO,C,CC,C#C,CC,C1=CC=CC=C1,CC,C#C,CC,C,CC
id298612	CO,C,CC,C#C,CC,C1=CC=CC=C1,CC,C#C,CC,C,CC
id298612	CO,C,CC,C#C,CC,C1=CC=CC=C1,CC,C#C,CC,C,CO
id298612	CC,C,CC,C#C,CC,C1=CC=CC=C1,CF
id298612	CC,C,CC,C#C,CC,C1=CC=CC=C1,CF
id298612	CC,C,CC,C#C,CC,C1=CC=CC=C1,CF
id298612	CC,C,CC,C#C,CC,C1=CC=CC=C1,CF
id298612	CC,C,CC,C#C,CC,C1=CC=CC=C1,CF
id298612	CC,C,CC,C#C,CC,C1=CC=CC=C1,CF
id298612	CC,C,CC,C#C,CC,C1=CC=CC=C1,CF
id298612	CC,C,CC,C#C,CC,C1=CC=CC=C1,CF
id298612	CO,C,CC,C#C,CC,C1=CC=CC=C1,CF
id298612	CO,C,CC,C#C,CC,C1=CC=CC=C1,CF
id298612	CO,C,CC,C#C,CC,C1=CC=CC=C1,CF
id298612	CO,C,CC,C#C,CC,C1=CC=CC=C1,CF
id298612	CF,C1=CC=CC=C1,CC,C#C,CC,C,CC
id298612	CF,C1=CC=CC=C1,CC,C#C,CC,C,CC
id298612	CF,C1=CC=CC=C1,CC,C#C,CC,C,CO
id298612	CF,C1=CC=CC=C1,CC,C#C,CC,C,CC
id298612	CF,C1=CC=CC=C1,CC,C#C,CC,C,CC
