,class_id,model_type,fragment,count,freq
105,11000011,mol2vec,458993620,53900,0.0007857982951121917
282,10101010,mol2vec,2542264270,2657,3.873591966814645e-05
494,11000011,mol2vec,2542264270,2657,3.873591966814645e-05
283,10101010,mol2vec,828793177,20993,0.00030605312818720296
284,10101010,mol2vec,2687950697,18621,0.0002714721716750301
166,11000011,mol2vec,2687950697,18621,0.0002714721716750301
285,10101010,mol2vec,3308404410,18187,0.0002651449646234774
116,11000011,mol2vec,3308404410,18187,0.0002651449646234774
286,10101010,mol2vec,1803337813,4247,6.191624043305154e-05
321,11000011,mol2vec,1803337813,4247,6.191624043305154e-05
287,10101010,mol2vec,4282315164,20964,0.0003056303424625601
59,11000011,mol2vec,4282315164,20964,0.0003056303424625601
288,10101010,mol2vec,725322217,43802,0.0006385813900279077
14,11000011,mol2vec,725322217,43802,0.0006385813900279077
289,10101010,mol2vec,UNK,2505,3.651993931829388e-05
195,11000011,mol2vec,UNK,2505,3.651993931829388e-05
42,110110,mol2vec,UNK,2505,3.651993931829388e-05
290,10101010,mol2vec,4176672235,116,1.6911428985716928e-06
291,10101010,mol2vec,3304582332,6454,9.409169196018711e-05
292,10101010,mol2vec,3798139026,4542,6.621699176993646e-05
258,11000011,mol2vec,3798139026,4542,6.621699176993646e-05
293,10101010,mol2vec,1349051879,89,1.29751481011104e-06
294,10101010,mol2vec,4003054055,5247,7.649505852418683e-05
56,110110,mol2vec,4003054055,5247,7.649505852418683e-05
295,10101010,mol2vec,4022712435,2554,3.723430140475951e-05
296,10101010,mol2vec,4036774035,11243,0.00016390965179863398
297,10101010,mol2vec,2637439965,13689,0.00019956944084955087
298,10101010,mol2vec,4223976160,4073,5.9379526085194005e-05
299,10101010,mol2vec,4022716898,6014,8.767701200008759e-05
300,10101010,mol2vec,1506192421,2715,3.958149111743229e-05
301,10101010,mol2vec,340640331,462,6.735413958104501e-06
302,10101010,mol2vec,876651869,3714,5.414573039047644e-05
206,11000011,mol2vec,876651869,3714,5.414573039047644e-05
303,10101010,mol2vec,773712949,5936,8.653986418897904e-05
304,10101010,mol2vec,2807496773,9114,0.00013287134808260696
305,10101010,mol2vec,3696389118,1844,2.688334056005346e-05
306,10101010,mol2vec,2410099666,1688,2.4609044937836358e-05
307,10101010,mol2vec,839604161,602,8.77644849086344e-06
308,10101010,mol2vec,2327113268,3582,5.222132640244658e-05
309,10101010,mol2vec,900670219,604,8.80560612704571e-06
310,10101010,mol2vec,1796784588,6429,9.372722150790873e-05
311,10101010,mol2vec,2036328569,22019,0.0003210109955487078
312,10101010,mol2vec,3585958780,5950,8.674396764225493e-05
363,11000011,mol2vec,3585958780,5950,8.674396764225493e-05
313,10101010,mol2vec,270833924,265,3.86338679415085e-06
314,10101010,mol2vec,1239948680,874,1.2741887011652238e-05
262,11000011,mol2vec,1239948680,874,1.2741887011652238e-05
315,10101010,mol2vec,3999116598,1234,1.799026152446094e-05
316,10101010,mol2vec,253234136,309,4.504854790160802e-06
317,10101010,mol2vec,3662562115,29844,0.00043509024711184136
318,10101010,mol2vec,4157438804,741,1.0802904205531244e-05
319,10101010,mol2vec,1467778651,30985,0.0004517246785538267
260,11000011,mol2vec,1467778651,30985,0.0004517246785538267
320,10101010,mol2vec,1626281205,13152,0.00019174061553461124
321,10101010,mol2vec,1255626466,24826,0.0003619337379305245
394,11000011,mol2vec,1255626466,24826,0.0003619337379305245
322,10101010,mol2vec,1506993418,9819,0.00014314941483685735
323,10101010,mol2vec,2903607685,588,8.572345037587547e-06
324,10101010,mol2vec,826682052,7516,0.00010957439677297279
325,10101010,mol2vec,1704599822,5295,7.719484179256132e-05
326,10101010,mol2vec,144568923,6973,0.00010165809854948633
327,10101010,mol2vec,592655526,22677,0.0003306038578526748
328,10101010,mol2vec,845764036,10640,0.0001551186244896794
435,11000011,mol2vec,845764036,10640,0.0001551186244896794
329,10101010,mol2vec,3285317445,5262,7.671374079555386e-05
330,10101010,mol2vec,773607102,14892,0.00021710775901318663
255,11000011,mol2vec,773607102,14892,0.00021710775901318663
331,10101010,mol2vec,2284773903,23788,0.0003468009247519261
257,11000011,mol2vec,2284773903,23788,0.0003468009247519261
332,10101010,mol2vec,2849741637,13148,0.0001916823002622467
32,110110,mol2vec,2849741637,13148,0.0001916823002622467
333,10101010,mol2vec,3909974435,8856,0.00012911001301509406
17,110110,mol2vec,3909974435,8856,0.00012911001301509406
334,10101010,mol2vec,4066851934,5327,7.766136397147765e-05
335,10101010,mol2vec,3004333805,10984,0.00016013373791302994
264,11000011,mol2vec,3004333805,10984,0.00016013373791302994
336,10101010,mol2vec,4066943324,2895,4.2205678373836644e-05
263,11000011,mol2vec,4066943324,2895,4.2205678373836644e-05
337,10101010,mol2vec,1677974357,6463,9.422290132300733e-05
338,10101010,mol2vec,1505769767,3292,4.799346915601735e-05
347,11000011,mol2vec,1505769767,3292,4.799346915601735e-05
77,110110,mol2vec,1505769767,3292,4.799346915601735e-05
339,10101010,mol2vec,2198671991,2976,4.33865626392186e-05
340,10101010,mol2vec,52071157,237,3.455179887599062e-06
341,10101010,mol2vec,913310822,19566,0.00028524915477115293
53,11000011,mol2vec,913310822,19566,0.00028524915477115293
342,10101010,mol2vec,2747850234,5655,8.244321630537003e-05
367,11000011,mol2vec,2747850234,5655,8.244321630537003e-05
343,10101010,mol2vec,3565163784,5767,8.407604393157718e-05
344,10101010,mol2vec,3273018953,5628,8.204958821690937e-05
315,11000011,mol2vec,3273018953,5628,8.204958821690937e-05
345,10101010,mol2vec,658405899,154,2.2451379860348336e-06
346,10101010,mol2vec,980020035,4024,5.866516399872838e-05
347,10101010,mol2vec,2394338241,438,6.3855223239172535e-06
348,10101010,mol2vec,495977886,830,1.2100419015642285e-05
349,10101010,mol2vec,3534789554,250,3.6447045227838207e-06
350,10101010,mol2vec,3254486562,24117,0.00035159735590390963
351,10101010,mol2vec,1642797161,1478,2.1547493138697946e-05
352,10101010,mol2vec,692277943,15276,0.00022270602516018256
248,11000011,mol2vec,692277943,15276,0.00022270602516018256
353,10101010,mol2vec,3046580772,4909,7.15674180093831e-05
62,11000011,mol2vec,3046580772,4909,7.15674180093831e-05
354,10101010,mol2vec,1914229733,3927,5.725101864388826e-05
447,11000011,mol2vec,1914229733,3927,5.725101864388826e-05
355,10101010,mol2vec,3859993750,430,6.268891779188172e-06
356,10101010,mol2vec,1634017026,295,4.300751336884908e-06
357,10101010,mol2vec,1932106328,3700,5.394162693720054e-05
159,11000011,mol2vec,1932106328,3700,5.394162693720054e-05
358,10101010,mol2vec,3042542132,8375,0.00012209760151325798
111,11000011,mol2vec,3042542132,8375,0.00012209760151325798
359,10101010,mol2vec,3995047843,2668,3.889628666714894e-05
360,10101010,mol2vec,3151378920,18073,0.00026348297936108794
361,10101010,mol2vec,3534637918,3479,5.0719708139059645e-05
511,11000011,mol2vec,3534637918,3479,5.0719708139059645e-05
362,10101010,mol2vec,806369437,11490,0.0001675106198671444
368,11000011,mol2vec,806369437,11490,0.0001675106198671444
363,10101010,mol2vec,2971716993,23898,0.00034840459474195097
191,11000011,mol2vec,2971716993,23898,0.00034840459474195097
364,10101010,mol2vec,4229088015,5443,7.935250687004935e-05
365,10101010,mol2vec,3877107898,5746,8.376988875166333e-05
366,10101010,mol2vec,1515970817,4488,6.542973559301514e-05
172,11000011,mol2vec,1515970817,4488,6.542973559301514e-05
367,10101010,mol2vec,2175220748,4801,6.999290565554049e-05
171,11000011,mol2vec,2175220748,4801,6.999290565554049e-05
368,10101010,mol2vec,4065760512,8418,0.00012272449069117682
369,10101010,mol2vec,3808467027,11469,0.00016720446468723057
173,11000011,mol2vec,3808467027,11469,0.00016720446468723057
370,10101010,mol2vec,3319544194,3852,5.615760728705311e-05
371,10101010,mol2vec,2215059400,19088,0.0002782804797235903
72,110110,mol2vec,2215059400,19088,0.0002782804797235903
372,10101010,mol2vec,1506997381,93,1.3558300824755813e-06
373,10101010,mol2vec,2361265913,1870,2.726238983042298e-05
374,10101010,mol2vec,3124242557,3322,4.843083369875141e-05
375,10101010,mol2vec,1307265339,5046,7.356471608786864e-05
311,11000011,mol2vec,1307265339,5046,7.356471608786864e-05
376,10101010,mol2vec,1119453705,398,5.802369600271842e-06
377,10101010,mol2vec,165163115,8,1.1663054472908227e-07
378,10101010,mol2vec,847336149,4523,6.593999422620488e-05
379,10101010,mol2vec,202055245,38,5.539950874631408e-07
380,10101010,mol2vec,2447801009,6,8.747290854681169e-08
381,10101010,mol2vec,472281497,6288,9.167160815705866e-05
143,11000011,mol2vec,472281497,6288,9.167160815705866e-05
382,10101010,mol2vec,3056423338,210,3.061551799138409e-06
383,10101010,mol2vec,3269687291,230,3.353128160961115e-06
384,10101010,mol2vec,592651569,3695,5.386873284674487e-05
385,10101010,mol2vec,352832185,1415,2.0629027598956424e-05
100,11000011,mol2vec,352832185,1415,2.0629027598956424e-05
386,10101010,mol2vec,2828561639,7654,0.00011158627366954945
369,11000011,mol2vec,2828561639,7654,0.00011158627366954945
387,10101010,mol2vec,2473970882,3152,4.5952434623258413e-05
496,11000011,mol2vec,2473970882,3152,4.5952434623258413e-05
388,10101010,mol2vec,580285428,200,2.9157636182270566e-06
389,10101010,mol2vec,1271688533,2741,3.996054038780181e-05
126,11000011,mol2vec,1271688533,2741,3.996054038780181e-05
390,10101010,mol2vec,1517812882,306,4.461118335887396e-06
391,10101010,mol2vec,3554022385,74692,0.0010889210808630765
392,10101010,mol2vec,1163048604,7529,0.00010976392140815755
152,11000011,mol2vec,1163048604,7529,0.00010976392140815755
393,10101010,mol2vec,3842433558,1931,2.815169773398223e-05
394,10101010,mol2vec,896690022,262,3.819650339877444e-06
395,10101010,mol2vec,4160330003,10613,0.00015472499640121877
419,11000011,mol2vec,4160330003,10613,0.00015472499640121877
396,10101010,mol2vec,2810421479,10986,0.00016016289554921222
397,10101010,mol2vec,135980867,12264,0.0001787946250696831
75,110110,mol2vec,135980867,12264,0.0001787946250696831
398,10101010,mol2vec,442195005,4299,6.267433897379058e-05
399,10101010,mol2vec,621690156,5456,7.95420315052341e-05
250,11000011,mol2vec,621690156,5456,7.95420315052341e-05
400,10101010,mol2vec,2474301835,2092,3.049888744665501e-05
443,11000011,mol2vec,2474301835,2092,3.049888744665501e-05
401,10101010,mol2vec,3025629386,4083,5.952531426610536e-05
402,10101010,mol2vec,2424530656,4268,6.222239561296539e-05
403,10101010,mol2vec,1872210358,719,1.0482170207526268e-05
495,11000011,mol2vec,1872210358,719,1.0482170207526268e-05
404,10101010,mol2vec,2576005379,4706,6.860791793688264e-05
99,11000011,mol2vec,2576005379,4706,6.860791793688264e-05
405,10101010,mol2vec,1351825692,2526,3.6826094498207724e-05
406,10101010,mol2vec,600377156,8557,0.0001247509464058446
440,11000011,mol2vec,600377156,8557,0.0001247509464058446
407,10101010,mol2vec,4038637638,1962,2.8603641094807426e-05
408,10101010,mol2vec,2952211277,996,1.452050281877074e-05
409,10101010,mol2vec,571945592,2143,3.124240716930291e-05
526,11000011,mol2vec,571945592,2143,3.124240716930291e-05
410,10101010,mol2vec,299970834,573,8.353662766220517e-06
411,10101010,mol2vec,1796274886,6809,9.926717238254014e-05
352,11000011,mol2vec,1796274886,6809,9.926717238254014e-05
412,10101010,mol2vec,1331092294,3701,5.395620575529168e-05
516,11000011,mol2vec,1331092294,3701,5.395620575529168e-05
413,10101010,mol2vec,1461868315,442,6.443837596281795e-06
414,10101010,mol2vec,495196161,1310,1.909825169938722e-05
415,10101010,mol2vec,3462728083,2027,2.955126427073122e-05
416,10101010,mol2vec,3574150615,333,4.854746424348049e-06
417,10101010,mol2vec,257851290,1037,1.5118234360507289e-05
482,11000011,mol2vec,257851290,1037,1.5118234360507289e-05
418,10101010,mol2vec,4138040424,894,1.3033463373474943e-05
410,11000011,mol2vec,4138040424,894,1.3033463373474943e-05
419,10101010,mol2vec,2295519362,15953,0.00023257588500788116
11,11000011,mol2vec,2295519362,15953,0.00023257588500788116
420,10101010,mol2vec,2603173879,1773,2.5848244475582855e-05
421,10101010,mol2vec,2245541727,1410,2.0556133508500748e-05
422,10101010,mol2vec,622481563,1857,2.707286519523822e-05
235,11000011,mol2vec,622481563,1857,2.707286519523822e-05
423,10101010,mol2vec,4105069056,9369,0.00013658894669584646
424,10101010,mol2vec,2355446912,5270,7.683037134028294e-05
225,11000011,mol2vec,2355446912,5270,7.683037134028294e-05
425,10101010,mol2vec,452084301,98,1.4287241729312577e-06
426,10101010,mol2vec,501740513,161,2.3471897126727806e-06
427,10101010,mol2vec,612068687,6188,9.021372634794513e-05
280,11000011,mol2vec,612068687,6188,9.021372634794513e-05
428,10101010,mol2vec,1911841960,2645,3.856097385105282e-05
455,11000011,mol2vec,1911841960,2645,3.856097385105282e-05
429,10101010,mol2vec,1534175580,1128,1.64449068068006e-05
430,10101010,mol2vec,3285213767,1726,2.5163040025299497e-05
472,11000011,mol2vec,3285213767,1726,2.5163040025299497e-05
431,10101010,mol2vec,2403608906,1054,1.5366074268056587e-05
432,10101010,mol2vec,215642972,975,1.42143476388569e-05
370,11000011,mol2vec,215642972,975,1.42143476388569e-05
433,10101010,mol2vec,3846829958,1536,2.2393064587983793e-05
237,11000011,mol2vec,3846829958,1536,2.2393064587983793e-05
434,10101010,mol2vec,3917497376,2450,3.5718104323281444e-05
81,110110,mol2vec,3917497376,2450,3.5718104323281444e-05
435,10101010,mol2vec,3524473022,205,2.988657708682733e-06
436,10101010,mol2vec,2296764637,185,2.697081346860027e-06
437,10101010,mol2vec,3890026507,3401,4.95825603279511e-05
438,10101010,mol2vec,1187241316,5776,8.42072532943974e-05
439,10101010,mol2vec,3032734483,1627,2.3719737034277106e-05
527,11000011,mol2vec,3032734483,1627,2.3719737034277106e-05
440,10101010,mol2vec,2827778408,3609,5.261495449090723e-05
477,11000011,mol2vec,2827778408,3609,5.261495449090723e-05
441,10101010,mol2vec,3545353036,849,1.2377416559373855e-05
442,10101010,mol2vec,736731344,825,1.2027524925186607e-05
443,10101010,mol2vec,3210779416,852,1.2421153013647261e-05
444,10101010,mol2vec,715384634,1109,1.616790926306903e-05
445,10101010,mol2vec,340695070,3439,5.013655541541424e-05
446,10101010,mol2vec,1172911774,753,1.0977850022624869e-05
447,10101010,mol2vec,217554345,483,7.041569138018342e-06
448,10101010,mol2vec,894436332,5167,7.5328753076896e-05
345,11000011,mol2vec,894436332,5167,7.5328753076896e-05
449,10101010,mol2vec,2814583100,7091,0.00010337839908424029
71,110110,mol2vec,2814583100,7091,0.00010337839908424029
450,10101010,mol2vec,3497668186,3763,5.4860092476942065e-05
341,11000011,mol2vec,3497668186,3763,5.4860092476942065e-05
451,10101010,mol2vec,2577837950,4909,7.15674180093831e-05
297,11000011,mol2vec,2577837950,4909,7.15674180093831e-05
452,10101010,mol2vec,849275503,236,3.440601069507927e-06
453,10101010,mol2vec,1169352347,235,3.4260222514167913e-06
454,10101010,mol2vec,489054630,151,2.2014015317614275e-06
455,10101010,mol2vec,1736287034,638,9.301285942144311e-06
456,10101010,mol2vec,2699298541,2416,3.522242450818284e-05
457,10101010,mol2vec,4073938295,718,1.0467591389435132e-05
458,10101010,mol2vec,1446633534,4800,6.997832683744936e-05
337,11000011,mol2vec,1446633534,4800,6.997832683744936e-05
459,10101010,mol2vec,1614748561,3889,5.669702355642512e-05
460,10101010,mol2vec,530250207,312,4.5485912444342085e-06
461,10101010,mol2vec,176403689,550,8.018349950124406e-06
462,10101010,mol2vec,1582607016,3549,5.1740225405439115e-05
463,10101010,mol2vec,4044870164,207,3.0178153448650035e-06
464,10101010,mol2vec,2924008740,362,5.277532148990973e-06
465,10101010,mol2vec,294811799,112,1.6328276262071516e-06
466,10101010,mol2vec,1585816122,1472,2.1460020230151136e-05
343,11000011,mol2vec,1585816122,1472,2.1460020230151136e-05
467,10101010,mol2vec,1030083100,811,1.1823421471910714e-05
468,10101010,mol2vec,3011598321,2485,3.622836295647118e-05
469,10101010,mol2vec,3012865236,4221,6.153719116268203e-05
371,11000011,mol2vec,3012865236,4221,6.153719116268203e-05
470,10101010,mol2vec,4274980665,433,6.312628233461578e-06
471,10101010,mol2vec,2599973650,3888,5.668244473833398e-05
339,11000011,mol2vec,2599973650,3888,5.668244473833398e-05
472,10101010,mol2vec,1614667981,320,4.66522178916329e-06
473,10101010,mol2vec,2537154916,276,4.023753793153338e-06
474,10101010,mol2vec,3847608821,8534,0.0001244156335897485
265,11000011,mol2vec,3847608821,8534,0.0001244156335897485
475,10101010,mol2vec,2606734789,1582,2.3063690220176016e-05
476,10101010,mol2vec,219592282,64,9.330443578326581e-07
477,10101010,mol2vec,1186450153,690,1.0059384482883344e-05
478,10101010,mol2vec,1872073897,1260,1.8369310794830457e-05
479,10101010,mol2vec,574181309,1759,2.564414102230696e-05
480,10101010,mol2vec,2349616923,6397,9.32606993289924e-05
450,11000011,mol2vec,2349616923,6397,9.32606993289924e-05
481,10101010,mol2vec,87849052,1244,1.8136049705372292e-05
6,11000011,mol2vec,87849052,1244,1.8136049705372292e-05
482,10101010,mol2vec,1683958275,4906,7.15236815551097e-05
483,10101010,mol2vec,1583009052,4816,7.021158792690753e-05
448,11000011,mol2vec,1583009052,4816,7.021158792690753e-05
484,10101010,mol2vec,762870563,670,9.767808121060639e-06
485,10101010,mol2vec,2607238719,266,3.877965612241985e-06
486,10101010,mol2vec,4206179036,2189,3.191303280149513e-05
308,11000011,mol2vec,4206179036,2189,3.191303280149513e-05
487,10101010,mol2vec,460014894,115,1.6765640804805575e-06
488,10101010,mol2vec,3801147597,295,4.300751336884908e-06
489,10101010,mol2vec,4278515623,8305,0.00012107708424687852
490,10101010,mol2vec,4226364443,1022,1.4899552089140259e-05
491,10101010,mol2vec,2610667886,559,8.149559312944624e-06
492,10101010,mol2vec,82819147,501,7.303987863658777e-06
493,10101010,mol2vec,1369588494,4306,6.277639070042852e-05
454,11000011,mol2vec,1369588494,4306,6.277639070042852e-05
494,10101010,mol2vec,2855720289,1588,2.315116312872283e-05
349,11000011,mol2vec,2855720289,1588,2.315116312872283e-05
495,10101010,mol2vec,215675288,3548,5.1725646587347984e-05
480,11000011,mol2vec,215675288,3548,5.1725646587347984e-05
496,10101010,mol2vec,729181080,5595,8.15684872199019e-05
270,11000011,mol2vec,729181080,5595,8.15684872199019e-05
497,10101010,mol2vec,1533809047,873,1.2727308193561102e-05
498,10101010,mol2vec,2360467803,778,1.134232047490325e-05
334,11000011,mol2vec,2360467803,778,1.134232047490325e-05
499,10101010,mol2vec,1370310341,1492,2.175159659197384e-05
500,10101010,mol2vec,2214358924,919,1.3397933825753324e-05
501,10101010,mol2vec,3103858517,1409,2.0541554690409614e-05
502,10101010,mol2vec,2459558207,5559,8.104364976862103e-05
393,11000011,mol2vec,2459558207,5559,8.104364976862103e-05
503,10101010,mol2vec,922135558,755,1.1007007658807138e-05
420,11000011,mol2vec,922135558,755,1.1007007658807138e-05
504,10101010,mol2vec,905632147,714,1.0409276117070592e-05
505,10101010,mol2vec,3540401924,1735,2.5294249388119715e-05
506,10101010,mol2vec,4018142848,977,1.4243505275039171e-05
507,10101010,mol2vec,2310395539,2003,2.920137263654397e-05
508,10101010,mol2vec,493201859,718,1.0467591389435132e-05
509,10101010,mol2vec,511022470,617,8.99513076223047e-06
441,11000011,mol2vec,511022470,617,8.99513076223047e-06
510,10101010,mol2vec,3103812183,2959,4.3138722731669304e-05
500,11000011,mol2vec,3103812183,2959,4.3138722731669304e-05
511,10101010,mol2vec,1277452329,1543,2.249511631462174e-05
512,10101010,mol2vec,781917169,11570,0.00016867692531443522
513,10101010,mol2vec,687728186,2955,4.308040745930476e-05
514,10101010,mol2vec,2654043257,1521,2.2174382316616765e-05
515,10101010,mol2vec,1864772688,819,1.1940052016639796e-05
483,11000011,mol2vec,1864772688,819,1.1940052016639796e-05
516,10101010,mol2vec,3475937304,372,5.423320329902325e-06
474,11000011,mol2vec,3475937304,372,5.423320329902325e-06
517,10101010,mol2vec,3018557707,10,1.4578818091135282e-07
518,10101010,mol2vec,3640810760,124,1.807773443300775e-06
519,10101010,mol2vec,1542631284,5954,8.680228291461947e-05
7,110110,mol2vec,1542631284,5954,8.680228291461947e-05
520,10101010,mol2vec,3562082033,853,1.2435731831738395e-05
521,10101010,mol2vec,853848766,111,1.6182488081160165e-06
522,10101010,mol2vec,2438709758,1253,1.826725906819251e-05
523,10101010,mol2vec,3010410747,3269,4.765815633992124e-05
510,11000011,mol2vec,3010410747,3269,4.765815633992124e-05
524,10101010,mol2vec,3857801220,198,2.886605982044786e-06
525,10101010,mol2vec,530246988,1589,2.3165741946813963e-05
526,10101010,mol2vec,2562008222,634,9.242970669779769e-06
527,10101010,mol2vec,103604070,2094,3.052804508283728e-05
165,11000011,mol2vec,103604070,2094,3.052804508283728e-05
528,10101010,mol2vec,2854428918,1189,1.733421471035985e-05
504,11000011,mol2vec,2854428918,1189,1.733421471035985e-05
529,10101010,mol2vec,3120226937,347,5.058849877623943e-06
530,10101010,mol2vec,602889953,1344,1.959393151448582e-05
531,10101010,mol2vec,3550810051,1296,1.8894148246111326e-05
532,10101010,mol2vec,2196511550,387,5.642002601269355e-06
533,10101010,mol2vec,4067252449,218,3.1781823438674917e-06
534,10101010,mol2vec,2402602004,29,4.227857246429232e-07
535,10101010,mol2vec,2147572453,439,6.400101142008389e-06
536,10101010,mol2vec,1167268241,1660,2.420083803128457e-05
537,10101010,mol2vec,3656132979,412,6.006473053547737e-06
538,10101010,mol2vec,3121777292,171,2.4929778935841333e-06
539,10101010,mol2vec,3613186530,259,3.7759138856040383e-06
540,10101010,mol2vec,3296335394,466,6.793729230469041e-06
501,11000011,mol2vec,3296335394,466,6.793729230469041e-06
541,10101010,mol2vec,62093196,217,3.163603525776356e-06
542,10101010,mol2vec,600405749,3602,5.2512902764269286e-05
543,10101010,mol2vec,2574917850,37884,0.000552303944564569
544,10101010,mol2vec,3212095877,1091,1.5905490537428593e-05
545,10101010,mol2vec,1742403229,74,1.078832538744011e-06
546,10101010,mol2vec,3065279093,1257,1.832557434055705e-05
547,10101010,mol2vec,3984347356,3336,4.86349371520273e-05
325,11000011,mol2vec,3984347356,3336,4.86349371520273e-05
548,10101010,mol2vec,3496434313,2523,3.678235804393432e-05
415,11000011,mol2vec,3496434313,2523,3.678235804393432e-05
549,10101010,mol2vec,3110205660,934,1.3616616097120354e-05
550,10101010,mol2vec,916396119,1054,1.5366074268056587e-05
551,10101010,mol2vec,3304838262,1098,1.600754226406654e-05
552,10101010,mol2vec,459747996,628,9.155497761232957e-06
553,10101010,mol2vec,537312464,888,1.2945990464928132e-05
554,10101010,mol2vec,1370731475,584,8.514029765223005e-06
517,11000011,mol2vec,1370731475,584,8.514029765223005e-06
555,10101010,mol2vec,2817491392,230,3.353128160961115e-06
76,110110,mol2vec,2817491392,230,3.353128160961115e-06
556,10101010,mol2vec,1316753536,563,8.207874585309164e-06
557,10101010,mol2vec,1448829206,1574,2.2947059675446936e-05
558,10101010,mol2vec,854632749,643,9.374180032599987e-06
559,10101010,mol2vec,1350205442,74,1.078832538744011e-06
560,10101010,mol2vec,1463184022,105,1.5307758995692046e-06
561,10101010,mol2vec,3908918996,198,2.886605982044786e-06
562,10101010,mol2vec,2592785365,415,6.0502095078211425e-06
563,10101010,mol2vec,1389140885,324,4.723537061527831e-06
564,10101010,mol2vec,2184261626,248,3.61554688660155e-06
565,10101010,mol2vec,3334877045,2647,3.8590131487235096e-05
566,10101010,mol2vec,3992738647,1299,1.8937884700384734e-05
567,10101010,mol2vec,1614704303,262,3.819650339877444e-06
568,10101010,mol2vec,2083211117,9,1.3120936282021754e-07
569,10101010,mol2vec,3079523039,24,3.4989163418724676e-07
570,10101010,mol2vec,3460130149,329,4.796431151983508e-06
571,10101010,mol2vec,1362425715,470,6.8520445028335826e-06
572,10101010,mol2vec,3831231523,398,5.802369600271842e-06
573,10101010,mol2vec,575804522,217,3.163603525776356e-06
574,10101010,mol2vec,645463207,208,3.0323941629561386e-06
575,10101010,mol2vec,1582611257,712,1.038011848088832e-05
576,10101010,mol2vec,73745272,871,1.2698150557378831e-05
577,10101010,mol2vec,1495702616,854,1.245031064982953e-05
578,10101010,mol2vec,2648631664,81,1.1808842653819578e-06
579,10101010,mol2vec,446751770,1170,1.705721716662828e-05
580,10101010,mol2vec,2810318309,1334,1.944814333357447e-05
581,10101010,mol2vec,3416363438,30,4.373645427340585e-07
582,10101010,mol2vec,605057056,30,4.373645427340585e-07
583,10101010,mol2vec,412865162,190,2.769975437315704e-06
584,10101010,mol2vec,1498572575,1200,1.749458170936234e-05
273,11000011,mol2vec,1498572575,1200,1.749458170936234e-05
585,10101010,mol2vec,80979910,49,7.143620864656288e-07
586,10101010,mol2vec,451685983,56,8.164138131035758e-07
587,10101010,mol2vec,1797109758,407,5.93357896309206e-06
588,10101010,mol2vec,1898153655,250,3.6447045227838207e-06
493,11000011,mol2vec,1898153655,250,3.6447045227838207e-06
589,10101010,mol2vec,4002801397,46,6.70625632192223e-07
590,10101010,mol2vec,1514213548,81,1.1808842653819578e-06
591,10101010,mol2vec,2350953170,150,2.1868227136702924e-06
592,10101010,mol2vec,3360470737,213,3.1052882534118153e-06
593,10101010,mol2vec,3098934668,488,7.114463228474018e-06
594,10101010,mol2vec,3033027238,716,1.0438433753252863e-05
595,10101010,mol2vec,3232361348,2033,2.963873717927803e-05
596,10101010,mol2vec,1979131117,572,8.339083948129382e-06
597,10101010,mol2vec,3005981942,139,2.0264557146678042e-06
499,11000011,mol2vec,3005981942,139,2.0264557146678042e-06
598,10101010,mol2vec,4067145187,774,1.128400520253871e-05
599,10101010,mol2vec,1187730664,12408,0.0001808939748748066
85,11000011,mol2vec,1187730664,12408,0.0001808939748748066
600,10101010,mol2vec,3008859944,73,1.0642537206528756e-06
601,10101010,mol2vec,136615304,109,1.5890911719337458e-06
602,10101010,mol2vec,1735424888,288,4.198699610246961e-06
603,10101010,mol2vec,3090652201,10819,0.0001577282329279926
604,10101010,mol2vec,1581998710,204,2.9740788905915978e-06
605,10101010,mol2vec,1382479327,643,9.374180032599987e-06
606,10101010,mol2vec,2280464758,1113,1.622622453543357e-05
607,10101010,mol2vec,2053761549,88,1.2829359920199048e-06
608,10101010,mol2vec,3801425767,579,8.441135674767329e-06
459,11000011,mol2vec,3801425767,579,8.441135674767329e-06
609,10101010,mol2vec,434045476,4229,6.165382170741111e-05
87,110110,mol2vec,434045476,4229,6.165382170741111e-05
610,10101010,mol2vec,2064774207,217,3.163603525776356e-06
611,10101010,mol2vec,1612788349,5,7.289409045567641e-08
612,10101010,mol2vec,231714826,4,5.8315272364541133e-08
613,10101010,mol2vec,1462241120,1208,1.761121225409142e-05
294,11000011,mol2vec,1462241120,1208,1.761121225409142e-05
614,10101010,mol2vec,20831399,56,8.164138131035758e-07
615,10101010,mol2vec,3995506898,24,3.4989163418724676e-07
616,10101010,mol2vec,2643421010,18,2.6241872564043507e-07
617,10101010,mol2vec,3872837863,550,8.018349950124406e-06
618,10101010,mol2vec,896566896,33,4.811009970074643e-07
619,10101010,mol2vec,3094365125,172,2.5075567116752688e-06
0,10101010,parallel,C=C,100359,0.0009852242185919003
1,10101010,parallel,CC,23568756,0.2313744578292247
0,11000011,parallel,CC,23568756,0.2313744578292247
2,110110,parallel,CC,23568756,0.2313744578292247
2,10101010,parallel,C1=CCNCC1,91016,0.0008935039954499387
43,11000011,parallel,C1=CCNCC1,91016,0.0008935039954499387
3,10101010,parallel,CO,6087194,0.05975797837829496
0,110110,parallel,CO,6087194,0.05975797837829496
4,10101010,parallel,C,16215117,0.15918378995108798
48,11000011,parallel,C,16215117,0.15918378995108798
3,110110,parallel,C,16215117,0.15918378995108798
5,10101010,parallel,C=O,6971706,0.06844123193836589
