,class_id,model_type,fragment,count,freq
89,10101010,mol2vec,3982076256,52768,0.0007692950730330266
43,11000011,mol2vec,3982076256,52768,0.0007692950730330266
90,10101010,mol2vec,2759434019,3778,5.5078774748309096e-05
91,10101010,mol2vec,4277401654,7884,0.00011493940183051056
92,10101010,mol2vec,2360741695,57639,0.0008403084959549466
182,11000011,mol2vec,2360741695,57639,0.0008403084959549466
65,110110,mol2vec,2360741695,57639,0.0008403084959549466
93,10101010,mol2vec,3176806076,21185,0.000308852261260701
146,11000011,mol2vec,3176806076,21185,0.000308852261260701
94,10101010,mol2vec,1449131080,20828,0.00030364762320216564
329,11000011,mol2vec,1449131080,20828,0.00030364762320216564
95,10101010,mol2vec,3120642300,34745,0.0005065410345764954
87,11000011,mol2vec,3120642300,34745,0.0005065410345764954
96,10101010,mol2vec,2355616982,44713,0.0006518626933089319
97,10101010,mol2vec,369500293,4819,7.025532438118093e-05
98,10101010,mol2vec,2758632892,3896,5.6799075283063064e-05
99,10101010,mol2vec,4036277955,68872,0.0010040723595726691
3,11000011,mol2vec,4036277955,68872,0.0010040723595726691
100,10101010,mol2vec,3182824521,90350,0.0013171962145340729
38,11000011,mol2vec,3182824521,90350,0.0013171962145340729
101,10101010,mol2vec,540046244,71932,0.0010486835429315432
64,11000011,mol2vec,540046244,71932,0.0010486835429315432
102,10101010,mol2vec,3345225135,39187,0.0005713001445373183
399,11000011,mol2vec,3345225135,39187,0.0005713001445373183
103,10101010,mol2vec,2258843522,15201,0.00022161261380334744
444,11000011,mol2vec,2258843522,15201,0.00022161261380334744
104,10101010,mol2vec,2245273601,389792,0.005682706661379804
201,11000011,mol2vec,2245273601,389792,0.005682706661379804
62,110110,mol2vec,2245273601,389792,0.005682706661379804
105,10101010,mol2vec,1674219510,5363,7.818620142275852e-05
106,10101010,mol2vec,864662311,156660,0.0022839176421572535
6,110110,mol2vec,864662311,156660,0.0022839176421572535
107,10101010,mol2vec,1542633699,33056,0.0004819174108205679
108,10101010,mol2vec,4003049590,16692,0.00024334963157723015
61,110110,mol2vec,4003049590,16692,0.00024334963157723015
109,10101010,mol2vec,3462333187,14692,0.00021419199539495957
110,10101010,mol2vec,2309124039,161332,0.0023520298802790374
111,10101010,mol2vec,4042373501,20139,0.0002936028175373735
418,11000011,mol2vec,4042373501,20139,0.0002936028175373735
112,10101010,mol2vec,1868602760,70776,0.0010318304292181908
139,11000011,mol2vec,1868602760,70776,0.0010318304292181908
113,10101010,mol2vec,3908647167,180924,0.00263765808432056
140,11000011,mol2vec,3908647167,180924,0.00263765808432056
114,10101010,mol2vec,1739267982,30606,0.00044619930649728647
115,10101010,mol2vec,3143719699,60742,0.0008855465684917393
116,10101010,mol2vec,4194776273,59776,0.0008714634302157026
117,10101010,mol2vec,3346539298,44513,0.0006489469296907048
204,11000011,mol2vec,3346539298,44513,0.0006489469296907048
118,10101010,mol2vec,2407054516,6119,8.920778789965679e-05
119,10101010,mol2vec,3820826669,59027,0.0008605438954654423
41,11000011,mol2vec,3820826669,59027,0.0008605438954654423
120,10101010,mol2vec,717512901,363799,0.005303759442736924
121,10101010,mol2vec,1445852595,11197,0.00016323902616644176
108,11000011,mol2vec,1445852595,11197,0.00016323902616644176
122,10101010,mol2vec,1083852209,96691,0.0014096405000499617
8,11000011,mol2vec,1083852209,96691,0.0014096405000499617
123,10101010,mol2vec,1632503783,1486,2.166412368342703e-05
124,10101010,mol2vec,3614376044,12900,0.00018806675337564515
125,10101010,mol2vec,2059730245,7017,0.00010229956654549627
126,10101010,mol2vec,3537119515,406499,0.005926274975228401
200,11000011,mol2vec,3537119515,406499,0.005926274975228401
69,110110,mol2vec,3537119515,406499,0.005926274975228401
127,10101010,mol2vec,1168541985,2944,4.292004046030227e-05
487,11000011,mol2vec,1168541985,2944,4.292004046030227e-05
128,10101010,mol2vec,3594646603,37094,0.0005407866782725721
192,11000011,mol2vec,3594646603,37094,0.0005407866782725721
129,10101010,mol2vec,2447826885,88510,0.0012903711892463838
130,10101010,mol2vec,787069595,156419,0.00228040414699729
209,11000011,mol2vec,787069595,156419,0.00228040414699729
131,10101010,mol2vec,3624155,108484,0.00158156850179872
89,11000011,mol2vec,3624155,108484,0.00158156850179872
132,10101010,mol2vec,3661262542,22510,0.0003281691952314552
133,10101010,mol2vec,3460898310,107258,0.0015636948708189881
134,10101010,mol2vec,3376021752,101238,0.0014759303859103537
135,10101010,mol2vec,2064788354,9074,0.00013228819535896156
136,10101010,mol2vec,4194366826,39974,0.0005827736743750418
137,10101010,mol2vec,4008337421,86602,0.0012625548043284978
59,110110,mol2vec,4008337421,86602,0.0012625548043284978
138,10101010,mol2vec,2257970297,80142,0.0011683756394597637
207,11000011,mol2vec,2257970297,80142,0.0011683756394597637
139,10101010,mol2vec,1308598964,12449,0.00018149170641654314
268,11000011,mol2vec,1308598964,12449,0.00018149170641654314
140,10101010,mol2vec,3981762496,22266,0.0003246119636172182
20,11000011,mol2vec,3981762496,22266,0.0003246119636172182
141,10101010,mol2vec,2530377886,47968,0.0006993167461955772
151,11000011,mol2vec,2530377886,47968,0.0006993167461955772
142,10101010,mol2vec,2089117413,82512,0.0012029274383357545
188,11000011,mol2vec,2089117413,82512,0.0012029274383357545
143,10101010,mol2vec,2434373675,114191,0.001664769816644829
79,11000011,mol2vec,2434373675,114191,0.001664769816644829
144,10101010,mol2vec,2154935424,59791,0.0008716821124870697
145,10101010,mol2vec,411967733,35702,0.0005204929634897118
146,10101010,mol2vec,1256946769,42456,0.0006189583008772395
163,11000011,mol2vec,1256946769,42456,0.0006189583008772395
147,10101010,mol2vec,1473573141,1024,1.492870972532253e-05
442,11000011,mol2vec,1473573141,1024,1.492870972532253e-05
148,10101010,mol2vec,1912836315,9340,0.00013616616097120353
134,11000011,mol2vec,1912836315,9340,0.00013616616097120353
149,10101010,mol2vec,571978829,109080,0.0015902574773810367
133,11000011,mol2vec,571978829,109080,0.0015902574773810367
150,10101010,mol2vec,1686095578,25726,0.0003750546742125463
151,10101010,mol2vec,2720313463,48289,0.0007039965468028317
117,11000011,mol2vec,2720313463,48289,0.0007039965468028317
152,10101010,mol2vec,273092751,13956,0.00020346198527988402
153,10101010,mol2vec,1070821685,27707,0.0004039353128510853
154,10101010,mol2vec,3105760376,4,5.8315272364541133e-08
155,10101010,mol2vec,2664622273,24869,0.00036256062710844335
156,10101010,mol2vec,1040769162,30,4.373645427340585e-07
157,10101010,mol2vec,2222621677,53648,0.0007821244329532256
58,110110,mol2vec,2222621677,53648,0.0007821244329532256
158,10101010,mol2vec,3124581743,160660,0.0023422329145217943
135,11000011,mol2vec,3124581743,160660,0.0023422329145217943
83,110110,mol2vec,3124581743,160660,0.0023422329145217943
159,10101010,mol2vec,3136829774,55937,0.0008154953475638343
160,10101010,mol2vec,603510687,45677,0.0006659166739487863
214,11000011,mol2vec,603510687,45677,0.0006659166739487863
161,10101010,mol2vec,2697110228,63078,0.0009196026875526313
142,11000011,mol2vec,2697110228,63078,0.0009196026875526313
162,10101010,mol2vec,3222770065,14024,0.0002044533449100812
163,10101010,mol2vec,2459741777,9937,0.0001448697153716113
164,10101010,mol2vec,2297887526,38690,0.0005640544719460241
252,11000011,mol2vec,2297887526,38690,0.0005640544719460241
165,10101010,mol2vec,2753863138,18125,0.000264241077901827
247,11000011,mol2vec,2753863138,18125,0.000264241077901827
166,10101010,mol2vec,254000342,2700,3.936280884606526e-05
167,10101010,mol2vec,64070612,47673,0.0006950159948586923
170,11000011,mol2vec,64070612,47673,0.0006950159948586923
168,10101010,mol2vec,104383219,11116,0.0001620581419010598
290,11000011,mol2vec,104383219,11116,0.0001620581419010598
169,10101010,mol2vec,4035178815,1738,2.533798584239312e-05
170,10101010,mol2vec,1532868555,445,6.4875740505552005e-06
171,10101010,mol2vec,829754261,14401,0.00020994955933043922
61,11000011,mol2vec,829754261,14401,0.00020994955933043922
172,10101010,mol2vec,992462230,10170,0.00014826657998684583
211,11000011,mol2vec,992462230,10170,0.00014826657998684583
173,10101010,mol2vec,68650007,29330,0.00042759673461299785
174,10101010,mol2vec,4212936508,33342,0.0004860869527946326
10,11000011,mol2vec,4212936508,33342,0.0004860869527946326
175,10101010,mol2vec,616374597,67239,0.0009802651496298453
176,10101010,mol2vec,4196488051,26518,0.0003866010981407254
107,11000011,mol2vec,4196488051,26518,0.0003866010981407254
177,10101010,mol2vec,36538691,20882,0.000304434879379087
147,11000011,mol2vec,36538691,20882,0.000304434879379087
178,10101010,mol2vec,387677124,2063,3.0076101722012088e-05
390,11000011,mol2vec,387677124,2063,3.0076101722012088e-05
179,10101010,mol2vec,729796064,103876,0.0015143893080347686
180,10101010,mol2vec,3777243454,27208,0.0003966604826236088
32,11000011,mol2vec,3777243454,27208,0.0003966604826236088
181,10101010,mol2vec,3796841743,68581,0.000999829923508149
121,11000011,mol2vec,3796841743,68581,0.000999829923508149
182,10101010,mol2vec,2369690741,24731,0.0003605487502118667
183,10101010,mol2vec,1167322652,114201,0.0016649156048257404
184,10101010,mol2vec,1914416804,11780,0.00017173847711357364
272,11000011,mol2vec,1914416804,11780,0.00017173847711357364
185,10101010,mol2vec,1534595042,7230,0.0001054048547989081
417,11000011,mol2vec,1534595042,7230,0.0001054048547989081
186,10101010,mol2vec,3341916169,3697,5.389789048292714e-05
187,10101010,mol2vec,4158944142,25384,0.00037006871842537803
285,11000011,mol2vec,4158944142,25384,0.00037006871842537803
188,10101010,mol2vec,572760528,88836,0.001295123883944094
190,11000011,mol2vec,572760528,88836,0.001295123883944094
189,10101010,mol2vec,1919134267,9037,0.00013174877908958955
167,11000011,mol2vec,1919134267,9037,0.00013174877908958955
190,10101010,mol2vec,550081331,25089,0.00036576796708849313
223,11000011,mol2vec,550081331,25089,0.00036576796708849313
191,10101010,mol2vec,3811375594,25498,0.0003717307036877674
192,10101010,mol2vec,86544075,6253,9.116134952386892e-05
331,11000011,mol2vec,86544075,6253,9.116134952386892e-05
193,10101010,mol2vec,1510461303,83630,0.0012192265569616436
208,11000011,mol2vec,1510461303,83630,0.0012192265569616436
60,110110,mol2vec,1510461303,83630,0.0012192265569616436
194,10101010,mol2vec,4089138501,102872,0.0014997521746712688
266,11000011,mol2vec,4089138501,102872,0.0014997521746712688
36,110110,mol2vec,4089138501,102872,0.0014997521746712688
195,10101010,mol2vec,2752034647,30507,0.00044475600350626405
251,11000011,mol2vec,2752034647,30507,0.00044475600350626405
196,10101010,mol2vec,1121298566,879,1.2814781102107914e-05
197,10101010,mol2vec,3980805843,8238,0.00012010030343477246
128,11000011,mol2vec,3980805843,8238,0.00012010030343477246
198,10101010,mol2vec,3286720230,32326,0.00047127487361403917
233,11000011,mol2vec,3286720230,32326,0.00047127487361403917
199,10101010,mol2vec,4223817698,18748,0.0002733236815726043
469,11000011,mol2vec,4223817698,18748,0.0002733236815726043
200,10101010,mol2vec,74537039,13977,0.00020376814045979785
354,11000011,mol2vec,74537039,13977,0.00020376814045979785
201,10101010,mol2vec,1362518133,95677,0.0013948575785055505
202,10101010,mol2vec,3975295864,23965,0.00034938137555405704
198,11000011,mol2vec,3975295864,23965,0.00034938137555405704
203,10101010,mol2vec,3089236829,2227,3.246702788895827e-05
204,10101010,mol2vec,4033380444,88664,0.0012926163272324188
176,11000011,mol2vec,4033380444,88664,0.0012926163272324188
205,10101010,mol2vec,3044751281,20683,0.00030153369457895104
65,11000011,mol2vec,3044751281,20683,0.00030153369457895104
206,10101010,mol2vec,3824063894,29553,0.000430847811047321
253,11000011,mol2vec,3824063894,29553,0.000430847811047321
207,10101010,mol2vec,1965692378,4766,6.948264702235076e-05
254,11000011,mol2vec,1965692378,4766,6.948264702235076e-05
208,10101010,mol2vec,2506328221,2655,3.8706762031964174e-05
242,11000011,mol2vec,2506328221,2655,3.8706762031964174e-05
209,10101010,mol2vec,2556855854,10707,0.00015609540530178546
288,11000011,mol2vec,2556855854,10707,0.00015609540530178546
210,10101010,mol2vec,1173125914,67600,0.000985528102960745
88,11000011,mol2vec,1173125914,67600,0.000985528102960745
79,110110,mol2vec,1173125914,67600,0.000985528102960745
211,10101010,mol2vec,1583799011,19449,0.0002835434330544901
466,11000011,mol2vec,1583799011,19449,0.0002835434330544901
74,110110,mol2vec,1583799011,19449,0.0002835434330544901
212,10101010,mol2vec,3156812067,7872,0.00011476445601341694
505,11000011,mol2vec,3156812067,7872,0.00011476445601341694
213,10101010,mol2vec,3579962709,65868,0.0009602775900268988
261,11000011,mol2vec,3579962709,65868,0.0009602775900268988
214,10101010,mol2vec,2165820178,2152,3.137361653212313e-05
307,11000011,mol2vec,2165820178,2152,3.137361653212313e-05
215,10101010,mol2vec,548743766,24728,0.00036050501375759327
236,11000011,mol2vec,548743766,24728,0.00036050501375759327
216,10101010,mol2vec,3491109101,20611,0.0003004840196763893
281,11000011,mol2vec,3491109101,20611,0.0003004840196763893
217,10101010,mol2vec,690255344,4847,7.066353128773272e-05
218,10101010,mol2vec,2984045667,10323,0.00015049713915478953
115,11000011,mol2vec,2984045667,10323,0.00015049713915478953
219,10101010,mol2vec,4291484675,8155,0.00011889026153320823
130,11000011,mol2vec,4291484675,8155,0.00011889026153320823
220,10101010,mol2vec,2905660137,15701,0.00022890202284891507
221,10101010,mol2vec,26234434,41699,0.0006079221355822502
222,10101010,mol2vec,1506563592,29734,0.0004334865771218165
364,11000011,mol2vec,1506563592,29734,0.0004334865771218165
80,110110,mol2vec,1506563592,29734,0.0004334865771218165
223,10101010,mol2vec,2745462063,66,9.622019940149286e-07
224,10101010,mol2vec,169809287,1892,2.7583123828427953e-05
225,10101010,mol2vec,1602567453,2682,3.910039012042483e-05
271,11000011,mol2vec,1602567453,2682,3.910039012042483e-05
226,10101010,mol2vec,1399127774,9636,0.00014048149112617957
227,10101010,mol2vec,781912670,26893,0.00039206815492490117
344,11000011,mol2vec,781912670,26893,0.00039206815492490117
228,10101010,mol2vec,2782530898,14328,0.00020888530560978633
229,10101010,mol2vec,3631761933,6599,9.620562058340173e-05
230,10101010,mol2vec,4210054575,35484,0.0005173147811458444
217,11000011,mol2vec,4210054575,35484,0.0005173147811458444
231,10101010,mol2vec,3145023872,14894,0.0002171369166493689
232,10101010,mol2vec,3457964313,38573,0.0005623487502293612
63,11000011,mol2vec,3457964313,38573,0.0005623487502293612
233,10101010,mol2vec,136366266,23508,0.0003427188556864082
57,11000011,mol2vec,136366266,23508,0.0003427188556864082
234,10101010,mol2vec,2785067925,34786,0.000507138766118232
235,10101010,mol2vec,4200113039,3096,4.513602081015484e-05
236,10101010,mol2vec,2807475527,3357,4.894109233194114e-05
237,10101010,mol2vec,3129092788,1038,1.5132813178598424e-05
238,10101010,mol2vec,4222851645,46730,0.0006812681693987517
239,10101010,mol2vec,600629739,10854,0.00015823849156118235
132,11000011,mol2vec,600629739,10854,0.00015823849156118235
240,10101010,mol2vec,3288032115,24292,0.0003541486490698583
52,11000011,mol2vec,3288032115,24292,0.0003541486490698583
241,10101010,mol2vec,3628883864,6599,9.620562058340173e-05
242,10101010,mol2vec,3917675302,1672,2.4375783848378193e-05
243,10101010,mol2vec,431202968,22847,0.0003330822569281678
67,110110,mol2vec,431202968,22847,0.0003330822569281678
244,10101010,mol2vec,486030630,3292,4.799346915601735e-05
529,11000011,mol2vec,486030630,3292,4.799346915601735e-05
245,10101010,mol2vec,3628319739,792,1.1546423928179144e-05
246,10101010,mol2vec,3026394695,19382,0.00028256665224238406
247,10101010,mol2vec,1619222458,11541,0.00016825413958979229
70,110110,mol2vec,1619222458,11541,0.00016825413958979229
248,10101010,mol2vec,2251845666,30140,0.00043940557726681744
150,11000011,mol2vec,2251845666,30140,0.00043940557726681744
249,10101010,mol2vec,785465846,3124,4.5544227716706626e-05
365,11000011,mol2vec,785465846,3124,4.5544227716706626e-05
250,10101010,mol2vec,1390475220,4110,5.9918942354566015e-05
251,10101010,mol2vec,2251888095,4762,6.942433174998621e-05
252,10101010,mol2vec,3534901675,4087,5.95836295384699e-05
468,11000011,mol2vec,3534901675,4087,5.95836295384699e-05
253,10101010,mol2vec,2603276537,3617,5.273158503563632e-05
254,10101010,mol2vec,3596485316,24264,0.0003537404421633065
46,11000011,mol2vec,3596485316,24264,0.0003537404421633065
255,10101010,mol2vec,3537123720,185264,0.002700930154836087
328,11000011,mol2vec,3537123720,185264,0.002700930154836087
39,110110,mol2vec,3537123720,185264,0.002700930154836087
256,10101010,mol2vec,2245277810,128839,0.0018783203440437787
326,11000011,mol2vec,2245277810,128839,0.0018783203440437787
4,110110,mol2vec,2245277810,128839,0.0018783203440437787
257,10101010,mol2vec,3472262170,2193,3.1971348073859675e-05
258,10101010,mol2vec,1362202978,14055,0.0002049052882709064
259,10101010,mol2vec,3529214908,388,5.656581419360489e-06
260,10101010,mol2vec,4256676941,7978,0.00011630981073107728
213,11000011,mol2vec,4256676941,7978,0.00011630981073107728
261,10101010,mol2vec,4023654873,26110,0.00038065294035954223
54,110110,mol2vec,4023654873,26110,0.00038065294035954223
262,10101010,mol2vec,1535166686,56898,0.0008295055917494153
33,110110,mol2vec,1535166686,56898,0.0008295055917494153
263,10101010,mol2vec,4223108416,5124,7.470186389897719e-05
264,10101010,mol2vec,258745374,10,1.4578818091135282e-07
265,10101010,mol2vec,3933537673,23255,0.000339030414709351
9,110110,mol2vec,3933537673,23255,0.000339030414709351
266,10101010,mol2vec,2306985260,473,6.895780957106988e-06
267,10101010,mol2vec,2423543607,34520,0.00050326080050599
353,11000011,mol2vec,2423543607,34520,0.00050326080050599
73,110110,mol2vec,2423543607,34520,0.00050326080050599
268,10101010,mol2vec,1822332700,22522,0.0003283441410485488
269,10101010,mol2vec,275463426,5520,8.047507586306676e-05
270,10101010,mol2vec,584893129,8382,0.00012219965323989593
313,11000011,mol2vec,584893129,8382,0.00012219965323989593
271,10101010,mol2vec,2635303940,13080,0.0001906909406320495
216,11000011,mol2vec,2635303940,13080,0.0001906909406320495
272,10101010,mol2vec,2341585586,8766,0.0001277979193868919
215,11000011,mol2vec,2341585586,8766,0.0001277979193868919
273,10101010,mol2vec,2431311350,6283,9.159871406660298e-05
274,10101010,mol2vec,2530048747,38060,0.0005548698165486088
333,11000011,mol2vec,2530048747,38060,0.0005548698165486088
275,10101010,mol2vec,994237755,12233,0.0001783426817088579
327,11000011,mol2vec,994237755,12233,0.0001783426817088579
276,10101010,mol2vec,330223697,10161,0.00014813537062402561
277,10101010,mol2vec,773709216,47559,0.0006933540095963029
278,10101010,mol2vec,458195553,14397,0.00020989124405807467
120,11000011,mol2vec,458195553,14397,0.00020989124405807467
279,10101010,mol2vec,694069322,52418,0.0007641924867011293
106,11000011,mol2vec,694069322,52418,0.0007641924867011293
280,10101010,mol2vec,2835079913,49007,0.0007144641381922668
52,110110,mol2vec,2835079913,49007,0.0007144641381922668
281,10101010,mol2vec,458993620,53900,0.0007857982951121917
